"Hours since thread went live","Nijiyon Animation Season 2 - Episode 6 discussion"
0,1
0,1
0.08333333333333333,0
0.16666666666666666,0
0.25,0
0.3333333333333333,0
0.4166666666666667,1
0.5,2
0.5833333333333334,2
0.6666666666666666,4
0.75,3
0.8333333333333334,7
0.9166666666666666,6
1,6
1.0833333333333333,6
1.1666666666666667,7
1.25,7
1.3333333333333333,7
1.4166666666666667,8
1.5,8
1.5833333333333333,9
1.6666666666666667,11
1.75,13
1.8333333333333333,11
1.9166666666666667,10
2,13
2.0833333333333335,13
2.1666666666666665,14
2.25,13
2.3333333333333335,14
2.4166666666666665,14
2.5,14
2.5833333333333335,14
2.6666666666666665,16
2.75,17
2.8333333333333335,15
2.9166666666666665,16
3,18
3.0833333333333335,16
3.1666666666666665,17
3.25,18
3.3333333333333335,18
3.4166666666666665,17
3.5,19
3.5833333333333335,19
3.6666666666666665,18
3.75,20
3.8333333333333335,21
3.9166666666666665,23
4,21
4.083333333333333,23
4.166666666666667,21
4.25,23
4.333333333333333,23
4.416666666666667,22
4.5,25
4.583333333333333,22
4.666666666666667,23
4.75,21
4.833333333333333,22
4.916666666666667,25
5,23
5.083333333333333,25
5.166666666666667,27
5.25,27
5.333333333333333,28
5.416666666666667,26
5.5,24
5.583333333333333,26
5.666666666666667,28
5.75,26
5.833333333333333,24
5.916666666666667,28
6,25
6.083333333333333,24
6.166666666666667,25
6.25,25
6.333333333333333,27
6.416666666666667,23
6.5,25
6.583333333333333,25
6.666666666666667,25
6.75,26
6.833333333333333,25
6.916666666666667,24
7,25
7.083333333333333,25
7.166666666666667,26
7.25,27
7.333333333333333,26
7.416666666666667,28
7.5,27
7.583333333333333,27
7.666666666666667,28
7.75,26
7.833333333333333,27
7.916666666666667,26
8,27
8.083333333333334,27
8.166666666666666,29
8.25,25
8.333333333333334,29
8.416666666666666,27
8.5,27
8.583333333333334,28
8.666666666666666,27
8.75,27
8.833333333333334,26
8.916666666666666,28
9,29
9.083333333333334,28
9.166666666666666,29
9.25,31
9.333333333333334,27
9.416666666666666,26
9.5,30
9.583333333333334,30
9.666666666666666,32
9.75,31
9.833333333333334,30
9.916666666666666,27
10,28
10.083333333333334,29
10.166666666666666,26
10.25,26
10.333333333333334,30
10.416666666666666,28
10.5,31
10.583333333333334,35
10.666666666666666,31
10.75,29
10.833333333333334,32
10.916666666666666,32
11,27
11.083333333333334,34
11.166666666666666,30
11.25,32
11.333333333333334,29
11.416666666666666,34
11.5,37
11.583333333333334,32
11.666666666666666,32
11.75,34
11.833333333333334,32
11.916666666666666,33
12,34
12.083333333333334,35
12.166666666666666,35
12.25,31
12.333333333333334,33
12.416666666666666,32
12.5,36
12.583333333333334,34
12.666666666666666,34
12.75,33
12.833333333333334,37
12.916666666666666,36
13,34
13.083333333333334,34
13.166666666666666,33
13.25,35
13.333333333333334,34
13.416666666666666,34
13.5,33
13.583333333333334,36
13.666666666666666,33
13.75,35
13.833333333333334,33
13.916666666666666,33
14,34
14.083333333333334,34
14.166666666666666,32
14.25,35
14.333333333333334,35
14.416666666666666,34
14.5,34
14.583333333333334,31
14.666666666666666,34
14.75,35
14.833333333333334,36
14.916666666666666,36
15,36
15.083333333333334,32
15.166666666666666,37
15.25,34
15.333333333333334,37
15.416666666666666,35
15.5,35
15.583333333333334,39
15.666666666666666,39
15.75,35
15.833333333333334,37
15.916666666666666,37
16,35
16.083333333333332,38
16.166666666666668,35
16.25,37
16.333333333333332,38
16.416666666666668,37
16.5,36
16.583333333333332,37
16.666666666666668,40
16.75,39
16.833333333333332,39
16.916666666666668,38
17,36
17.083333333333332,38
17.166666666666668,37
17.25,39
17.333333333333332,39
17.416666666666668,33
17.5,33
17.583333333333332,37
17.666666666666668,35
17.75,38
17.833333333333332,39
17.916666666666668,39
18,36
18.083333333333332,37
18.166666666666668,37
18.25,41
18.333333333333332,35
18.416666666666668,35
18.5,36
18.583333333333332,38
18.666666666666668,33
18.75,41
18.833333333333332,40
18.916666666666668,36
19,39
19.083333333333332,38
19.166666666666668,40
19.25,38
19.333333333333332,37
19.416666666666668,35
19.5,36
19.583333333333332,40
19.666666666666668,36
19.75,35
19.833333333333332,35
19.916666666666668,36
20,36
20.083333333333332,37
20.166666666666668,39
20.25,38
20.333333333333332,40
20.416666666666668,38
20.5,38
20.583333333333332,36
20.666666666666668,35
20.75,36
20.833333333333332,35
20.916666666666668,37
21,37
21.083333333333332,38
21.166666666666668,41
21.25,34
21.333333333333332,35
21.416666666666668,35
21.5,37
21.583333333333332,36
21.666666666666668,36
21.75,37
21.833333333333332,41
21.916666666666668,35
22,37
22.083333333333332,39
22.166666666666668,36
22.25,37
22.333333333333332,38
22.416666666666668,39
22.5,37
22.583333333333332,34
22.666666666666668,39
22.75,39
22.833333333333332,38
22.916666666666668,36
23,36
23.083333333333332,34
23.166666666666668,35
23.25,34
23.333333333333332,39
23.416666666666668,36
23.5,37
23.583333333333332,36
23.666666666666668,34
23.75,37
23.833333333333332,34
23.916666666666668,35
24,39
24.083333333333332,37
24.166666666666668,40
24.25,37
24.333333333333332,35
24.416666666666668,41
24.5,36
24.583333333333332,38
24.666666666666668,34
24.75,38
24.833333333333332,37
24.916666666666668,35
25,38
25.083333333333332,37
25.166666666666668,38
25.25,37
25.333333333333332,38
25.416666666666668,40
25.5,34
25.583333333333332,37
25.666666666666668,36
25.75,36
25.833333333333332,39
25.916666666666668,38
26,36
26.083333333333332,38
26.166666666666668,37
26.25,35
26.333333333333332,37
26.416666666666668,36
26.5,37
26.583333333333332,37
26.666666666666668,39
26.75,38
26.833333333333332,37
26.916666666666668,36
27,36
27.083333333333332,36
27.166666666666668,36
27.25,37
27.333333333333332,39
27.416666666666668,38
27.5,41
27.583333333333332,37
27.666666666666668,41
27.75,41
27.833333333333332,41
27.916666666666668,38
28,37
28.083333333333332,38
28.166666666666668,39
28.25,41
28.333333333333332,41
28.416666666666668,37
28.5,37
28.583333333333332,36
28.666666666666668,37
28.75,35
28.833333333333332,39
28.916666666666668,39
29,38
29.083333333333332,40
29.166666666666668,36
29.25,37
29.333333333333332,39
29.416666666666668,34
29.5,40
29.583333333333332,37
29.666666666666668,42
29.75,35
29.833333333333332,36
29.916666666666668,38
30,40
30.083333333333332,37
30.166666666666668,40
30.25,36
30.333333333333332,42
30.416666666666668,40
30.5,36
30.583333333333332,37
30.666666666666668,42
30.75,42
30.833333333333332,36
30.916666666666668,38
31,39
31.083333333333332,39
31.166666666666668,39
31.25,37
31.333333333333332,37
31.416666666666668,37
31.5,41
31.583333333333332,37
31.666666666666668,39
31.75,35
31.833333333333332,36
31.916666666666668,36
32,37
32.083333333333336,39
32.166666666666664,36
32.25,41
32.333333333333336,39
32.416666666666664,42
32.5,37
32.583333333333336,38
32.666666666666664,34
32.75,37
32.833333333333336,39
32.916666666666664,40
33,38
33.083333333333336,37
33.166666666666664,42
33.25,42
33.333333333333336,41
33.416666666666664,42
33.5,41
33.583333333333336,39
33.666666666666664,38
33.75,39
33.833333333333336,38
33.916666666666664,41
34,38
34.083333333333336,38
34.166666666666664,38
34.25,41
34.333333333333336,37
34.416666666666664,41
34.5,41
34.583333333333336,42
34.666666666666664,39
34.75,38
34.833333333333336,39
34.916666666666664,38
35,36
35.083333333333336,35
35.166666666666664,40
35.25,38
35.333333333333336,40
35.416666666666664,39
35.5,35
35.583333333333336,39
35.666666666666664,38
35.75,38
35.833333333333336,35
35.916666666666664,35
36,36
36.083333333333336,41
36.166666666666664,36
36.25,36
36.333333333333336,40
36.416666666666664,38
36.5,36
36.583333333333336,38
36.666666666666664,36
36.75,39
36.833333333333336,39
36.916666666666664,41
37,41
37.083333333333336,34
37.166666666666664,40
37.25,42
37.333333333333336,39
37.416666666666664,34
37.5,38
37.583333333333336,34
37.666666666666664,38
37.75,40
37.833333333333336,41
37.916666666666664,38
38,41
38.083333333333336,35
38.166666666666664,41
38.25,38
38.333333333333336,38
38.416666666666664,39
38.5,39
38.583333333333336,36
38.666666666666664,34
38.75,40
38.833333333333336,34
38.916666666666664,38
39,37
39.083333333333336,40
