"Hours since thread went live","Mushoku Tensei: Isekai Ittara Honki Dasu Season 2 Part 2 • Mushoku Tensei: Jobless Reincarnation Season 2 Part 2 - Episode 5 discussion"
0,4
0,10
0.08333333333333333,20
0.16666666666666666,37
0.25,67
0.3333333333333333,106
0.4166666666666667,157
0.5,200
0.5833333333333334,232
0.6666666666666666,266
0.75,306
0.8333333333333334,344
0.9166666666666666,389
1,433
1.0833333333333333,482
1.1666666666666667,541
1.25,594
1.3333333333333333,660
1.4166666666666667,708
1.5,743
1.5833333333333333,794
1.6666666666666667,840
1.75,895
1.8333333333333333,943
1.9166666666666667,988
2,1046
2.0833333333333335,1088
2.1666666666666665,1129
2.25,1178
2.3333333333333335,1219
2.4166666666666665,1269
2.5,1308
2.5833333333333335,1342
2.6666666666666665,1375
2.75,1409
2.8333333333333335,1438
2.9166666666666665,1483
3,1507
3.0833333333333335,1543
3.1666666666666665,1574
3.25,1598
3.3333333333333335,1622
3.4166666666666665,1650
3.5,1681
3.5833333333333335,1706
3.6666666666666665,1724
3.75,1765
3.8333333333333335,1785
3.9166666666666665,1813
4,1846
4.083333333333333,1869
4.166666666666667,1896
4.25,1918
4.333333333333333,1936
4.416666666666667,1969
4.5,1990
4.583333333333333,2006
4.666666666666667,2044
4.75,2061
4.833333333333333,2076
4.916666666666667,2103
5,2110
5.083333333333333,2129
5.166666666666667,2157
5.25,2179
5.333333333333333,2207
5.416666666666667,2216
5.5,2235
5.583333333333333,2252
5.666666666666667,2268
5.75,2292
5.833333333333333,2301
5.916666666666667,2321
6,2330
6.083333333333333,2353
6.166666666666667,2380
6.25,2387
6.333333333333333,2414
6.416666666666667,2426
6.5,2448
6.583333333333333,2460
6.666666666666667,2486
6.75,2509
6.833333333333333,2510
6.916666666666667,2532
7,2554
7.083333333333333,2572
7.166666666666667,2588
7.25,2598
7.333333333333333,2614
7.416666666666667,2629
7.5,2649
7.583333333333333,2659
7.666666666666667,2676
7.75,2693
7.833333333333333,2706
7.916666666666667,2724
8,2736
8.083333333333334,2751
8.166666666666666,2766
8.25,2774
8.333333333333334,2796
8.416666666666666,2810
8.5,2829
8.583333333333334,2836
8.666666666666666,2852
8.75,2864
8.833333333333334,2878
8.916666666666666,2888
9,2897
9.083333333333334,2896
9.166666666666666,2911
9.25,2923
9.333333333333334,2940
9.416666666666666,2955
9.5,2966
9.583333333333334,2989
9.666666666666666,2996
9.75,3007
9.833333333333334,3019
9.916666666666666,3028
10,3039
10.083333333333334,3057
10.166666666666666,3061
10.25,3070
10.333333333333334,3080
10.416666666666666,3085
10.5,3099
10.583333333333334,3112
10.666666666666666,3124
10.75,3151
10.833333333333334,3157
10.916666666666666,3158
11,3170
11.083333333333334,3189
11.166666666666666,3200
11.25,3202
11.333333333333334,3211
11.416666666666666,3217
11.5,3224
11.583333333333334,3228
11.666666666666666,3243
11.75,3244
11.833333333333334,3252
11.916666666666666,3268
12,3274
12.083333333333334,3284
12.166666666666666,3295
12.25,3304
12.333333333333334,3311
12.416666666666666,3318
12.5,3321
12.583333333333334,3326
12.666666666666666,3341
12.75,3343
12.833333333333334,3355
12.916666666666666,3372
13,3377
13.083333333333334,3381
13.166666666666666,3385
13.25,3395
13.333333333333334,3405
13.416666666666666,3405
13.5,3416
13.583333333333334,3418
13.666666666666666,3430
13.75,3435
13.833333333333334,3445
13.916666666666666,3457
14,3457
14.083333333333334,3469
14.166666666666666,3477
14.25,3478
14.333333333333334,3480
14.416666666666666,3490
14.5,3496
14.583333333333334,3501
14.666666666666666,3510
14.75,3517
14.833333333333334,3528
14.916666666666666,3531
15,3533
15.083333333333334,3543
15.166666666666666,3543
15.25,3545
15.333333333333334,3549
15.416666666666666,3557
15.5,3564
15.583333333333334,3568
15.666666666666666,3576
15.75,3582
15.833333333333334,3591
15.916666666666666,3592
16,3607
16.083333333333332,3604
16.166666666666668,3603
16.25,3612
16.333333333333332,3624
16.416666666666668,3629
16.5,3638
16.583333333333332,3633
16.666666666666668,3640
16.75,3641
16.833333333333332,3656
16.916666666666668,3655
17,3661
17.083333333333332,3671
17.166666666666668,3673
17.25,3676
17.333333333333332,3679
17.416666666666668,3679
17.5,3686
17.583333333333332,3695
17.666666666666668,3712
17.75,3706
17.833333333333332,3719
17.916666666666668,3718
18,3725
18.083333333333332,3722
18.166666666666668,3728
18.25,3734
18.333333333333332,3742
18.416666666666668,3739
18.5,3753
18.583333333333332,3753
18.666666666666668,3763
18.75,3764
18.833333333333332,3764
18.916666666666668,3772
19,3772
19.083333333333332,3779
19.166666666666668,3778
19.25,3780
19.333333333333332,3782
19.416666666666668,3791
19.5,3789
19.583333333333332,3794
19.666666666666668,3801
19.75,3801
19.833333333333332,3804
19.916666666666668,3812
20,3808
20.083333333333332,3813
20.166666666666668,3822
20.25,3822
20.333333333333332,3825
20.416666666666668,3826
20.5,3830
20.583333333333332,3841
20.666666666666668,3841
20.75,3843
20.833333333333332,3848
20.916666666666668,3854
21,3858
21.083333333333332,3857
21.166666666666668,3855
21.25,3868
21.333333333333332,3861
21.416666666666668,3873
21.5,3882
21.583333333333332,3880
21.666666666666668,3887
21.75,3886
21.833333333333332,3897
21.916666666666668,3897
22,3892
22.083333333333332,3905
22.166666666666668,3901
22.25,3911
22.333333333333332,3913
22.416666666666668,3922
22.5,3920
22.583333333333332,3919
22.666666666666668,3916
22.75,3923
22.833333333333332,3935
22.916666666666668,3939
23,3942
23.083333333333332,3951
23.166666666666668,3951
23.25,3959
23.333333333333332,3966
23.416666666666668,3969
23.5,3974
23.583333333333332,3981
23.666666666666668,3983
23.75,3979
23.833333333333332,3983
23.916666666666668,3981
24,3987
24.083333333333332,4000
24.166666666666668,4001
24.25,3995
24.333333333333332,3997
24.416666666666668,3997
24.5,4007
24.583333333333332,4007
24.666666666666668,4009
24.75,4010
24.833333333333332,4012
24.916666666666668,4016
25,4013
25.083333333333332,4015
25.166666666666668,4025
25.25,4023
25.333333333333332,4033
25.416666666666668,4029
25.5,4036
25.583333333333332,4039
25.666666666666668,4043
25.75,4043
25.833333333333332,4045
25.916666666666668,4055
26,4045
26.083333333333332,4057
26.166666666666668,4054
26.25,4059
26.333333333333332,4063
26.416666666666668,4067
26.5,4066
26.583333333333332,4067
26.666666666666668,4067
26.75,4067
26.833333333333332,4073
26.916666666666668,4070
27,4068
27.083333333333332,4072
27.166666666666668,4079
27.25,4076
27.333333333333332,4084
27.416666666666668,4087
27.5,4081
27.583333333333332,4080
27.666666666666668,4079
27.75,4083
27.833333333333332,4082
27.916666666666668,4088
28,4090
28.083333333333332,4094
28.166666666666668,4098
28.25,4099
28.333333333333332,4108
28.416666666666668,4106
28.5,4114
28.583333333333332,4116
28.666666666666668,4118
28.75,4119
28.833333333333332,4114
28.916666666666668,4117
29,4119
29.083333333333332,4126
29.166666666666668,4124
29.25,4126
29.333333333333332,4128
29.416666666666668,4134
29.5,4124
29.583333333333332,4137
29.666666666666668,4137
29.75,4141
29.833333333333332,4134
29.916666666666668,4143
30,4140
30.083333333333332,4146
30.166666666666668,4150
30.25,4154
30.333333333333332,4142
30.416666666666668,4155
30.5,4151
30.583333333333332,4156
30.666666666666668,4153
30.75,4154
30.833333333333332,4156
30.916666666666668,4155
31,4161
31.083333333333332,4157
31.166666666666668,4166
31.25,4161
31.333333333333332,4164
31.416666666666668,4163
31.5,4162
31.583333333333332,4177
31.666666666666668,4173
31.75,4183
31.833333333333332,4178
31.916666666666668,4176
32,4181
32.083333333333336,4189
32.166666666666664,4179
32.25,4185
32.333333333333336,4180
32.416666666666664,4194
32.5,4189
32.583333333333336,4191
32.666666666666664,4189
32.75,4191
32.833333333333336,4193
32.916666666666664,4193
33,4188
33.083333333333336,4194
33.166666666666664,4197
33.25,4195
33.333333333333336,4198
33.416666666666664,4206
33.5,4207
33.583333333333336,4204
33.666666666666664,4202
33.75,4207
33.833333333333336,4208
33.916666666666664,4211
34,4210
34.083333333333336,4212
34.166666666666664,4217
34.25,4214
34.333333333333336,4213
34.416666666666664,4218
34.5,4216
34.583333333333336,4215
34.666666666666664,4218
34.75,4221
34.833333333333336,4213
34.916666666666664,4216
35,4224
35.083333333333336,4229
35.166666666666664,4222
35.25,4221
35.333333333333336,4221
35.416666666666664,4222
35.5,4227
35.583333333333336,4224
35.666666666666664,4228
35.75,4226
35.833333333333336,4231
35.916666666666664,4231
36,4228
36.083333333333336,4224
36.166666666666664,4227
36.25,4226
36.333333333333336,4228
36.416666666666664,4227
36.5,4232
36.583333333333336,4238
36.666666666666664,4236
36.75,4239
36.833333333333336,4232
36.916666666666664,4239
37,4236
37.083333333333336,4244
37.166666666666664,4238
37.25,4242
37.333333333333336,4239
37.416666666666664,4245
37.5,4240
37.583333333333336,4249
37.666666666666664,4241
37.75,4247
37.833333333333336,4247
37.916666666666664,4252
38,4252
38.083333333333336,4249
38.166666666666664,4253
38.25,4243
38.333333333333336,4248
38.416666666666664,4252
38.5,4257
38.583333333333336,4259
38.666666666666664,4258
38.75,4256
38.833333333333336,4254
38.916666666666664,4259
39,4261
39.083333333333336,4259
39.166666666666664,4253
39.25,4265
39.333333333333336,4261
39.416666666666664,4260
39.5,4263
39.583333333333336,4261
39.666666666666664,4264
39.75,4266
39.833333333333336,4263
39.916666666666664,4272
40,4265
40.083333333333336,4270
40.166666666666664,4268
40.25,4263
40.333333333333336,4270
40.416666666666664,4268
40.5,4276
40.583333333333336,4272
40.666666666666664,4276
40.75,4272
40.833333333333336,4272
40.916666666666664,4271
41,4271
41.083333333333336,4273
41.166666666666664,4276
41.25,4277
41.333333333333336,4281
41.416666666666664,4280
41.5,4272
41.583333333333336,4280
41.666666666666664,4270
41.75,4275
41.833333333333336,4279
41.916666666666664,4273
42,4279
42.083333333333336,4273
42.166666666666664,4276
42.25,4282
42.333333333333336,4275
42.416666666666664,4278
42.5,4274
42.583333333333336,4281
42.666666666666664,4280
42.75,4284
42.833333333333336,4283
42.916666666666664,4289
43,4282
43.083333333333336,4285
43.166666666666664,4290
43.25,4286
43.333333333333336,4291
43.416666666666664,4289
43.5,4290
43.583333333333336,4293
43.666666666666664,4289
43.75,4286
43.833333333333336,4288
43.916666666666664,4292
44,4290
44.083333333333336,4287
44.166666666666664,4288
44.25,4293
44.333333333333336,4288
44.416666666666664,4294
44.5,4286
44.583333333333336,4291
44.666666666666664,4283
44.75,4286
44.833333333333336,4293
44.916666666666664,4289
45,4297
45.083333333333336,4294
45.166666666666664,4289
45.25,4289
45.333333333333336,4296
45.416666666666664,4297
45.5,4301
45.583333333333336,4299
45.666666666666664,4290
45.75,4296
45.833333333333336,4294
45.916666666666664,4300
46,4294
46.083333333333336,4294
46.166666666666664,4295
46.25,4297
46.333333333333336,4293
46.416666666666664,4301
46.5,4301
46.583333333333336,4295
46.666666666666664,4300
46.75,4295
46.833333333333336,4299
46.916666666666664,4301
47,4296
47.083333333333336,4298
47.166666666666664,4300
47.25,4298
47.333333333333336,4296
47.416666666666664,4295
47.5,4293
47.583333333333336,4302
47.666666666666664,4301
47.75,4302
47.833333333333336,4295
47.916666666666664,4301
