"Hours since thread went live","Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen • Villainess Level 99: I May Be the Hidden Boss but I'm Not the Demon Lord - Episode 11 discussion"
25.166666666666668,1074
25.25,1078
25.333333333333332,1081
25.416666666666668,1079
25.5,1074
25.583333333333332,1080
25.666666666666668,1083
25.75,1083
25.833333333333332,1079
25.916666666666668,1082
26,1084
26.083333333333332,1078
26.166666666666668,1083
26.25,1082
26.333333333333332,1082
26.416666666666668,1084
26.5,1092
26.583333333333332,1086
26.666666666666668,1087
26.75,1086
26.833333333333332,1095
26.916666666666668,1091
27,1088
27.083333333333332,1095
27.166666666666668,1094
27.25,1098
27.333333333333332,1098
27.416666666666668,1094
27.5,1097
27.583333333333332,1101
27.666666666666668,1101
27.75,1104
27.833333333333332,1098
27.916666666666668,1105
28,1097
28.083333333333332,1102
28.166666666666668,1102
28.25,1108
28.333333333333332,1102
28.416666666666668,1108
28.5,1107
28.583333333333332,1107
28.666666666666668,1115
28.75,1111
28.833333333333332,1113
28.916666666666668,1108
29,1116
29.083333333333332,1109
29.166666666666668,1118
29.25,1119
29.333333333333332,1116
29.416666666666668,1113
29.5,1117
29.583333333333332,1114
29.666666666666668,1117
29.75,1120
29.833333333333332,1114
29.916666666666668,1120
30,1118
30.083333333333332,1115
30.166666666666668,1119
30.25,1123
30.333333333333332,1120
30.416666666666668,1116
30.5,1127
30.583333333333332,1118
30.666666666666668,1119
30.75,1120
30.833333333333332,1119
30.916666666666668,1118
31,1126
31.083333333333332,1123
31.166666666666668,1125
31.25,1131
31.333333333333332,1131
31.416666666666668,1135
31.5,1128
31.583333333333332,1127
31.666666666666668,1133
31.75,1134
31.833333333333332,1135
31.916666666666668,1135
32,1130
32.083333333333336,1136
32.166666666666664,1132
32.25,1133
32.333333333333336,1132
32.416666666666664,1135
32.5,1138
32.583333333333336,1132
32.666666666666664,1131
32.75,1133
32.833333333333336,1133
32.916666666666664,1139
33,1139
33.083333333333336,1139
33.166666666666664,1135
33.25,1137
33.333333333333336,1137
33.416666666666664,1141
33.5,1142
33.583333333333336,1138
33.666666666666664,1142
33.75,1140
33.833333333333336,1135
33.916666666666664,1143
34,1143
34.083333333333336,1135
34.166666666666664,1138
34.25,1141
34.333333333333336,1145
34.416666666666664,1141
34.5,1145
34.583333333333336,1143
34.666666666666664,1145
34.75,1137
34.833333333333336,1146
34.916666666666664,1144
35,1137
35.083333333333336,1141
35.166666666666664,1140
35.25,1142
35.333333333333336,1141
35.416666666666664,1145
35.5,1142
35.583333333333336,1144
35.666666666666664,1143
35.75,1144
35.833333333333336,1145
35.916666666666664,1145
36,1147
36.083333333333336,1147
36.166666666666664,1144
36.25,1146
36.333333333333336,1144
36.416666666666664,1141
36.5,1142
36.583333333333336,1146
36.666666666666664,1143
36.75,1143
36.833333333333336,1144
36.916666666666664,1145
37,1143
37.083333333333336,1149
37.166666666666664,1146
37.25,1147
37.333333333333336,1147
37.416666666666664,1149
37.5,1150
37.583333333333336,1153
37.666666666666664,1149
37.75,1151
37.833333333333336,1152
37.916666666666664,1152
38,1153
38.083333333333336,1153
38.166666666666664,1154
38.25,1152
38.333333333333336,1151
38.416666666666664,1151
38.5,1156
38.583333333333336,1153
38.666666666666664,1148
38.75,1154
38.833333333333336,1149
38.916666666666664,1154
39,1155
39.083333333333336,1151
39.166666666666664,1152
39.25,1148
39.333333333333336,1149
39.416666666666664,1148
39.5,1150
39.583333333333336,1152
39.666666666666664,1155
39.75,1153
39.833333333333336,1156
39.916666666666664,1158
40,1154
40.083333333333336,1155
40.166666666666664,1156
40.25,1159
40.333333333333336,1159
40.416666666666664,1157
40.5,1148
40.583333333333336,1153
40.666666666666664,1159
40.75,1157
40.833333333333336,1154
40.916666666666664,1155
41,1160
41.083333333333336,1159
41.166666666666664,1157
41.25,1158
41.333333333333336,1162
41.416666666666664,1155
41.5,1162
41.583333333333336,1154
41.666666666666664,1159
41.75,1161
41.833333333333336,1160
41.916666666666664,1158
42,1156
42.083333333333336,1154
42.166666666666664,1152
42.25,1157
42.333333333333336,1159
42.416666666666664,1157
42.5,1158
42.583333333333336,1163
42.666666666666664,1161
42.75,1155
42.833333333333336,1166
42.916666666666664,1164
43,1157
43.083333333333336,1160
43.166666666666664,1160
43.25,1166
43.333333333333336,1160
43.416666666666664,1161
43.5,1164
43.583333333333336,1162
43.666666666666664,1163
43.75,1160
43.833333333333336,1165
43.916666666666664,1163
44,1159
44.083333333333336,1163
44.166666666666664,1168
44.25,1162
44.333333333333336,1166
44.416666666666664,1166
44.5,1160
44.583333333333336,1164
44.666666666666664,1163
44.75,1164
44.833333333333336,1167
44.916666666666664,1161
45,1160
45.083333333333336,1165
45.166666666666664,1171
45.25,1171
45.333333333333336,1166
45.416666666666664,1169
45.5,1169
45.583333333333336,1167
45.666666666666664,1168
45.75,1168
45.833333333333336,1168
45.916666666666664,1163
46,1172
46.083333333333336,1165
46.166666666666664,1169
46.25,1167
46.333333333333336,1168
46.416666666666664,1165
46.5,1163
46.583333333333336,1166
46.666666666666664,1167
46.75,1165
46.833333333333336,1164
46.916666666666664,1165
47,1172
47.083333333333336,1164
47.166666666666664,1160
47.25,1166
47.333333333333336,1170
47.416666666666664,1171
47.5,1172
47.583333333333336,1168
47.666666666666664,1164
47.75,1168
47.833333333333336,1165
47.916666666666664,1163
