"Hours since thread went live","Sasayaku You ni Koi wo Utau • Whisper Me a Love Song - Episode 8 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,4
0.25,5
0.3333333333333333,8
0.4166666666666667,8
0.5,11
0.5833333333333334,13
0.6666666666666666,16
0.75,16
0.8333333333333334,18
0.9166666666666666,22
1,24
1.0833333333333333,26
1.1666666666666667,27
1.25,28
1.3333333333333333,31
1.4166666666666667,32
1.5,35
1.5833333333333333,37
1.6666666666666667,38
1.75,40
1.8333333333333333,42
1.9166666666666667,42
2,46
2.0833333333333335,45
2.1666666666666665,49
2.25,49
2.3333333333333335,51
2.4166666666666665,52
2.5,60
2.5833333333333335,60
2.6666666666666665,61
2.75,60
2.8333333333333335,62
2.9166666666666665,62
3,62
3.0833333333333335,67
3.1666666666666665,65
3.25,73
3.3333333333333335,73
3.4166666666666665,73
3.5,80
3.5833333333333335,81
3.6666666666666665,77
3.75,80
3.8333333333333335,80
3.9166666666666665,88
4,88
4.083333333333333,88
4.166666666666667,87
4.25,90
4.333333333333333,90
4.416666666666667,88
4.5,90
4.583333333333333,87
4.666666666666667,92
4.75,90
4.833333333333333,97
4.916666666666667,97
5,102
5.083333333333333,98
5.166666666666667,100
5.25,99
5.333333333333333,103
5.416666666666667,106
5.5,104
5.583333333333333,111
5.666666666666667,112
5.75,111
5.833333333333333,108
5.916666666666667,108
6,108
6.083333333333333,110
6.166666666666667,111
6.25,115
6.333333333333333,113
6.416666666666667,117
6.5,116
6.583333333333333,117
6.666666666666667,121
6.75,122
6.833333333333333,125
6.916666666666667,120
7,125
7.083333333333333,122
7.166666666666667,124
7.25,129
7.333333333333333,130
7.416666666666667,127
7.5,131
7.583333333333333,135
7.666666666666667,135
7.75,139
7.833333333333333,136
7.916666666666667,141
8,145
8.083333333333334,141
8.166666666666666,143
8.25,145
8.333333333333334,144
8.416666666666666,144
8.5,149
8.583333333333334,146
8.666666666666666,150
8.75,151
8.833333333333334,154
8.916666666666666,152
9,159
9.083333333333334,159
9.166666666666666,155
9.25,160
9.333333333333334,164
9.416666666666666,164
9.5,167
9.583333333333334,167
9.666666666666666,169
9.75,164
9.833333333333334,168
9.916666666666666,166
10,165
10.083333333333334,168
10.166666666666666,172
10.25,171
10.333333333333334,168
10.416666666666666,173
10.5,173
10.583333333333334,174
10.666666666666666,174
10.75,174
10.833333333333334,177
10.916666666666666,180
11,184
11.083333333333334,182
11.166666666666666,181
11.25,185
11.333333333333334,186
11.416666666666666,189
11.5,194
11.583333333333334,195
11.666666666666666,195
11.75,198
11.833333333333334,201
11.916666666666666,196
12,198
12.083333333333334,198
12.166666666666666,198
12.25,206
12.333333333333334,204
12.416666666666666,206
12.5,210
12.583333333333334,205
12.666666666666666,210
12.75,210
12.833333333333334,210
12.916666666666666,208
13,207
13.083333333333334,208
13.166666666666666,212
13.25,211
13.333333333333334,217
13.416666666666666,219
13.5,213
13.583333333333334,217
13.666666666666666,217
13.75,216
13.833333333333334,219
13.916666666666666,221
14,217
14.083333333333334,222
14.166666666666666,220
14.25,220
14.333333333333334,217
14.416666666666666,222
14.5,221
14.583333333333334,218
14.666666666666666,218
14.75,222
14.833333333333334,224
14.916666666666666,224
15,222
15.083333333333334,226
15.166666666666666,223
15.25,224
15.333333333333334,224
15.416666666666666,226
15.5,223
15.583333333333334,226
15.666666666666666,228
15.75,227
15.833333333333334,229
15.916666666666666,228
16,230
16.083333333333332,233
16.166666666666668,232
16.25,233
16.333333333333332,232
16.416666666666668,234
16.5,236
16.583333333333332,237
16.666666666666668,238
16.75,239
16.833333333333332,238
16.916666666666668,242
17,238
17.083333333333332,247
17.166666666666668,243
17.25,249
17.333333333333332,247
17.416666666666668,243
17.5,248
17.583333333333332,249
17.666666666666668,245
17.75,249
17.833333333333332,244
17.916666666666668,248
18,252
18.083333333333332,251
18.166666666666668,254
18.25,255
18.333333333333332,252
18.416666666666668,252
18.5,254
18.583333333333332,256
18.666666666666668,254
18.75,256
18.833333333333332,256
18.916666666666668,254
19,259
19.083333333333332,258
19.166666666666668,256
19.25,258
19.333333333333332,258
19.416666666666668,261
19.5,259
19.583333333333332,262
19.666666666666668,264
19.75,265
19.833333333333332,266
19.916666666666668,269
20,264
20.083333333333332,263
20.166666666666668,268
20.25,264
20.333333333333332,267
20.416666666666668,266
20.5,266
20.583333333333332,266
20.666666666666668,267
20.75,268
20.833333333333332,269
20.916666666666668,266
21,270
21.083333333333332,269
21.166666666666668,271
21.25,273
21.333333333333332,269
21.416666666666668,275
21.5,273
21.583333333333332,272
21.666666666666668,270
21.75,274
21.833333333333332,270
21.916666666666668,273
22.083333333333332,275
22.166666666666668,273
22.25,270
22.333333333333332,277
