"Hours since thread went live","Ninja Kamui - Episode 9 discussion"
0,1
0,1
0.08333333333333333,2
0.16666666666666666,4
0.25,4
0.3333333333333333,4
0.4166666666666667,3
0.5,2
0.5833333333333334,2
0.6666666666666666,3
0.75,2
0.8333333333333334,3
0.9166666666666666,4
1,3
1.0833333333333333,3
1.1666666666666667,4
1.25,5
1.3333333333333333,5
1.4166666666666667,4
1.5,5
1.5833333333333333,4
1.6666666666666667,4
1.75,3
1.8333333333333333,3
1.9166666666666667,5
2,5
2.0833333333333335,5
2.1666666666666665,6
2.25,3
2.3333333333333335,3
2.4166666666666665,4
2.5,3
2.5833333333333335,5
2.6666666666666665,4
2.75,3
2.8333333333333335,5
2.9166666666666665,5
3,4
3.0833333333333335,3
3.1666666666666665,7
3.25,6
3.3333333333333335,6
3.4166666666666665,7
3.5,10
3.5833333333333335,7
3.6666666666666665,10
3.75,9
3.8333333333333335,15
3.9166666666666665,12
4,16
4.083333333333333,12
4.166666666666667,14
4.25,14
4.333333333333333,14
4.416666666666667,15
4.5,14
4.583333333333333,14
4.666666666666667,17
4.75,16
4.833333333333333,18
4.916666666666667,19
5,22
5.083333333333333,21
5.166666666666667,24
5.25,21
5.333333333333333,26
5.416666666666667,26
5.5,26
5.583333333333333,25
5.666666666666667,30
5.75,32
5.833333333333333,32
5.916666666666667,31
6,33
6.083333333333333,30
6.166666666666667,32
6.25,32
6.333333333333333,37
6.416666666666667,34
6.5,37
6.583333333333333,39
6.666666666666667,39
6.75,40
6.833333333333333,42
6.916666666666667,44
7,42
7.083333333333333,44
7.166666666666667,50
7.25,45
7.333333333333333,52
7.416666666666667,49
7.5,48
7.583333333333333,53
7.666666666666667,54
7.75,57
7.833333333333333,53
7.916666666666667,51
8,53
8.083333333333334,58
8.166666666666666,56
8.25,54
8.333333333333334,54
8.416666666666666,55
8.5,56
8.583333333333334,62
8.666666666666666,59
8.75,65
8.833333333333334,68
8.916666666666666,62
9,66
9.083333333333334,64
9.166666666666666,64
9.25,67
9.333333333333334,70
9.416666666666666,72
9.5,72
9.583333333333334,76
9.666666666666666,73
9.75,72
9.833333333333334,75
9.916666666666666,77
10,82
10.083333333333334,76
10.166666666666666,81
10.25,82
10.333333333333334,90
10.416666666666666,89
10.5,87
10.583333333333334,87
10.666666666666666,87
10.75,90
10.833333333333334,85
10.916666666666666,89
11,87
11.083333333333334,94
11.166666666666666,91
11.25,95
11.333333333333334,98
11.416666666666666,96
11.5,94
11.583333333333334,97
11.666666666666666,100
11.75,100
11.833333333333334,101
11.916666666666666,99
12,103
12.083333333333334,101
12.166666666666666,103
12.25,103
12.333333333333334,104
12.416666666666666,105
12.5,103
12.583333333333334,108
12.666666666666666,107
12.75,110
12.833333333333334,107
12.916666666666666,104
13,111
13.083333333333334,104
13.166666666666666,106
13.25,103
13.333333333333334,109
13.416666666666666,104
13.5,108
13.583333333333334,108
13.666666666666666,111
13.75,108
13.833333333333334,110
13.916666666666666,108
14,108
14.083333333333334,107
14.166666666666666,110
14.25,111
14.333333333333334,113
14.416666666666666,113
14.5,115
14.583333333333334,112
14.666666666666666,110
14.75,108
14.833333333333334,111
14.916666666666666,115
15,111
15.083333333333334,115
15.166666666666666,116
15.25,113
15.333333333333334,115
15.416666666666666,114
15.5,121
15.583333333333334,118
15.666666666666666,115
15.75,119
15.833333333333334,120
15.916666666666666,118
16,118
16.083333333333332,123
16.166666666666668,122
16.25,120
16.333333333333332,121
16.416666666666668,123
16.5,122
16.583333333333332,123
16.666666666666668,119
16.75,121
16.833333333333332,122
16.916666666666668,126
17,126
17.083333333333332,123
17.166666666666668,126
17.25,127
17.333333333333332,124
17.416666666666668,129
17.5,122
17.583333333333332,127
17.666666666666668,125
17.75,129
17.833333333333332,130
17.916666666666668,126
18,128
18.083333333333332,124
18.166666666666668,127
18.25,127
18.333333333333332,127
18.416666666666668,127
18.5,127
18.583333333333332,132
18.666666666666668,126
18.75,130
18.833333333333332,131
18.916666666666668,134
19,128
19.083333333333332,129
19.166666666666668,132
19.25,129
19.333333333333332,132
19.416666666666668,133
19.5,135
19.583333333333332,133
19.666666666666668,129
19.75,131
19.833333333333332,130
19.916666666666668,132
20,133
20.083333333333332,134
20.166666666666668,130
20.25,129
20.333333333333332,130
20.416666666666668,134
20.5,134
20.583333333333332,133
20.666666666666668,137
20.75,136
20.833333333333332,132
20.916666666666668,135
21,135
21.083333333333332,134
21.166666666666668,136
21.25,137
21.333333333333332,136
21.416666666666668,137
21.5,138
21.583333333333332,135
21.666666666666668,141
21.75,143
21.833333333333332,138
21.916666666666668,142
22,140
22.083333333333332,138
22.166666666666668,137
22.25,137
22.333333333333332,141
22.416666666666668,140
22.5,143
22.583333333333332,138
22.666666666666668,139
22.75,137
22.833333333333332,141
22.916666666666668,138
23,137
23.083333333333332,140
23.166666666666668,137
23.25,139
23.333333333333332,142
23.416666666666668,142
23.5,142
23.583333333333332,141
23.666666666666668,141
23.75,143
23.833333333333332,141
23.916666666666668,141
24,138
24.083333333333332,138
24.166666666666668,143
24.25,141
24.333333333333332,141
24.416666666666668,140
24.5,142
24.583333333333332,144
24.666666666666668,138
24.75,140
24.833333333333332,146
24.916666666666668,141
25,143
25.083333333333332,140
25.166666666666668,140
25.25,139
25.333333333333332,140
25.416666666666668,141
25.5,140
25.583333333333332,142
25.666666666666668,142
25.75,145
25.833333333333332,146
25.916666666666668,147
26,143
26.083333333333332,144
26.166666666666668,142
26.25,141
26.333333333333332,145
26.416666666666668,146
26.5,146
26.583333333333332,146
26.666666666666668,145
26.75,144
26.833333333333332,147
26.916666666666668,144
27,151
27.083333333333332,147
27.166666666666668,147
27.25,147
27.333333333333332,148
27.416666666666668,147
27.5,146
27.583333333333332,147
27.666666666666668,148
27.75,145
27.833333333333332,147
27.916666666666668,149
28,150
28.083333333333332,146
28.166666666666668,148
28.25,146
28.333333333333332,145
28.416666666666668,148
28.5,147
28.583333333333332,146
28.666666666666668,145
28.75,146
28.833333333333332,147
28.916666666666668,150
29,149
29.083333333333332,148
29.166666666666668,150
29.25,150
29.333333333333332,149
29.416666666666668,150
29.5,152
29.583333333333332,151
29.666666666666668,149
29.75,149
29.833333333333332,153
29.916666666666668,153
30,146
30.083333333333332,150
30.166666666666668,147
30.25,147
30.333333333333332,151
30.416666666666668,149
30.5,147
30.583333333333332,150
30.666666666666668,151
30.75,151
30.833333333333332,151
30.916666666666668,146
31,151
31.083333333333332,150
31.166666666666668,150
31.25,147
31.333333333333332,151
31.416666666666668,154
31.5,150
31.583333333333332,152
31.666666666666668,152
31.75,152
31.833333333333332,147
31.916666666666668,149
32,151
32.083333333333336,153
32.166666666666664,150
32.25,150
32.333333333333336,151
32.416666666666664,150
32.5,153
32.583333333333336,154
32.666666666666664,149
32.75,154
32.833333333333336,150
32.916666666666664,149
33,153
33.083333333333336,151
33.166666666666664,152
33.25,152
33.333333333333336,155
33.416666666666664,154
33.5,150
33.583333333333336,152
33.666666666666664,149
33.75,151
33.833333333333336,152
33.916666666666664,148
34,153
34.083333333333336,152
34.166666666666664,154
34.25,156
34.333333333333336,153
34.416666666666664,156
34.5,150
34.583333333333336,152
34.666666666666664,156
34.75,154
34.833333333333336,157
34.916666666666664,155
35,153
35.083333333333336,151
35.166666666666664,150
35.25,152
35.333333333333336,156
35.416666666666664,152
35.5,156
35.583333333333336,150
35.666666666666664,154
35.75,155
35.833333333333336,155
35.916666666666664,153
36,151
36.083333333333336,155
36.166666666666664,153
36.25,153
36.333333333333336,154
36.416666666666664,149
36.5,152
36.583333333333336,150
36.666666666666664,153
36.75,151
36.833333333333336,153
36.916666666666664,153
37,154
37.083333333333336,152
37.166666666666664,152
37.25,153
37.416666666666664,150
37.5,153
37.583333333333336,149
37.666666666666664,147
37.75,147
37.833333333333336,151
37.916666666666664,154
38,152
38.083333333333336,150
38.166666666666664,155
38.25,156
38.333333333333336,155
38.416666666666664,154
38.5,155
38.583333333333336,151
38.666666666666664,150
38.75,155
38.833333333333336,156
38.916666666666664,155
39,151
39.083333333333336,154
39.166666666666664,153
39.25,153
