"Hours since thread went live","Re:Monster - Episode 3 discussion"
0,0
0.08333333333333333,2
0.16666666666666666,3
0.25,3
0.3333333333333333,1
0.4166666666666667,4
0.5,5
0.5833333333333334,4
0.6666666666666666,5
0.75,7
0.8333333333333334,13
0.9166666666666666,15
1,18
1.0833333333333333,24
1.1666666666666667,26
1.25,25
1.3333333333333333,28
1.4166666666666667,31
1.5,32
1.5833333333333333,29
1.6666666666666667,30
1.75,32
1.8333333333333333,35
1.9166666666666667,38
2,40
2.0833333333333335,43
2.1666666666666665,48
2.25,55
2.3333333333333335,61
2.4166666666666665,62
2.5,69
2.5833333333333335,68
2.6666666666666665,72
2.75,70
2.8333333333333335,77
2.9166666666666665,80
3,81
3.0833333333333335,85
3.1666666666666665,85
3.25,87
3.3333333333333335,92
3.4166666666666665,95
3.5,95
3.5833333333333335,99
3.6666666666666665,99
3.75,107
3.8333333333333335,111
3.9166666666666665,118
4,118
4.083333333333333,121
4.166666666666667,123
4.25,126
4.333333333333333,131
4.416666666666667,135
4.5,138
4.583333333333333,140
4.666666666666667,142
4.75,144
4.833333333333333,152
4.916666666666667,153
5,153
5.083333333333333,156
5.166666666666667,161
5.25,162
5.333333333333333,170
5.416666666666667,172
5.5,172
5.583333333333333,177
5.666666666666667,175
5.75,183
5.833333333333333,188
5.916666666666667,191
6,193
6.083333333333333,191
6.166666666666667,191
6.25,195
6.333333333333333,197
6.416666666666667,198
6.5,193
6.583333333333333,195
6.666666666666667,196
6.75,199
6.833333333333333,200
6.916666666666667,202
7,204
7.083333333333333,200
7.166666666666667,206
7.25,208
7.333333333333333,212
7.416666666666667,213
7.5,208
7.583333333333333,212
7.666666666666667,213
7.75,216
8.166666666666666,214
8.25,218
8.333333333333334,223
8.416666666666666,221
8.5,226
8.583333333333334,224
8.666666666666666,231
8.75,231
8.833333333333334,231
8.916666666666666,233
9,232
9.083333333333334,237
9.166666666666666,244
9.25,243
9.333333333333334,245
9.416666666666666,246
9.5,249
9.583333333333334,247
9.666666666666666,248
9.75,249
9.833333333333334,252
9.916666666666666,253
10,255
10.083333333333334,257
10.166666666666666,261
10.25,257
10.333333333333334,261
10.416666666666666,259
10.5,264
10.583333333333334,265
10.666666666666666,263
10.75,267
10.833333333333334,270
10.916666666666666,271
11,271
11.083333333333334,271
11.166666666666666,279
11.25,277
11.333333333333334,279
11.416666666666666,277
11.5,279
11.583333333333334,278
11.666666666666666,278
11.75,277
11.833333333333334,281
11.916666666666666,276
12,277
12.083333333333334,281
12.166666666666666,281
12.25,283
12.333333333333334,282
12.416666666666666,288
12.5,279
12.583333333333334,283
12.666666666666666,288
12.75,284
12.833333333333334,281
12.916666666666666,288
13,283
13.083333333333334,285
13.166666666666666,291
13.25,288
13.333333333333334,286
13.416666666666666,287
13.5,286
13.583333333333334,288
13.666666666666666,297
13.75,295
13.833333333333334,300
13.916666666666666,300
14,305
14.083333333333334,303
14.166666666666666,301
14.25,300
14.333333333333334,297
14.416666666666666,302
14.5,297
14.583333333333334,298
14.666666666666666,302
14.75,301
14.833333333333334,302
14.916666666666666,307
15,302
15.083333333333334,303
15.166666666666666,308
15.25,306
15.333333333333334,303
15.416666666666666,301
15.5,309
15.583333333333334,309
15.666666666666666,312
15.75,305
15.833333333333334,311
15.916666666666666,311
16,311
16.083333333333332,313
16.166666666666668,313
16.25,317
16.333333333333332,309
16.416666666666668,317
16.5,319
16.583333333333332,315
16.666666666666668,318
16.75,315
16.833333333333332,321
16.916666666666668,313
17,318
17.083333333333332,321
17.166666666666668,323
17.25,322
17.333333333333332,328
17.416666666666668,323
17.5,328
17.583333333333332,328
17.666666666666668,324
17.75,324
17.833333333333332,330
17.916666666666668,324
18,329
18.083333333333332,328
18.166666666666668,325
18.25,327
18.333333333333332,332
18.416666666666668,329
18.5,323
18.583333333333332,329
18.666666666666668,327
18.75,326
18.833333333333332,332
18.916666666666668,332
19,334
19.083333333333332,327
19.166666666666668,327
19.25,332
19.333333333333332,332
19.416666666666668,330
19.5,332
19.583333333333332,330
19.666666666666668,330
19.75,335
19.833333333333332,335
19.916666666666668,329
20,336
20.083333333333332,338
20.166666666666668,341
20.25,337
20.333333333333332,340
20.416666666666668,340
20.5,338
20.583333333333332,340
20.666666666666668,333
20.75,339
20.833333333333332,339
20.916666666666668,336
21,346
21.083333333333332,340
21.166666666666668,337
21.25,337
21.333333333333332,344
21.416666666666668,341
21.5,339
21.583333333333332,336
21.666666666666668,338
21.75,345
21.833333333333332,340
21.916666666666668,341
22,346
22.083333333333332,341
22.166666666666668,347
22.25,346
22.333333333333332,343
22.416666666666668,343
22.5,349
22.583333333333332,350
22.666666666666668,349
22.75,350
22.833333333333332,349
22.916666666666668,349
23,350
23.083333333333332,349
23.166666666666668,353
23.25,349
23.333333333333332,350
23.416666666666668,351
23.5,350
23.583333333333332,349
23.666666666666668,354
23.75,348
23.833333333333332,352
23.916666666666668,353
24,346
24.083333333333332,347
24.166666666666668,349
24.25,347
24.333333333333332,347
24.416666666666668,350
24.5,351
24.583333333333332,348
24.666666666666668,351
24.75,348
24.833333333333332,352
24.916666666666668,350
25,351
25.083333333333332,354
25.166666666666668,350
25.25,354
25.333333333333332,360
25.416666666666668,357
25.5,357
25.583333333333332,356
25.666666666666668,360
25.75,363
25.833333333333332,365
25.916666666666668,366
26,360
26.083333333333332,362
26.166666666666668,360
26.25,362
26.333333333333332,362
26.416666666666668,361
26.5,366
26.583333333333332,363
26.666666666666668,366
26.75,362
26.833333333333332,359
26.916666666666668,365
27,369
27.083333333333332,366
27.166666666666668,357
27.25,370
27.333333333333332,368
27.416666666666668,366
27.5,367
27.583333333333332,366
27.666666666666668,365
27.75,361
27.833333333333332,364
27.916666666666668,364
28,363
28.083333333333332,364
28.166666666666668,371
28.25,366
28.333333333333332,364
28.416666666666668,366
28.5,372
28.583333333333332,365
28.666666666666668,368
28.75,365
28.833333333333332,365
28.916666666666668,367
29,368
29.083333333333332,367
29.166666666666668,372
29.25,364
29.333333333333332,368
29.416666666666668,369
29.5,371
29.583333333333332,373
29.666666666666668,369
29.75,369
29.833333333333332,364
29.916666666666668,365
30,368
30.083333333333332,371
30.166666666666668,373
30.333333333333332,369
30.416666666666668,372
30.5,370
30.583333333333332,363
30.666666666666668,370
30.75,371
30.833333333333332,368
30.916666666666668,370
31,373
31.083333333333332,374
31.166666666666668,366
31.25,374
31.333333333333332,368
31.416666666666668,371
31.5,377
31.583333333333332,373
31.666666666666668,371
31.75,374
31.833333333333332,373
31.916666666666668,374
32,373
32.083333333333336,374
32.166666666666664,370
32.25,373
32.333333333333336,371
32.416666666666664,367
32.5,370
32.583333333333336,367
32.666666666666664,375
32.75,374
32.833333333333336,377
32.916666666666664,370
33,372
33.083333333333336,373
33.166666666666664,367
33.25,373
33.333333333333336,372
33.416666666666664,376
33.5,374
33.583333333333336,372
33.666666666666664,375
33.75,374
33.833333333333336,379
33.916666666666664,376
34,376
