"Hours since thread went live","Undead Unluck - Episode 23 discussion"
0,1
0,1
0.08333333333333333,4
0.16666666666666666,5
0.25,7
0.3333333333333333,15
0.4166666666666667,18
0.5,28
0.5833333333333334,33
0.6666666666666666,40
0.75,46
0.8333333333333334,56
0.9166666666666666,58
1,64
1.0833333333333333,71
1.1666666666666667,75
1.25,82
1.3333333333333333,86
1.4166666666666667,88
1.5,89
1.5833333333333333,97
1.6666666666666667,101
1.75,108
1.8333333333333333,111
1.9166666666666667,120
2,128
2.0833333333333335,133
2.1666666666666665,137
2.25,139
2.3333333333333335,147
2.4166666666666665,155
2.5,158
2.5833333333333335,162
2.6666666666666665,165
2.75,174
2.8333333333333335,174
2.9166666666666665,178
3,183
3.0833333333333335,191
3.1666666666666665,196
3.25,200
3.3333333333333335,206
3.4166666666666665,210
3.5,215
3.5833333333333335,217
3.6666666666666665,232
3.75,238
3.8333333333333335,239
3.9166666666666665,245
4,247
4.083333333333333,253
4.166666666666667,261
4.25,263
4.333333333333333,269
4.416666666666667,280
4.5,284
4.583333333333333,286
4.666666666666667,294
4.75,294
4.833333333333333,297
4.916666666666667,300
5,300
5.083333333333333,304
5.166666666666667,309
5.25,315
5.333333333333333,315
5.416666666666667,319
5.5,321
5.583333333333333,334
5.666666666666667,335
5.75,336
5.833333333333333,342
5.916666666666667,342
6,341
6.083333333333333,345
6.166666666666667,349
6.25,354
6.333333333333333,357
6.416666666666667,359
6.5,363
6.583333333333333,365
6.666666666666667,374
6.75,376
6.833333333333333,380
6.916666666666667,377
7,381
7.083333333333333,384
7.166666666666667,393
7.25,399
7.333333333333333,399
7.416666666666667,403
7.5,409
7.583333333333333,412
7.666666666666667,410
7.75,412
7.833333333333333,410
7.916666666666667,416
8,418
8.083333333333334,423
8.166666666666666,419
8.25,424
8.333333333333334,425
8.416666666666666,426
8.5,433
8.583333333333334,431
8.666666666666666,436
8.75,436
8.833333333333334,443
8.916666666666666,441
9,446
9.083333333333334,455
9.166666666666666,450
9.25,458
9.333333333333334,454
9.416666666666666,453
9.5,461
9.583333333333334,464
9.666666666666666,469
9.75,464
9.833333333333334,465
9.916666666666666,473
10,475
10.083333333333334,483
10.166666666666666,480
10.25,483
10.333333333333334,486
10.416666666666666,483
10.5,489
10.583333333333334,489
10.666666666666666,487
10.75,495
10.833333333333334,497
10.916666666666666,500
11,507
11.083333333333334,506
11.166666666666666,510
11.25,511
11.333333333333334,514
11.416666666666666,516
11.5,519
11.583333333333334,525
11.666666666666666,523
11.75,522
11.833333333333334,519
11.916666666666666,525
12,524
12.083333333333334,528
12.166666666666666,529
12.25,527
12.333333333333334,527
12.416666666666666,529
12.5,534
12.583333333333334,533
12.666666666666666,533
12.75,534
12.833333333333334,540
12.916666666666666,539
13,542
13.083333333333334,542
13.166666666666666,542
13.25,541
13.333333333333334,543
13.416666666666666,547
13.5,542
13.583333333333334,541
13.666666666666666,547
13.75,546
13.833333333333334,549
13.916666666666666,552
14,554
14.083333333333334,551
14.166666666666666,555
14.25,557
14.333333333333334,553
14.416666666666666,554
14.5,558
14.583333333333334,562
14.666666666666666,560
14.75,566
14.833333333333334,565
14.916666666666666,566
15,572
15.083333333333334,568
15.166666666666666,574
15.25,578
15.333333333333334,573
15.416666666666666,579
15.5,574
15.583333333333334,577
15.666666666666666,577
15.75,580
15.833333333333334,572
15.916666666666666,574
16,582
16.083333333333332,580
16.166666666666668,583
16.25,582
16.333333333333332,580
16.416666666666668,586
16.5,583
16.583333333333332,588
16.666666666666668,581
16.75,585
16.833333333333332,589
16.916666666666668,589
17,595
17.083333333333332,595
17.166666666666668,591
17.25,591
17.333333333333332,593
17.416666666666668,596
17.5,592
17.583333333333332,602
17.666666666666668,601
17.75,599
17.833333333333332,599
17.916666666666668,601
18,601
18.083333333333332,609
18.166666666666668,612
18.25,613
18.333333333333332,608
18.416666666666668,611
18.5,606
18.583333333333332,612
18.666666666666668,615
18.75,614
18.833333333333332,614
18.916666666666668,619
19,620
19.083333333333332,625
19.166666666666668,623
19.25,623
19.333333333333332,625
19.416666666666668,622
19.5,620
19.583333333333332,629
19.666666666666668,630
19.75,633
19.833333333333332,629
19.916666666666668,636
20,641
20.083333333333332,635
20.166666666666668,635
20.25,634
20.333333333333332,642
20.416666666666668,641
20.5,642
20.583333333333332,636
20.666666666666668,640
20.75,641
20.833333333333332,641
20.916666666666668,641
21,642
21.083333333333332,645
21.166666666666668,642
21.25,646
21.333333333333332,653
21.416666666666668,653
21.5,649
21.583333333333332,651
21.666666666666668,657
21.75,652
21.833333333333332,658
21.916666666666668,650
22,653
22.083333333333332,656
22.166666666666668,657
22.25,660
22.333333333333332,658
22.416666666666668,658
22.5,662
22.583333333333332,663
22.666666666666668,662
22.75,661
22.833333333333332,667
22.916666666666668,664
23,667
23.083333333333332,666
23.166666666666668,666
23.25,663
23.333333333333332,673
23.416666666666668,669
23.5,669
23.583333333333332,672
23.666666666666668,671
23.75,673
23.833333333333332,678
23.916666666666668,675
24,674
24.083333333333332,669
24.166666666666668,678
24.25,671
24.333333333333332,673
24.416666666666668,675
24.5,678
24.583333333333332,680
24.666666666666668,677
24.75,676
24.833333333333332,681
24.916666666666668,676
25,678
25.083333333333332,682
25.166666666666668,676
25.25,689
25.333333333333332,682
25.416666666666668,685
25.5,684
25.583333333333332,685
25.666666666666668,682
25.75,681
25.833333333333332,687
25.916666666666668,684
26,689
26.083333333333332,696
26.166666666666668,689
26.25,691
26.333333333333332,691
26.416666666666668,694
26.5,695
26.583333333333332,689
26.666666666666668,694
26.75,692
26.833333333333332,693
26.916666666666668,690
27,692
27.083333333333332,695
27.166666666666668,693
27.25,695
27.333333333333332,699
27.416666666666668,699
27.5,694
27.583333333333332,698
27.666666666666668,697
27.75,691
27.833333333333332,693
27.916666666666668,695
28,697
28.083333333333332,694
28.166666666666668,691
28.25,694
28.333333333333332,696
28.416666666666668,694
28.5,695
28.583333333333332,698
28.666666666666668,700
28.75,700
28.833333333333332,701
28.916666666666668,693
29,703
29.083333333333332,702
29.166666666666668,697
29.25,701
29.333333333333332,702
29.416666666666668,707
29.5,706
29.583333333333332,713
29.666666666666668,704
29.75,705
29.833333333333332,710
29.916666666666668,708
30,705
30.083333333333332,707
30.166666666666668,710
30.25,715
30.333333333333332,707
30.416666666666668,710
30.5,708
30.583333333333332,711
30.666666666666668,712
30.75,716
30.833333333333332,710
30.916666666666668,710
31,710
31.083333333333332,717
31.166666666666668,712
31.25,706
31.333333333333332,710
31.416666666666668,713
31.5,714
31.583333333333332,714
31.666666666666668,711
31.75,716
31.833333333333332,712
31.916666666666668,712
32,716
32.083333333333336,718
32.166666666666664,716
32.25,718
32.333333333333336,719
32.416666666666664,718
32.5,712
32.583333333333336,713
32.666666666666664,716
32.75,716
32.833333333333336,712
32.916666666666664,714
33,712
33.083333333333336,713
33.166666666666664,718
33.25,717
33.333333333333336,721
33.416666666666664,720
33.5,719
33.583333333333336,720
33.666666666666664,714
33.75,722
33.833333333333336,717
33.916666666666664,714
34,720
34.083333333333336,718
34.166666666666664,721
34.25,717
34.333333333333336,724
34.416666666666664,719
34.5,719
34.583333333333336,719
34.666666666666664,719
34.75,722
34.833333333333336,721
34.916666666666664,727
35,723
35.083333333333336,722
35.166666666666664,723
35.25,726
35.333333333333336,718
35.416666666666664,721
35.5,722
35.583333333333336,728
35.666666666666664,724
35.75,731
35.833333333333336,726
35.916666666666664,729
36,728
36.083333333333336,728
36.166666666666664,735
36.25,734
36.333333333333336,732
36.416666666666664,731
36.5,729
36.583333333333336,729
36.666666666666664,736
36.75,726
36.833333333333336,729
36.916666666666664,731
37,731
37.083333333333336,731
37.166666666666664,733
37.25,730
37.333333333333336,732
37.416666666666664,731
37.5,734
37.583333333333336,737
37.666666666666664,735
37.75,737
37.833333333333336,730
37.916666666666664,731
38,734
38.083333333333336,737
38.166666666666664,740
38.25,736
38.333333333333336,734
38.416666666666664,739
38.5,738
38.583333333333336,738
38.666666666666664,742
38.75,739
38.833333333333336,740
38.916666666666664,741
39,736
39.083333333333336,738
