"Hours since thread went live","Undead Unluck - Episode 23 discussion"
39.166666666666664,739
39.25,734
39.333333333333336,738
39.416666666666664,743
39.5,739
39.583333333333336,741
39.666666666666664,737
39.75,746
39.833333333333336,741
39.916666666666664,741
40,738
40.083333333333336,737
40.166666666666664,742
40.25,738
40.333333333333336,743
40.416666666666664,741
40.5,744
40.583333333333336,741
40.666666666666664,749
40.75,748
40.833333333333336,741
40.916666666666664,744
41,744
41.083333333333336,745
41.166666666666664,747
41.25,748
41.333333333333336,744
41.416666666666664,747
41.5,745
41.583333333333336,746
41.666666666666664,750
41.75,745
41.833333333333336,745
41.916666666666664,741
42,746
42.083333333333336,749
42.166666666666664,743
42.25,743
42.333333333333336,742
42.416666666666664,747
42.5,748
42.583333333333336,742
42.666666666666664,750
42.75,745
42.833333333333336,746
42.916666666666664,751
43,749
43.083333333333336,749
43.166666666666664,750
43.25,743
43.333333333333336,743
43.416666666666664,748
43.5,749
43.583333333333336,745
43.666666666666664,748
43.75,745
43.833333333333336,744
43.916666666666664,746
44,746
44.083333333333336,753
44.166666666666664,751
44.25,751
44.333333333333336,755
44.416666666666664,753
44.5,752
44.583333333333336,755
44.666666666666664,752
44.75,754
44.833333333333336,751
44.916666666666664,755
45,750
45.083333333333336,749
45.166666666666664,755
45.25,751
45.333333333333336,757
45.416666666666664,750
45.5,753
45.583333333333336,747
45.666666666666664,756
45.75,753
45.833333333333336,752
45.916666666666664,750
46,757
46.083333333333336,754
46.166666666666664,757
46.25,749
46.333333333333336,755
46.416666666666664,748
46.5,751
46.583333333333336,757
46.666666666666664,755
46.75,751
46.833333333333336,749
46.916666666666664,748
47,753
47.083333333333336,751
47.166666666666664,756
47.25,754
47.333333333333336,754
47.416666666666664,754
47.5,758
47.583333333333336,761
47.666666666666664,760
47.75,756
47.833333333333336,757
47.916666666666664,752
