"Hours since thread went live","The Fable - Episode 9 discussion"
0,1
0,1
0.08333333333333333,2
0.16666666666666666,3
0.25,5
0.3333333333333333,7
0.4166666666666667,11
0.5,13
0.5833333333333334,17
0.6666666666666666,17
0.75,18
0.8333333333333334,17
0.9166666666666666,16
1,20
1.0833333333333333,21
1.1666666666666667,21
1.25,23
1.3333333333333333,26
1.4166666666666667,28
1.5,31
1.5833333333333333,37
1.6666666666666667,39
1.75,44
1.8333333333333333,47
1.9166666666666667,51
2,53
2.0833333333333335,52
2.1666666666666665,57
2.25,56
2.3333333333333335,58
2.4166666666666665,58
2.5,63
2.5833333333333335,70
2.6666666666666665,69
2.75,66
2.8333333333333335,69
2.9166666666666665,69
3,73
3.0833333333333335,74
3.1666666666666665,68
3.25,73
3.3333333333333335,76
3.4166666666666665,76
3.5,74
3.5833333333333335,77
3.6666666666666665,77
3.75,79
3.8333333333333335,84
3.9166666666666665,81
4,84
4.083333333333333,84
4.166666666666667,79
4.25,87
4.333333333333333,85
4.416666666666667,84
4.5,85
4.583333333333333,87
4.666666666666667,83
4.75,88
4.833333333333333,89
4.916666666666667,95
5,94
5.083333333333333,93
5.166666666666667,95
5.25,97
5.333333333333333,95
5.416666666666667,101
5.5,97
5.583333333333333,99
5.666666666666667,101
5.75,102
5.833333333333333,101
5.916666666666667,105
6,102
6.083333333333333,105
6.166666666666667,105
6.25,108
6.333333333333333,103
6.416666666666667,105
6.5,107
6.583333333333333,109
6.666666666666667,112
6.75,109
6.833333333333333,110
6.916666666666667,109
7,115
7.083333333333333,113
7.166666666666667,114
7.25,113
7.333333333333333,117
7.416666666666667,115
7.5,115
7.583333333333333,115
7.666666666666667,117
7.75,116
7.833333333333333,121
7.916666666666667,120
8,121
8.083333333333334,121
8.166666666666666,122
8.25,129
8.333333333333334,129
8.416666666666666,125
8.5,129
8.583333333333334,125
8.666666666666666,131
8.75,129
8.833333333333334,128
8.916666666666666,131
9,131
9.083333333333334,132
9.166666666666666,137
9.25,134
9.333333333333334,136
9.416666666666666,132
9.5,140
9.583333333333334,137
9.666666666666666,137
9.75,139
9.833333333333334,136
9.916666666666666,141
10,144
10.083333333333334,146
10.166666666666666,146
10.25,144
10.333333333333334,147
10.416666666666666,147
10.5,147
10.583333333333334,150
10.666666666666666,149
10.75,146
10.833333333333334,150
10.916666666666666,153
11,153
11.083333333333334,153
11.166666666666666,155
11.25,151
11.333333333333334,154
11.416666666666666,155
11.5,155
11.583333333333334,157
11.666666666666666,158
11.75,159
11.833333333333334,162
11.916666666666666,165
12,165
12.083333333333334,161
12.166666666666666,167
12.25,162
12.333333333333334,165
12.416666666666666,166
12.5,163
12.583333333333334,166
12.666666666666666,162
12.75,164
12.833333333333334,165
12.916666666666666,160
13,163
13.083333333333334,164
13.166666666666666,161
13.25,168
13.333333333333334,163
13.416666666666666,163
13.5,168
13.583333333333334,166
13.666666666666666,168
13.75,168
13.833333333333334,165
13.916666666666666,169
14,169
14.083333333333334,169
14.166666666666666,167
14.25,163
14.333333333333334,168
14.416666666666666,163
14.5,167
14.583333333333334,169
14.666666666666666,169
14.75,171
14.833333333333334,166
14.916666666666666,172
15,173
15.083333333333334,170
15.166666666666666,170
15.25,171
15.333333333333334,172
15.416666666666666,172
15.5,173
15.583333333333334,175
15.666666666666666,176
15.75,172
15.833333333333334,177
15.916666666666666,172
16,174
16.083333333333332,175
16.166666666666668,174
16.25,176
16.333333333333332,178
16.416666666666668,179
16.5,175
16.583333333333332,176
16.666666666666668,175
16.75,175
16.833333333333332,181
16.916666666666668,175
17,175
17.083333333333332,174
17.166666666666668,175
17.25,176
17.333333333333332,175
17.416666666666668,180
17.5,179
17.583333333333332,177
17.666666666666668,180
17.75,179
17.833333333333332,177
17.916666666666668,180
18,182
18.083333333333332,179
18.166666666666668,178
18.25,183
18.333333333333332,181
18.416666666666668,178
18.5,182
18.583333333333332,177
18.666666666666668,182
18.75,180
18.833333333333332,178
18.916666666666668,180
19,181
19.083333333333332,180
19.166666666666668,183
19.25,184
19.333333333333332,181
19.416666666666668,182
19.5,186
19.583333333333332,182
19.666666666666668,184
19.75,184
19.833333333333332,182
19.916666666666668,182
20,181
20.083333333333332,182
20.166666666666668,188
20.25,185
20.333333333333332,186
20.416666666666668,186
20.5,184
20.583333333333332,185
20.666666666666668,185
20.75,188
20.833333333333332,186
20.916666666666668,185
21,185
21.083333333333332,187
21.166666666666668,189
21.25,187
21.333333333333332,187
21.416666666666668,188
21.5,184
21.583333333333332,189
21.666666666666668,188
21.75,190
21.833333333333332,191
21.916666666666668,192
22,191
22.083333333333332,193
22.166666666666668,190
22.25,194
22.333333333333332,193
22.416666666666668,193
22.5,189
22.583333333333332,188
22.666666666666668,196
22.75,189
22.833333333333332,192
22.916666666666668,192
23,193
23.083333333333332,192
23.166666666666668,190
23.25,193
23.333333333333332,193
23.416666666666668,195
23.5,192
23.583333333333332,193
23.666666666666668,194
23.75,195
23.833333333333332,192
23.916666666666668,191
24,195
24.083333333333332,188
24.166666666666668,196
24.25,194
24.333333333333332,193
24.416666666666668,197
24.5,192
24.583333333333332,197
24.666666666666668,195
24.75,191
24.833333333333332,196
24.916666666666668,197
25,193
25.083333333333332,197
25.166666666666668,194
25.25,195
25.333333333333332,198
25.416666666666668,193
25.5,194
25.583333333333332,197
25.666666666666668,193
25.75,194
25.833333333333332,191
25.916666666666668,193
26,195
26.083333333333332,193
26.166666666666668,198
26.25,196
26.333333333333332,196
26.416666666666668,192
26.5,195
26.583333333333332,195
26.666666666666668,195
26.75,195
26.833333333333332,195
26.916666666666668,193
27,195
27.083333333333332,197
27.166666666666668,193
27.25,194
27.333333333333332,194
27.416666666666668,193
27.5,194
27.583333333333332,196
27.666666666666668,199
27.75,196
27.833333333333332,194
27.916666666666668,199
28,195
28.083333333333332,198
28.166666666666668,196
28.25,197
28.333333333333332,194
28.416666666666668,198
28.5,199
28.583333333333332,200
28.666666666666668,194
28.75,199
28.833333333333332,198
28.916666666666668,196
29,199
29.083333333333332,197
29.166666666666668,200
29.25,198
29.333333333333332,197
29.416666666666668,200
29.5,197
29.583333333333332,200
29.666666666666668,202
29.75,204
29.833333333333332,202
29.916666666666668,196
30,198
30.083333333333332,201
30.166666666666668,200
30.25,200
30.333333333333332,196
30.416666666666668,197
30.5,200
30.583333333333332,202
30.666666666666668,206
30.75,199
30.833333333333332,203
30.916666666666668,203
31,204
31.083333333333332,200
31.166666666666668,200
31.25,205
31.333333333333332,201
31.416666666666668,204
31.5,202
31.583333333333332,202
31.666666666666668,202
31.75,204
31.833333333333332,205
31.916666666666668,203
32.083333333333336,202
32.166666666666664,205
32.25,203
32.333333333333336,203
32.416666666666664,202
