"Hours since thread went live","Jujutsu Kaisen - Episode 23 discussion"
10.166666666666666,7386
10.25,7421
10.333333333333334,7439
10.416666666666666,7475
10.5,7512
10.583333333333334,7544
10.666666666666666,7585
10.75,7615
10.833333333333334,7645
10.916666666666666,7691
11,7717
11.083333333333334,7752
11.166666666666666,7782
11.25,7822
11.333333333333334,7846
11.416666666666666,7858
11.5,7888
11.583333333333334,7926
11.666666666666666,7949
11.75,7980
11.833333333333334,8004
11.916666666666666,8021
12,8051
12.083333333333334,8081
12.166666666666666,8113
12.25,8140
12.333333333333334,8163
12.416666666666666,8183
12.5,8205
12.583333333333334,8236
12.666666666666666,8256
12.75,8285
12.833333333333334,8307
12.916666666666666,8318
13,8354
13.083333333333334,8374
13.166666666666666,8396
13.25,8405
13.333333333333334,8432
13.416666666666666,8453
13.5,8471
13.583333333333334,8490
13.666666666666666,8519
13.75,8536
13.833333333333334,8566
13.916666666666666,8588
14,8607
14.083333333333334,8616
14.166666666666666,8643
14.25,8664
14.333333333333334,8680
14.416666666666666,8695
14.5,8712
14.583333333333334,8731
14.666666666666666,8742
14.75,8763
14.833333333333334,8762
14.916666666666666,8784
15,8794
15.083333333333334,8804
15.166666666666666,8813
15.25,8831
15.333333333333334,8851
15.416666666666666,8871
15.5,8877
15.583333333333334,8898
15.666666666666666,8904
15.75,8918
15.833333333333334,8931
15.916666666666666,8936
16,8943
16.083333333333332,8953
16.166666666666668,8969
16.25,8992
16.333333333333332,8990
16.416666666666668,9010
16.5,9010
16.583333333333332,9014
16.666666666666668,9034
16.75,9036
16.833333333333332,9051
16.916666666666668,9054
17,9078
17.083333333333332,9077
17.166666666666668,9091
17.25,9095
17.333333333333332,9101
17.416666666666668,9115
17.5,9113
17.583333333333332,9123
17.666666666666668,9129
17.75,9139
17.833333333333332,9138
17.916666666666668,9146
18,9157
18.083333333333332,9157
18.166666666666668,9170
18.25,9174
18.333333333333332,9183
18.416666666666668,9194
18.5,9196
18.583333333333332,9204
18.666666666666668,9211
18.75,9223
18.833333333333332,9233
18.916666666666668,9242
19,9242
19.083333333333332,9245
19.166666666666668,9258
19.25,9269
19.333333333333332,9276
19.416666666666668,9276
19.5,9293
19.583333333333332,9301
19.666666666666668,9310
19.75,9316
19.833333333333332,9323
19.916666666666668,9329
20,9344
20.083333333333332,9348
20.166666666666668,9370
20.25,9368
20.333333333333332,9379
20.416666666666668,9387
20.5,9386
20.583333333333332,9405
20.666666666666668,9406
20.75,9406
20.833333333333332,9416
20.916666666666668,9424
21,9437
21.083333333333332,9448
21.166666666666668,9448
21.25,9453
21.333333333333332,9464
21.416666666666668,9467
21.5,9480
21.583333333333332,9492
21.666666666666668,9493
21.75,9501
21.833333333333332,9518
21.916666666666668,9514
22,9528
22.083333333333332,9533
22.166666666666668,9539
22.25,9543
22.333333333333332,9551
22.416666666666668,9564
22.5,9570
22.583333333333332,9569
22.666666666666668,9569
22.75,9575
22.833333333333332,9582
22.916666666666668,9591
23,9601
23.083333333333332,9605
23.166666666666668,9613
23.25,9624
23.333333333333332,9631
23.416666666666668,9633
23.5,9641
23.583333333333332,9643
23.666666666666668,9648
23.75,9666
23.833333333333332,9675
23.916666666666668,9679
24,9688
24.083333333333332,9694
24.166666666666668,9699
24.25,9711
24.333333333333332,9709
24.416666666666668,9721
24.5,9723
24.583333333333332,9728
24.666666666666668,9731
24.75,9731
24.833333333333332,9733
24.916666666666668,9736
25,9740
25.083333333333332,9747
25.166666666666668,9748
25.25,9750
25.333333333333332,9768
25.416666666666668,9769
25.5,9763
25.583333333333332,9778
25.666666666666668,9784
25.75,9795
25.833333333333332,9793
25.916666666666668,9797
26,9801
26.083333333333332,9793
26.166666666666668,9798
26.25,9806
26.333333333333332,9808
26.416666666666668,9816
26.5,9816
26.583333333333332,9815
26.666666666666668,9822
26.75,9829
26.833333333333332,9830
26.916666666666668,9836
27,9838
27.083333333333332,9841
27.166666666666668,9849
27.25,9853
27.333333333333332,9859
27.416666666666668,9867
27.5,9866
27.583333333333332,9872
27.666666666666668,9876
27.75,9874
27.833333333333332,9871
27.916666666666668,9887
28,9893
28.083333333333332,9904
28.166666666666668,9902
28.25,9905
28.333333333333332,9919
28.416666666666668,9917
28.5,9917
28.583333333333332,9925
28.666666666666668,9924
28.75,9925
28.833333333333332,9934
28.916666666666668,9934
29,9946
29.083333333333332,9940
29.166666666666668,9946
29.25,9948
29.333333333333332,9957
29.416666666666668,9962
29.5,9957
29.583333333333332,9959
29.666666666666668,9961
29.75,9964
29.833333333333332,9970
29.916666666666668,9981
30,9982
30.083333333333332,9978
30.166666666666668,9992
30.25,9991
30.333333333333332,9985
30.416666666666668,9998
30.5,9993
30.583333333333332,10002
30.666666666666668,10012
30.75,10011
30.833333333333332,10010
30.916666666666668,10019
31,10021
31.083333333333332,10025
31.166666666666668,10031
31.25,10040
31.333333333333332,10035
31.416666666666668,10040
31.5,10043
31.583333333333332,10045
31.666666666666668,10048
31.75,10048
31.833333333333332,10046
31.916666666666668,10057
32,10054
32.083333333333336,10045
32.166666666666664,10052
32.25,10061
32.333333333333336,10062
32.416666666666664,10064
32.5,10059
32.583333333333336,10067
32.666666666666664,10071
32.75,10080
32.833333333333336,10080
32.916666666666664,10085
33,10083
33.083333333333336,10094
33.166666666666664,10095
33.25,10097
33.333333333333336,10098
33.416666666666664,10100
33.5,10103
33.583333333333336,10103
33.666666666666664,10099
33.75,10103
33.833333333333336,10108
33.916666666666664,10112
34,10115
34.083333333333336,10114
34.166666666666664,10114
34.25,10116
34.333333333333336,10122
34.416666666666664,10126
34.5,10133
34.583333333333336,10125
34.666666666666664,10131
34.75,10129
34.833333333333336,10134
34.916666666666664,10133
35,10128
35.083333333333336,10143
35.166666666666664,10140
35.25,10144
35.333333333333336,10143
35.416666666666664,10142
35.5,10143
35.583333333333336,10146
35.666666666666664,10149
35.75,10150
35.833333333333336,10154
35.916666666666664,10157
36,10159
36.083333333333336,10159
36.166666666666664,10159
36.25,10160
36.333333333333336,10162
36.416666666666664,10160
36.5,10170
36.583333333333336,10166
36.666666666666664,10161
36.75,10164
36.833333333333336,10164
36.916666666666664,10165
37,10167
37.083333333333336,10171
37.166666666666664,10171
37.25,10174
37.333333333333336,10174
37.416666666666664,10176
37.5,10192
37.583333333333336,10183
37.666666666666664,10192
37.75,10193
37.833333333333336,10196
37.916666666666664,10197
38,10203
38.083333333333336,10195
38.166666666666664,10203
38.25,10206
38.333333333333336,10210
38.416666666666664,10199
38.5,10209
38.583333333333336,10205
38.666666666666664,10212
38.75,10213
38.833333333333336,10209
38.916666666666664,10212
39,10215
39.083333333333336,10206
39.166666666666664,10210
39.25,10211
39.333333333333336,10213
39.416666666666664,10211
39.5,10216
39.583333333333336,10218
39.666666666666664,10218
39.75,10219
39.833333333333336,10229
39.916666666666664,10230
40,10225
40.083333333333336,10220
40.166666666666664,10230
40.25,10233
40.333333333333336,10226
40.416666666666664,10234
40.5,10229
40.583333333333336,10229
40.666666666666664,10234
40.75,10231
40.833333333333336,10239
40.916666666666664,10235
41,10239
41.083333333333336,10239
41.166666666666664,10240
41.25,10241
41.333333333333336,10241
41.416666666666664,10245
41.5,10243
41.583333333333336,10245
41.666666666666664,10240
41.75,10255
41.833333333333336,10249
41.916666666666664,10254
42,10255
42.083333333333336,10245
42.166666666666664,10253
42.25,10246
42.333333333333336,10259
42.416666666666664,10250
42.5,10248
42.583333333333336,10260
42.666666666666664,10255
42.75,10255
42.833333333333336,10259
42.916666666666664,10262
43,10249
43.083333333333336,10261
43.166666666666664,10258
43.25,10256
43.333333333333336,10257
43.416666666666664,10259
43.5,10263
43.583333333333336,10264
43.666666666666664,10266
43.75,10271
43.833333333333336,10267
43.916666666666664,10260
44,10274
44.083333333333336,10266
44.166666666666664,10269
44.25,10279
44.333333333333336,10276
44.416666666666664,10274
44.5,10279
44.583333333333336,10273
44.666666666666664,10283
44.75,10274
44.833333333333336,10278
44.916666666666664,10276
45,10280
45.083333333333336,10283
45.166666666666664,10287
45.25,10285
45.333333333333336,10284
45.416666666666664,10288
45.5,10288
45.583333333333336,10287
45.666666666666664,10287
45.75,10282
45.833333333333336,10295
45.916666666666664,10287
46,10299
46.083333333333336,10294
46.166666666666664,10291
46.25,10294
46.333333333333336,10296
46.416666666666664,10299
46.5,10290
46.583333333333336,10293
46.666666666666664,10297
46.75,10293
46.833333333333336,10304
46.916666666666664,10302
47,10306
47.083333333333336,10296
47.166666666666664,10306
47.25,10309
47.333333333333336,10309
47.416666666666664,10307
47.5,10308
47.583333333333336,10304
47.666666666666664,10310
47.75,10312
47.833333333333336,10314
47.916666666666664,10316
