"Hours since thread went live","Kage no Jitsuryokusha ni Naritakute! Season 2 • The Eminence in Shadow Season 2 - Episode 6 discussion"
13.666666666666666,1747
13.75,1745
13.833333333333334,1750
13.916666666666666,1753
14,1760
14.083333333333334,1763
14.166666666666666,1768
14.25,1778
14.333333333333334,1779
14.416666666666666,1778
14.5,1785
14.583333333333334,1787
14.666666666666666,1796
14.75,1799
14.833333333333334,1806
14.916666666666666,1805
15,1811
15.083333333333334,1815
15.166666666666666,1825
15.25,1825
15.333333333333334,1829
15.416666666666666,1838
15.5,1836
15.583333333333334,1840
15.666666666666666,1842
15.75,1852
15.833333333333334,1851
15.916666666666666,1858
16,1858
16.083333333333332,1868
16.166666666666668,1866
16.25,1875
16.333333333333332,1880
16.416666666666668,1880
16.5,1883
16.583333333333332,1883
16.666666666666668,1881
16.75,1890
16.833333333333332,1892
16.916666666666668,1894
17,1901
17.083333333333332,1905
17.166666666666668,1903
17.25,1904
17.333333333333332,1917
17.416666666666668,1910
17.5,1919
17.583333333333332,1923
17.666666666666668,1922
17.75,1922
17.833333333333332,1933
17.916666666666668,1939
18,1945
18.083333333333332,1944
18.166666666666668,1950
18.25,1953
18.333333333333332,1954
18.416666666666668,1959
18.5,1960
18.583333333333332,1964
18.666666666666668,1963
18.75,1967
18.833333333333332,1971
18.916666666666668,1982
19,1981
19.083333333333332,1981
19.166666666666668,1982
19.25,1989
19.333333333333332,1987
19.416666666666668,1992
19.5,1990
19.583333333333332,1993
19.666666666666668,1997
19.75,2005
19.833333333333332,2005
19.916666666666668,2006
20,2014
20.083333333333332,2012
20.166666666666668,2007
20.25,2008
20.333333333333332,2012
20.416666666666668,2016
20.5,2015
20.583333333333332,2018
20.666666666666668,2018
20.75,2019
20.833333333333332,2016
20.916666666666668,2016
21,2023
21.083333333333332,2030
21.166666666666668,2032
21.25,2038
21.333333333333332,2042
21.416666666666668,2039
21.5,2050
21.583333333333332,2048
21.666666666666668,2047
21.75,2049
21.833333333333332,2052
21.916666666666668,2055
22,2059
22.083333333333332,2060
22.166666666666668,2057
22.25,2060
22.333333333333332,2067
22.416666666666668,2070
22.5,2074
22.583333333333332,2075
22.666666666666668,2071
22.75,2083
22.833333333333332,2087
22.916666666666668,2082
23,2088
23.083333333333332,2084
23.166666666666668,2092
23.25,2090
23.333333333333332,2096
23.416666666666668,2096
23.5,2092
23.583333333333332,2094
23.666666666666668,2100
23.75,2099
23.833333333333332,2097
23.916666666666668,2097
24,2102
24.083333333333332,2109
24.166666666666668,2107
24.25,2107
24.333333333333332,2109
24.416666666666668,2116
24.5,2113
24.583333333333332,2124
24.666666666666668,2120
24.75,2113
24.833333333333332,2117
24.916666666666668,2118
25,2130
25.083333333333332,2131
25.166666666666668,2135
25.25,2129
25.333333333333332,2135
25.416666666666668,2136
25.5,2138
25.583333333333332,2135
25.666666666666668,2141
25.75,2145
25.833333333333332,2150
25.916666666666668,2150
26,2152
26.083333333333332,2143
26.166666666666668,2152
26.25,2146
26.333333333333332,2150
26.416666666666668,2150
26.5,2149
26.583333333333332,2157
26.666666666666668,2158
26.75,2165
26.833333333333332,2166
26.916666666666668,2164
27,2165
27.083333333333332,2165
27.166666666666668,2162
27.25,2171
27.333333333333332,2165
27.416666666666668,2174
27.5,2170
27.583333333333332,2173
27.666666666666668,2172
27.75,2177
27.833333333333332,2181
27.916666666666668,2173
28,2181
28.083333333333332,2177
28.166666666666668,2181
28.25,2178
28.333333333333332,2176
28.416666666666668,2182
28.5,2179
28.583333333333332,2184
28.666666666666668,2188
28.75,2186
28.833333333333332,2184
28.916666666666668,2187
29,2188
29.083333333333332,2186
29.166666666666668,2188
29.25,2184
29.333333333333332,2186
29.416666666666668,2189
29.5,2193
29.583333333333332,2192
29.666666666666668,2193
29.75,2192
29.833333333333332,2197
29.916666666666668,2193
30,2197
30.083333333333332,2196
30.166666666666668,2195
30.25,2196
30.333333333333332,2203
30.416666666666668,2201
30.5,2198
30.583333333333332,2198
30.666666666666668,2201
30.75,2199
30.833333333333332,2203
30.916666666666668,2201
31,2197
31.083333333333332,2201
31.166666666666668,2201
31.25,2209
31.333333333333332,2207
31.416666666666668,2210
31.5,2204
31.583333333333332,2209
31.666666666666668,2216
31.75,2214
31.833333333333332,2214
31.916666666666668,2212
32,2215
32.083333333333336,2218
32.166666666666664,2216
32.25,2218
32.333333333333336,2218
32.416666666666664,2223
32.5,2221
32.583333333333336,2219
32.666666666666664,2219
32.75,2221
32.833333333333336,2219
32.916666666666664,2222
33,2222
33.083333333333336,2221
33.166666666666664,2229
33.25,2221
33.333333333333336,2224
33.416666666666664,2223
33.5,2226
33.583333333333336,2226
33.666666666666664,2229
33.75,2233
33.833333333333336,2233
33.916666666666664,2236
34,2231
34.083333333333336,2235
34.166666666666664,2232
34.25,2234
34.333333333333336,2234
34.416666666666664,2233
34.5,2231
34.583333333333336,2234
34.666666666666664,2236
34.75,2237
34.833333333333336,2237
34.916666666666664,2236
35,2238
35.083333333333336,2241
35.166666666666664,2237
35.25,2234
35.333333333333336,2237
35.416666666666664,2239
35.5,2240
35.583333333333336,2238
35.666666666666664,2244
35.75,2241
35.833333333333336,2243
35.916666666666664,2244
36,2242
36.083333333333336,2240
36.166666666666664,2242
36.25,2241
36.333333333333336,2240
36.416666666666664,2249
36.5,2243
36.583333333333336,2246
36.666666666666664,2245
36.75,2247
36.833333333333336,2250
36.916666666666664,2253
37,2247
37.083333333333336,2249
37.166666666666664,2247
37.25,2255
37.333333333333336,2252
37.416666666666664,2255
37.5,2255
37.583333333333336,2258
37.666666666666664,2258
37.75,2254
37.833333333333336,2254
37.916666666666664,2254
38,2257
38.083333333333336,2265
38.166666666666664,2260
38.25,2264
38.333333333333336,2265
38.416666666666664,2264
38.5,2268
38.583333333333336,2262
38.666666666666664,2261
38.75,2269
38.833333333333336,2266
38.916666666666664,2269
39,2268
39.083333333333336,2274
39.166666666666664,2275
39.25,2272
39.333333333333336,2271
39.416666666666664,2269
39.5,2267
39.583333333333336,2272
39.666666666666664,2272
39.75,2275
39.833333333333336,2278
39.916666666666664,2273
40,2273
40.083333333333336,2276
40.166666666666664,2274
40.25,2270
40.333333333333336,2277
40.416666666666664,2277
40.5,2273
40.583333333333336,2278
40.666666666666664,2273
40.75,2273
40.833333333333336,2279
40.916666666666664,2279
41,2281
41.083333333333336,2285
41.166666666666664,2283
41.25,2281
41.333333333333336,2281
41.416666666666664,2278
41.5,2285
41.583333333333336,2286
41.666666666666664,2279
41.75,2282
41.833333333333336,2277
41.916666666666664,2281
42,2281
42.083333333333336,2285
42.166666666666664,2285
42.25,2285
42.333333333333336,2286
42.416666666666664,2288
42.5,2288
42.583333333333336,2289
42.666666666666664,2285
42.75,2291
42.833333333333336,2288
42.916666666666664,2284
43,2293
43.083333333333336,2287
43.166666666666664,2293
43.25,2289
43.333333333333336,2286
43.416666666666664,2289
43.5,2288
43.583333333333336,2288
43.666666666666664,2285
43.75,2293
43.833333333333336,2290
43.916666666666664,2291
44,2293
44.083333333333336,2290
44.166666666666664,2297
44.25,2297
44.333333333333336,2293
44.416666666666664,2290
44.5,2296
44.583333333333336,2292
44.666666666666664,2296
44.75,2292
44.833333333333336,2292
44.916666666666664,2297
45,2297
45.083333333333336,2295
45.166666666666664,2295
45.25,2300
45.333333333333336,2307
45.416666666666664,2307
45.5,2302
45.583333333333336,2300
45.666666666666664,2307
45.75,2304
45.833333333333336,2304
45.916666666666664,2298
46,2305
46.083333333333336,2309
46.166666666666664,2301
46.25,2309
46.333333333333336,2302
46.416666666666664,2302
46.5,2307
46.583333333333336,2306
46.666666666666664,2306
46.75,2308
46.833333333333336,2315
46.916666666666664,2308
47,2313
47.083333333333336,2309
47.166666666666664,2311
47.25,2315
47.333333333333336,2315
47.416666666666664,2311
47.5,2307
47.583333333333336,2316
47.666666666666664,2310
47.75,2315
47.833333333333336,2313
47.916666666666664,2309
