"Hours since thread went live","Shaman King: Flowers - Episode 8 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,0
0.3333333333333333,0
0.4166666666666667,0
0.5,0
0.5833333333333334,0
0.6666666666666666,1
0.75,1
0.8333333333333334,1
0.9166666666666666,1
1,1
1.0833333333333333,2
1.1666666666666667,2
1.25,2
1.3333333333333333,2
1.4166666666666667,2
1.5,2
1.5833333333333333,2
1.6666666666666667,2
1.75,2
1.8333333333333333,2
1.9166666666666667,2
2,2
2.0833333333333335,2
2.1666666666666665,2
2.25,2
2.3333333333333335,3
2.4166666666666665,2
2.5,3
2.5833333333333335,3
2.6666666666666665,3
2.75,3
2.8333333333333335,4
2.9166666666666665,4
3,2
3.0833333333333335,3
3.1666666666666665,3
3.25,3
3.3333333333333335,2
3.4166666666666665,3
3.5,5
3.5833333333333335,5
3.6666666666666665,5
3.75,5
3.8333333333333335,4
3.9166666666666665,4
4,3
4.083333333333333,7
4.166666666666667,4
4.25,3
4.333333333333333,5
4.416666666666667,4
4.5,6
4.583333333333333,5
4.666666666666667,7
4.75,4
4.833333333333333,6
4.916666666666667,5
5,4
5.083333333333333,6
5.166666666666667,6
5.25,5
5.333333333333333,5
5.416666666666667,4
5.5,4
5.583333333333333,5
5.666666666666667,5
5.75,5
5.833333333333333,3
5.916666666666667,6
6,7
6.083333333333333,4
6.166666666666667,5
6.25,5
6.333333333333333,3
6.416666666666667,4
6.5,4
6.583333333333333,5
6.666666666666667,5
6.75,6
6.833333333333333,8
6.916666666666667,7
7,5
7.083333333333333,6
7.166666666666667,4
7.25,7
7.333333333333333,4
7.416666666666667,6
7.5,4
7.583333333333333,4
7.666666666666667,7
7.75,6
7.833333333333333,7
7.916666666666667,5
8,8
8.083333333333334,5
8.166666666666666,5
8.25,8
8.333333333333334,6
8.416666666666666,8
8.5,8
8.583333333333334,6
8.666666666666666,7
8.75,9
8.833333333333334,6
8.916666666666666,9
9,7
9.083333333333334,7
9.166666666666666,6
9.25,8
9.333333333333334,8
9.416666666666666,7
9.5,8
9.583333333333334,8
9.666666666666666,7
9.75,8
9.833333333333334,9
9.916666666666666,6
10,9
10.083333333333334,8
10.166666666666666,9
10.25,11
10.333333333333334,9
10.416666666666666,9
10.5,10
10.583333333333334,8
10.666666666666666,9
10.75,11
10.833333333333334,8
10.916666666666666,11
11,9
11.083333333333334,9
11.166666666666666,9
11.25,10
11.333333333333334,10
11.416666666666666,9
11.5,9
11.583333333333334,7
11.666666666666666,10
11.75,10
11.833333333333334,8
11.916666666666666,9
12,8
12.083333333333334,10
12.166666666666666,9
12.25,9
12.333333333333334,9
12.416666666666666,8
12.5,11
12.583333333333334,9
12.666666666666666,8
12.75,7
12.833333333333334,10
12.916666666666666,9
13,11
13.083333333333334,11
13.166666666666666,8
13.25,9
13.333333333333334,11
13.416666666666666,9
13.5,8
13.583333333333334,10
13.666666666666666,8
13.75,10
13.833333333333334,9
13.916666666666666,7
14,7
14.083333333333334,8
14.166666666666666,10
14.25,9
14.333333333333334,9
14.416666666666666,10
14.5,8
14.583333333333334,10
14.666666666666666,11
14.75,9
14.833333333333334,10
14.916666666666666,10
15,9
15.083333333333334,10
15.166666666666666,11
15.25,9
15.333333333333334,8
15.416666666666666,10
15.5,12
15.583333333333334,11
15.666666666666666,10
15.75,10
15.833333333333334,11
15.916666666666666,10
16,11
16.083333333333332,9
16.166666666666668,10
16.25,10
16.333333333333332,9
16.416666666666668,10
16.5,11
16.583333333333332,10
16.666666666666668,10
16.75,8
16.833333333333332,10
16.916666666666668,10
17,9
17.083333333333332,11
17.166666666666668,11
17.25,11
17.333333333333332,12
17.416666666666668,12
17.5,11
17.583333333333332,11
17.666666666666668,11
17.75,9
17.833333333333332,11
17.916666666666668,10
18,9
18.083333333333332,9
18.166666666666668,10
18.25,9
18.333333333333332,12
18.416666666666668,9
18.5,10
18.583333333333332,13
18.666666666666668,12
18.75,11
18.833333333333332,11
18.916666666666668,11
19,11
19.083333333333332,13
19.166666666666668,12
19.25,13
19.333333333333332,12
19.416666666666668,12
19.5,12
19.583333333333332,14
19.666666666666668,12
19.75,12
19.833333333333332,14
19.916666666666668,13
20,11
20.083333333333332,11
20.166666666666668,12
20.25,12
20.333333333333332,12
20.416666666666668,13
20.5,10
20.583333333333332,11
20.666666666666668,14
20.75,10
20.833333333333332,13
20.916666666666668,12
21,13
21.083333333333332,13
21.166666666666668,12
21.25,12
21.333333333333332,14
21.416666666666668,13
21.5,10
21.583333333333332,10
21.666666666666668,13
21.75,11
21.833333333333332,11
21.916666666666668,13
22,12
22.083333333333332,13
22.166666666666668,13
22.25,14
22.333333333333332,12
22.416666666666668,12
22.5,12
22.583333333333332,12
22.666666666666668,10
22.75,12
22.833333333333332,11
22.916666666666668,12
23,11
23.083333333333332,13
23.166666666666668,11
23.25,13
23.333333333333332,13
23.416666666666668,12
23.5,10
23.583333333333332,12
23.666666666666668,10
23.75,12
23.833333333333332,12
23.916666666666668,12
24,10
24.083333333333332,14
24.166666666666668,10
24.25,12
24.333333333333332,13
24.416666666666668,12
24.5,14
24.583333333333332,14
24.666666666666668,11
24.75,11
24.833333333333332,12
24.916666666666668,12
25,13
25.083333333333332,13
25.166666666666668,13
25.25,12
25.333333333333332,14
25.416666666666668,13
25.5,13
25.583333333333332,11
25.666666666666668,12
25.75,10
25.833333333333332,12
25.916666666666668,11
26,10
26.083333333333332,12
26.166666666666668,13
26.25,12
26.333333333333332,12
26.416666666666668,11
26.5,10
26.583333333333332,11
26.666666666666668,14
26.75,14
26.833333333333332,12
26.916666666666668,13
27,12
27.083333333333332,11
27.166666666666668,12
27.25,11
27.333333333333332,13
27.416666666666668,10
27.5,12
27.583333333333332,12
27.666666666666668,14
27.75,13
27.833333333333332,14
27.916666666666668,11
28,11
28.083333333333332,11
28.166666666666668,11
28.25,13
28.333333333333332,12
28.416666666666668,14
28.5,11
28.583333333333332,12
28.666666666666668,11
28.75,13
28.833333333333332,12
28.916666666666668,10
29,10
29.083333333333332,11
29.166666666666668,13
29.25,14
29.333333333333332,14
29.416666666666668,11
29.5,12
29.583333333333332,11
29.666666666666668,11
29.75,12
29.833333333333332,12
29.916666666666668,11
30,10
30.083333333333332,12
30.166666666666668,11
30.25,12
30.333333333333332,13
30.416666666666668,13
30.5,13
30.583333333333332,14
30.666666666666668,11
30.75,13
30.833333333333332,12
30.916666666666668,12
31,14
31.083333333333332,13
31.166666666666668,12
31.25,12
31.333333333333332,11
31.416666666666668,13
31.5,12
31.583333333333332,12
31.666666666666668,13
31.75,13
31.833333333333332,10
31.916666666666668,12
32,12
32.083333333333336,12
32.166666666666664,13
32.25,11
32.333333333333336,12
32.416666666666664,12
32.5,11
32.583333333333336,12
32.666666666666664,13
32.75,12
32.833333333333336,10
32.916666666666664,11
33,12
33.083333333333336,10
33.166666666666664,10
33.25,14
33.333333333333336,13
33.416666666666664,13
33.5,11
33.583333333333336,12
33.666666666666664,14
33.75,13
33.833333333333336,14
33.916666666666664,15
34,13
34.083333333333336,13
34.166666666666664,13
34.25,12
34.333333333333336,15
34.416666666666664,11
34.5,11
34.583333333333336,14
34.666666666666664,12
34.75,13
34.833333333333336,13
34.916666666666664,15
35,13
35.083333333333336,15
35.166666666666664,12
35.25,12
35.333333333333336,11
35.416666666666664,12
35.5,13
35.583333333333336,13
35.666666666666664,13
35.75,13
35.833333333333336,14
35.916666666666664,14
36,12
36.083333333333336,12
36.166666666666664,11
36.25,15
36.333333333333336,15
36.416666666666664,11
36.5,14
36.583333333333336,13
36.666666666666664,13
36.75,12
36.833333333333336,15
36.916666666666664,15
37,13
37.083333333333336,14
37.166666666666664,15
37.25,13
37.333333333333336,11
37.416666666666664,11
37.5,13
37.583333333333336,11
37.666666666666664,13
37.75,13
37.833333333333336,13
37.916666666666664,13
38,11
38.083333333333336,12
38.166666666666664,13
38.25,12
38.333333333333336,14
38.416666666666664,14
38.5,14
38.583333333333336,11
38.666666666666664,14
38.75,14
38.833333333333336,15
38.916666666666664,12
39,12
39.083333333333336,13
