"Hours since thread went live","Ishura - Episode 11 discussion"
12.583333333333334,205
12.666666666666666,207
12.75,206
12.833333333333334,207
12.916666666666666,207
13,210
13.083333333333334,211
13.166666666666666,209
13.25,214
13.333333333333334,211
13.416666666666666,214
13.5,213
13.583333333333334,211
13.666666666666666,214
13.75,211
13.833333333333334,216
13.916666666666666,210
14,216
14.083333333333334,214
14.166666666666666,211
14.25,219
14.333333333333334,214
14.416666666666666,218
14.5,221
14.583333333333334,222
14.666666666666666,220
14.75,220
14.833333333333334,217
14.916666666666666,225
15,223
15.083333333333334,226
15.166666666666666,223
15.25,226
15.333333333333334,224
15.416666666666666,227
15.5,224
15.583333333333334,227
15.666666666666666,223
15.75,228
15.833333333333334,228
15.916666666666666,227
16,226
16.083333333333332,223
16.166666666666668,229
16.25,223
16.333333333333332,226
16.416666666666668,225
16.5,230
16.583333333333332,226
16.666666666666668,225
16.75,227
16.833333333333332,224
16.916666666666668,229
17,228
17.083333333333332,224
17.166666666666668,223
17.25,225
17.333333333333332,226
17.416666666666668,226
17.5,227
17.583333333333332,227
17.666666666666668,230
17.75,226
17.833333333333332,227
17.916666666666668,225
18,228
18.083333333333332,227
18.166666666666668,224
18.25,224
18.333333333333332,225
18.416666666666668,231
18.5,230
18.583333333333332,229
18.666666666666668,229
18.75,232
18.833333333333332,226
18.916666666666668,232
19,227
19.083333333333332,230
19.166666666666668,228
19.25,229
19.333333333333332,229
19.416666666666668,226
19.5,233
19.583333333333332,233
19.666666666666668,229
19.75,228
19.833333333333332,229
19.916666666666668,232
20,231
20.083333333333332,230
20.166666666666668,235
20.25,231
20.333333333333332,231
20.416666666666668,229
20.5,229
20.583333333333332,231
20.666666666666668,233
20.75,230
20.833333333333332,234
20.916666666666668,233
21,232
21.083333333333332,236
21.166666666666668,235
21.25,235
21.333333333333332,239
21.416666666666668,232
21.5,234
21.583333333333332,235
21.666666666666668,233
21.75,233
21.833333333333332,234
21.916666666666668,234
22,236
22.083333333333332,233
22.166666666666668,238
22.25,237
22.333333333333332,233
22.416666666666668,237
22.5,237
22.583333333333332,234
22.666666666666668,233
22.75,238
22.833333333333332,238
22.916666666666668,237
23,239
23.083333333333332,236
23.166666666666668,239
23.25,237
23.333333333333332,237
23.416666666666668,237
23.5,240
23.583333333333332,240
23.666666666666668,237
23.75,236
23.833333333333332,234
23.916666666666668,236
24,238
24.083333333333332,239
24.166666666666668,241
24.25,234
24.333333333333332,241
24.416666666666668,237
24.5,241
24.583333333333332,241
24.666666666666668,236
24.75,241
24.833333333333332,243
24.916666666666668,242
25,238
25.083333333333332,242
25.166666666666668,242
25.25,243
25.333333333333332,241
25.416666666666668,243
25.5,243
25.583333333333332,243
25.666666666666668,242
25.75,243
25.833333333333332,244
25.916666666666668,245
26,246
26.083333333333332,243
26.166666666666668,244
26.25,248
26.333333333333332,248
26.416666666666668,247
26.5,245
26.583333333333332,248
26.666666666666668,250
26.75,243
26.833333333333332,245
26.916666666666668,246
27,248
27.083333333333332,245
27.166666666666668,247
27.25,247
27.333333333333332,247
27.416666666666668,247
27.5,243
27.583333333333332,244
27.666666666666668,251
27.75,247
27.833333333333332,247
27.916666666666668,249
28,247
28.083333333333332,247
28.166666666666668,250
28.25,248
28.333333333333332,250
28.416666666666668,248
28.5,251
28.583333333333332,247
28.666666666666668,250
28.75,248
28.833333333333332,253
28.916666666666668,246
29,249
29.083333333333332,249
29.166666666666668,245
29.25,249
29.333333333333332,247
29.416666666666668,250
29.5,248
29.583333333333332,248
29.666666666666668,245
29.75,250
29.833333333333332,248
29.916666666666668,249
30,250
30.083333333333332,246
30.166666666666668,249
30.25,250
30.333333333333332,246
30.416666666666668,250
30.5,251
30.583333333333332,247
30.666666666666668,252
30.75,251
30.833333333333332,247
30.916666666666668,249
31,252
31.083333333333332,253
31.166666666666668,251
31.25,253
31.333333333333332,252
31.416666666666668,253
31.5,249
31.583333333333332,249
31.666666666666668,251
31.75,252
31.833333333333332,249
31.916666666666668,252
32,256
32.083333333333336,256
32.166666666666664,254
32.25,256
32.333333333333336,251
32.416666666666664,255
32.5,251
32.583333333333336,256
32.666666666666664,251
32.75,255
32.833333333333336,255
32.916666666666664,254
33,255
33.083333333333336,259
33.166666666666664,258
33.25,255
33.333333333333336,258
33.416666666666664,255
33.5,253
33.583333333333336,254
33.666666666666664,253
33.75,252
33.833333333333336,258
33.916666666666664,255
34,255
34.083333333333336,260
34.166666666666664,259
34.25,255
34.333333333333336,252
34.416666666666664,254
34.5,255
34.583333333333336,260
34.666666666666664,256
34.75,258
34.833333333333336,257
34.916666666666664,261
35,262
35.083333333333336,258
35.166666666666664,258
35.25,259
35.333333333333336,259
35.416666666666664,257
35.5,257
35.583333333333336,259
35.666666666666664,260
35.75,257
35.833333333333336,258
35.916666666666664,261
36,255
36.083333333333336,258
36.166666666666664,260
36.25,255
36.333333333333336,254
36.416666666666664,258
36.5,256
36.583333333333336,259
36.666666666666664,258
36.75,262
36.833333333333336,258
36.916666666666664,257
37,255
37.083333333333336,262
37.166666666666664,260
37.25,259
37.333333333333336,261
37.416666666666664,260
37.5,261
37.583333333333336,261
37.666666666666664,262
37.75,260
37.833333333333336,261
37.916666666666664,261
38,263
38.083333333333336,264
38.166666666666664,261
38.25,259
38.333333333333336,263
38.416666666666664,263
38.5,261
38.583333333333336,263
38.666666666666664,263
38.75,264
38.833333333333336,263
38.916666666666664,259
39,261
39.083333333333336,263
39.166666666666664,261
39.25,264
39.333333333333336,266
39.416666666666664,264
39.5,263
39.583333333333336,267
39.666666666666664,268
39.75,261
39.833333333333336,262
39.916666666666664,266
40,268
40.083333333333336,264
40.166666666666664,266
40.25,266
40.333333333333336,268
40.416666666666664,266
40.5,261
40.583333333333336,262
40.666666666666664,263
40.75,266
40.833333333333336,264
40.916666666666664,268
41,267
41.083333333333336,268
41.166666666666664,264
41.25,263
41.333333333333336,264
41.416666666666664,267
41.5,261
41.583333333333336,266
41.666666666666664,266
41.75,268
41.833333333333336,264
41.916666666666664,269
42,266
42.083333333333336,265
42.166666666666664,262
42.25,270
42.333333333333336,265
42.416666666666664,268
42.5,265
42.583333333333336,265
42.666666666666664,265
42.75,266
42.833333333333336,266
42.916666666666664,269
43,266
43.083333333333336,266
43.166666666666664,265
43.25,262
43.333333333333336,266
43.416666666666664,266
43.5,267
43.583333333333336,270
43.666666666666664,266
43.75,267
43.833333333333336,263
43.916666666666664,268
44,266
44.083333333333336,268
44.166666666666664,264
44.25,267
44.333333333333336,270
44.416666666666664,265
44.5,264
44.583333333333336,267
44.666666666666664,268
44.75,265
44.833333333333336,267
44.916666666666664,265
45,263
45.083333333333336,266
45.166666666666664,267
45.25,265
45.333333333333336,269
45.416666666666664,270
45.5,270
45.583333333333336,266
45.666666666666664,270
45.75,267
45.833333333333336,273
45.916666666666664,270
46,271
46.083333333333336,267
46.166666666666664,269
46.25,270
46.333333333333336,271
46.416666666666664,270
46.5,268
46.583333333333336,268
46.666666666666664,267
46.75,271
46.833333333333336,271
46.916666666666664,269
47,270
47.083333333333336,270
47.166666666666664,272
47.25,274
47.333333333333336,270
47.416666666666664,269
47.5,269
47.583333333333336,268
47.666666666666664,274
47.75,270
47.833333333333336,267
47.916666666666664,270
