"Hours since thread went live","Shadowverse Flame: Arc-hen - Episode 4 discussion"
0,1
0,2
0.08333333333333333,2
0.16666666666666666,2
0.25,2
0.3333333333333333,2
0.4166666666666667,2
0.5,3
0.5833333333333334,3
0.6666666666666666,3
0.75,3
0.8333333333333334,3
0.9166666666666666,3
1,3
1.0833333333333333,3
1.1666666666666667,3
1.25,3
1.3333333333333333,3
1.4166666666666667,3
1.5,3
1.5833333333333333,3
1.6666666666666667,3
1.75,3
1.8333333333333333,3
1.9166666666666667,3
2,2
2.0833333333333335,2
2.1666666666666665,2
2.25,2
2.3333333333333335,2
2.4166666666666665,2
2.5,2
2.5833333333333335,2
2.6666666666666665,2
2.75,4
2.8333333333333335,3
2.9166666666666665,3
3,4
3.0833333333333335,3
3.1666666666666665,3
3.25,3
3.3333333333333335,3
3.4166666666666665,3
3.5,4
3.5833333333333335,3
3.6666666666666665,2
3.75,4
3.8333333333333335,5
3.9166666666666665,5
4,2
4.083333333333333,1
4.166666666666667,4
4.25,4
4.333333333333333,2
4.416666666666667,3
4.5,5
4.583333333333333,3
4.666666666666667,2
4.75,1
4.833333333333333,3
4.916666666666667,2
5,3
5.083333333333333,4
5.166666666666667,2
5.25,5
5.333333333333333,4
5.416666666666667,4
5.5,5
5.583333333333333,2
5.666666666666667,4
5.75,4
5.833333333333333,2
5.916666666666667,3
6,3
6.083333333333333,5
6.166666666666667,5
6.25,2
6.333333333333333,4
6.416666666666667,4
6.5,4
6.583333333333333,2
6.666666666666667,5
6.75,4
6.833333333333333,3
6.916666666666667,2
7,1
7.083333333333333,1
7.166666666666667,1
7.25,4
7.333333333333333,1
7.416666666666667,4
7.5,2
7.583333333333333,5
7.666666666666667,1
7.75,3
7.833333333333333,3
7.916666666666667,4
8,3
8.083333333333334,1
8.166666666666666,3
8.25,3
8.333333333333334,5
8.416666666666666,2
8.5,1
8.583333333333334,4
8.666666666666666,4
8.75,3
8.833333333333334,2
8.916666666666666,2
9,1
9.083333333333334,3
9.166666666666666,4
9.25,4
9.333333333333334,4
9.416666666666666,4
9.5,3
9.583333333333334,2
9.666666666666666,3
9.75,5
9.833333333333334,3
9.916666666666666,4
10,1
10.083333333333334,1
10.166666666666666,3
10.25,4
10.333333333333334,3
10.416666666666666,4
10.5,1
10.583333333333334,3
10.666666666666666,4
10.75,4
10.833333333333334,2
10.916666666666666,1
11,5
11.083333333333334,5
11.166666666666666,3
11.25,2
11.333333333333334,3
11.416666666666666,4
11.5,2
11.583333333333334,7
11.666666666666666,6
11.75,6
11.833333333333334,6
11.916666666666666,5
12,5
12.083333333333334,4
12.166666666666666,5
12.25,3
12.333333333333334,4
12.416666666666666,5
12.5,4
12.583333333333334,5
12.666666666666666,5
12.75,5
12.833333333333334,5
12.916666666666666,5
13,3
13.083333333333334,6
13.166666666666666,3
13.25,4
13.333333333333334,5
13.416666666666666,6
13.5,4
13.583333333333334,5
13.666666666666666,4
13.75,5
13.833333333333334,5
13.916666666666666,5
14,3
14.083333333333334,4
14.166666666666666,4
14.25,6
14.333333333333334,4
14.416666666666666,4
14.5,5
14.583333333333334,5
14.666666666666666,4
14.75,6
14.833333333333334,4
14.916666666666666,3
15,5
15.083333333333334,4
15.166666666666666,4
15.25,3
15.333333333333334,6
15.416666666666666,7
15.5,6
15.583333333333334,7
15.666666666666666,7
15.75,5
15.833333333333334,3
15.916666666666666,6
16,7
16.083333333333332,3
16.166666666666668,7
16.25,6
16.333333333333332,4
16.416666666666668,4
16.5,5
16.583333333333332,4
16.666666666666668,5
16.75,4
16.833333333333332,6
16.916666666666668,3
17,5
17.083333333333332,5
17.166666666666668,5
17.25,7
17.333333333333332,5
17.416666666666668,5
17.5,4
17.583333333333332,4
17.666666666666668,3
17.75,4
17.833333333333332,7
17.916666666666668,5
18,6
18.083333333333332,6
18.166666666666668,5
18.25,5
18.333333333333332,4
18.416666666666668,6
18.5,6
18.583333333333332,4
18.666666666666668,5
18.75,7
18.833333333333332,5
18.916666666666668,7
19,6
19.083333333333332,7
19.166666666666668,6
19.25,4
19.333333333333332,4
19.416666666666668,5
19.5,5
19.583333333333332,3
19.666666666666668,7
19.75,6
19.833333333333332,5
19.916666666666668,6
20,6
20.083333333333332,7
20.166666666666668,7
20.25,4
20.333333333333332,7
20.416666666666668,3
20.5,5
20.583333333333332,4
20.666666666666668,3
20.75,4
20.833333333333332,4
20.916666666666668,7
21,4
21.083333333333332,4
21.166666666666668,4
21.25,4
21.333333333333332,6
21.416666666666668,5
21.5,5
21.583333333333332,5
21.666666666666668,4
21.75,6
21.833333333333332,5
21.916666666666668,7
22,5
22.083333333333332,5
22.166666666666668,6
22.25,6
22.333333333333332,5
22.416666666666668,6
22.5,6
22.583333333333332,4
22.666666666666668,3
22.75,3
22.833333333333332,4
22.916666666666668,5
23,7
23.083333333333332,5
23.166666666666668,7
23.25,4
23.333333333333332,4
23.416666666666668,4
23.5,3
23.583333333333332,3
23.666666666666668,3
23.75,7
23.833333333333332,5
23.916666666666668,5
24,3
24.083333333333332,7
24.166666666666668,6
24.25,6
24.333333333333332,6
24.416666666666668,5
24.5,3
24.583333333333332,4
24.666666666666668,3
24.75,6
24.833333333333332,4
24.916666666666668,5
25,4
25.083333333333332,3
25.166666666666668,5
25.25,4
25.333333333333332,4
25.416666666666668,4
25.5,4
25.583333333333332,6
25.666666666666668,5
25.75,5
25.833333333333332,3
25.916666666666668,5
26,5
26.083333333333332,5
26.166666666666668,5
26.25,6
26.333333333333332,6
26.416666666666668,4
26.5,5
26.583333333333332,6
26.666666666666668,6
26.75,6
26.833333333333332,3
26.916666666666668,6
27,6
27.083333333333332,5
27.166666666666668,5
27.25,5
27.333333333333332,3
27.416666666666668,5
27.5,5
27.583333333333332,6
27.666666666666668,3
27.75,4
27.833333333333332,6
27.916666666666668,6
28,7
28.083333333333332,5
28.166666666666668,7
28.25,7
28.333333333333332,5
28.416666666666668,4
28.5,6
28.583333333333332,4
28.666666666666668,4
28.75,6
28.833333333333332,4
28.916666666666668,5
29,7
29.083333333333332,7
29.166666666666668,4
29.25,7
29.333333333333332,5
29.416666666666668,5
29.5,4
29.583333333333332,6
29.666666666666668,4
29.75,3
29.833333333333332,5
29.916666666666668,6
30,7
30.083333333333332,5
30.166666666666668,5
30.25,5
30.333333333333332,6
30.416666666666668,5
30.5,5
30.583333333333332,3
30.666666666666668,5
30.75,6
30.833333333333332,5
30.916666666666668,4
31,6
31.083333333333332,5
31.166666666666668,6
31.25,7
31.333333333333332,5
31.416666666666668,5
31.5,5
31.583333333333332,4
31.666666666666668,7
31.75,7
31.833333333333332,3
31.916666666666668,3
32,6
32.083333333333336,4
32.166666666666664,6
32.25,6
32.333333333333336,6
32.416666666666664,5
32.5,5
32.583333333333336,7
32.666666666666664,4
32.75,6
32.833333333333336,6
32.916666666666664,5
33,4
33.083333333333336,6
33.166666666666664,6
33.25,5
33.333333333333336,6
33.416666666666664,5
33.5,4
33.583333333333336,6
