"Hours since thread went live","Oi! Tonbo • Tonbo! - Episode 9 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,3
0.25,3
0.3333333333333333,2
0.4166666666666667,2
0.5,3
0.5833333333333334,4
0.6666666666666666,3
0.75,3
0.8333333333333334,3
0.9166666666666666,4
1,5
1.0833333333333333,4
1.1666666666666667,6
1.25,6
1.3333333333333333,6
1.4166666666666667,7
1.5,7
1.5833333333333333,9
1.6666666666666667,11
1.75,11
1.8333333333333333,13
1.9166666666666667,13
2,15
2.0833333333333335,17
2.1666666666666665,17
2.25,17
2.3333333333333335,17
2.4166666666666665,17
2.5,17
2.5833333333333335,15
2.6666666666666665,17
2.75,18
2.8333333333333335,17
2.9166666666666665,18
3,18
3.0833333333333335,18
3.1666666666666665,17
3.25,18
3.3333333333333335,19
3.4166666666666665,20
3.5,17
3.5833333333333335,16
3.6666666666666665,17
3.75,18
3.8333333333333335,16
3.9166666666666665,18
4,21
4.083333333333333,18
4.166666666666667,19
4.25,17
4.333333333333333,22
4.416666666666667,20
4.5,21
4.583333333333333,20
4.666666666666667,23
4.75,21
4.833333333333333,23
4.916666666666667,24
5,22
5.083333333333333,24
5.166666666666667,22
5.25,25
5.333333333333333,26
5.416666666666667,23
5.5,26
5.583333333333333,24
5.666666666666667,25
5.75,24
5.833333333333333,25
5.916666666666667,23
6,24
6.083333333333333,25
6.166666666666667,26
6.25,24
6.333333333333333,25
6.416666666666667,26
6.5,26
6.583333333333333,27
6.666666666666667,27
6.75,26
6.833333333333333,25
6.916666666666667,27
7,27
7.083333333333333,25
7.166666666666667,27
7.25,26
7.333333333333333,26
7.416666666666667,28
7.5,27
7.583333333333333,27
7.666666666666667,28
7.75,27
7.833333333333333,31
7.916666666666667,27
8,32
8.083333333333334,28
8.166666666666666,34
8.25,28
8.333333333333334,29
8.416666666666666,30
8.5,31
8.583333333333334,30
8.666666666666666,28
8.75,29
8.833333333333334,32
8.916666666666666,32
9,30
9.083333333333334,37
9.166666666666666,32
9.25,34
9.333333333333334,34
9.416666666666666,35
9.5,35
9.583333333333334,36
9.666666666666666,33
9.75,35
9.833333333333334,34
9.916666666666666,35
10,30
10.083333333333334,37
10.166666666666666,38
10.25,40
10.333333333333334,35
10.416666666666666,39
10.5,41
10.583333333333334,38
10.666666666666666,36
10.75,39
10.833333333333334,41
10.916666666666666,38
11,37
11.083333333333334,43
11.166666666666666,41
11.25,42
11.333333333333334,41
11.416666666666666,41
11.5,41
11.583333333333334,40
11.666666666666666,40
11.75,40
11.833333333333334,39
11.916666666666666,44
12,41
12.083333333333334,38
12.166666666666666,43
12.25,42
12.333333333333334,39
12.416666666666666,42
12.5,39
12.583333333333334,39
12.666666666666666,41
12.75,44
12.833333333333334,47
12.916666666666666,39
13,44
13.083333333333334,42
13.166666666666666,42
13.25,46
13.333333333333334,46
13.416666666666666,51
13.5,46
13.583333333333334,47
13.666666666666666,46
13.75,50
13.833333333333334,45
13.916666666666666,50
14,52
14.083333333333334,52
14.166666666666666,48
14.25,47
14.333333333333334,52
14.416666666666666,50
14.5,50
14.583333333333334,49
14.666666666666666,55
14.75,49
14.833333333333334,48
14.916666666666666,50
15,51
15.083333333333334,52
15.166666666666666,54
15.25,51
15.333333333333334,56
15.416666666666666,55
15.5,49
15.583333333333334,53
15.666666666666666,52
15.75,54
15.833333333333334,53
15.916666666666666,57
16,55
16.083333333333332,58
16.166666666666668,58
16.25,59
16.333333333333332,60
16.416666666666668,56
16.5,58
16.583333333333332,58
16.666666666666668,61
16.75,55
16.833333333333332,61
16.916666666666668,61
17,60
17.083333333333332,58
17.166666666666668,61
17.25,60
17.333333333333332,66
17.416666666666668,60
17.5,63
17.583333333333332,60
17.666666666666668,67
17.75,61
17.833333333333332,62
17.916666666666668,60
18,62
18.083333333333332,60
18.166666666666668,64
18.25,66
18.333333333333332,60
18.416666666666668,62
18.5,65
18.583333333333332,65
18.666666666666668,62
18.75,62
18.833333333333332,63
18.916666666666668,61
19,67
19.083333333333332,62
19.166666666666668,63
19.25,66
19.333333333333332,64
19.416666666666668,67
19.5,66
19.583333333333332,68
19.666666666666668,71
19.75,66
19.833333333333332,66
19.916666666666668,67
20,65
20.083333333333332,66
20.166666666666668,65
20.25,65
20.333333333333332,65
20.416666666666668,68
20.5,68
20.583333333333332,66
20.666666666666668,67
20.75,69
20.833333333333332,69
20.916666666666668,70
21,65
21.083333333333332,67
21.166666666666668,65
21.25,66
21.333333333333332,67
21.416666666666668,68
21.5,67
21.583333333333332,65
21.666666666666668,68
21.75,67
21.833333333333332,66
21.916666666666668,70
22,68
22.083333333333332,65
22.166666666666668,68
22.25,71
22.333333333333332,72
22.416666666666668,68
22.5,69
22.583333333333332,70
22.666666666666668,67
22.75,71
22.833333333333332,72
22.916666666666668,71
23,69
23.083333333333332,70
23.166666666666668,71
23.25,68
23.333333333333332,66
23.416666666666668,69
23.5,70
23.583333333333332,66
23.666666666666668,70
23.75,67
23.833333333333332,70
23.916666666666668,70
24,72
24.083333333333332,73
24.166666666666668,68
24.25,69
24.333333333333332,75
24.416666666666668,74
24.5,75
24.583333333333332,74
24.666666666666668,73
24.75,76
24.833333333333332,75
24.916666666666668,73
25,73
25.083333333333332,72
25.166666666666668,74
25.25,71
25.333333333333332,75
25.416666666666668,75
25.5,73
25.583333333333332,71
25.666666666666668,74
25.75,72
25.833333333333332,72
25.916666666666668,71
26,72
26.083333333333332,73
26.166666666666668,70
26.25,73
26.333333333333332,73
26.416666666666668,68
26.5,70
26.583333333333332,70
26.666666666666668,71
26.75,76
26.833333333333332,69
26.916666666666668,69
27,74
27.083333333333332,73
27.166666666666668,68
27.25,73
27.333333333333332,71
27.416666666666668,72
27.5,75
27.583333333333332,71
27.666666666666668,70
27.75,72
27.833333333333332,74
27.916666666666668,73
28,72
28.083333333333332,75
28.166666666666668,72
28.25,70
28.333333333333332,72
28.416666666666668,73
28.5,71
28.583333333333332,72
28.666666666666668,70
28.75,72
28.833333333333332,70
28.916666666666668,71
29,75
29.083333333333332,68
29.166666666666668,75
29.25,71
29.333333333333332,71
29.416666666666668,68
29.5,68
29.583333333333332,68
29.666666666666668,74
29.75,71
29.833333333333332,72
29.916666666666668,73
30,71
30.083333333333332,76
30.166666666666668,73
30.25,72
30.333333333333332,74
30.416666666666668,74
30.5,73
30.583333333333332,70
30.666666666666668,74
30.75,71
30.833333333333332,71
30.916666666666668,73
31,68
31.083333333333332,69
31.166666666666668,73
31.25,71
31.333333333333332,72
31.416666666666668,71
31.5,75
31.583333333333332,71
31.666666666666668,73
31.75,73
31.833333333333332,73
31.916666666666668,73
32,75
32.083333333333336,69
32.166666666666664,77
32.25,73
32.333333333333336,72
32.416666666666664,77
32.5,75
32.583333333333336,71
32.666666666666664,74
32.75,70
32.833333333333336,73
32.916666666666664,69
33,73
33.083333333333336,72
33.166666666666664,70
33.25,73
33.333333333333336,75
33.416666666666664,77
33.5,72
33.583333333333336,74
33.666666666666664,74
33.75,74
33.833333333333336,75
33.916666666666664,71
34,71
34.083333333333336,74
34.166666666666664,71
34.25,76
34.333333333333336,73
34.416666666666664,75
34.5,75
34.583333333333336,74
34.666666666666664,73
34.75,73
34.833333333333336,72
34.916666666666664,75
35,73
35.083333333333336,75
35.166666666666664,71
35.25,71
35.333333333333336,71
35.416666666666664,75
35.5,72
