"Hours since thread went live","Astro Note - Episode 7 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,2
0.4166666666666667,4
0.5,5
0.5833333333333334,7
0.6666666666666666,9
0.75,12
0.8333333333333334,14
0.9166666666666666,17
1,17
1.0833333333333333,18
1.1666666666666667,19
1.25,22
1.3333333333333333,22
1.4166666666666667,23
1.5,25
1.5833333333333333,25
1.6666666666666667,24
1.75,24
1.8333333333333333,27
1.9166666666666667,28
2,26
2.0833333333333335,25
2.1666666666666665,27
2.25,28
2.3333333333333335,28
2.4166666666666665,30
2.5,32
2.5833333333333335,32
2.6666666666666665,32
2.75,30
2.8333333333333335,34
2.9166666666666665,35
3,36
3.0833333333333335,36
3.1666666666666665,40
3.25,42
3.3333333333333335,39
3.4166666666666665,44
3.5,42
3.5833333333333335,45
3.6666666666666665,47
3.75,50
3.8333333333333335,52
3.9166666666666665,52
4,52
4.083333333333333,49
4.166666666666667,56
4.25,54
4.333333333333333,59
4.416666666666667,55
4.5,59
4.583333333333333,58
4.666666666666667,62
4.75,64
4.833333333333333,61
4.916666666666667,61
5,61
5.083333333333333,63
5.166666666666667,65
5.25,62
5.333333333333333,62
5.416666666666667,68
5.5,63
5.583333333333333,66
5.666666666666667,66
5.75,68
5.833333333333333,65
5.916666666666667,71
6,67
6.083333333333333,71
6.166666666666667,68
6.25,73
6.333333333333333,78
6.416666666666667,74
6.5,72
6.583333333333333,75
6.666666666666667,75
6.75,77
6.833333333333333,79
6.916666666666667,78
7,77
7.083333333333333,80
7.166666666666667,81
7.25,80
7.333333333333333,80
7.416666666666667,77
7.5,76
7.583333333333333,80
7.666666666666667,83
7.75,81
7.833333333333333,84
7.916666666666667,81
8,83
8.083333333333334,81
8.166666666666666,81
8.25,84
8.333333333333334,86
8.416666666666666,82
8.5,82
8.583333333333334,82
8.666666666666666,87
8.75,86
8.833333333333334,87
8.916666666666666,91
9,89
9.083333333333334,93
9.166666666666666,94
9.25,97
9.333333333333334,92
9.416666666666666,95
9.5,94
9.583333333333334,96
9.666666666666666,100
9.75,98
9.833333333333334,98
9.916666666666666,98
10,97
10.083333333333334,98
10.166666666666666,99
10.25,99
10.333333333333334,103
10.416666666666666,101
10.5,100
10.583333333333334,102
10.666666666666666,101
10.75,104
10.833333333333334,101
10.916666666666666,98
11,100
11.083333333333334,104
11.166666666666666,102
11.25,102
11.333333333333334,104
11.416666666666666,102
11.5,104
11.583333333333334,100
11.666666666666666,106
11.75,102
11.833333333333334,105
11.916666666666666,104
12,102
12.083333333333334,108
12.166666666666666,110
12.25,106
12.333333333333334,107
12.416666666666666,107
12.5,106
12.583333333333334,108
12.666666666666666,109
12.75,109
12.833333333333334,111
12.916666666666666,114
13,111
13.083333333333334,111
13.166666666666666,115
13.25,113
13.333333333333334,116
13.416666666666666,116
13.5,117
13.583333333333334,121
13.666666666666666,123
13.75,122
13.833333333333334,120
13.916666666666666,120
14,118
14.083333333333334,121
14.166666666666666,121
14.25,125
14.333333333333334,124
14.416666666666666,126
14.5,129
14.583333333333334,127
14.666666666666666,124
14.75,124
14.833333333333334,129
14.916666666666666,128
15,123
15.083333333333334,124
15.166666666666666,126
15.25,129
15.333333333333334,127
15.416666666666666,127
15.5,128
15.583333333333334,130
15.666666666666666,128
15.75,131
15.833333333333334,129
15.916666666666666,127
16,129
16.083333333333332,133
16.166666666666668,129
16.25,132
16.333333333333332,129
16.416666666666668,129
16.5,130
16.583333333333332,132
16.666666666666668,132
16.75,135
16.833333333333332,136
16.916666666666668,136
17,134
17.083333333333332,133
17.166666666666668,130
17.25,131
17.333333333333332,132
17.416666666666668,134
17.5,138
17.583333333333332,134
17.666666666666668,136
17.75,134
17.833333333333332,136
17.916666666666668,135
18,137
18.083333333333332,138
18.166666666666668,138
18.25,137
18.333333333333332,140
18.416666666666668,138
18.5,143
18.583333333333332,139
18.666666666666668,138
18.75,143
18.833333333333332,142
18.916666666666668,142
19,142
19.083333333333332,141
19.166666666666668,140
19.25,140
19.333333333333332,143
19.416666666666668,144
19.5,142
19.583333333333332,144
19.666666666666668,139
19.75,142
19.833333333333332,143
19.916666666666668,142
20,141
20.083333333333332,142
20.166666666666668,141
20.25,142
20.333333333333332,140
20.416666666666668,142
20.5,142
20.583333333333332,140
20.666666666666668,140
20.75,140
20.833333333333332,141
20.916666666666668,140
21,140
21.083333333333332,139
21.166666666666668,144
21.25,141
21.333333333333332,138
21.416666666666668,141
21.5,139
21.583333333333332,140
21.666666666666668,138
21.75,143
21.833333333333332,140
21.916666666666668,139
22,142
22.083333333333332,143
22.166666666666668,140
22.25,144
22.333333333333332,142
22.416666666666668,142
22.5,140
22.583333333333332,141
22.666666666666668,139
22.75,144
22.833333333333332,139
22.916666666666668,142
23,140
23.083333333333332,142
23.166666666666668,142
23.25,143
23.333333333333332,143
23.416666666666668,143
23.5,145
23.583333333333332,145
23.666666666666668,144
23.75,142
23.833333333333332,148
23.916666666666668,144
24,144
24.083333333333332,142
24.166666666666668,144
24.25,149
24.333333333333332,143
24.416666666666668,145
24.5,145
24.583333333333332,143
24.666666666666668,142
24.75,144
24.833333333333332,146
24.916666666666668,141
25,142
25.083333333333332,142
25.166666666666668,144
25.25,144
25.333333333333332,145
25.416666666666668,141
25.5,144
25.583333333333332,143
25.666666666666668,145
25.75,150
25.833333333333332,145
25.916666666666668,149
26,147
26.083333333333332,144
26.166666666666668,145
26.25,146
26.333333333333332,147
26.416666666666668,148
26.5,143
26.583333333333332,144
26.666666666666668,147
26.75,146
26.833333333333332,147
26.916666666666668,146
27,144
27.083333333333332,146
27.166666666666668,145
27.25,148
27.333333333333332,142
27.416666666666668,143
27.5,146
27.583333333333332,145
27.666666666666668,145
27.75,143
27.833333333333332,145
27.916666666666668,145
28,148
28.083333333333332,144
28.166666666666668,143
28.25,145
28.333333333333332,142
28.416666666666668,145
28.5,150
28.583333333333332,150
28.666666666666668,148
28.75,148
28.833333333333332,150
28.916666666666668,146
29,148
29.083333333333332,148
29.166666666666668,148
29.25,144
29.333333333333332,145
29.416666666666668,148
29.5,150
29.583333333333332,145
29.666666666666668,150
29.75,146
29.833333333333332,145
29.916666666666668,147
30,151
30.083333333333332,150
30.166666666666668,145
30.25,147
30.333333333333332,147
30.416666666666668,150
30.5,148
30.583333333333332,150
30.666666666666668,147
30.75,151
30.833333333333332,146
30.916666666666668,148
31,153
31.083333333333332,150
31.166666666666668,150
31.25,146
31.333333333333332,149
31.416666666666668,149
31.5,151
31.583333333333332,149
31.666666666666668,152
31.75,147
31.833333333333332,146
31.916666666666668,146
32,149
32.083333333333336,146
32.166666666666664,150
32.25,148
32.333333333333336,152
32.416666666666664,146
32.5,150
32.583333333333336,146
32.666666666666664,150
32.75,150
32.833333333333336,150
32.916666666666664,152
33,154
33.083333333333336,152
33.166666666666664,149
33.25,152
33.333333333333336,148
33.416666666666664,149
33.5,148
33.583333333333336,152
33.666666666666664,151
33.75,152
33.833333333333336,149
33.916666666666664,152
34,152
34.083333333333336,152
34.166666666666664,154
34.25,148
34.333333333333336,150
34.416666666666664,148
34.5,149
34.583333333333336,146
34.666666666666664,149
34.75,152
34.833333333333336,152
34.916666666666664,150
35,147
35.083333333333336,153
35.166666666666664,147
35.25,149
35.333333333333336,148
35.416666666666664,153
35.5,150
35.583333333333336,152
