"Hours since thread went live","Re:Monster - Episode 5 discussion"
0,2
0.08333333333333333,1
0.16666666666666666,2
0.25,3
0.3333333333333333,3
0.4166666666666667,3
0.5,6
0.5833333333333334,6
0.6666666666666666,7
0.75,7
0.8333333333333334,10
0.9166666666666666,13
1,18
1.0833333333333333,19
1.1666666666666667,20
1.25,21
1.3333333333333333,22
1.4166666666666667,20
1.5,26
1.5833333333333333,25
1.6666666666666667,28
1.75,27
1.8333333333333333,30
1.9166666666666667,34
2,36
2.0833333333333335,40
2.1666666666666665,39
2.25,40
2.3333333333333335,43
2.4166666666666665,45
2.5,45
2.5833333333333335,46
2.6666666666666665,45
2.75,48
2.8333333333333335,52
2.9166666666666665,54
3,61
3.0833333333333335,64
3.1666666666666665,67
3.25,67
3.3333333333333335,74
3.4166666666666665,73
3.5,80
3.5833333333333335,83
3.6666666666666665,80
3.75,82
3.8333333333333335,85
3.9166666666666665,85
4,88
4.083333333333333,90
4.166666666666667,94
4.25,90
4.333333333333333,92
4.416666666666667,95
4.5,91
4.583333333333333,95
4.666666666666667,98
4.75,100
4.833333333333333,103
4.916666666666667,101
5,105
5.083333333333333,102
5.166666666666667,107
5.25,103
5.333333333333333,109
5.416666666666667,107
5.5,110
5.583333333333333,109
5.666666666666667,112
5.75,121
5.833333333333333,122
5.916666666666667,120
6,121
6.083333333333333,126
6.166666666666667,125
6.25,127
6.333333333333333,129
6.416666666666667,127
6.5,133
6.583333333333333,134
6.666666666666667,129
6.75,135
6.833333333333333,128
6.916666666666667,135
7,129
7.083333333333333,133
7.166666666666667,136
7.25,132
7.333333333333333,135
7.416666666666667,136
7.5,141
7.583333333333333,139
7.666666666666667,144
7.75,143
7.833333333333333,149
7.916666666666667,151
8,152
8.083333333333334,152
8.166666666666666,157
8.25,156
8.333333333333334,157
8.416666666666666,153
8.5,156
8.583333333333334,155
8.666666666666666,161
8.75,154
8.833333333333334,159
8.916666666666666,160
9,161
9.083333333333334,159
9.166666666666666,161
9.25,164
9.333333333333334,168
9.416666666666666,165
9.5,170
9.583333333333334,176
9.666666666666666,176
9.75,174
9.833333333333334,173
9.916666666666666,171
10,173
10.083333333333334,173
10.166666666666666,174
10.25,177
10.333333333333334,178
10.416666666666666,174
10.5,177
10.583333333333334,177
10.666666666666666,184
10.75,180
10.833333333333334,181
10.916666666666666,181
11,181
11.083333333333334,181
11.166666666666666,176
11.25,183
11.333333333333334,179
11.416666666666666,183
11.5,179
11.583333333333334,182
11.666666666666666,184
11.75,185
11.833333333333334,184
11.916666666666666,186
12,181
12.083333333333334,181
12.166666666666666,187
12.25,187
12.333333333333334,184
12.416666666666666,186
12.5,188
12.583333333333334,188
12.666666666666666,189
12.75,186
12.833333333333334,190
12.916666666666666,196
13,196
13.083333333333334,196
13.166666666666666,195
