"Hours since thread went live","Date A Live V - Episode 1 discussion"
2.25,140
2.25,141
2.3333333333333335,146
2.4166666666666665,143
2.5,148
2.5833333333333335,153
2.6666666666666665,155
2.75,158
2.8333333333333335,166
2.9166666666666665,174
3,179
3.0833333333333335,187
3.1666666666666665,191
3.25,198
3.3333333333333335,203
3.4166666666666665,204
3.5,210
3.5833333333333335,210
3.6666666666666665,220
3.75,220
3.8333333333333335,226
3.9166666666666665,230
4,239
4.083333333333333,235
4.166666666666667,239
4.25,245
4.333333333333333,250
4.416666666666667,249
4.5,255
4.583333333333333,259
4.666666666666667,261
4.75,260
4.833333333333333,264
4.916666666666667,267
5,266
5.083333333333333,265
5.166666666666667,271
5.25,272
5.333333333333333,275
5.416666666666667,276
5.5,277
5.583333333333333,282
5.666666666666667,286
5.75,283
5.833333333333333,287
5.916666666666667,288
6,286
6.083333333333333,290
6.166666666666667,292
6.25,298
6.333333333333333,301
6.416666666666667,304
6.5,307
6.583333333333333,312
6.666666666666667,313
6.75,313
6.833333333333333,313
6.916666666666667,316
7,311
7.083333333333333,314
7.166666666666667,318
7.25,314
7.333333333333333,320
7.416666666666667,320
7.5,325
7.583333333333333,322
7.666666666666667,326
7.75,325
7.833333333333333,333
7.916666666666667,329
8,332
8.083333333333334,331
8.166666666666666,332
8.25,340
8.333333333333334,332
8.416666666666666,338
8.5,346
8.583333333333334,347
8.666666666666666,347
8.75,346
8.833333333333334,347
8.916666666666666,353
9,355
9.083333333333334,355
9.166666666666666,359
9.25,355
9.333333333333334,365
9.416666666666666,357
9.5,364
9.583333333333334,367
9.666666666666666,365
9.75,370
9.833333333333334,368
9.916666666666666,370
10,376
10.083333333333334,372
10.166666666666666,377
10.25,372
10.333333333333334,380
10.416666666666666,387
10.5,385
10.583333333333334,387
10.666666666666666,386
10.75,388
10.833333333333334,386
10.916666666666666,388
11,393
11.083333333333334,394
11.166666666666666,391
11.25,400
11.333333333333334,396
11.416666666666666,400
11.5,402
11.583333333333334,401
11.666666666666666,404
11.75,405
11.833333333333334,409
11.916666666666666,404
12,416
12.083333333333334,407
12.166666666666666,410
12.25,415
12.333333333333334,412
12.416666666666666,410
12.5,414
12.583333333333334,417
12.666666666666666,418
12.75,417
12.833333333333334,414
12.916666666666666,424
13,419
13.083333333333334,425
13.166666666666666,425
13.25,424
13.333333333333334,419
13.416666666666666,423
13.5,429
13.583333333333334,425
13.666666666666666,427
13.75,426
13.833333333333334,426
13.916666666666666,432
14,432
14.083333333333334,428
14.166666666666666,437
14.25,433
14.333333333333334,432
14.416666666666666,442
14.5,437
14.583333333333334,444
14.666666666666666,435
14.75,448
14.833333333333334,444
14.916666666666666,446
15,442
15.083333333333334,447
15.166666666666666,448
15.25,444
15.333333333333334,444
15.416666666666666,449
15.5,445
15.583333333333334,449
15.666666666666666,451
15.75,450
15.833333333333334,454
15.916666666666666,452
16,451
16.083333333333332,454
16.166666666666668,460
16.25,460
16.333333333333332,462
16.416666666666668,457
16.5,458
16.583333333333332,464
16.666666666666668,465
16.75,466
16.833333333333332,461
16.916666666666668,462
17,463
17.083333333333332,463
17.166666666666668,466
17.25,461
17.333333333333332,465
17.416666666666668,467
17.5,473
17.583333333333332,466
17.666666666666668,473
17.75,473
17.833333333333332,475
17.916666666666668,474
18,475
18.083333333333332,477
18.166666666666668,472
18.25,480
18.333333333333332,476
18.416666666666668,478
18.5,475
18.583333333333332,483
18.666666666666668,486
18.75,482
18.833333333333332,479
18.916666666666668,482
19,477
19.083333333333332,482
19.166666666666668,486
19.25,488
19.333333333333332,486
19.416666666666668,487
19.5,481
19.583333333333332,485
19.666666666666668,486
19.75,482
19.833333333333332,485
19.916666666666668,489
20,493
20.083333333333332,489
20.166666666666668,492
20.25,494
20.416666666666668,500
20.5,499
20.583333333333332,495
20.666666666666668,506
20.75,501
20.833333333333332,501
20.916666666666668,500
21,501
21.083333333333332,505
21.166666666666668,500
21.25,505
21.333333333333332,501
21.416666666666668,500
21.5,503
21.583333333333332,506
21.666666666666668,503
21.75,501
21.833333333333332,499
21.916666666666668,502
22,502
22.083333333333332,507
22.166666666666668,503
22.25,498
22.333333333333332,509
22.416666666666668,505
22.5,509
22.583333333333332,511
22.666666666666668,509
22.75,507
22.833333333333332,509
22.916666666666668,508
23,506
23.083333333333332,507
23.166666666666668,515
23.25,507
23.333333333333332,517
23.416666666666668,516
23.5,513
23.583333333333332,513
23.666666666666668,509
23.75,514
23.833333333333332,512
23.916666666666668,514
24,522
24.083333333333332,514
24.166666666666668,516
24.25,522
24.333333333333332,523
24.416666666666668,515
24.5,525
24.583333333333332,517
24.666666666666668,517
24.75,516
24.833333333333332,521
24.916666666666668,518
25,522
25.083333333333332,520
25.166666666666668,518
25.25,522
25.333333333333332,521
25.416666666666668,517
25.5,525
25.583333333333332,520
25.666666666666668,519
25.75,525
25.833333333333332,524
25.916666666666668,521
26,520
26.083333333333332,519
26.166666666666668,521
26.25,522
26.333333333333332,521
26.416666666666668,524
26.5,528
26.583333333333332,526
26.666666666666668,522
26.75,530
26.833333333333332,521
26.916666666666668,526
27,522
27.083333333333332,524
27.166666666666668,526
27.25,526
27.333333333333332,529
27.416666666666668,524
27.5,526
27.583333333333332,520
27.666666666666668,528
27.75,528
27.833333333333332,524
27.916666666666668,532
28,521
28.083333333333332,529
28.166666666666668,520
28.25,528
28.333333333333332,526
28.416666666666668,523
28.5,530
28.583333333333332,526
28.666666666666668,529
28.75,523
28.833333333333332,519
28.916666666666668,525
29,523
29.083333333333332,530
29.166666666666668,523
29.25,523
29.333333333333332,525
29.416666666666668,527
29.5,525
29.583333333333332,526
29.666666666666668,525
29.75,526
29.833333333333332,524
29.916666666666668,527
30,525
30.083333333333332,526
30.166666666666668,525
30.25,529
30.333333333333332,523
30.416666666666668,525
30.5,524
30.583333333333332,530
30.666666666666668,531
30.75,526
30.833333333333332,527
30.916666666666668,528
31,527
31.083333333333332,533
31.166666666666668,529
31.25,530
31.333333333333332,528
