"Hours since thread went live","Dungeon Meshi • Delicious in Dungeon - Episode 15 discussion"
0,1
0,4
0.08333333333333333,12
0.16666666666666666,20
0.25,38
0.3333333333333333,51
0.4166666666666667,78
0.5,99
0.5833333333333334,118
0.6666666666666666,145
0.75,167
0.8333333333333334,188
0.9166666666666666,219
1,240
1.0833333333333333,258
1.1666666666666667,287
1.25,305
1.3333333333333333,327
1.4166666666666667,343
1.5,362
1.5833333333333333,378
1.6666666666666667,409
1.75,424
1.8333333333333333,446
1.9166666666666667,466
2,494
2.0833333333333335,520
2.1666666666666665,536
2.25,562
2.3333333333333335,600
2.4166666666666665,621
2.5,638
2.5833333333333335,663
2.6666666666666665,685
2.75,696
2.8333333333333335,711
2.9166666666666665,731
3,745
3.0833333333333335,760
3.1666666666666665,782
3.25,789
3.3333333333333335,809
3.4166666666666665,825
3.5,834
3.5833333333333335,847
3.6666666666666665,856
3.75,875
3.8333333333333335,888
3.9166666666666665,899
4,910
4.083333333333333,925
4.166666666666667,947
4.25,954
4.333333333333333,973
4.416666666666667,983
4.5,1002
4.583333333333333,1014
4.666666666666667,1026
4.75,1031
4.833333333333333,1046
4.916666666666667,1051
5,1066
5.083333333333333,1081
5.166666666666667,1098
5.25,1115
5.333333333333333,1125
5.416666666666667,1134
5.5,1149
5.583333333333333,1164
5.666666666666667,1175
5.75,1186
5.833333333333333,1200
5.916666666666667,1205
6,1224
6.083333333333333,1231
6.166666666666667,1243
6.25,1247
6.333333333333333,1258
6.416666666666667,1265
6.5,1277
6.583333333333333,1298
6.666666666666667,1304
6.75,1317
6.833333333333333,1333
6.916666666666667,1346
7,1353
7.083333333333333,1368
7.166666666666667,1386
7.25,1401
7.333333333333333,1412
7.416666666666667,1422
7.5,1439
7.583333333333333,1449
7.666666666666667,1465
7.75,1470
7.833333333333333,1474
7.916666666666667,1497
8,1496
8.083333333333334,1511
8.166666666666666,1521
8.25,1527
8.333333333333334,1541
8.416666666666666,1540
8.5,1563
8.583333333333334,1569
8.666666666666666,1572
8.75,1581
8.833333333333334,1590
8.916666666666666,1611
9,1611
9.083333333333334,1618
9.166666666666666,1623
9.25,1630
9.333333333333334,1641
9.416666666666666,1659
9.5,1667
9.583333333333334,1673
9.666666666666666,1691
9.75,1700
9.833333333333334,1705
9.916666666666666,1721
10,1726
10.083333333333334,1741
10.166666666666666,1760
10.25,1763
10.333333333333334,1776
10.416666666666666,1776
10.5,1791
10.583333333333334,1797
10.666666666666666,1808
10.75,1813
10.833333333333334,1815
10.916666666666666,1819
11,1829
11.083333333333334,1833
11.166666666666666,1836
11.25,1845
11.333333333333334,1854
11.416666666666666,1863
11.5,1880
11.583333333333334,1891
11.666666666666666,1894
11.75,1891
11.833333333333334,1902
11.916666666666666,1909
12,1913
12.083333333333334,1924
12.166666666666666,1931
12.25,1934
12.333333333333334,1948
12.416666666666666,1954
12.5,1955
12.583333333333334,1965
12.666666666666666,1964
12.75,1973
12.833333333333334,1980
12.916666666666666,1991
13,1993
13.083333333333334,1996
13.166666666666666,1998
13.25,2000
13.333333333333334,2013
13.416666666666666,2019
13.5,2016
13.583333333333334,2029
13.666666666666666,2024
13.75,2031
13.833333333333334,2035
13.916666666666666,2042
14,2046
14.083333333333334,2049
14.166666666666666,2049
14.25,2052
14.333333333333334,2054
14.416666666666666,2057
14.5,2069
14.583333333333334,2070
14.666666666666666,2080
14.75,2080
14.833333333333334,2092
14.916666666666666,2091
15,2093
15.083333333333334,2099
15.166666666666666,2103
15.25,2108
15.333333333333334,2117
15.416666666666666,2118
15.5,2120
15.583333333333334,2125
15.666666666666666,2130
15.75,2133
15.833333333333334,2128
15.916666666666666,2142
16,2142
16.083333333333332,2145
16.166666666666668,2149
16.25,2148
16.333333333333332,2150
16.416666666666668,2153
16.5,2161
16.583333333333332,2162
16.666666666666668,2174
16.75,2174
16.833333333333332,2181
16.916666666666668,2184
17,2186
17.083333333333332,2187
17.166666666666668,2190
17.25,2189
17.333333333333332,2193
17.416666666666668,2197
17.5,2203
17.583333333333332,2204
17.666666666666668,2203
17.75,2203
17.833333333333332,2203
17.916666666666668,2204
18,2212
18.083333333333332,2210
18.166666666666668,2216
18.25,2217
18.333333333333332,2222
18.416666666666668,2223
18.5,2228
18.583333333333332,2233
18.666666666666668,2239
18.75,2231
18.833333333333332,2236
18.916666666666668,2239
19,2244
19.083333333333332,2241
19.166666666666668,2246
19.25,2251
19.333333333333332,2254
19.416666666666668,2253
19.5,2261
19.583333333333332,2255
19.666666666666668,2263
19.75,2264
19.833333333333332,2261
19.916666666666668,2266
20,2270
20.083333333333332,2271
20.166666666666668,2269
20.25,2274
20.333333333333332,2277
20.416666666666668,2275
20.5,2273
20.583333333333332,2285
20.666666666666668,2285
20.75,2284
20.833333333333332,2282
20.916666666666668,2285
21,2284
21.083333333333332,2290
21.166666666666668,2297
21.25,2299
21.333333333333332,2298
21.416666666666668,2299
