"Hours since thread went live","Boukyaku Battery • Oblivion Battery - Episode 3 discussion"
0,2
0,3
0.08333333333333333,3
0.16666666666666666,4
0.25,2
0.3333333333333333,4
0.4166666666666667,6
0.5,6
0.5833333333333334,7
0.6666666666666666,10
0.75,9
0.8333333333333334,11
0.9166666666666666,14
1,14
1.0833333333333333,16
1.1666666666666667,17
1.25,17
1.3333333333333333,19
1.4166666666666667,19
1.5,19
1.5833333333333333,21
1.6666666666666667,23
1.75,23
1.8333333333333333,25
1.9166666666666667,25
2,23
2.0833333333333335,25
2.1666666666666665,27
2.25,28
2.3333333333333335,28
2.4166666666666665,29
2.5,32
2.5833333333333335,35
2.6666666666666665,33
2.75,34
2.8333333333333335,36
2.9166666666666665,34
3,32
3.0833333333333335,36
3.1666666666666665,39
3.25,37
3.3333333333333335,36
3.4166666666666665,39
3.5,39
3.5833333333333335,37
3.6666666666666665,39
3.75,42
3.8333333333333335,42
3.9166666666666665,42
4,42
4.083333333333333,42
4.166666666666667,44
4.25,44
4.333333333333333,41
4.416666666666667,44
4.5,47
4.583333333333333,50
4.666666666666667,49
4.75,46
4.833333333333333,48
4.916666666666667,48
5,52
5.083333333333333,47
5.166666666666667,48
5.25,49
5.333333333333333,52
5.416666666666667,54
5.5,53
5.583333333333333,52
5.666666666666667,51
5.75,57
5.833333333333333,53
5.916666666666667,54
6,57
6.083333333333333,58
6.166666666666667,61
6.25,58
6.333333333333333,61
6.416666666666667,62
6.5,59
6.583333333333333,63
6.666666666666667,63
6.75,63
6.833333333333333,66
6.916666666666667,65
7,66
7.083333333333333,65
7.166666666666667,65
7.25,69
7.333333333333333,67
7.416666666666667,71
7.5,71
7.583333333333333,69
7.666666666666667,72
7.75,72
7.833333333333333,72
7.916666666666667,70
8,73
8.083333333333334,74
8.166666666666666,75
8.25,77
8.333333333333334,76
8.416666666666666,82
8.5,81
8.583333333333334,79
8.666666666666666,80
8.75,83
8.833333333333334,82
8.916666666666666,79
9,83
9.083333333333334,81
9.166666666666666,82
9.25,81
9.333333333333334,81
9.416666666666666,84
9.5,79
9.583333333333334,85
9.666666666666666,80
9.75,79
9.833333333333334,84
9.916666666666666,83
10,80
10.083333333333334,83
10.166666666666666,82
10.25,80
10.333333333333334,81
10.416666666666666,86
10.5,85
10.583333333333334,84
10.666666666666666,90
10.75,87
10.833333333333334,85
10.916666666666666,91
11,88
11.083333333333334,87
11.166666666666666,88
11.25,89
11.333333333333334,84
11.416666666666666,88
11.5,91
11.583333333333334,88
11.666666666666666,90
11.75,91
11.833333333333334,89
11.916666666666666,93
12,94
12.083333333333334,94
12.166666666666666,92
12.25,93
12.333333333333334,95
12.416666666666666,94
12.5,97
12.583333333333334,101
12.666666666666666,102
12.75,99
12.833333333333334,101
12.916666666666666,102
13,98
13.083333333333334,102
13.166666666666666,99
13.25,102
13.333333333333334,101
13.416666666666666,99
13.5,102
13.583333333333334,101
13.666666666666666,105
13.75,103
13.833333333333334,104
13.916666666666666,103
14,104
14.083333333333334,103
14.166666666666666,104
14.25,103
14.333333333333334,104
14.416666666666666,108
14.5,103
14.583333333333334,101
14.666666666666666,101
14.75,105
14.833333333333334,107
14.916666666666666,107
15,106
15.083333333333334,109
15.166666666666666,105
15.25,107
15.333333333333334,103
15.416666666666666,107
15.5,104
15.583333333333334,107
15.666666666666666,102
15.75,102
15.833333333333334,103
15.916666666666666,109
16,105
16.083333333333332,112
16.166666666666668,112
16.25,108
16.333333333333332,109
16.416666666666668,108
16.5,106
16.583333333333332,111
16.666666666666668,109
