"Hours since thread went live","Dungeon Meshi • Delicious in Dungeon - Episode 17 discussion"
0,1
0,3
0.08333333333333333,10
0.16666666666666666,19
0.25,38
0.3333333333333333,60
0.4166666666666667,87
0.5,96
0.5833333333333334,119
0.6666666666666666,150
0.75,168
0.8333333333333334,189
0.9166666666666666,214
1,232
1.0833333333333333,264
1.1666666666666667,287
1.25,324
1.3333333333333333,360
1.4166666666666667,380
1.5,401
1.5833333333333333,433
1.6666666666666667,455
1.75,480
1.8333333333333333,513
1.9166666666666667,536
2,559
2.0833333333333335,584
2.1666666666666665,623
2.25,650
2.3333333333333335,668
2.4166666666666665,688
2.5,719
2.5833333333333335,733
2.6666666666666665,755
2.75,773
2.8333333333333335,799
2.9166666666666665,819
3.6666666666666665,858
3.75,882
3.8333333333333335,905
3.9166666666666665,924
4,948
4.083333333333333,981
4.166666666666667,1021
4.25,1045
4.333333333333333,1070
4.416666666666667,1096
4.5,1124
4.583333333333333,1147
4.666666666666667,1170
4.75,1191
4.833333333333333,1208
4.916666666666667,1243
5,1261
5.083333333333333,1271
5.166666666666667,1295
5.25,1317
5.333333333333333,1340
5.416666666666667,1364
5.5,1369
5.583333333333333,1386
5.666666666666667,1401
5.75,1416
5.833333333333333,1420
5.916666666666667,1447
6,1460
6.083333333333333,1472
6.166666666666667,1484
6.25,1501
6.333333333333333,1513
6.416666666666667,1540
6.5,1563
6.583333333333333,1576
6.666666666666667,1580
6.75,1587
6.833333333333333,1608
6.916666666666667,1626
7,1636
7.083333333333333,1659
7.166666666666667,1676
7.25,1699
7.333333333333333,1723
7.416666666666667,1741
7.5,1747
7.583333333333333,1766
7.666666666666667,1770
7.75,1782
7.833333333333333,1793
7.916666666666667,1804
8,1825
8.083333333333334,1837
8.166666666666666,1836
8.25,1848
8.333333333333334,1871
8.416666666666666,1875
8.5,1883
8.583333333333334,1893
8.666666666666666,1911
8.75,1920
8.833333333333334,1939
8.916666666666666,1959
9,1963
9.083333333333334,1987
9.166666666666666,2000
9.25,2005
9.333333333333334,2026
9.416666666666666,2045
9.5,2065
9.583333333333334,2079
9.666666666666666,2084
9.75,2108
9.833333333333334,2118
9.916666666666666,2126
10,2135
10.083333333333334,2147
10.166666666666666,2167
10.25,2176
10.333333333333334,2184
10.416666666666666,2209
10.5,2224
10.583333333333334,2243
10.666666666666666,2252
10.75,2271
10.833333333333334,2283
10.916666666666666,2296
11,2311
11.083333333333334,2318
11.166666666666666,2338
11.25,2342
11.333333333333334,2357
11.416666666666666,2371
11.5,2377
11.583333333333334,2379
11.666666666666666,2396
11.75,2401
11.833333333333334,2413
11.916666666666666,2433
12,2438
12.083333333333334,2443
12.166666666666666,2459
12.25,2472
12.333333333333334,2480
12.416666666666666,2490
12.5,2499
12.583333333333334,2515
12.666666666666666,2528
12.75,2537
12.833333333333334,2544
12.916666666666666,2559
13,2576
13.083333333333334,2579
13.166666666666666,2593
13.25,2597
13.333333333333334,2610
13.416666666666666,2621
13.5,2627
13.583333333333334,2628
13.666666666666666,2642
13.75,2641
13.833333333333334,2655
13.916666666666666,2669
14,2682
14.083333333333334,2688
14.166666666666666,2706
14.25,2708
14.333333333333334,2713
14.416666666666666,2721
14.5,2736
14.583333333333334,2747
14.666666666666666,2758
14.75,2771
14.833333333333334,2774
14.916666666666666,2790
15,2796
15.083333333333334,2807
15.166666666666666,2812
15.25,2818
15.333333333333334,2829
15.416666666666666,2833
15.5,2842
15.583333333333334,2846
15.666666666666666,2861
15.75,2871
15.833333333333334,2882
15.916666666666666,2885
16,2884
16.083333333333332,2891
16.166666666666668,2887
16.25,2903
16.333333333333332,2907
16.416666666666668,2918
16.5,2926
16.583333333333332,2932
16.666666666666668,2933
16.75,2944
16.833333333333332,2951
16.916666666666668,2950
17,2963
17.083333333333332,2964
17.166666666666668,2960
17.25,2967
17.333333333333332,2972
17.416666666666668,2977
17.5,2980
17.583333333333332,2990
17.666666666666668,2993
17.75,2999
17.833333333333332,3002
17.916666666666668,3013
18,3021
18.083333333333332,3018
18.166666666666668,3022
18.25,3023
18.333333333333332,3028
18.416666666666668,3039
18.5,3039
18.583333333333332,3048
18.666666666666668,3050
18.75,3051
18.833333333333332,3055
18.916666666666668,3064
19,3063
19.083333333333332,3071
19.166666666666668,3067
19.25,3074
19.333333333333332,3081
19.416666666666668,3077
19.5,3087
19.583333333333332,3086
19.666666666666668,3097
19.75,3096
19.833333333333332,3101
19.916666666666668,3101
20,3111
20.083333333333332,3121
20.166666666666668,3115
20.25,3121
20.333333333333332,3122
20.416666666666668,3127
20.5,3135
20.583333333333332,3137
20.666666666666668,3145
20.75,3146
20.833333333333332,3138
20.916666666666668,3146
21,3144
21.083333333333332,3152
21.166666666666668,3161
21.25,3155
21.333333333333332,3167
21.416666666666668,3162
21.5,3160
21.583333333333332,3168
21.666666666666668,3172
21.75,3181
21.833333333333332,3177
21.916666666666668,3186
22,3193
22.083333333333332,3186
22.166666666666668,3192
22.25,3195
22.333333333333332,3204
22.416666666666668,3198
22.5,3205
22.583333333333332,3196
22.666666666666668,3203
22.75,3209
22.833333333333332,3211
22.916666666666668,3216
23,3217
23.083333333333332,3218
23.166666666666668,3230
23.25,3218
23.333333333333332,3225
23.416666666666668,3229
23.5,3233
23.583333333333332,3233
23.666666666666668,3235
23.75,3240
23.833333333333332,3245
23.916666666666668,3247
24,3257
24.083333333333332,3257
24.166666666666668,3260
24.25,3262
24.333333333333332,3265
24.416666666666668,3266
24.5,3269
24.583333333333332,3261
