"Hours since thread went live","Kusuriya no Hitorigoto • The Apothecary Diaries - Episode 6 discussion"
0,4
0,9
0.08333333333333333,20
0.16666666666666666,31
0.25,41
0.3333333333333333,50
0.4166666666666667,66
0.5,83
0.5833333333333334,98
0.6666666666666666,113
0.75,143
0.8333333333333334,163
0.9166666666666666,187
1,202
1.0833333333333333,231
1.1666666666666667,254
1.25,270
1.3333333333333333,295
1.4166666666666667,316
1.5,335
1.5833333333333333,367
1.6666666666666667,382
1.75,401
1.8333333333333333,417
1.9166666666666667,443
2,457
2.0833333333333335,486
2.1666666666666665,506
2.25,529
2.3333333333333335,560
2.4166666666666665,583
2.5,601
2.5833333333333335,613
2.6666666666666665,632
2.75,646
2.8333333333333335,668
2.9166666666666665,683
3,710
3.0833333333333335,717
3.1666666666666665,727
3.25,746
3.3333333333333335,757
3.4166666666666665,777
3.5,797
3.5833333333333335,811
3.6666666666666665,820
3.75,827
3.8333333333333335,845
3.9166666666666665,851
4,866
4.083333333333333,875
4.166666666666667,890
4.25,902
4.333333333333333,922
4.416666666666667,930
4.5,945
4.583333333333333,957
4.666666666666667,966
4.75,980
4.833333333333333,993
4.916666666666667,1005
5,1011
5.083333333333333,1024
5.166666666666667,1032
5.25,1041
5.333333333333333,1058
5.416666666666667,1076
5.5,1094
5.583333333333333,1105
5.666666666666667,1110
5.75,1124
5.833333333333333,1147
5.916666666666667,1155
6,1169
6.083333333333333,1175
6.166666666666667,1184
6.25,1201
6.333333333333333,1207
6.416666666666667,1220
6.5,1229
6.583333333333333,1236
6.666666666666667,1254
6.75,1267
6.833333333333333,1279
6.916666666666667,1286
7,1300
7.083333333333333,1308
7.166666666666667,1314
7.25,1325
7.333333333333333,1336
7.416666666666667,1348
7.5,1359
7.583333333333333,1364
7.666666666666667,1386
7.75,1383
7.833333333333333,1388
7.916666666666667,1393
8,1401
8.083333333333334,1408
8.166666666666666,1424
8.25,1425
8.333333333333334,1439
8.416666666666666,1449
8.5,1456
8.583333333333334,1460
8.666666666666666,1468
8.75,1468
8.833333333333334,1472
8.916666666666666,1485
9,1492
9.083333333333334,1504
9.166666666666666,1513
9.25,1516
9.333333333333334,1526
9.416666666666666,1530
9.5,1542
9.583333333333334,1548
9.666666666666666,1555
9.75,1562
9.833333333333334,1576
9.916666666666666,1578
10,1586
10.083333333333334,1593
10.166666666666666,1612
10.25,1613
10.333333333333334,1616
10.416666666666666,1625
10.5,1635
10.583333333333334,1653
10.666666666666666,1653
10.75,1652
10.833333333333334,1664
10.916666666666666,1660
11,1661
11.083333333333334,1676
11.166666666666666,1676
11.25,1684
11.333333333333334,1691
11.416666666666666,1697
11.5,1701
11.583333333333334,1709
11.666666666666666,1713
11.75,1717
11.833333333333334,1724
11.916666666666666,1730
12,1730
12.083333333333334,1742
12.166666666666666,1746
12.25,1746
12.333333333333334,1762
12.416666666666666,1769
12.5,1780
12.583333333333334,1784
12.666666666666666,1781
