"Hours since thread went live","Kaijuu 8-gou • Kaiju No. 8 - Episode 5 discussion"
15.916666666666666,1558
16,1553
16.083333333333332,1559
16.166666666666668,1564
16.25,1560
16.333333333333332,1563
16.416666666666668,1561
16.5,1570
16.583333333333332,1574
16.666666666666668,1574
16.75,1582
16.833333333333332,1579
16.916666666666668,1586
17,1585
17.083333333333332,1588
17.166666666666668,1597
17.25,1600
17.333333333333332,1602
17.416666666666668,1613
17.5,1610
17.583333333333332,1609
17.666666666666668,1617
17.75,1619
17.833333333333332,1625
17.916666666666668,1621
18,1625
18.083333333333332,1623
18.166666666666668,1628
18.25,1628
18.333333333333332,1634
18.416666666666668,1628
18.5,1638
18.583333333333332,1637
18.666666666666668,1638
18.75,1642
18.833333333333332,1640
18.916666666666668,1640
19,1644
19.083333333333332,1648
19.166666666666668,1649
19.25,1651
19.333333333333332,1646
19.416666666666668,1648
19.5,1653
19.583333333333332,1660
19.666666666666668,1656
19.75,1666
19.833333333333332,1664
19.916666666666668,1669
20,1671
20.083333333333332,1670
20.166666666666668,1682
20.25,1678
20.333333333333332,1687
20.416666666666668,1683
20.5,1686
20.583333333333332,1684
20.666666666666668,1692
20.75,1693
20.833333333333332,1689
20.916666666666668,1695
21,1695
21.083333333333332,1701
21.166666666666668,1698
21.25,1704
21.333333333333332,1705
21.416666666666668,1714
21.5,1711
21.583333333333332,1710
21.666666666666668,1712
21.75,1714
21.833333333333332,1713
21.916666666666668,1718
22,1721
22.083333333333332,1720
22.166666666666668,1719
22.25,1718
22.333333333333332,1727
22.416666666666668,1723
22.5,1725
22.583333333333332,1730
22.666666666666668,1732
22.75,1738
22.833333333333332,1737
22.916666666666668,1736
23,1731
23.083333333333332,1738
23.166666666666668,1747
23.25,1749
23.333333333333332,1743
23.416666666666668,1751
23.5,1753
23.583333333333332,1754
23.666666666666668,1758
23.75,1754
23.833333333333332,1754
23.916666666666668,1756
24,1762
24.083333333333332,1765
24.166666666666668,1765
24.25,1764
24.333333333333332,1764
24.416666666666668,1761
24.5,1768
24.583333333333332,1769
24.666666666666668,1771
24.75,1767
24.833333333333332,1771
24.916666666666668,1775
25,1773
25.083333333333332,1776
25.166666666666668,1783
25.25,1785
25.333333333333332,1780
25.416666666666668,1780
25.5,1782
25.583333333333332,1782
25.666666666666668,1782
25.75,1790
25.833333333333332,1783
25.916666666666668,1781
26,1785
26.083333333333332,1786
26.166666666666668,1788
26.25,1792
26.333333333333332,1787
26.416666666666668,1792
26.5,1799
26.583333333333332,1795
26.666666666666668,1800
26.75,1801
26.833333333333332,1800
26.916666666666668,1803
27,1800
27.083333333333332,1810
27.166666666666668,1808
27.25,1810
27.333333333333332,1810
27.416666666666668,1804
27.5,1813
27.583333333333332,1810
27.666666666666668,1811
27.75,1818
27.833333333333332,1812
27.916666666666668,1814
28,1814
28.083333333333332,1813
28.166666666666668,1817
28.25,1817
28.333333333333332,1817
28.416666666666668,1816
28.5,1821
28.583333333333332,1820
28.666666666666668,1820
28.75,1816
28.833333333333332,1823
28.916666666666668,1827
29,1823
29.083333333333332,1832
29.166666666666668,1830
29.25,1827
29.333333333333332,1828
29.416666666666668,1828
29.5,1831
29.583333333333332,1836
29.666666666666668,1837
29.75,1836
29.833333333333332,1837
29.916666666666668,1839
30,1841
30.083333333333332,1842
30.166666666666668,1843
30.25,1847
30.333333333333332,1840
30.416666666666668,1856
30.5,1853
30.583333333333332,1847
30.666666666666668,1851
30.75,1856
30.833333333333332,1856
30.916666666666668,1858
31,1855
31.083333333333332,1855
31.166666666666668,1855
31.25,1856
31.333333333333332,1857
31.416666666666668,1859
31.5,1865
31.583333333333332,1860
31.666666666666668,1870
31.75,1862
31.833333333333332,1860
31.916666666666668,1869
32,1870
32.083333333333336,1869
32.166666666666664,1871
32.25,1875
32.333333333333336,1870
32.416666666666664,1877
32.5,1873
32.583333333333336,1871
32.666666666666664,1873
32.75,1868
32.833333333333336,1875
32.916666666666664,1879
33,1878
33.083333333333336,1883
33.166666666666664,1882
33.25,1885
33.333333333333336,1888
33.416666666666664,1889
33.5,1883
33.583333333333336,1889
33.666666666666664,1886
33.75,1889
33.833333333333336,1893
33.916666666666664,1886
34,1891
34.083333333333336,1888
34.166666666666664,1891
34.25,1891
34.333333333333336,1890
34.416666666666664,1891
34.5,1890
34.583333333333336,1893
34.666666666666664,1896
34.75,1896
34.833333333333336,1896
34.916666666666664,1896
35,1896
35.083333333333336,1897
35.166666666666664,1901
35.25,1902
35.333333333333336,1899
35.416666666666664,1896
35.5,1901
35.583333333333336,1899
35.666666666666664,1901
35.75,1903
35.833333333333336,1901
35.916666666666664,1910
36,1906
36.083333333333336,1913
36.166666666666664,1907
36.25,1910
36.333333333333336,1919
36.416666666666664,1917
36.5,1914
36.583333333333336,1915
36.666666666666664,1917
36.75,1914
36.833333333333336,1915
36.916666666666664,1912
37,1922
37.083333333333336,1911
37.166666666666664,1919
37.25,1916
37.333333333333336,1915
37.416666666666664,1915
37.5,1917
37.583333333333336,1921
37.666666666666664,1920
37.75,1922
37.833333333333336,1920
37.916666666666664,1923
38,1921
38.083333333333336,1925
38.166666666666664,1923
38.25,1927
38.333333333333336,1928
38.416666666666664,1927
38.5,1931
38.583333333333336,1930
38.666666666666664,1929
38.75,1926
38.833333333333336,1928
38.916666666666664,1932
39,1935
39.083333333333336,1932
39.166666666666664,1933
39.25,1936
39.333333333333336,1932
39.416666666666664,1939
39.5,1936
39.583333333333336,1941
39.666666666666664,1937
39.75,1938
39.833333333333336,1940
39.916666666666664,1938
40,1937
40.083333333333336,1942
40.166666666666664,1939
40.25,1938
40.333333333333336,1942
40.416666666666664,1943
40.5,1938
40.583333333333336,1937
40.666666666666664,1944
40.75,1938
40.833333333333336,1948
40.916666666666664,1939
41,1942
41.083333333333336,1945
41.166666666666664,1943
41.25,1947
41.333333333333336,1949
41.416666666666664,1947
41.5,1946
41.583333333333336,1947
41.666666666666664,1944
41.75,1949
41.833333333333336,1942
41.916666666666664,1942
42,1940
42.083333333333336,1945
42.166666666666664,1950
42.25,1941
42.333333333333336,1941
42.416666666666664,1941
42.5,1940
42.583333333333336,1950
42.666666666666664,1948
42.75,1945
42.833333333333336,1949
42.916666666666664,1948
43,1949
43.083333333333336,1949
43.166666666666664,1951
43.25,1953
43.333333333333336,1951
43.416666666666664,1952
43.5,1951
43.583333333333336,1950
43.666666666666664,1946
43.75,1947
43.833333333333336,1954
43.916666666666664,1949
44,1952
44.083333333333336,1954
44.166666666666664,1951
44.25,1952
44.333333333333336,1950
44.416666666666664,1950
44.5,1951
44.583333333333336,1955
44.666666666666664,1953
44.75,1959
44.833333333333336,1953
44.916666666666664,1957
45,1955
45.083333333333336,1952
45.166666666666664,1953
45.25,1954
45.333333333333336,1958
45.416666666666664,1956
45.5,1951
45.583333333333336,1957
45.666666666666664,1956
45.75,1952
45.833333333333336,1957
45.916666666666664,1958
46,1956
46.083333333333336,1952
46.166666666666664,1961
46.25,1956
46.333333333333336,1962
46.416666666666664,1955
46.5,1960
46.583333333333336,1957
46.666666666666664,1957
46.75,1955
46.833333333333336,1959
46.916666666666664,1964
47,1954
47.083333333333336,1963
47.166666666666664,1963
47.25,1957
47.333333333333336,1961
47.416666666666664,1962
47.5,1963
47.583333333333336,1964
47.666666666666664,1964
47.75,1968
47.833333333333336,1965
47.916666666666664,1969
