"Hours since thread went live","Bartender: Kami no Glass • Bartender: Glass of God - Episode 9 discussion"
24.166666666666668,218
24.25,225
24.333333333333332,224
24.416666666666668,225
24.5,221
24.583333333333332,224
24.666666666666668,223
24.75,222
24.833333333333332,224
24.916666666666668,223
25,229
25.083333333333332,224
25.166666666666668,224
25.25,225
25.333333333333332,224
25.416666666666668,225
25.5,228
25.583333333333332,223
25.666666666666668,228
25.75,226
25.833333333333332,228
25.916666666666668,227
26,231
26.083333333333332,226
26.166666666666668,227
26.25,226
26.333333333333332,227
26.416666666666668,226
26.5,231
26.583333333333332,231
26.666666666666668,233
26.75,233
26.833333333333332,232
26.916666666666668,235
27,234
27.083333333333332,232
27.166666666666668,228
27.25,230
27.333333333333332,234
27.416666666666668,230
27.5,231
27.583333333333332,229
27.666666666666668,229
27.75,230
27.833333333333332,231
27.916666666666668,231
28,230
28.083333333333332,232
28.166666666666668,233
28.25,231
28.333333333333332,232
28.416666666666668,231
28.5,233
28.583333333333332,234
28.666666666666668,232
28.75,232
28.833333333333332,230
28.916666666666668,231
29,233
29.083333333333332,233
29.166666666666668,232
29.25,232
29.333333333333332,232
29.416666666666668,232
29.5,230
29.583333333333332,233
29.666666666666668,233
29.75,232
29.833333333333332,236
29.916666666666668,234
30,233
30.083333333333332,232
30.166666666666668,230
30.25,234
30.333333333333332,233
30.416666666666668,233
30.5,232
30.583333333333332,234
30.666666666666668,236
30.75,233
30.833333333333332,229
30.916666666666668,231
31,233
31.083333333333332,233
31.166666666666668,235
31.25,234
31.333333333333332,235
31.416666666666668,232
31.5,233
31.583333333333332,232
31.666666666666668,233
31.75,232
31.833333333333332,232
31.916666666666668,230
32,235
32.083333333333336,232
32.166666666666664,231
32.25,235
32.333333333333336,232
32.416666666666664,233
32.5,233
32.583333333333336,233
32.666666666666664,230
32.75,238
32.833333333333336,240
32.916666666666664,237
33,234
33.083333333333336,236
33.166666666666664,237
33.25,237
33.333333333333336,237
33.416666666666664,240
33.5,240
33.583333333333336,237
33.666666666666664,237
33.75,238
33.833333333333336,235
33.916666666666664,235
34,240
34.083333333333336,238
34.166666666666664,239
34.25,237
34.333333333333336,236
34.416666666666664,237
34.5,237
34.583333333333336,238
34.666666666666664,238
34.75,238
34.833333333333336,239
34.916666666666664,236
35,241
35.083333333333336,239
35.166666666666664,236
35.25,238
35.333333333333336,236
35.416666666666664,236
35.5,240
35.583333333333336,238
35.666666666666664,236
35.75,239
35.833333333333336,241
35.916666666666664,239
36,236
36.083333333333336,242
36.166666666666664,238
36.25,239
36.333333333333336,239
36.416666666666664,239
36.5,237
36.583333333333336,234
36.666666666666664,239
36.75,235
36.833333333333336,238
36.916666666666664,241
37,238
37.083333333333336,235
37.166666666666664,237
37.25,237
37.333333333333336,238
37.416666666666664,238
37.5,241
37.583333333333336,240
37.666666666666664,236
37.75,240
37.833333333333336,235
37.916666666666664,239
38,235
38.083333333333336,236
38.166666666666664,241
38.25,238
38.333333333333336,240
38.416666666666664,240
38.5,242
38.583333333333336,239
38.666666666666664,237
38.75,240
38.833333333333336,239
38.916666666666664,240
39,238
39.083333333333336,235
39.166666666666664,236
39.25,236
39.333333333333336,235
39.416666666666664,242
39.5,236
39.583333333333336,237
39.666666666666664,234
39.75,238
39.833333333333336,240
39.916666666666664,237
40,239
40.083333333333336,236
40.166666666666664,242
40.25,238
40.333333333333336,242
40.416666666666664,242
40.5,235
40.583333333333336,235
40.666666666666664,239
40.75,239
40.833333333333336,236
40.916666666666664,239
41,242
41.083333333333336,239
41.166666666666664,239
41.25,241
41.333333333333336,237
41.416666666666664,236
41.5,240
41.583333333333336,241
41.666666666666664,235
41.75,238
41.833333333333336,238
41.916666666666664,236
42,240
42.083333333333336,238
42.166666666666664,239
42.25,235
42.333333333333336,242
42.416666666666664,237
42.5,236
42.583333333333336,238
42.666666666666664,235
42.75,240
42.833333333333336,237
42.916666666666664,237
43,237
43.083333333333336,238
43.166666666666664,237
43.25,238
43.333333333333336,239
43.416666666666664,242
43.5,235
43.583333333333336,240
43.666666666666664,241
43.75,234
43.833333333333336,236
43.916666666666664,236
44,237
44.083333333333336,235
44.166666666666664,235
44.25,239
44.333333333333336,236
44.416666666666664,238
44.5,240
44.583333333333336,239
44.666666666666664,239
44.75,237
44.833333333333336,238
44.916666666666664,242
45,240
45.083333333333336,239
45.166666666666664,241
45.25,242
45.333333333333336,235
45.416666666666664,239
45.5,235
45.583333333333336,242
45.666666666666664,243
45.75,240
45.833333333333336,237
45.916666666666664,241
46,236
46.083333333333336,237
46.166666666666664,239
46.25,235
46.333333333333336,239
46.416666666666664,238
46.5,240
46.583333333333336,237
46.666666666666664,239
46.75,240
46.833333333333336,242
46.916666666666664,241
47,240
47.083333333333336,240
47.166666666666664,237
47.25,241
47.333333333333336,240
47.416666666666664,244
47.5,242
47.583333333333336,239
47.666666666666664,241
47.75,243
47.833333333333336,243
47.916666666666664,238
