"Hours since thread went live","Yoru no Kurage wa Oyogenai • Jellyfish Can't Swim in the Night - Episode 1 discussion"
0,1
0,4
0.08333333333333333,13
0.16666666666666666,29
0.25,51
0.3333333333333333,65
0.4166666666666667,89
0.5,109
0.5833333333333334,123
0.6666666666666666,139
0.75,157
0.8333333333333334,177
0.9166666666666666,191
1,219
1.0833333333333333,236
1.1666666666666667,258
1.25,274
1.3333333333333333,285
1.4166666666666667,314
1.5,330
1.5833333333333333,350
1.6666666666666667,370
1.75,385
1.8333333333333333,395
1.9166666666666667,416
2,432
2.0833333333333335,445
2.1666666666666665,469
2.25,492
2.3333333333333335,514
2.4166666666666665,537
2.5,547
2.5833333333333335,568
2.6666666666666665,581
2.75,592
2.8333333333333335,608
2.9166666666666665,618
3,634
3.0833333333333335,648
3.1666666666666665,666
3.25,688
3.3333333333333335,696
3.4166666666666665,710
3.5,717
3.5833333333333335,726
3.6666666666666665,740
3.75,755
3.8333333333333335,769
3.9166666666666665,774
4,782
4.083333333333333,797
4.166666666666667,814
4.25,824
4.333333333333333,832
4.416666666666667,847
4.5,864
4.583333333333333,867
4.666666666666667,876
4.75,894
4.833333333333333,904
4.916666666666667,922
5,929
5.083333333333333,929
5.166666666666667,941
5.25,952
5.333333333333333,961
5.416666666666667,970
5.5,980
5.583333333333333,987
5.666666666666667,1004
5.75,1008
5.833333333333333,1017
5.916666666666667,1024
6,1030
6.083333333333333,1039
6.166666666666667,1050
6.25,1058
6.333333333333333,1073
6.416666666666667,1080
6.5,1076
6.583333333333333,1084
6.666666666666667,1101
6.75,1111
6.833333333333333,1119
6.916666666666667,1128
7,1133
7.083333333333333,1132
7.166666666666667,1141
7.25,1144
7.333333333333333,1161
7.416666666666667,1161
7.5,1171
7.583333333333333,1183
7.666666666666667,1195
7.75,1208
7.833333333333333,1210
7.916666666666667,1221
8,1231
8.083333333333334,1230
8.166666666666666,1253
8.25,1257
8.333333333333334,1258
8.416666666666666,1268
8.5,1279
8.583333333333334,1284
8.666666666666666,1289
8.75,1292
8.833333333333334,1311
8.916666666666666,1314
9,1317
9.083333333333334,1325
9.166666666666666,1328
9.25,1340
9.333333333333334,1358
9.416666666666666,1358
9.5,1367
9.583333333333334,1375
9.666666666666666,1385
9.75,1391
9.833333333333334,1390
9.916666666666666,1393
10,1397
10.083333333333334,1406
10.166666666666666,1409
10.25,1418
10.333333333333334,1428
10.416666666666666,1438
10.5,1431
10.583333333333334,1443
10.666666666666666,1450
10.75,1453
10.833333333333334,1465
10.916666666666666,1466
11,1473
11.083333333333334,1478
11.166666666666666,1487
11.25,1494
11.333333333333334,1499
11.416666666666666,1506
11.5,1517
11.583333333333334,1523
11.666666666666666,1524
11.75,1524
11.833333333333334,1527
11.916666666666666,1534
12,1535
12.083333333333334,1543
12.166666666666666,1539
12.25,1553
12.333333333333334,1555
12.416666666666666,1565
12.5,1563
12.583333333333334,1575
12.666666666666666,1577
12.75,1582
12.833333333333334,1585
12.916666666666666,1588
13,1587
13.083333333333334,1595
13.166666666666666,1598
13.25,1598
13.333333333333334,1603
13.416666666666666,1604
13.5,1618
13.583333333333334,1619
13.666666666666666,1625
13.75,1627
13.833333333333334,1638
13.916666666666666,1641
14,1643
14.083333333333334,1639
14.166666666666666,1643
14.25,1636
14.333333333333334,1648
14.416666666666666,1649
14.5,1649
14.583333333333334,1661
14.666666666666666,1655
14.75,1659
14.833333333333334,1669
14.916666666666666,1670
15,1675
15.083333333333334,1673
15.166666666666666,1678
15.25,1682
15.333333333333334,1691
15.416666666666666,1686
15.5,1686
15.583333333333334,1696
15.666666666666666,1694
15.75,1695
15.833333333333334,1704
15.916666666666666,1707
16,1721
16.083333333333332,1718
16.166666666666668,1726
16.25,1725
16.333333333333332,1733
16.416666666666668,1731
16.5,1741
16.583333333333332,1741
16.666666666666668,1748
16.75,1745
16.833333333333332,1751
16.916666666666668,1760
17,1762
17.083333333333332,1771
17.166666666666668,1770
17.25,1768
17.333333333333332,1780
17.416666666666668,1782
17.5,1776
17.583333333333332,1778
17.666666666666668,1782
17.75,1779
17.833333333333332,1786
17.916666666666668,1788
18,1788
18.083333333333332,1788
18.166666666666668,1799
18.25,1802
18.333333333333332,1808
18.416666666666668,1806
18.5,1808
18.583333333333332,1807
18.666666666666668,1810
18.75,1810
18.833333333333332,1812
18.916666666666668,1817
19,1819
19.083333333333332,1822
19.166666666666668,1824
19.25,1827
19.333333333333332,1832
19.416666666666668,1833
19.5,1836
19.583333333333332,1837
19.666666666666668,1844
19.75,1846
19.833333333333332,1848
19.916666666666668,1846
20,1848
20.083333333333332,1858
20.166666666666668,1860
20.25,1858
20.333333333333332,1857
20.416666666666668,1866
20.5,1865
20.583333333333332,1865
20.666666666666668,1866
20.75,1870
20.833333333333332,1878
20.916666666666668,1873
21,1878
21.083333333333332,1881
21.166666666666668,1879
21.25,1878
21.333333333333332,1879
21.416666666666668,1886
