"Hours since thread went live","Hananoi-kun to Koi no Yamai • A Condition Called Love - Episode 4 discussion"
0,2
0,2
0.08333333333333333,5
0.16666666666666666,9
0.25,12
0.3333333333333333,16
0.4166666666666667,21
0.5,22
0.5833333333333334,26
0.6666666666666666,27
0.75,29
0.8333333333333334,30
0.9166666666666666,34
1,36
1.0833333333333333,37
1.1666666666666667,38
1.25,39
1.3333333333333333,47
1.4166666666666667,49
1.5,51
1.5833333333333333,52
1.6666666666666667,55
1.75,55
1.8333333333333333,57
1.9166666666666667,62
2,63
2.0833333333333335,64
2.1666666666666665,65
2.25,69
2.3333333333333335,68
2.4166666666666665,74
2.5,76
2.5833333333333335,77
2.6666666666666665,76
2.75,77
2.8333333333333335,80
2.9166666666666665,83
3,85
3.0833333333333335,82
3.1666666666666665,83
3.25,84
3.3333333333333335,84
3.4166666666666665,88
3.5,87
3.5833333333333335,88
3.6666666666666665,90
3.75,96
3.8333333333333335,96
3.9166666666666665,94
4,91
4.083333333333333,94
4.166666666666667,94
4.25,98
4.333333333333333,101
4.416666666666667,98
4.5,97
4.583333333333333,99
4.666666666666667,103
4.75,102
4.833333333333333,104
4.916666666666667,105
5,106
5.083333333333333,104
5.166666666666667,105
5.25,111
5.333333333333333,112
5.416666666666667,111
5.5,110
5.583333333333333,112
5.666666666666667,114
5.75,121
5.833333333333333,120
5.916666666666667,120
6,120
6.083333333333333,122
6.166666666666667,121
6.25,123
6.333333333333333,128
6.416666666666667,129
6.5,126
6.583333333333333,124
6.666666666666667,123
6.75,126
6.833333333333333,128
6.916666666666667,126
7,130
7.083333333333333,131
7.166666666666667,132
7.25,135
7.333333333333333,135
7.416666666666667,135
7.5,137
7.583333333333333,136
7.666666666666667,140
7.75,136
7.833333333333333,138
7.916666666666667,144
8,140
8.083333333333334,141
8.166666666666666,140
8.25,140
8.333333333333334,147
8.416666666666666,143
8.5,145
8.583333333333334,142
8.666666666666666,143
8.75,143
8.833333333333334,146
8.916666666666666,148
9,150
9.083333333333334,152
9.166666666666666,152
9.25,151
9.333333333333334,154
9.416666666666666,154
9.5,152
9.583333333333334,152
9.666666666666666,152
9.75,159
9.833333333333334,155
9.916666666666666,161
10,160
10.083333333333334,163
10.166666666666666,159
10.25,159
10.333333333333334,159
10.416666666666666,159
10.5,161
10.583333333333334,165
10.666666666666666,166
10.75,169
10.833333333333334,171
10.916666666666666,170
11,169
11.083333333333334,168
11.166666666666666,172
11.25,173
11.333333333333334,170
11.416666666666666,173
11.5,178
11.583333333333334,174
11.666666666666666,178
11.75,178
11.833333333333334,179
11.916666666666666,177
12,181
12.083333333333334,181
12.166666666666666,182
12.25,179
12.333333333333334,180
12.416666666666666,179
12.5,179
12.583333333333334,182
12.666666666666666,180
12.75,176
12.833333333333334,183
12.916666666666666,180
13,181
13.083333333333334,179
13.166666666666666,179
13.25,185
13.333333333333334,182
13.416666666666666,185
13.5,186
13.583333333333334,183
13.666666666666666,183
13.75,181
13.833333333333334,187
13.916666666666666,188
14,186
14.083333333333334,185
14.166666666666666,188
14.25,184
14.333333333333334,184
14.416666666666666,188
14.5,189
14.583333333333334,188
14.666666666666666,189
14.75,190
14.833333333333334,190
14.916666666666666,190
15,191
15.083333333333334,191
15.166666666666666,191
15.25,189
15.333333333333334,190
15.416666666666666,189
15.5,193
15.583333333333334,195
15.666666666666666,196
15.75,194
15.833333333333334,193
15.916666666666666,193
16,196
16.083333333333332,196
16.166666666666668,193
16.25,197
16.333333333333332,194
16.416666666666668,197
16.5,199
16.583333333333332,202
16.666666666666668,197
16.75,200
16.833333333333332,199
16.916666666666668,200
17,203
17.083333333333332,200
17.166666666666668,200
17.25,197
