"Hours since thread went live","Urusei Yatsura (2022) Season 2 - Episode 11 discussion"
0,0
0,1
0.08333333333333333,4
0.16666666666666666,5
0.25,6
0.3333333333333333,8
0.4166666666666667,13
0.5,14
0.5833333333333334,18
0.6666666666666666,18
0.75,18
0.8333333333333334,19
0.9166666666666666,25
1,25
1.0833333333333333,30
1.1666666666666667,33
1.25,37
1.3333333333333333,40
1.4166666666666667,38
1.5,40
1.5833333333333333,42
1.6666666666666667,41
1.75,44
1.8333333333333333,43
1.9166666666666667,46
2,48
2.0833333333333335,48
2.1666666666666665,52
2.25,53
2.3333333333333335,54
2.4166666666666665,56
2.5,55
2.5833333333333335,57
2.6666666666666665,56
2.75,54
2.8333333333333335,56
2.9166666666666665,58
3,59
3.0833333333333335,62
3.1666666666666665,62
3.25,64
3.3333333333333335,65
3.4166666666666665,69
3.5,67
3.5833333333333335,67
3.6666666666666665,67
3.75,72
3.8333333333333335,72
3.9166666666666665,75
4,78
4.083333333333333,77
4.166666666666667,81
4.25,81
4.333333333333333,85
4.416666666666667,83
4.5,85
4.583333333333333,86
4.666666666666667,87
4.75,88
4.833333333333333,88
4.916666666666667,90
5,90
5.083333333333333,91
5.166666666666667,92
5.25,93
5.333333333333333,93
5.416666666666667,93
5.5,96
5.583333333333333,97
5.666666666666667,98
5.75,98
5.833333333333333,100
5.916666666666667,103
6,102
6.083333333333333,103
6.166666666666667,103
6.25,102
6.333333333333333,104
6.416666666666667,113
6.5,113
6.583333333333333,111
6.666666666666667,115
6.75,114
6.833333333333333,118
6.916666666666667,112
7,121
7.083333333333333,116
7.166666666666667,119
7.25,121
7.333333333333333,122
7.416666666666667,119
7.5,117
7.583333333333333,119
7.666666666666667,121
7.75,122
7.833333333333333,121
7.916666666666667,120
8,126
8.083333333333334,128
8.166666666666666,125
8.25,124
8.333333333333334,123
8.416666666666666,127
8.5,121
8.583333333333334,123
8.666666666666666,126
8.75,128
8.833333333333334,124
8.916666666666666,127
9,129
9.083333333333334,128
9.166666666666666,127
9.25,125
9.333333333333334,131
9.416666666666666,131
9.5,130
9.583333333333334,130
9.666666666666666,129
9.75,128
9.833333333333334,131
9.916666666666666,129
10,136
10.083333333333334,137
10.166666666666666,137
10.25,140
10.333333333333334,137
10.416666666666666,138
10.5,140
10.583333333333334,140
10.666666666666666,141
10.75,141
10.833333333333334,141
10.916666666666666,142
11,139
11.083333333333334,144
11.166666666666666,147
11.25,146
11.333333333333334,147
11.416666666666666,149
11.5,145
11.583333333333334,150
11.666666666666666,149
11.75,153
11.833333333333334,152
11.916666666666666,156
12,152
12.083333333333334,153
12.166666666666666,154
12.25,152
12.333333333333334,154
12.416666666666666,157
12.5,154
12.583333333333334,158
12.666666666666666,152
12.75,156
12.833333333333334,153
12.916666666666666,159
13,156
13.083333333333334,153
13.166666666666666,159
13.25,158
13.333333333333334,156
13.416666666666666,155
13.5,158
13.583333333333334,157
13.666666666666666,156
13.75,159
13.833333333333334,161
13.916666666666666,160
14.083333333333334,162
14.166666666666666,162
14.25,163
14.333333333333334,165
14.416666666666666,161
14.5,160
14.583333333333334,164
14.666666666666666,167
14.75,166
14.833333333333334,164
14.916666666666666,164
15,165
15.083333333333334,163
15.166666666666666,164
15.25,164
15.333333333333334,168
15.416666666666666,166
15.5,165
15.583333333333334,166
15.666666666666666,167
15.75,163
15.833333333333334,169
15.916666666666666,168
16,168
16.083333333333332,167
16.166666666666668,170
16.25,164
16.333333333333332,171
16.416666666666668,166
16.5,171
16.583333333333332,172
16.666666666666668,171
16.75,172
16.833333333333332,173
16.916666666666668,171
17,171
17.083333333333332,171
17.166666666666668,172
17.25,172
17.333333333333332,173
17.416666666666668,170
17.5,170
17.583333333333332,171
17.666666666666668,172
17.75,174
17.833333333333332,169
17.916666666666668,173
18,170
18.083333333333332,173
18.166666666666668,174
18.25,169
18.333333333333332,174
18.416666666666668,178
18.5,173
18.583333333333332,178
18.666666666666668,172
18.75,175
18.833333333333332,178
18.916666666666668,174
19,177
19.083333333333332,174
19.166666666666668,175
19.25,177
19.333333333333332,175
19.416666666666668,173
19.5,176
19.583333333333332,171
19.666666666666668,176
19.75,174
19.833333333333332,176
19.916666666666668,178
20,172
20.083333333333332,172
20.166666666666668,173
20.25,176
20.333333333333332,173
20.416666666666668,174
20.5,174
20.583333333333332,177
20.666666666666668,174
20.75,174
