"Hours since thread went live","The iDOLM@STER Shiny Colors - Episode 8 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,2
0.4166666666666667,3
0.5,5
0.5833333333333334,5
0.6666666666666666,5
0.75,7
0.8333333333333334,7
0.9166666666666666,7
1,7
1.0833333333333333,7
1.1666666666666667,7
1.25,8
1.3333333333333333,8
1.4166666666666667,8
1.5,7
1.5833333333333333,7
1.6666666666666667,7
1.75,7
1.8333333333333333,10
1.9166666666666667,10
2,10
2.0833333333333335,10
2.1666666666666665,11
2.25,11
2.3333333333333335,9
2.4166666666666665,10
2.5,11
2.5833333333333335,9
2.6666666666666665,9
2.75,11
2.8333333333333335,10
2.9166666666666665,10
3,9
3.0833333333333335,11
3.1666666666666665,9
3.25,10
3.3333333333333335,9
3.4166666666666665,10
3.5,9
3.5833333333333335,8
3.6666666666666665,10
3.75,9
3.8333333333333335,8
3.9166666666666665,12
4,10
4.083333333333333,7
4.166666666666667,9
4.25,11
4.333333333333333,7
4.416666666666667,8
4.5,8
4.583333333333333,8
4.666666666666667,12
4.75,11
4.833333333333333,9
4.916666666666667,10
5,10
5.083333333333333,9
5.166666666666667,9
5.25,8
5.333333333333333,9
5.416666666666667,7
5.5,9
5.583333333333333,9
5.666666666666667,8
5.75,7
5.833333333333333,8
5.916666666666667,9
6,11
6.083333333333333,11
6.166666666666667,8
6.25,10
6.333333333333333,10
6.416666666666667,11
6.5,8
6.583333333333333,10
6.666666666666667,8
6.75,9
6.833333333333333,11
6.916666666666667,9
7,8
7.083333333333333,9
7.166666666666667,9
7.25,7
7.333333333333333,10
7.416666666666667,10
7.5,9
7.583333333333333,10
7.666666666666667,9
7.75,10
7.833333333333333,9
7.916666666666667,10
8,9
8.083333333333334,11
8.166666666666666,10
8.25,9
8.333333333333334,7
8.416666666666666,9
8.5,9
8.583333333333334,9
8.666666666666666,10
8.75,10
8.833333333333334,10
8.916666666666666,11
9,10
9.083333333333334,9
9.166666666666666,10
9.25,9
9.333333333333334,9
9.416666666666666,12
9.5,10
9.583333333333334,9
9.666666666666666,10
9.75,11
9.833333333333334,10
9.916666666666666,11
10,10
10.083333333333334,10
10.166666666666666,9
10.25,9
10.333333333333334,12
10.416666666666666,10
10.5,9
10.583333333333334,10
10.666666666666666,10
10.75,9
10.833333333333334,9
10.916666666666666,11
11,12
11.083333333333334,11
11.166666666666666,10
11.25,12
11.333333333333334,11
11.416666666666666,10
11.5,9
11.583333333333334,11
11.666666666666666,9
11.75,10
11.833333333333334,9
11.916666666666666,11
12,11
12.083333333333334,12
12.166666666666666,11
12.25,10
12.333333333333334,13
12.416666666666666,12
12.5,13
12.583333333333334,13
12.666666666666666,13
12.75,14
12.833333333333334,11
12.916666666666666,10
13,10
13.083333333333334,12
13.166666666666666,14
13.25,14
13.333333333333334,10
13.416666666666666,12
13.5,12
13.583333333333334,14
13.666666666666666,11
13.75,11
13.833333333333334,13
13.916666666666666,15
14,11
14.083333333333334,13
14.166666666666666,13
14.25,14
14.333333333333334,11
14.416666666666666,12
14.5,14
14.583333333333334,14
14.666666666666666,12
14.75,13
14.833333333333334,13
14.916666666666666,14
15,11
15.083333333333334,11
15.166666666666666,13
15.25,12
15.333333333333334,11
15.416666666666666,15
15.5,13
15.583333333333334,11
15.666666666666666,12
15.75,15
15.833333333333334,14
15.916666666666666,13
16,13
16.083333333333332,11
16.166666666666668,13
16.25,13
16.333333333333332,13
16.416666666666668,13
16.5,12
16.583333333333332,14
16.666666666666668,12
16.75,12
16.833333333333332,14
16.916666666666668,13
17,13
17.083333333333332,14
17.166666666666668,14
17.25,14
17.333333333333332,14
17.416666666666668,14
17.5,13
17.583333333333332,15
17.666666666666668,13
17.75,12
17.833333333333332,13
17.916666666666668,14
18,14
18.083333333333332,13
18.166666666666668,13
18.25,12
18.333333333333332,16
18.416666666666668,13
18.5,15
18.583333333333332,12
18.666666666666668,15
18.75,15
18.833333333333332,16
18.916666666666668,16
19,14
19.083333333333332,15
19.166666666666668,14
19.25,13
19.333333333333332,16
19.416666666666668,15
19.5,13
19.583333333333332,14
19.666666666666668,13
19.75,14
19.833333333333332,14
19.916666666666668,12
20,15
20.083333333333332,16
20.166666666666668,15
20.25,15
20.333333333333332,14
20.416666666666668,14
20.5,12
20.583333333333332,16
20.666666666666668,14
20.75,16
20.833333333333332,14
20.916666666666668,16
21,14
21.083333333333332,14
21.166666666666668,13
21.25,14
21.333333333333332,14
21.416666666666668,15
21.5,15
21.583333333333332,16
21.666666666666668,13
21.75,13
21.833333333333332,16
21.916666666666668,14
22,13
22.083333333333332,14
22.166666666666668,14
22.25,16
22.333333333333332,15
22.416666666666668,14
22.5,14
22.583333333333332,14
22.666666666666668,15
22.75,15
22.833333333333332,13
22.916666666666668,16
23,13
23.083333333333332,15
23.166666666666668,15
23.25,12
23.333333333333332,13
23.416666666666668,15
23.5,15
23.583333333333332,14
23.666666666666668,15
23.75,14
23.833333333333332,14
23.916666666666668,13
24,13
24.083333333333332,14
24.166666666666668,14
24.25,12
24.333333333333332,15
24.416666666666668,15
24.5,14
24.583333333333332,13
24.666666666666668,14
24.75,15
24.833333333333332,14
24.916666666666668,13
25,13
25.083333333333332,14
25.166666666666668,13
25.25,13
25.333333333333332,14
25.416666666666668,14
25.5,15
25.583333333333332,14
25.666666666666668,14
25.75,15
25.833333333333332,15
25.916666666666668,13
26,13
26.083333333333332,15
26.166666666666668,13
26.25,15
26.333333333333332,13
26.416666666666668,13
26.5,13
26.583333333333332,14
26.666666666666668,16
26.75,14
26.833333333333332,13
26.916666666666668,14
27,16
27.083333333333332,15
27.166666666666668,15
27.25,13
27.333333333333332,14
27.416666666666668,14
27.5,12
27.583333333333332,15
27.666666666666668,14
27.75,14
27.833333333333332,14
27.916666666666668,14
28,16
28.083333333333332,14
28.166666666666668,12
28.25,13
28.333333333333332,14
28.416666666666668,15
28.5,16
28.583333333333332,14
28.666666666666668,12
28.75,12
28.833333333333332,16
28.916666666666668,14
29,15
29.083333333333332,12
29.166666666666668,16
29.25,12
29.333333333333332,15
29.416666666666668,14
29.5,14
29.583333333333332,15
29.666666666666668,14
29.75,16
29.833333333333332,12
29.916666666666668,12
30,15
30.083333333333332,15
30.166666666666668,12
30.25,13
30.333333333333332,14
30.416666666666668,14
30.5,13
30.583333333333332,13
30.666666666666668,13
30.75,13
30.833333333333332,14
30.916666666666668,12
31,14
31.083333333333332,14
31.166666666666668,15
31.25,13
31.333333333333332,14
31.416666666666668,14
31.5,13
31.583333333333332,16
31.666666666666668,15
31.75,14
31.833333333333332,14
31.916666666666668,14
32,12
32.083333333333336,14
32.166666666666664,13
32.25,13
32.333333333333336,14
32.416666666666664,12
32.5,14
32.583333333333336,14
32.666666666666664,13
32.75,13
32.833333333333336,14
32.916666666666664,13
33,14
33.083333333333336,13
33.166666666666664,13
33.25,15
33.333333333333336,14
33.416666666666664,13
33.5,13
33.583333333333336,12
33.666666666666664,16
33.75,15
33.833333333333336,16
33.916666666666664,14
34,15
34.083333333333336,14
34.166666666666664,14
34.25,13
34.333333333333336,16
34.416666666666664,15
34.5,15
34.583333333333336,15
34.666666666666664,15
34.75,12
34.833333333333336,14
34.916666666666664,15
35,16
35.083333333333336,16
35.166666666666664,12
35.25,14
35.333333333333336,14
35.416666666666664,13
35.5,16
35.583333333333336,14
35.666666666666664,15
35.75,14
35.833333333333336,14
35.916666666666664,13
36,15
36.083333333333336,13
36.166666666666664,14
36.25,14
36.333333333333336,14
36.416666666666664,16
36.5,14
36.583333333333336,14
36.666666666666664,14
36.75,15
36.833333333333336,15
36.916666666666664,14
37,15
37.083333333333336,15
37.166666666666664,16
37.25,15
37.333333333333336,13
37.416666666666664,12
37.5,16
37.583333333333336,15
37.666666666666664,14
37.75,14
37.833333333333336,14
37.916666666666664,15
38,14
38.083333333333336,15
38.166666666666664,15
38.25,14
38.333333333333336,14
38.416666666666664,14
38.5,15
38.583333333333336,16
38.666666666666664,14
38.75,16
38.833333333333336,13
38.916666666666664,14
39,13
