"Hours since thread went live","Kekkon Yubiwa Monogatari • Tales of Wedding Rings - Episode 10 discussion"
12.416666666666666,140
12.5,135
12.583333333333334,139
12.666666666666666,139
12.75,137
12.833333333333334,142
12.916666666666666,140
13,145
13.083333333333334,145
13.166666666666666,144
13.25,142
13.333333333333334,142
13.416666666666666,146
13.5,141
13.583333333333334,143
13.666666666666666,145
13.75,144
13.833333333333334,147
13.916666666666666,139
14,149
14.083333333333334,147
14.166666666666666,149
14.25,147
14.333333333333334,150
14.416666666666666,147
14.5,146
14.583333333333334,153
14.666666666666666,147
14.75,149
14.833333333333334,148
14.916666666666666,151
15,149
15.083333333333334,147
15.166666666666666,151
15.25,152
15.333333333333334,150
15.416666666666666,152
15.5,153
15.583333333333334,150
15.666666666666666,147
15.75,149
15.833333333333334,153
15.916666666666666,152
16,156
16.083333333333332,153
16.166666666666668,150
16.25,154
16.333333333333332,155
16.416666666666668,159
16.5,159
16.583333333333332,159
16.666666666666668,161
16.75,155
16.833333333333332,155
16.916666666666668,157
17,157
17.083333333333332,156
17.166666666666668,157
17.25,159
17.333333333333332,156
17.416666666666668,160
17.5,159
17.583333333333332,164
17.666666666666668,158
17.75,157
17.833333333333332,160
17.916666666666668,161
18,159
18.083333333333332,163
18.166666666666668,161
18.25,161
18.333333333333332,162
18.416666666666668,163
18.5,164
18.583333333333332,165
18.666666666666668,167
18.75,164
18.833333333333332,166
18.916666666666668,164
19,166
19.083333333333332,164
19.166666666666668,168
19.25,164
19.333333333333332,169
19.416666666666668,165
19.5,168
19.583333333333332,166
19.666666666666668,168
19.75,166
19.833333333333332,169
19.916666666666668,166
20,168
20.083333333333332,169
20.166666666666668,163
20.25,167
20.333333333333332,167
20.416666666666668,170
20.5,166
20.583333333333332,168
20.666666666666668,166
20.75,166
20.833333333333332,168
20.916666666666668,170
21,170
21.083333333333332,169
21.166666666666668,169
21.25,171
21.333333333333332,169
21.416666666666668,170
21.5,166
21.583333333333332,170
21.666666666666668,168
21.75,167
21.833333333333332,168
21.916666666666668,171
22,167
22.083333333333332,171
22.166666666666668,171
22.25,171
22.333333333333332,169
22.416666666666668,172
22.5,170
22.583333333333332,172
22.666666666666668,171
22.75,172
22.833333333333332,172
22.916666666666668,172
23,171
23.083333333333332,172
23.166666666666668,172
23.25,173
23.333333333333332,175
23.416666666666668,177
23.5,169
23.583333333333332,172
23.666666666666668,173
23.75,172
23.833333333333332,174
23.916666666666668,169
24,175
24.083333333333332,172
24.166666666666668,171
24.25,171
24.333333333333332,175
24.416666666666668,175
24.5,173
24.583333333333332,174
24.666666666666668,173
24.75,173
24.833333333333332,172
24.916666666666668,175
25,177
25.083333333333332,173
25.166666666666668,173
25.25,175
25.333333333333332,178
25.416666666666668,172
25.5,179
25.583333333333332,173
25.666666666666668,176
25.75,177
25.833333333333332,178
25.916666666666668,181
26,180
26.083333333333332,177
26.166666666666668,180
26.25,181
26.333333333333332,175
26.416666666666668,180
26.5,179
26.583333333333332,180
26.666666666666668,178
26.75,179
26.833333333333332,180
26.916666666666668,177
27,184
27.083333333333332,180
27.166666666666668,180
27.25,180
27.333333333333332,184
27.416666666666668,182
27.5,178
27.583333333333332,183
27.666666666666668,179
27.75,181
27.833333333333332,182
27.916666666666668,182
28,180
28.083333333333332,180
28.166666666666668,183
28.25,184
28.333333333333332,180
28.416666666666668,182
28.5,182
28.583333333333332,181
28.666666666666668,185
28.75,183
28.833333333333332,185
28.916666666666668,180
29,179
29.083333333333332,186
29.166666666666668,179
29.25,185
29.333333333333332,183
29.416666666666668,185
29.5,181
29.583333333333332,183
29.666666666666668,179
29.75,180
29.833333333333332,184
29.916666666666668,184
30,181
30.083333333333332,186
30.166666666666668,183
30.25,180
30.333333333333332,186
30.416666666666668,186
30.5,181
30.583333333333332,181
30.666666666666668,181
30.75,185
30.833333333333332,187
30.916666666666668,183
31,188
31.083333333333332,185
31.166666666666668,181
31.25,182
31.333333333333332,183
31.416666666666668,185
31.5,184
31.583333333333332,188
31.666666666666668,182
31.75,184
31.833333333333332,180
31.916666666666668,186
32,185
32.083333333333336,180
32.166666666666664,188
32.25,183
32.333333333333336,182
32.416666666666664,185
32.5,185
32.583333333333336,187
32.666666666666664,182
32.75,185
32.833333333333336,186
32.916666666666664,185
33,185
33.083333333333336,184
33.166666666666664,183
33.25,183
33.333333333333336,189
33.416666666666664,189
33.5,188
33.583333333333336,186
33.666666666666664,184
33.75,189
33.833333333333336,189
33.916666666666664,186
34,188
34.083333333333336,185
34.166666666666664,190
34.25,189
34.333333333333336,187
34.416666666666664,185
34.5,186
34.583333333333336,184
34.666666666666664,185
34.75,185
34.833333333333336,186
34.916666666666664,187
35,186
35.083333333333336,190
35.166666666666664,184
35.25,183
35.333333333333336,187
35.416666666666664,189
35.5,189
35.583333333333336,186
35.666666666666664,186
35.75,188
35.833333333333336,189
35.916666666666664,186
36,189
36.083333333333336,190
36.166666666666664,189
36.25,191
36.333333333333336,189
36.416666666666664,186
36.5,189
36.583333333333336,192
36.666666666666664,189
36.75,191
36.833333333333336,187
36.916666666666664,188
37,186
37.083333333333336,190
37.166666666666664,192
37.25,191
37.333333333333336,193
37.416666666666664,190
37.5,189
37.583333333333336,185
37.666666666666664,190
37.75,187
37.833333333333336,190
37.916666666666664,190
38,189
38.083333333333336,191
38.166666666666664,187
38.25,190
38.333333333333336,192
38.416666666666664,191
38.5,190
38.583333333333336,194
38.666666666666664,191
38.75,188
38.833333333333336,189
38.916666666666664,189
39,191
39.083333333333336,192
39.166666666666664,192
39.25,192
39.333333333333336,193
39.416666666666664,192
39.5,188
39.583333333333336,192
39.666666666666664,192
39.75,192
39.833333333333336,192
39.916666666666664,194
40,195
40.083333333333336,192
40.166666666666664,188
40.25,190
40.333333333333336,191
40.416666666666664,189
40.5,191
40.583333333333336,192
40.666666666666664,188
40.75,191
40.833333333333336,194
40.916666666666664,195
41,189
41.083333333333336,192
41.166666666666664,192
41.25,189
41.333333333333336,192
41.416666666666664,192
41.5,188
41.583333333333336,192
41.666666666666664,189
41.75,191
41.833333333333336,191
41.916666666666664,192
42,194
42.083333333333336,189
42.166666666666664,190
42.25,188
42.333333333333336,194
42.416666666666664,187
42.5,193
42.583333333333336,191
42.666666666666664,191
42.75,190
42.833333333333336,192
42.916666666666664,192
43,191
43.083333333333336,192
43.166666666666664,194
43.25,194
43.333333333333336,192
43.416666666666664,190
43.5,188
43.583333333333336,192
43.666666666666664,192
43.75,190
43.833333333333336,189
43.916666666666664,190
44,190
44.083333333333336,190
44.166666666666664,194
44.25,191
44.333333333333336,195
44.416666666666664,189
44.5,194
44.583333333333336,195
44.666666666666664,192
44.75,193
44.833333333333336,194
44.916666666666664,189
45,191
45.083333333333336,192
45.166666666666664,189
45.25,196
45.333333333333336,193
45.416666666666664,196
45.5,191
45.583333333333336,191
45.666666666666664,191
45.75,189
45.833333333333336,190
45.916666666666664,193
46,193
46.083333333333336,189
46.166666666666664,195
46.25,190
46.333333333333336,192
46.416666666666664,193
46.5,196
46.583333333333336,189
46.666666666666664,193
46.75,196
46.833333333333336,196
46.916666666666664,191
47,191
47.083333333333336,196
47.166666666666664,192
47.25,189
47.333333333333336,194
47.416666666666664,192
47.5,193
47.583333333333336,196
47.666666666666664,195
47.75,193
47.833333333333336,197
47.916666666666664,192
