"Hours since thread went live","Tonari no Youkai-san - Episode 8 discussion"
0,1
0,2
0.08333333333333333,2
0.16666666666666666,5
0.25,6
0.3333333333333333,8
0.4166666666666667,11
0.5,13
0.5833333333333334,14
0.6666666666666666,15
0.75,17
0.8333333333333334,18
0.9166666666666666,18
1,20
1.0833333333333333,23
1.1666666666666667,25
1.25,25
1.3333333333333333,24
1.4166666666666667,29
1.5,26
1.5833333333333333,25
1.6666666666666667,28
1.75,30
1.8333333333333333,31
1.9166666666666667,29
2,35
2.0833333333333335,36
2.1666666666666665,36
2.25,36
2.3333333333333335,39
2.4166666666666665,39
2.5,45
2.5833333333333335,46
2.6666666666666665,48
2.75,43
2.8333333333333335,48
2.9166666666666665,50
3,51
3.0833333333333335,50
3.1666666666666665,52
3.25,51
3.3333333333333335,57
3.4166666666666665,52
3.5,58
3.5833333333333335,58
3.6666666666666665,55
3.75,60
3.8333333333333335,59
3.9166666666666665,60
4,66
4.083333333333333,66
4.166666666666667,64
4.25,60
4.333333333333333,69
4.416666666666667,66
4.5,64
4.583333333333333,67
4.666666666666667,68
4.75,69
4.833333333333333,71
4.916666666666667,71
5,68
5.083333333333333,70
5.166666666666667,73
5.25,70
5.333333333333333,71
5.416666666666667,72
5.5,70
5.583333333333333,72
5.666666666666667,75
5.75,77
5.833333333333333,81
5.916666666666667,80
6,77
6.083333333333333,82
6.166666666666667,82
6.25,81
6.333333333333333,80
6.416666666666667,83
6.5,80
6.583333333333333,82
6.666666666666667,80
6.75,87
6.833333333333333,82
6.916666666666667,80
7,88
7.083333333333333,84
7.166666666666667,88
7.25,90
7.333333333333333,88
7.416666666666667,86
7.5,86
7.583333333333333,89
7.666666666666667,86
7.75,91
7.833333333333333,90
7.916666666666667,92
8,88
8.083333333333334,91
8.166666666666666,90
8.25,91
8.333333333333334,95
8.416666666666666,95
8.5,90
8.583333333333334,96
8.666666666666666,97
8.75,96
8.833333333333334,95
8.916666666666666,94
9,93
9.083333333333334,97
9.166666666666666,93
9.25,93
9.333333333333334,92
9.416666666666666,96
9.5,94
9.583333333333334,98
9.666666666666666,98
9.75,96
9.833333333333334,99
9.916666666666666,96
10,98
10.083333333333334,98
10.166666666666666,102
10.25,101
10.333333333333334,99
10.416666666666666,101
10.5,100
10.583333333333334,106
10.666666666666666,105
10.75,106
10.833333333333334,103
10.916666666666666,107
11,106
11.083333333333334,104
11.166666666666666,110
11.25,114
11.333333333333334,109
11.416666666666666,113
11.5,113
11.583333333333334,112
11.666666666666666,117
11.75,114
11.833333333333334,112
11.916666666666666,114
12,116
12.083333333333334,111
12.166666666666666,114
12.25,113
12.333333333333334,117
12.416666666666666,114
12.5,117
12.583333333333334,113
12.666666666666666,114
12.75,115
12.833333333333334,116
12.916666666666666,113
13,115
13.083333333333334,118
13.166666666666666,116
13.25,117
13.333333333333334,120
13.416666666666666,120
13.5,120
13.583333333333334,113
13.666666666666666,119
13.75,118
13.833333333333334,122
13.916666666666666,114
14,118
14.083333333333334,116
14.166666666666666,117
14.25,116
14.333333333333334,117
14.416666666666666,121
14.5,118
14.583333333333334,123
14.666666666666666,121
14.75,118
14.833333333333334,123
14.916666666666666,122
15,119
15.083333333333334,120
15.166666666666666,126
15.25,122
15.333333333333334,123
15.416666666666666,123
15.5,122
15.583333333333334,126
15.666666666666666,125
15.75,127
15.833333333333334,125
15.916666666666666,127
16,125
16.083333333333332,129
16.166666666666668,129
16.25,125
16.333333333333332,125
16.416666666666668,129
16.5,127
16.583333333333332,123
16.666666666666668,126
16.75,127
16.833333333333332,127
16.916666666666668,127
17,129
17.083333333333332,128
17.166666666666668,124
17.25,126
17.333333333333332,131
17.416666666666668,130
17.5,125
17.583333333333332,128
17.666666666666668,128
17.75,132
17.833333333333332,130
17.916666666666668,127
18,128
18.083333333333332,131
18.166666666666668,133
18.25,132
18.333333333333332,134
18.416666666666668,128
18.5,132
18.583333333333332,132
18.666666666666668,133
18.75,131
18.833333333333332,132
18.916666666666668,132
19,135
19.083333333333332,129
19.166666666666668,129
19.25,130
19.333333333333332,129
19.416666666666668,130
19.5,131
19.583333333333332,135
19.666666666666668,137
19.75,135
19.833333333333332,137
19.916666666666668,135
20,132
20.083333333333332,134
20.166666666666668,132
20.25,132
20.333333333333332,137
20.416666666666668,131
20.5,134
20.583333333333332,134
20.666666666666668,133
20.75,135
20.833333333333332,133
20.916666666666668,131
21,138
21.083333333333332,133
21.166666666666668,134
21.25,132
21.333333333333332,132
21.416666666666668,137
21.5,133
21.583333333333332,133
21.666666666666668,138
21.75,132
21.833333333333332,130
21.916666666666668,132
22,131
22.083333333333332,133
22.166666666666668,136
22.25,133
22.333333333333332,135
22.416666666666668,138
22.5,133
22.583333333333332,137
22.666666666666668,133
22.75,136
22.833333333333332,137
22.916666666666668,132
23,134
23.083333333333332,135
23.166666666666668,139
23.25,137
23.333333333333332,137
23.416666666666668,137
23.5,136
23.583333333333332,132
23.666666666666668,138
23.75,134
23.833333333333332,134
23.916666666666668,140
24,139
24.083333333333332,141
24.166666666666668,137
24.25,133
24.333333333333332,135
24.416666666666668,139
24.5,136
24.583333333333332,137
24.666666666666668,135
24.75,140
24.833333333333332,137
24.916666666666668,137
25,136
25.083333333333332,138
25.166666666666668,137
25.25,136
25.333333333333332,138
25.416666666666668,144
25.5,138
25.583333333333332,140
25.666666666666668,137
25.75,141
25.833333333333332,143
25.916666666666668,140
26,139
26.083333333333332,139
26.166666666666668,139
26.25,143
26.333333333333332,143
26.416666666666668,144
26.5,143
26.583333333333332,143
26.666666666666668,140
26.75,142
26.833333333333332,139
26.916666666666668,140
27,141
27.083333333333332,140
27.166666666666668,143
27.25,143
27.333333333333332,144
27.416666666666668,142
27.5,141
27.583333333333332,146
27.666666666666668,144
27.75,145
27.833333333333332,143
27.916666666666668,145
28,145
28.083333333333332,147
28.166666666666668,142
28.25,143
28.333333333333332,145
28.416666666666668,140
28.5,141
28.583333333333332,143
28.666666666666668,142
28.75,142
28.833333333333332,144
28.916666666666668,145
29,143
29.083333333333332,142
29.166666666666668,142
29.25,143
29.333333333333332,142
29.416666666666668,147
29.5,146
29.583333333333332,141
29.666666666666668,144
29.75,146
29.833333333333332,143
29.916666666666668,146
30,145
30.083333333333332,142
30.166666666666668,144
30.25,142
30.333333333333332,145
30.416666666666668,146
30.5,145
30.583333333333332,142
30.666666666666668,145
30.75,146
30.833333333333332,144
30.916666666666668,146
31,145
31.083333333333332,148
31.166666666666668,141
31.25,142
31.333333333333332,144
31.416666666666668,144
31.5,140
31.583333333333332,144
31.666666666666668,142
31.75,146
31.833333333333332,145
31.916666666666668,146
32,144
32.083333333333336,144
32.166666666666664,148
32.25,147
32.333333333333336,148
32.416666666666664,141
32.5,145
32.583333333333336,144
32.666666666666664,148
32.75,145
32.833333333333336,145
32.916666666666664,144
33,143
33.083333333333336,145
33.166666666666664,145
33.25,146
33.333333333333336,143
33.416666666666664,141
33.5,143
33.583333333333336,142
