"Hours since thread went live","Tonari no Youkai-san - Episode 8 discussion"
33.666666666666664,145
33.75,143
33.833333333333336,147
33.916666666666664,145
34,140
34.083333333333336,147
34.166666666666664,144
34.25,143
34.333333333333336,149
34.416666666666664,146
34.5,147
34.583333333333336,144
34.666666666666664,144
34.75,144
34.833333333333336,142
34.916666666666664,143
35,146
35.083333333333336,143
35.166666666666664,147
35.25,145
35.333333333333336,143
35.416666666666664,145
35.5,145
35.583333333333336,143
35.666666666666664,142
35.75,142
35.833333333333336,142
35.916666666666664,147
36,144
36.083333333333336,150
36.166666666666664,146
36.25,148
36.333333333333336,149
36.416666666666664,142
36.5,144
36.583333333333336,146
36.666666666666664,143
36.75,144
36.833333333333336,144
36.916666666666664,145
37,144
37.083333333333336,149
37.166666666666664,147
37.25,144
37.333333333333336,147
37.416666666666664,144
37.5,145
37.583333333333336,151
37.666666666666664,150
37.75,145
37.833333333333336,144
37.916666666666664,144
38,143
38.083333333333336,146
38.166666666666664,148
38.25,149
38.333333333333336,146
38.416666666666664,149
38.5,145
38.583333333333336,146
38.666666666666664,147
38.75,144
38.833333333333336,147
38.916666666666664,146
39,150
39.083333333333336,147
39.166666666666664,147
39.25,147
39.333333333333336,149
39.416666666666664,148
39.5,147
39.583333333333336,144
39.666666666666664,150
39.75,150
39.833333333333336,149
39.916666666666664,151
40,147
40.083333333333336,146
40.166666666666664,149
40.25,145
40.333333333333336,147
40.416666666666664,147
40.5,149
40.583333333333336,147
40.666666666666664,152
40.75,150
40.833333333333336,150
40.916666666666664,152
41,145
41.083333333333336,150
41.166666666666664,148
41.25,150
41.333333333333336,145
41.416666666666664,150
41.5,150
41.583333333333336,153
41.666666666666664,149
41.75,149
41.833333333333336,149
41.916666666666664,150
42,148
42.083333333333336,147
42.166666666666664,146
42.25,149
42.333333333333336,147
42.416666666666664,149
42.5,152
42.583333333333336,149
42.666666666666664,150
42.75,150
42.833333333333336,147
42.916666666666664,145
43,152
43.083333333333336,149
43.166666666666664,147
43.25,148
43.333333333333336,152
43.416666666666664,150
43.5,148
43.583333333333336,150
43.666666666666664,151
43.75,150
43.833333333333336,145
43.916666666666664,153
44,150
44.083333333333336,146
44.166666666666664,153
44.25,149
44.333333333333336,151
44.416666666666664,152
44.5,149
44.583333333333336,148
44.666666666666664,149
44.75,147
44.833333333333336,151
44.916666666666664,148
45,147
45.083333333333336,150
45.166666666666664,150
45.25,148
45.333333333333336,145
45.416666666666664,149
45.5,149
45.583333333333336,150
45.666666666666664,150
45.75,147
45.833333333333336,147
45.916666666666664,149
46,152
46.083333333333336,150
46.166666666666664,145
46.25,149
46.333333333333336,149
46.416666666666664,149
46.5,149
46.583333333333336,149
46.666666666666664,150
46.75,152
46.833333333333336,148
46.916666666666664,150
47,145
47.083333333333336,153
47.166666666666664,146
47.25,149
47.333333333333336,145
47.416666666666664,152
47.5,151
47.583333333333336,148
47.666666666666664,150
47.75,152
47.833333333333336,149
47.916666666666664,152
