"Hours since thread went live","Odekake Kozame - Episode 47 discussion"
0,1
0,2
0.08333333333333333,3
0.16666666666666666,2
0.25,2
0.3333333333333333,2
0.4166666666666667,3
0.5,3
0.5833333333333334,3
0.6666666666666666,3
0.75,4
0.8333333333333334,4
0.9166666666666666,4
1,4
1.0833333333333333,5
1.1666666666666667,5
1.25,4
1.3333333333333333,6
1.4166666666666667,5
1.5,5
1.5833333333333333,6
1.6666666666666667,5
1.75,3
1.8333333333333333,4
1.9166666666666667,3
2,5
2.0833333333333335,6
2.1666666666666665,7
2.25,7
2.3333333333333335,6
2.4166666666666665,7
2.5,7
2.5833333333333335,6
2.6666666666666665,6
2.75,8
2.8333333333333335,7
2.9166666666666665,8
3,9
3.0833333333333335,7
3.1666666666666665,7
3.25,8
3.3333333333333335,6
3.4166666666666665,8
3.5,9
3.5833333333333335,8
3.6666666666666665,6
3.75,8
3.8333333333333335,8
3.9166666666666665,9
4,7
4.083333333333333,8
4.166666666666667,10
4.25,10
4.333333333333333,9
4.416666666666667,7
4.5,8
4.583333333333333,9
4.666666666666667,10
4.75,8
4.833333333333333,10
4.916666666666667,10
5,10
5.083333333333333,11
5.166666666666667,8
5.25,14
5.333333333333333,14
5.416666666666667,15
5.5,13
5.583333333333333,12
5.666666666666667,14
5.75,14
5.833333333333333,12
5.916666666666667,13
6,11
6.083333333333333,13
6.166666666666667,15
6.25,12
6.333333333333333,14
6.416666666666667,14
6.5,16
6.583333333333333,13
6.666666666666667,16
6.75,13
6.833333333333333,14
6.916666666666667,14
7,15
7.083333333333333,15
7.166666666666667,16
7.25,16
7.333333333333333,14
7.416666666666667,14
7.5,15
7.583333333333333,14
7.666666666666667,13
7.75,15
7.833333333333333,12
7.916666666666667,14
8,16
8.083333333333334,14
8.166666666666666,16
8.25,14
8.333333333333334,12
8.416666666666666,13
8.5,12
8.583333333333334,14
8.666666666666666,15
8.75,13
8.833333333333334,15
8.916666666666666,16
9,15
9.083333333333334,14
9.166666666666666,16
9.25,14
9.333333333333334,14
9.416666666666666,15
9.5,16
9.583333333333334,12
9.666666666666666,13
9.75,13
9.833333333333334,12
9.916666666666666,14
10,14
10.083333333333334,14
10.166666666666666,13
10.25,15
10.333333333333334,14
10.416666666666666,15
10.5,15
10.583333333333334,14
10.666666666666666,16
10.75,15
10.833333333333334,15
10.916666666666666,16
11,15
11.083333333333334,13
11.166666666666666,15
11.25,16
11.333333333333334,16
11.416666666666666,15
11.5,16
11.583333333333334,15
11.666666666666666,16
11.75,13
11.833333333333334,15
11.916666666666666,17
12,17
12.083333333333334,16
12.166666666666666,13
12.25,13
12.333333333333334,13
12.416666666666666,16
12.5,14
12.583333333333334,16
12.666666666666666,16
12.75,13
12.833333333333334,14
12.916666666666666,17
13,14
13.083333333333334,13
13.166666666666666,16
13.25,15
13.333333333333334,14
13.416666666666666,17
13.5,15
13.583333333333334,14
13.666666666666666,17
13.75,16
13.833333333333334,13
13.916666666666666,14
14,16
14.083333333333334,14
14.166666666666666,15
14.25,16
14.333333333333334,14
14.416666666666666,14
14.5,15
14.583333333333334,14
14.666666666666666,16
14.75,14
14.833333333333334,16
14.916666666666666,16
15,16
15.083333333333334,16
15.166666666666666,15
15.25,13
15.333333333333334,16
15.416666666666666,16
15.5,14
15.583333333333334,17
15.666666666666666,17
15.75,13
15.833333333333334,13
15.916666666666666,17
16,15
16.083333333333332,14
16.166666666666668,15
16.25,15
16.333333333333332,17
16.416666666666668,14
16.5,14
16.583333333333332,15
16.666666666666668,14
16.75,16
16.833333333333332,14
16.916666666666668,16
17,16
17.083333333333332,15
17.166666666666668,18
17.25,17
17.333333333333332,16
17.416666666666668,16
17.5,16
17.583333333333332,16
17.666666666666668,17
17.75,16
17.833333333333332,15
17.916666666666668,16
18,15
18.083333333333332,16
18.166666666666668,16
18.25,18
18.333333333333332,14
18.416666666666668,18
18.5,16
18.583333333333332,15
18.666666666666668,14
18.75,18
18.833333333333332,14
18.916666666666668,16
19,17
19.083333333333332,14
19.166666666666668,15
19.25,15
19.333333333333332,15
19.416666666666668,15
19.5,16
19.583333333333332,14
19.666666666666668,15
19.75,15
19.833333333333332,16
19.916666666666668,16
20,15
20.083333333333332,16
20.166666666666668,16
20.25,17
20.333333333333332,14
20.416666666666668,14
20.5,17
20.583333333333332,17
20.666666666666668,16
20.75,17
20.833333333333332,15
20.916666666666668,15
21,16
21.083333333333332,16
21.166666666666668,16
21.25,18
21.333333333333332,18
21.416666666666668,17
21.5,16
21.583333333333332,15
21.666666666666668,15
21.75,16
21.833333333333332,17
21.916666666666668,16
22,15
22.083333333333332,17
22.166666666666668,17
22.25,16
22.333333333333332,17
22.416666666666668,16
22.5,16
22.583333333333332,17
22.666666666666668,15
22.75,17
22.833333333333332,16
22.916666666666668,16
23,16
23.083333333333332,18
23.166666666666668,18
23.25,17
23.333333333333332,17
23.416666666666668,17
23.5,15
23.583333333333332,16
23.666666666666668,15
23.75,15
23.833333333333332,15
23.916666666666668,15
24,17
24.083333333333332,16
24.166666666666668,17
24.25,16
24.333333333333332,15
24.416666666666668,16
24.5,16
24.583333333333332,16
24.666666666666668,16
24.75,16
24.833333333333332,17
24.916666666666668,16
25,18
25.083333333333332,15
25.166666666666668,16
25.25,16
25.333333333333332,17
25.416666666666668,15
25.5,18
25.583333333333332,18
25.666666666666668,18
25.75,15
25.833333333333332,15
25.916666666666668,17
26,15
26.083333333333332,18
26.166666666666668,18
26.25,18
26.333333333333332,17
26.416666666666668,15
26.5,18
26.583333333333332,14
26.666666666666668,16
26.75,17
26.833333333333332,15
26.916666666666668,17
27,17
27.083333333333332,15
27.166666666666668,18
27.25,17
27.333333333333332,16
27.416666666666668,16
27.5,16
27.583333333333332,18
27.666666666666668,17
27.75,17
27.833333333333332,14
27.916666666666668,16
28,16
28.083333333333332,15
28.166666666666668,18
28.25,17
28.333333333333332,15
28.416666666666668,14
28.5,17
28.583333333333332,18
28.666666666666668,18
28.75,16
28.833333333333332,16
28.916666666666668,16
29,14
29.083333333333332,15
29.166666666666668,16
29.25,16
29.333333333333332,18
29.416666666666668,18
29.5,16
29.583333333333332,15
29.666666666666668,14
29.75,17
29.833333333333332,17
29.916666666666668,14
30,16
30.083333333333332,16
30.166666666666668,16
30.25,17
30.333333333333332,17
30.416666666666668,16
30.5,18
30.583333333333332,17
30.666666666666668,17
30.75,18
30.833333333333332,16
30.916666666666668,16
31,15
31.083333333333332,17
31.166666666666668,15
31.25,16
31.333333333333332,15
31.416666666666668,17
31.5,15
31.583333333333332,17
31.666666666666668,17
31.75,16
31.833333333333332,18
31.916666666666668,15
32,18
32.083333333333336,16
32.166666666666664,16
32.25,16
32.333333333333336,18
32.416666666666664,14
32.5,16
32.583333333333336,16
32.666666666666664,16
32.75,15
32.833333333333336,17
32.916666666666664,15
33,14
33.083333333333336,16
33.166666666666664,15
33.25,17
33.333333333333336,17
33.416666666666664,14
33.5,18
33.583333333333336,15
