"Hours since thread went live","Shingeki no Kyojin: The Final Season - Episode 71 discussion"
41.166666666666664,15430
41.25,15440
41.333333333333336,15439
41.416666666666664,15438
41.5,15438
41.583333333333336,15448
41.666666666666664,15443
41.75,15445
41.833333333333336,15439
41.916666666666664,15443
42,15446
42.083333333333336,15438
42.166666666666664,15444
42.25,15441
42.333333333333336,15444
42.416666666666664,15444
42.5,15451
42.583333333333336,15455
42.666666666666664,15457
42.75,15454
42.833333333333336,15454
42.916666666666664,15460
43,15461
43.083333333333336,15464
43.166666666666664,15467
43.25,15466
43.333333333333336,15470
43.416666666666664,15472
43.5,15471
43.583333333333336,15474
43.666666666666664,15466
43.75,15470
43.833333333333336,15480
43.916666666666664,15476
44,15483
44.083333333333336,15481
44.166666666666664,15486
44.25,15484
44.333333333333336,15484
44.416666666666664,15492
44.5,15489
44.583333333333336,15492
44.666666666666664,15488
44.75,15486
44.833333333333336,15487
44.916666666666664,15491
45,15490
45.083333333333336,15495
45.166666666666664,15504
45.25,15495
45.333333333333336,15501
45.416666666666664,15502
45.5,15511
45.583333333333336,15510
45.666666666666664,15510
45.75,15506
45.833333333333336,15506
45.916666666666664,15508
46,15506
46.083333333333336,15509
46.166666666666664,15513
46.25,15517
46.333333333333336,15516
46.416666666666664,15512
46.5,15507
46.583333333333336,15507
46.666666666666664,15509
46.75,15516
46.833333333333336,15513
46.916666666666664,15518
47,15521
47.083333333333336,15521
47.166666666666664,15522
47.25,15516
47.333333333333336,15522
47.416666666666664,15520
47.5,15516
47.583333333333336,15521
47.666666666666664,15530
47.75,15533
47.833333333333336,15526
47.916666666666664,15534
48,15527
