"Hours since thread went live","Shuumatsu Train Doko e Iku? • Train to the End of the World - Episode 9 discussion"
0,2
0.08333333333333333,4
0.16666666666666666,6
0.25,10
0.3333333333333333,13
0.4166666666666667,19
0.5,22
0.5833333333333334,27
0.6666666666666666,27
0.75,38
0.8333333333333334,43
0.9166666666666666,50
1,60
1.0833333333333333,63
1.1666666666666667,66
1.25,73
1.3333333333333333,77
1.4166666666666667,82
1.5,90
1.5833333333333333,95
1.6666666666666667,100
1.75,111
1.8333333333333333,117
1.9166666666666667,123
2,132
2.0833333333333335,139
2.1666666666666665,144
2.25,151
2.3333333333333335,152
2.4166666666666665,161
2.5,164
2.5833333333333335,177
2.6666666666666665,181
2.75,188
2.8333333333333335,193
2.9166666666666665,198
3,204
3.0833333333333335,210
3.1666666666666665,218
3.25,222
3.3333333333333335,227
3.4166666666666665,230
3.5,239
3.5833333333333335,242
3.6666666666666665,245
3.75,250
3.8333333333333335,254
3.9166666666666665,259
4,266
4.083333333333333,275
4.166666666666667,275
4.25,280
4.333333333333333,287
4.416666666666667,286
4.5,291
4.583333333333333,297
4.666666666666667,301
4.75,308
4.833333333333333,317
4.916666666666667,329
5,335
5.083333333333333,334
5.166666666666667,345
5.25,342
5.333333333333333,345
5.416666666666667,360
5.5,363
5.583333333333333,370
5.666666666666667,375
5.75,379
5.833333333333333,392
5.916666666666667,397
6,402
6.083333333333333,403
6.166666666666667,406
6.25,416
6.333333333333333,421
6.416666666666667,427
6.5,432
6.583333333333333,442
6.666666666666667,442
6.75,445
6.833333333333333,452
6.916666666666667,450
7,455
7.083333333333333,454
7.166666666666667,466
7.25,472
7.333333333333333,478
7.416666666666667,479
7.5,477
7.583333333333333,485
7.666666666666667,482
7.75,484
7.833333333333333,496
7.916666666666667,502
8,500
8.083333333333334,507
8.166666666666666,507
8.25,513
8.333333333333334,516
8.416666666666666,521
8.5,518
8.583333333333334,522
8.666666666666666,527
8.75,526
8.833333333333334,529
8.916666666666666,534
9,533
9.083333333333334,533
9.166666666666666,542
9.25,536
9.333333333333334,550
9.416666666666666,543
9.5,546
9.583333333333334,550
9.666666666666666,554
9.75,557
9.833333333333334,557
9.916666666666666,559
10,563
10.083333333333334,558
10.166666666666666,567
10.25,563
10.333333333333334,571
10.416666666666666,575
10.5,570
10.583333333333334,580
10.666666666666666,586
10.75,587
10.833333333333334,585
10.916666666666666,586
11,588
11.083333333333334,589
11.166666666666666,590
11.25,593
11.333333333333334,585
11.416666666666666,596
11.5,597
11.583333333333334,598
11.666666666666666,607
11.75,607
11.833333333333334,603
11.916666666666666,610
12,610
12.083333333333334,609
12.166666666666666,616
12.25,615
12.333333333333334,612
12.416666666666666,622
12.5,630
12.583333333333334,630
12.666666666666666,629
12.75,630
12.833333333333334,638
12.916666666666666,636
13,633
13.083333333333334,638
13.166666666666666,645
13.25,639
13.333333333333334,646
13.416666666666666,653
13.5,650
13.583333333333334,649
13.666666666666666,648
13.75,657
13.833333333333334,656
13.916666666666666,660
14,658
14.083333333333334,662
14.166666666666666,664
14.25,664
14.333333333333334,669
14.416666666666666,667
14.5,674
14.583333333333334,670
14.666666666666666,676
14.75,681
14.833333333333334,677
14.916666666666666,680
15,684
15.083333333333334,694
15.166666666666666,689
15.25,693
15.333333333333334,692
15.416666666666666,691
15.5,693
15.583333333333334,699
15.666666666666666,703
15.75,694
15.833333333333334,701
15.916666666666666,701
16,704
16.083333333333332,700
16.166666666666668,698
16.25,705
16.333333333333332,709
16.416666666666668,708
16.5,705
16.583333333333332,706
16.666666666666668,708
16.75,710
16.833333333333332,710
16.916666666666668,714
17,716
17.083333333333332,716
17.166666666666668,716
17.25,714
17.333333333333332,716
17.416666666666668,717
17.5,722
17.583333333333332,717
17.666666666666668,722
17.75,721
17.833333333333332,715
17.916666666666668,726
18,725
18.083333333333332,723
18.166666666666668,726
18.25,733
18.333333333333332,731
18.416666666666668,730
18.5,733
18.583333333333332,732
18.666666666666668,740
18.75,736
18.833333333333332,734
18.916666666666668,739
19,735
19.083333333333332,736
19.166666666666668,738
19.25,734
19.333333333333332,734
19.416666666666668,734
19.5,732
19.583333333333332,738
19.666666666666668,739
19.75,740
19.833333333333332,742
19.916666666666668,746
20,744
20.083333333333332,748
20.166666666666668,743
20.25,748
20.333333333333332,747
20.416666666666668,751
20.5,745
20.583333333333332,746
20.666666666666668,748
20.75,749
20.833333333333332,750
20.916666666666668,753
21,755
21.083333333333332,761
21.166666666666668,754
21.25,757
21.333333333333332,758
21.416666666666668,756
21.5,755
21.583333333333332,757
21.666666666666668,763
21.75,755
21.833333333333332,759
21.916666666666668,761
22,760
22.083333333333332,761
22.166666666666668,766
22.25,761
22.333333333333332,763
22.416666666666668,766
22.5,764
22.583333333333332,765
22.666666666666668,763
22.75,762
22.833333333333332,765
22.916666666666668,767
23,769
23.083333333333332,762
23.166666666666668,763
23.25,767
23.333333333333332,769
23.416666666666668,766
23.5,763
23.583333333333332,761
23.666666666666668,769
23.75,766
23.833333333333332,768
23.916666666666668,773
24,769
24.083333333333332,775
24.166666666666668,768
24.25,766
24.333333333333332,770
24.416666666666668,774
24.5,775
24.583333333333332,769
24.666666666666668,772
24.75,773
24.833333333333332,773
24.916666666666668,773
25,777
25.083333333333332,770
25.166666666666668,773
25.25,773
25.333333333333332,775
25.416666666666668,777
25.5,772
25.583333333333332,781
25.666666666666668,776
25.75,777
25.833333333333332,775
25.916666666666668,777
26,777
26.083333333333332,784
26.166666666666668,779
26.25,777
26.333333333333332,783
26.416666666666668,779
26.5,782
26.583333333333332,784
26.666666666666668,782
26.75,785
26.833333333333332,787
26.916666666666668,793
27,784
27.083333333333332,790
27.166666666666668,791
27.25,787
27.333333333333332,784
27.416666666666668,790
27.5,788
27.583333333333332,789
27.666666666666668,794
27.75,793
27.833333333333332,795
27.916666666666668,795
28,797
28.083333333333332,802
28.166666666666668,797
28.25,798
28.333333333333332,800
28.416666666666668,802
28.5,804
28.583333333333332,804
28.666666666666668,801
28.75,809
28.833333333333332,805
28.916666666666668,805
29,809
29.083333333333332,808
29.166666666666668,808
29.25,809
29.333333333333332,813
29.416666666666668,809
29.5,809
29.583333333333332,804
29.666666666666668,803
29.75,811
29.833333333333332,810
29.916666666666668,813
30,811
30.083333333333332,815
30.166666666666668,810
30.25,812
30.333333333333332,817
30.416666666666668,815
30.5,817
30.583333333333332,815
30.666666666666668,815
30.75,819
30.833333333333332,811
30.916666666666668,815
31,816
31.083333333333332,812
31.166666666666668,815
31.25,814
31.333333333333332,814
31.416666666666668,816
31.5,822
31.583333333333332,814
31.666666666666668,815
31.75,819
31.833333333333332,819
31.916666666666668,816
32,820
32.083333333333336,817
32.166666666666664,820
32.25,818
32.333333333333336,819
32.416666666666664,819
32.5,823
32.583333333333336,816
32.666666666666664,823
32.75,822
32.833333333333336,823
32.916666666666664,824
33,825
33.083333333333336,827
33.166666666666664,824
33.25,824
33.333333333333336,819
33.416666666666664,827
33.5,820
33.583333333333336,824
33.666666666666664,828
33.75,824
33.833333333333336,827
33.916666666666664,824
34,821
34.083333333333336,828
34.166666666666664,828
34.25,825
34.333333333333336,828
34.416666666666664,833
34.5,828
34.583333333333336,830
34.666666666666664,827
34.75,828
34.833333333333336,828
34.916666666666664,825
35,822
35.083333333333336,834
35.166666666666664,827
35.25,832
35.333333333333336,831
35.416666666666664,831
35.5,828
35.583333333333336,830
35.666666666666664,833
35.75,830
35.833333333333336,830
35.916666666666664,834
36,831
36.083333333333336,830
36.166666666666664,830
36.25,837
36.333333333333336,838
36.416666666666664,836
36.5,834
36.583333333333336,836
36.666666666666664,835
36.75,834
36.833333333333336,832
36.916666666666664,843
37,836
37.083333333333336,833
37.166666666666664,831
37.25,839
37.333333333333336,840
37.416666666666664,843
37.5,842
37.583333333333336,836
37.666666666666664,837
37.75,836
37.833333333333336,835
37.916666666666664,839
38,843
38.083333333333336,842
38.166666666666664,844
38.25,837
38.333333333333336,844
38.416666666666664,843
38.5,844
38.583333333333336,838
38.666666666666664,842
38.75,846
38.833333333333336,842
38.916666666666664,841
39,847
39.083333333333336,842
39.166666666666664,843
39.25,841
39.333333333333336,847
39.416666666666664,842
39.5,840
39.583333333333336,840
39.666666666666664,850
39.75,845
39.833333333333336,845
39.916666666666664,842
40,842
40.083333333333336,849
40.166666666666664,846
40.25,842
40.333333333333336,843
40.416666666666664,843
40.5,842
40.583333333333336,843
40.666666666666664,848
40.75,844
40.833333333333336,841
40.916666666666664,848
41,846
41.083333333333336,849
41.166666666666664,845
41.25,851
41.333333333333336,850
41.416666666666664,848
41.5,849
41.583333333333336,851
41.666666666666664,845
41.75,847
41.833333333333336,853
41.916666666666664,852
42,851
42.083333333333336,845
42.166666666666664,852
42.25,854
42.333333333333336,850
42.416666666666664,850
42.5,853
42.583333333333336,853
42.666666666666664,849
42.75,851
42.833333333333336,852
42.916666666666664,855
43,854
43.083333333333336,849
43.166666666666664,847
43.25,851
43.333333333333336,846
43.416666666666664,855
