"Hours since thread went live","Jaku-Chara Tomozaki-kun 2nd Stage • Bottom-tier Character Tomozaki 2nd Stage - Episode 10 discussion"
29.833333333333332,389
29.916666666666668,388
30,389
30.083333333333332,389
30.166666666666668,386
30.25,390
30.333333333333332,385
30.416666666666668,392
30.5,390
30.583333333333332,391
30.666666666666668,392
30.75,393
30.833333333333332,388
30.916666666666668,396
31,390
31.083333333333332,391
31.166666666666668,391
31.25,391
31.333333333333332,389
31.416666666666668,391
31.5,396
31.583333333333332,391
31.666666666666668,390
31.75,397
31.833333333333332,391
31.916666666666668,390
32,395
32.083333333333336,397
32.166666666666664,397
32.25,394
32.333333333333336,396
32.416666666666664,389
32.5,395
32.583333333333336,394
32.666666666666664,394
32.75,392
32.833333333333336,394
32.916666666666664,393
33,389
33.083333333333336,394
33.166666666666664,392
33.25,395
33.333333333333336,395
33.416666666666664,398
33.5,394
33.583333333333336,396
33.666666666666664,393
33.75,391
33.833333333333336,397
33.916666666666664,392
34,399
34.083333333333336,398
34.166666666666664,395
34.25,394
34.333333333333336,396
34.416666666666664,400
34.5,392
34.583333333333336,392
34.666666666666664,400
34.75,392
34.833333333333336,400
34.916666666666664,396
35,393
35.083333333333336,398
35.166666666666664,397
35.25,401
35.333333333333336,399
35.416666666666664,396
35.5,393
35.583333333333336,397
35.666666666666664,397
35.75,398
35.833333333333336,394
35.916666666666664,395
36,404
36.083333333333336,395
36.166666666666664,405
36.25,397
36.333333333333336,395
36.416666666666664,405
36.5,399
36.583333333333336,396
36.666666666666664,400
36.75,396
36.833333333333336,400
36.916666666666664,406
37,398
37.083333333333336,402
37.166666666666664,404
37.25,408
37.333333333333336,404
37.416666666666664,404
37.5,399
37.583333333333336,406
37.666666666666664,402
37.75,402
37.833333333333336,407
37.916666666666664,404
38,409
38.083333333333336,404
38.166666666666664,402
38.25,409
38.333333333333336,401
38.416666666666664,406
38.5,406
38.583333333333336,405
38.666666666666664,406
38.75,405
38.833333333333336,409
38.916666666666664,404
39,405
39.083333333333336,406
39.166666666666664,403
39.25,407
39.333333333333336,410
39.416666666666664,409
39.5,410
39.583333333333336,406
39.666666666666664,409
39.75,403
39.833333333333336,406
39.916666666666664,408
40,405
40.083333333333336,406
40.166666666666664,409
40.25,413
40.333333333333336,414
40.416666666666664,406
40.5,409
40.583333333333336,408
40.666666666666664,409
40.75,413
40.833333333333336,411
40.916666666666664,409
41,409
41.083333333333336,410
41.166666666666664,408
41.25,410
41.333333333333336,409
41.416666666666664,404
41.5,405
41.583333333333336,410
41.666666666666664,409
41.75,407
41.833333333333336,409
41.916666666666664,411
42,410
42.083333333333336,407
42.166666666666664,412
42.25,410
42.333333333333336,407
42.416666666666664,413
42.5,414
42.583333333333336,411
42.666666666666664,413
42.75,405
42.833333333333336,409
42.916666666666664,408
43,412
43.083333333333336,409
43.166666666666664,410
43.25,411
43.333333333333336,408
43.416666666666664,408
43.5,409
43.583333333333336,413
43.666666666666664,413
43.75,408
43.833333333333336,409
43.916666666666664,406
44,408
44.083333333333336,409
44.166666666666664,409
44.25,408
44.333333333333336,414
44.416666666666664,411
44.5,410
44.583333333333336,413
44.666666666666664,416
44.75,413
44.833333333333336,409
44.916666666666664,413
45,410
45.083333333333336,416
45.166666666666664,413
45.25,411
45.333333333333336,408
45.416666666666664,412
45.5,414
45.583333333333336,409
45.666666666666664,414
45.75,416
45.833333333333336,409
45.916666666666664,415
46,418
46.083333333333336,415
46.166666666666664,411
46.25,415
46.333333333333336,417
46.416666666666664,418
46.5,411
46.583333333333336,416
46.666666666666664,411
46.75,418
46.833333333333336,414
46.916666666666664,413
47,418
47.083333333333336,410
47.166666666666664,414
47.25,414
47.333333333333336,418
47.416666666666664,419
47.5,420
47.583333333333336,414
47.666666666666664,417
47.75,418
47.833333333333336,418
47.916666666666664,416
