"Hours since thread went live","Jaku-Chara Tomozaki-kun 2nd Stage • Bottom-tier Character Tomozaki 2nd Stage - Episode 10 discussion"
0,1
0.08333333333333333,5
0.16666666666666666,6
0.25,8
0.3333333333333333,9
0.4166666666666667,14
0.5,18
0.5833333333333334,23
0.6666666666666666,26
0.75,30
0.8333333333333334,31
0.9166666666666666,33
1,33
1.0833333333333333,35
1.1666666666666667,36
1.25,37
1.3333333333333333,39
1.4166666666666667,41
1.5,47
1.5833333333333333,50
1.6666666666666667,53
1.75,61
1.8333333333333333,65
1.9166666666666667,66
2,73
2.0833333333333335,75
2.1666666666666665,75
2.25,81
2.3333333333333335,82
2.4166666666666665,84
2.5,86
2.5833333333333335,89
2.6666666666666665,91
2.75,93
2.8333333333333335,98
2.9166666666666665,105
3,106
3.0833333333333335,107
3.1666666666666665,111
3.25,112
3.3333333333333335,116
3.4166666666666665,119
3.5,124
3.5833333333333335,124
3.6666666666666665,130
3.75,130
3.8333333333333335,131
3.9166666666666665,135
4,135
4.083333333333333,139
4.166666666666667,139
4.25,139
4.333333333333333,142
4.416666666666667,147
4.5,148
4.583333333333333,148
4.666666666666667,151
4.75,152
4.833333333333333,155
4.916666666666667,157
5,154
5.083333333333333,160
5.166666666666667,161
5.25,163
5.333333333333333,163
5.416666666666667,166
5.5,165
5.583333333333333,164
5.666666666666667,166
5.75,171
5.833333333333333,174
5.916666666666667,175
6,182
6.083333333333333,179
6.166666666666667,184
6.25,186
6.333333333333333,188
6.416666666666667,191
6.5,191
6.583333333333333,192
6.666666666666667,195
6.75,197
6.833333333333333,197
6.916666666666667,198
7,200
7.083333333333333,198
7.166666666666667,202
7.25,200
7.333333333333333,202
7.416666666666667,205
7.5,205
7.583333333333333,209
7.666666666666667,212
7.75,219
7.833333333333333,214
7.916666666666667,217
8,219
8.083333333333334,220
8.166666666666666,226
8.25,230
8.333333333333334,231
8.416666666666666,233
8.5,234
8.583333333333334,234
8.666666666666666,243
8.75,244
8.833333333333334,243
8.916666666666666,241
9,250
9.083333333333334,248
9.166666666666666,251
9.25,247
9.333333333333334,251
9.416666666666666,252
9.5,255
9.583333333333334,258
9.666666666666666,258
9.75,260
9.833333333333334,262
9.916666666666666,262
10,264
10.083333333333334,264
10.166666666666666,262
10.25,264
10.333333333333334,270
10.416666666666666,264
10.5,271
10.583333333333334,266
10.666666666666666,264
10.75,267
10.833333333333334,270
10.916666666666666,268
11,273
11.083333333333334,272
11.166666666666666,279
11.25,276
11.333333333333334,279
11.416666666666666,284
11.5,285
11.583333333333334,284
11.666666666666666,282
11.75,283
11.833333333333334,288
11.916666666666666,287
12,290
12.083333333333334,292
12.166666666666666,295
12.25,296
12.333333333333334,294
12.416666666666666,296
12.5,294
12.583333333333334,296
12.666666666666666,301
12.75,300
12.833333333333334,301
12.916666666666666,297
13,297
13.083333333333334,301
13.166666666666666,302
13.25,301
13.333333333333334,307
13.416666666666666,306
13.5,307
13.583333333333334,306
13.666666666666666,308
13.75,307
13.833333333333334,308
13.916666666666666,310
14,313
14.083333333333334,309
14.166666666666666,314
14.25,310
14.333333333333334,311
14.416666666666666,313
14.5,312
14.583333333333334,319
14.666666666666666,318
14.75,315
14.833333333333334,313
14.916666666666666,318
15,317
15.083333333333334,323
15.166666666666666,323
15.25,327
15.333333333333334,324
15.416666666666666,325
15.5,325
15.583333333333334,325
15.666666666666666,328
15.75,333
15.833333333333334,330
15.916666666666666,337
16,333
16.083333333333332,338
16.166666666666668,330
16.25,336
16.333333333333332,338
16.416666666666668,340
16.5,341
16.583333333333332,344
16.666666666666668,337
16.75,339
16.833333333333332,345
16.916666666666668,341
17,345
17.083333333333332,347
17.166666666666668,348
17.25,346
17.333333333333332,348
17.416666666666668,348
17.5,346
17.583333333333332,345
17.666666666666668,350
17.75,349
17.833333333333332,349
17.916666666666668,350
18,349
18.083333333333332,347
18.166666666666668,353
18.25,349
18.333333333333332,352
18.416666666666668,357
18.5,354
18.583333333333332,349
18.666666666666668,357
18.75,356
18.833333333333332,359
18.916666666666668,361
19,361
19.083333333333332,356
19.166666666666668,352
19.25,359
19.333333333333332,358
19.416666666666668,360
19.5,356
19.583333333333332,359
19.666666666666668,362
19.75,362
19.833333333333332,360
19.916666666666668,358
20,358
20.083333333333332,359
20.166666666666668,363
20.25,365
20.333333333333332,363
20.416666666666668,364
20.5,365
20.583333333333332,366
20.666666666666668,362
20.75,361
20.833333333333332,369
20.916666666666668,360
21,362
21.083333333333332,367
21.166666666666668,366
21.25,373
21.333333333333332,365
21.416666666666668,371
21.5,365
21.583333333333332,372
21.666666666666668,367
21.75,368
21.833333333333332,367
21.916666666666668,370
22,368
22.083333333333332,371
22.166666666666668,366
22.25,371
22.333333333333332,371
22.416666666666668,365
22.5,376
22.583333333333332,371
22.666666666666668,368
22.75,371
22.833333333333332,372
22.916666666666668,375
23,378
23.083333333333332,374
23.166666666666668,370
23.25,370
23.333333333333332,372
23.416666666666668,378
23.5,380
23.583333333333332,376
23.666666666666668,376
23.75,375
23.833333333333332,374
23.916666666666668,381
24,370
24.083333333333332,375
24.166666666666668,376
24.25,377
24.333333333333332,377
24.416666666666668,376
24.5,374
24.583333333333332,372
24.666666666666668,380
24.75,376
24.833333333333332,371
24.916666666666668,379
25,382
25.083333333333332,376
25.166666666666668,383
25.25,376
25.333333333333332,380
25.416666666666668,381
25.5,376
25.583333333333332,380
25.666666666666668,381
25.75,378
25.833333333333332,380
25.916666666666668,382
26,377
26.083333333333332,384
26.166666666666668,379
26.25,381
26.333333333333332,383
26.416666666666668,381
26.5,384
26.583333333333332,382
26.666666666666668,383
26.75,390
26.833333333333332,383
26.916666666666668,386
27,383
27.083333333333332,390
27.166666666666668,384
27.25,385
27.333333333333332,388
27.416666666666668,388
27.5,390
27.583333333333332,386
27.666666666666668,384
27.75,382
27.833333333333332,383
27.916666666666668,387
28,384
28.083333333333332,391
28.166666666666668,388
28.25,388
28.333333333333332,389
28.416666666666668,388
28.5,387
28.583333333333332,390
28.666666666666668,383
28.75,389
28.833333333333332,386
28.916666666666668,388
29,391
29.083333333333332,385
29.166666666666668,391
29.25,392
29.333333333333332,388
29.416666666666668,391
29.5,391
29.583333333333332,391
29.666666666666668,387
29.75,387
