"Hours since thread went live","Tonari no Youkai-san - Episode 9 discussion"
12.5,101
12.583333333333334,103
12.666666666666666,97
12.75,100
12.833333333333334,98
12.916666666666666,106
13,100
13.083333333333334,104
13.166666666666666,102
13.25,100
13.333333333333334,103
13.416666666666666,105
13.5,99
13.583333333333334,108
13.666666666666666,105
13.75,101
13.833333333333334,101
13.916666666666666,108
14,103
14.083333333333334,102
14.166666666666666,106
14.25,107
14.333333333333334,105
14.416666666666666,106
14.5,103
14.583333333333334,109
14.666666666666666,106
14.75,105
14.833333333333334,104
14.916666666666666,106
15,103
15.083333333333334,104
15.166666666666666,103
15.25,110
15.333333333333334,108
15.416666666666666,106
15.5,108
15.583333333333334,106
15.666666666666666,108
15.75,109
15.833333333333334,106
15.916666666666666,106
16,108
16.083333333333332,112
16.166666666666668,110
16.25,108
16.333333333333332,108
16.416666666666668,114
16.5,109
16.583333333333332,115
16.666666666666668,113
16.75,109
16.833333333333332,111
16.916666666666668,112
17,114
17.083333333333332,113
17.166666666666668,115
17.25,115
17.333333333333332,117
17.416666666666668,120
17.5,113
17.583333333333332,115
17.666666666666668,117
17.75,116
17.833333333333332,114
17.916666666666668,120
18,121
18.083333333333332,119
18.166666666666668,118
18.25,119
18.333333333333332,117
18.416666666666668,121
18.5,120
18.583333333333332,119
18.666666666666668,118
18.75,115
18.833333333333332,120
18.916666666666668,116
19,117
19.083333333333332,117
19.166666666666668,123
19.25,122
19.333333333333332,122
19.416666666666668,117
19.5,123
19.583333333333332,120
19.666666666666668,125
19.75,125
19.833333333333332,123
19.916666666666668,124
20,123
20.083333333333332,119
20.166666666666668,120
20.25,124
20.333333333333332,119
20.416666666666668,122
20.5,119
20.583333333333332,124
20.666666666666668,124
20.75,125
20.833333333333332,123
20.916666666666668,126
21,126
21.083333333333332,125
21.166666666666668,121
21.25,120
21.333333333333332,120
21.416666666666668,123
21.5,121
21.583333333333332,125
21.666666666666668,128
21.75,126
21.833333333333332,123
21.916666666666668,130
22,127
22.083333333333332,125
22.166666666666668,125
22.25,129
22.333333333333332,124
22.416666666666668,127
22.5,126
22.583333333333332,130
22.666666666666668,129
22.75,125
22.833333333333332,129
22.916666666666668,131
23,129
23.083333333333332,128
23.166666666666668,127
23.25,126
23.333333333333332,131
23.416666666666668,128
23.5,128
23.583333333333332,126
23.666666666666668,130
23.75,129
23.833333333333332,130
23.916666666666668,128
24,127
24.083333333333332,125
24.166666666666668,128
24.25,126
24.333333333333332,127
24.416666666666668,126
24.5,127
24.583333333333332,125
24.666666666666668,127
24.75,128
24.833333333333332,130
24.916666666666668,133
25,131
25.083333333333332,127
25.166666666666668,131
25.25,130
25.333333333333332,133
25.416666666666668,129
25.5,129
25.583333333333332,132
25.666666666666668,130
25.75,130
25.833333333333332,131
25.916666666666668,132
26,132
26.083333333333332,130
26.166666666666668,130
26.25,134
26.333333333333332,136
26.416666666666668,129
26.5,132
26.583333333333332,134
26.666666666666668,129
26.75,134
26.833333333333332,131
26.916666666666668,132
27,134
27.083333333333332,130
27.166666666666668,134
27.25,136
27.333333333333332,133
27.416666666666668,130
27.5,135
27.583333333333332,135
27.666666666666668,135
27.75,137
27.833333333333332,134
27.916666666666668,138
28,134
28.083333333333332,132
28.166666666666668,137
28.25,132
28.333333333333332,137
28.416666666666668,136
28.5,136
28.583333333333332,135
28.666666666666668,138
28.75,135
28.833333333333332,137
28.916666666666668,138
29,135
29.083333333333332,134
29.166666666666668,136
29.25,138
29.333333333333332,132
29.416666666666668,133
29.5,138
29.583333333333332,133
29.666666666666668,139
29.75,137
29.916666666666668,134
30,135
30.083333333333332,136
30.166666666666668,136
