"Hours since thread went live","Nijiyon Animation Season 2 - Episode 9 discussion"
0,1
0,1
0.08333333333333333,3
0.16666666666666666,3
0.25,2
0.3333333333333333,2
0.4166666666666667,2
0.5,2
0.5833333333333334,2
0.6666666666666666,2
0.75,2
0.8333333333333334,3
0.9166666666666666,2
1,2
1.0833333333333333,2
1.1666666666666667,2
1.25,2
1.3333333333333333,2
1.4166666666666667,5
1.5,4
1.5833333333333333,5
1.6666666666666667,4
1.75,4
1.8333333333333333,5
1.9166666666666667,5
2,5
2.0833333333333335,4
2.1666666666666665,6
2.25,5
2.3333333333333335,6
2.4166666666666665,4
2.5,6
2.5833333333333335,7
2.6666666666666665,6
2.75,5
2.8333333333333335,5
2.9166666666666665,6
3,8
3.0833333333333335,7
3.1666666666666665,8
3.25,8
3.3333333333333335,9
3.4166666666666665,8
3.5,8
3.5833333333333335,9
3.6666666666666665,9
3.75,10
3.8333333333333335,11
3.9166666666666665,11
4,10
4.083333333333333,13
4.166666666666667,14
4.25,14
4.333333333333333,14
4.416666666666667,16
4.5,17
4.583333333333333,18
4.666666666666667,17
4.75,18
4.833333333333333,16
4.916666666666667,18
5,16
5.083333333333333,18
5.166666666666667,18
5.25,21
5.333333333333333,21
5.416666666666667,20
5.5,20
5.583333333333333,21
5.666666666666667,20
5.75,19
5.833333333333333,19
5.916666666666667,17
6,20
6.083333333333333,19
6.166666666666667,19
6.25,19
6.333333333333333,20
6.416666666666667,21
6.5,21
6.583333333333333,19
6.666666666666667,20
6.75,18
6.833333333333333,23
6.916666666666667,20
7,21
7.083333333333333,20
7.166666666666667,19
7.25,23
7.333333333333333,21
7.416666666666667,20
7.5,21
7.583333333333333,22
7.666666666666667,22
7.75,23
7.833333333333333,22
7.916666666666667,22
8,20
8.083333333333334,22
8.166666666666666,23
8.25,21
8.333333333333334,24
8.416666666666666,21
8.5,22
8.583333333333334,23
8.666666666666666,21
8.75,23
8.833333333333334,23
8.916666666666666,24
9,23
9.083333333333334,25
9.166666666666666,22
9.25,24
9.333333333333334,25
9.416666666666666,25
9.5,23
9.583333333333334,23
9.666666666666666,24
9.75,23
9.833333333333334,23
9.916666666666666,24
10,26
10.083333333333334,25
10.166666666666666,22
10.25,22
10.333333333333334,26
10.416666666666666,24
10.5,25
10.583333333333334,24
10.666666666666666,25
10.75,25
10.833333333333334,23
10.916666666666666,23
11,24
11.083333333333334,24
11.166666666666666,24
11.25,22
11.333333333333334,24
11.416666666666666,27
11.5,23
11.583333333333334,25
11.666666666666666,25
11.75,26
11.833333333333334,25
11.916666666666666,25
12,27
12.083333333333334,26
12.166666666666666,24
12.25,25
12.333333333333334,25
12.416666666666666,24
12.5,26
12.583333333333334,26
12.666666666666666,26
12.75,26
12.833333333333334,26
12.916666666666666,27
13,28
13.083333333333334,25
13.166666666666666,25
13.25,27
13.333333333333334,25
13.416666666666666,25
13.5,25
13.583333333333334,27
13.666666666666666,26
13.75,27
13.833333333333334,27
13.916666666666666,28
14,29
14.083333333333334,30
14.166666666666666,30
14.25,30
14.333333333333334,31
14.416666666666666,29
14.5,29
14.583333333333334,30
14.666666666666666,31
14.75,28
14.833333333333334,28
14.916666666666666,30
15,28
15.083333333333334,27
15.166666666666666,31
15.25,30
15.333333333333334,30
15.416666666666666,29
15.5,30
15.583333333333334,30
15.666666666666666,30
15.75,30
15.833333333333334,29
15.916666666666666,29
16,30
16.083333333333332,29
16.166666666666668,29
16.25,28
16.333333333333332,30
16.416666666666668,30
16.5,27
16.583333333333332,28
16.666666666666668,29
16.75,27
16.833333333333332,29
16.916666666666668,28
17,29
17.083333333333332,29
17.166666666666668,28
17.25,27
17.333333333333332,29
17.416666666666668,30
17.5,31
17.583333333333332,28
17.666666666666668,27
17.75,30
17.833333333333332,29
17.916666666666668,31
18,29
18.083333333333332,28
18.166666666666668,30
18.25,29
18.333333333333332,32
18.416666666666668,32
18.5,30
18.583333333333332,29
18.666666666666668,31
18.75,30
18.833333333333332,30
18.916666666666668,32
19,30
19.083333333333332,29
19.166666666666668,29
19.25,30
19.333333333333332,29
19.416666666666668,29
19.5,32
19.583333333333332,28
19.666666666666668,32
19.75,32
19.833333333333332,30
19.916666666666668,28
20,32
20.083333333333332,31
20.166666666666668,29
20.25,30
20.333333333333332,30
20.416666666666668,28
20.5,30
20.583333333333332,30
20.666666666666668,28
20.75,31
20.833333333333332,30
20.916666666666668,30
21,32
21.083333333333332,30
21.166666666666668,29
21.25,30
21.333333333333332,30
21.416666666666668,33
21.5,34
21.583333333333332,32
21.666666666666668,32
21.75,30
21.833333333333332,35
21.916666666666668,32
22,30
22.083333333333332,34
22.166666666666668,32
22.25,35
22.333333333333332,29
22.416666666666668,31
22.5,30
22.583333333333332,31
22.666666666666668,32
22.75,33
22.833333333333332,29
22.916666666666668,32
23,32
23.083333333333332,31
23.166666666666668,29
23.25,33
23.333333333333332,30
23.416666666666668,28
23.5,31
23.583333333333332,31
23.666666666666668,29
23.75,27
23.833333333333332,34
23.916666666666668,31
24,32
24.083333333333332,32
24.166666666666668,29
24.25,28
24.333333333333332,31
24.416666666666668,29
24.5,32
24.583333333333332,30
24.666666666666668,33
24.75,31
24.833333333333332,35
24.916666666666668,32
25,30
25.083333333333332,33
25.166666666666668,31
25.25,33
25.333333333333332,33
25.416666666666668,32
25.5,35
25.583333333333332,34
25.666666666666668,31
25.75,31
25.833333333333332,34
25.916666666666668,31
26,29
26.083333333333332,31
26.166666666666668,29
26.25,33
26.333333333333332,32
26.416666666666668,29
26.5,27
26.583333333333332,34
26.666666666666668,30
26.75,28
26.833333333333332,29
26.916666666666668,29
27,33
27.083333333333332,31
27.166666666666668,28
27.25,30
27.333333333333332,31
27.416666666666668,34
27.5,29
27.583333333333332,30
27.666666666666668,31
27.75,33
27.833333333333332,32
27.916666666666668,29
28,33
28.083333333333332,32
28.166666666666668,34
28.25,30
28.333333333333332,31
28.416666666666668,35
28.5,32
28.583333333333332,32
28.666666666666668,34
28.75,35
28.833333333333332,29
28.916666666666668,34
29,32
29.083333333333332,29
29.166666666666668,32
29.25,33
29.333333333333332,34
29.416666666666668,32
29.5,31
29.583333333333332,30
29.666666666666668,31
29.75,34
29.833333333333332,28
29.916666666666668,31
30,33
30.083333333333332,35
30.166666666666668,32
30.25,31
30.333333333333332,31
30.416666666666668,32
30.5,33
30.583333333333332,28
30.666666666666668,31
30.75,30
30.833333333333332,33
30.916666666666668,34
31,35
31.083333333333332,33
31.166666666666668,31
31.25,29
31.333333333333332,31
31.416666666666668,32
31.5,34
31.583333333333332,32
31.666666666666668,34
31.75,28
31.833333333333332,35
31.916666666666668,30
32,30
32.083333333333336,35
32.166666666666664,32
32.25,33
32.333333333333336,33
32.416666666666664,33
32.5,30
32.583333333333336,31
32.666666666666664,33
32.75,36
32.833333333333336,32
32.916666666666664,32
33,36
33.083333333333336,35
33.166666666666664,30
33.25,30
33.333333333333336,29
33.416666666666664,36
33.5,35
33.583333333333336,34
33.666666666666664,29
33.75,31
33.833333333333336,33
33.916666666666664,33
34,31
34.083333333333336,34
34.166666666666664,33
34.25,32
34.333333333333336,34
34.416666666666664,31
34.5,33
34.583333333333336,30
34.666666666666664,33
34.75,32
34.833333333333336,35
34.916666666666664,30
35,31
35.083333333333336,33
35.166666666666664,28
35.25,33
35.333333333333336,32
35.416666666666664,33
35.5,34
35.583333333333336,34
35.666666666666664,34
35.75,34
35.833333333333336,32
35.916666666666664,36
36,34
36.083333333333336,33
36.166666666666664,30
36.25,32
36.333333333333336,34
36.416666666666664,34
36.5,33
36.583333333333336,37
36.666666666666664,34
36.75,32
36.833333333333336,36
36.916666666666664,36
37,33
37.083333333333336,33
37.166666666666664,36
37.25,32
37.333333333333336,35
37.416666666666664,35
37.5,34
37.583333333333336,31
37.666666666666664,34
37.75,36
37.833333333333336,35
37.916666666666664,31
38,30
38.083333333333336,36
38.166666666666664,36
38.25,36
38.333333333333336,31
38.416666666666664,32
38.5,30
38.583333333333336,33
38.666666666666664,37
38.75,32
38.833333333333336,32
38.916666666666664,36
39,38
39.083333333333336,35
