"Hours since thread went live","Oi! Tonbo • Tonbo! - Episode 4 discussion"
0,1
0.08333333333333333,2
0.16666666666666666,2
0.25,2
0.3333333333333333,2
0.4166666666666667,3
0.5,4
0.5833333333333334,4
0.6666666666666666,7
0.75,8
0.8333333333333334,9
0.9166666666666666,10
1,9
1.0833333333333333,9
1.1666666666666667,9
1.25,11
1.3333333333333333,11
1.4166666666666667,11
1.5,12
1.5833333333333333,12
1.6666666666666667,15
1.75,14
1.8333333333333333,15
1.9166666666666667,15
2,16
2.0833333333333335,15
2.1666666666666665,17
2.25,15
2.3333333333333335,16
2.4166666666666665,18
2.5,19
2.5833333333333335,18
2.6666666666666665,17
2.75,17
2.8333333333333335,17
2.9166666666666665,18
3,17
3.0833333333333335,19
3.1666666666666665,19
3.25,20
3.3333333333333335,18
3.4166666666666665,19
3.5,19
3.5833333333333335,21
3.6666666666666665,21
3.75,19
3.8333333333333335,19
3.9166666666666665,20
4,21
4.083333333333333,21
4.166666666666667,22
4.25,21
4.333333333333333,22
4.416666666666667,22
4.5,22
4.583333333333333,24
4.666666666666667,24
4.75,25
4.833333333333333,26
4.916666666666667,27
5,29
5.083333333333333,28
5.166666666666667,29
5.25,29
5.333333333333333,29
5.416666666666667,29
5.5,30
5.583333333333333,30
5.666666666666667,31
5.75,29
5.833333333333333,28
5.916666666666667,27
6,29
6.083333333333333,28
6.166666666666667,30
6.25,28
6.333333333333333,30
6.416666666666667,28
6.5,31
6.583333333333333,33
6.666666666666667,35
6.75,31
6.833333333333333,33
6.916666666666667,33
7,33
7.083333333333333,33
7.166666666666667,33
7.25,36
7.333333333333333,31
7.416666666666667,33
7.5,35
7.583333333333333,33
7.666666666666667,35
7.75,38
7.833333333333333,36
7.916666666666667,37
8,37
8.083333333333334,38
8.166666666666666,37
8.25,37
8.333333333333334,35
8.416666666666666,39
8.5,40
8.583333333333334,39
8.666666666666666,40
8.75,40
8.833333333333334,38
8.916666666666666,40
9,41
9.083333333333334,39
9.166666666666666,37
9.25,40
9.333333333333334,38
9.416666666666666,38
9.5,43
9.583333333333334,40
9.666666666666666,41
9.75,41
9.833333333333334,39
9.916666666666666,38
10,42
10.083333333333334,40
10.166666666666666,41
10.25,44
10.333333333333334,46
10.416666666666666,44
10.5,44
10.583333333333334,42
10.666666666666666,44
10.75,44
10.833333333333334,42
10.916666666666666,43
11,43
11.083333333333334,46
11.166666666666666,45
11.25,43
11.333333333333334,45
11.416666666666666,44
11.5,46
11.583333333333334,45
11.666666666666666,45
11.75,45
11.833333333333334,44
11.916666666666666,42
12,45
12.083333333333334,47
12.166666666666666,44
12.25,44
12.333333333333334,45
12.416666666666666,47
12.5,50
12.583333333333334,48
12.666666666666666,50
12.75,53
12.833333333333334,49
12.916666666666666,54
13,53
13.083333333333334,48
13.166666666666666,52
13.25,54
13.333333333333334,49
13.416666666666666,50
13.5,55
13.583333333333334,50
13.666666666666666,50
13.75,52
13.833333333333334,54
13.916666666666666,56
14,58
14.083333333333334,58
14.166666666666666,61
14.25,61
14.333333333333334,55
14.416666666666666,56
14.5,58
14.583333333333334,59
14.666666666666666,58
14.75,57
14.833333333333334,58
14.916666666666666,61
15,58
15.083333333333334,59
15.166666666666666,58
15.25,59
15.333333333333334,59
15.416666666666666,61
15.5,57
15.583333333333334,62
15.666666666666666,60
15.75,60
15.833333333333334,59
15.916666666666666,64
16,59
16.083333333333332,61
16.166666666666668,60
16.25,59
16.333333333333332,59
16.416666666666668,58
16.5,61
16.583333333333332,58
16.666666666666668,60
16.75,58
16.833333333333332,61
16.916666666666668,57
17,59
17.083333333333332,60
17.166666666666668,56
17.25,61
17.333333333333332,58
17.416666666666668,59
17.5,58
17.583333333333332,66
17.666666666666668,60
17.75,62
17.833333333333332,63
17.916666666666668,61
18,62
18.083333333333332,62
18.166666666666668,62
18.25,60
18.333333333333332,65
18.416666666666668,64
18.5,64
18.583333333333332,63
18.666666666666668,64
18.75,62
18.833333333333332,62
18.916666666666668,62
19,67
19.083333333333332,65
19.166666666666668,63
19.25,67
19.333333333333332,66
19.416666666666668,66
19.5,69
19.583333333333332,66
19.666666666666668,68
19.75,65
19.833333333333332,67
19.916666666666668,69
20,69
20.083333333333332,66
20.166666666666668,65
20.25,66
20.333333333333332,70
20.416666666666668,70
20.5,67
20.583333333333332,69
20.666666666666668,70
20.75,74
20.833333333333332,72
20.916666666666668,71
21,70
21.083333333333332,71
21.166666666666668,73
21.25,72
21.333333333333332,71
21.416666666666668,67
21.5,71
21.583333333333332,67
21.666666666666668,73
21.75,73
