"Hours since thread went live","Shingeki no Kyojin: The Final Season Part 2 - Episode 78 discussion"
0,4
0.08333333333333333,15
0.16666666666666666,42
0.25,66
0.3333333333333333,113
0.4166666666666667,155
0.5,195
0.5833333333333334,248
0.6666666666666666,292
0.75,336
0.8333333333333334,371
0.9166666666666666,419
1,478
1.0833333333333333,547
1.1666666666666667,616
1.25,692
1.3333333333333333,765
1.4166666666666667,864
1.5,969
1.5833333333333333,1045
1.6666666666666667,1132
1.75,1223
1.8333333333333333,1301
1.9166666666666667,1375
2,1451
2.0833333333333335,1544
2.1666666666666665,1626
2.25,1697
2.3333333333333335,1780
2.4166666666666665,1854
2.5,1943
2.5833333333333335,2017
2.6666666666666665,2103
2.75,2170
2.8333333333333335,2251
2.9166666666666665,2357
3,2450
3.0833333333333335,2538
3.1666666666666665,2618
3.25,2704
3.3333333333333335,2779
3.4166666666666665,2870
3.5,2950
3.5833333333333335,3057
3.6666666666666665,3142
3.75,3247
3.8333333333333335,3321
3.9166666666666665,3448
4,3602
4.083333333333333,3777
4.166666666666667,3943
4.25,4103
4.333333333333333,4224
4.416666666666667,4333
4.5,4441
4.583333333333333,4577
4.666666666666667,4719
4.75,4805
4.833333333333333,4895
4.916666666666667,5005
5,5085
5.083333333333333,5190
5.166666666666667,5293
5.25,5394
5.333333333333333,5488
5.416666666666667,5562
5.5,5645
5.583333333333333,5712
5.666666666666667,5786
5.75,5852
5.833333333333333,5929
5.916666666666667,6003
6,6085
6.083333333333333,6177
6.166666666666667,6236
6.25,6322
6.333333333333333,6377
6.416666666666667,6452
6.5,6543
6.583333333333333,6612
6.666666666666667,6687
6.75,6745
6.833333333333333,6827
6.916666666666667,6902
7,6970
7.083333333333333,7050
7.166666666666667,7121
7.25,7175
7.333333333333333,7233
7.416666666666667,7301
7.5,7360
7.583333333333333,7426
7.666666666666667,7492
7.75,7557
7.833333333333333,7615
7.916666666666667,7664
8,7718
8.083333333333334,7773
8.166666666666666,7826
8.25,7877
8.333333333333334,7938
8.416666666666666,7997
8.5,8044
8.583333333333334,8100
8.666666666666666,8162
8.75,8199
8.833333333333334,8238
8.916666666666666,8290
9,8337
9.083333333333334,8381
9.166666666666666,8449
9.25,8478
9.333333333333334,8536
9.416666666666666,8583
9.5,8629
9.583333333333334,8664
9.666666666666666,8701
9.75,8748
9.833333333333334,8784
9.916666666666666,8821
10,8863
10.083333333333334,8897
10.166666666666666,8953
10.25,9002
10.333333333333334,9046
10.416666666666666,9095
10.5,9152
10.583333333333334,9194
10.666666666666666,9230
10.75,9261
10.833333333333334,9319
10.916666666666666,9360
11,9396
11.083333333333334,9446
11.166666666666666,9479
11.25,9523
11.333333333333334,9557
11.416666666666666,9614
11.5,9652
11.583333333333334,9700
11.666666666666666,9741
11.75,9795
11.833333333333334,9833
11.916666666666666,9883
12,9933
12.083333333333334,9960
12.166666666666666,10000
12.25,10047
12.333333333333334,10086
12.416666666666666,10110
12.5,10145
12.583333333333334,10178
12.666666666666666,10211
12.75,10254
12.833333333333334,10295
12.916666666666666,10327
13,10368
13.083333333333334,10396
13.166666666666666,10439
13.25,10481
13.333333333333334,10525
13.416666666666666,10565
13.5,10606
13.583333333333334,10651
13.666666666666666,10672
13.75,10691
13.833333333333334,10720
13.916666666666666,10750
14,10791
14.083333333333334,10829
14.166666666666666,10867
14.25,10888
14.333333333333334,10913
14.416666666666666,10944
14.5,10965
14.583333333333334,10994
14.666666666666666,11037
14.75,11062
14.833333333333334,11086
14.916666666666666,11111
15,11134
15.083333333333334,11171
15.166666666666666,11184
15.25,11217
15.333333333333334,11247
15.416666666666666,11263
15.5,11281
15.583333333333334,11302
15.666666666666666,11321
15.75,11345
15.833333333333334,11370
15.916666666666666,11382
16,11408
