"Hours since thread went live","Spy x Family Season 2 - Episode 8 discussion"
11.75,1530
11.833333333333334,1536
11.916666666666666,1541
12,1553
12.083333333333334,1554
12.166666666666666,1562
12.25,1566
12.333333333333334,1575
12.416666666666666,1579
12.5,1577
12.583333333333334,1581
12.666666666666666,1592
12.75,1593
12.833333333333334,1598
12.916666666666666,1598
13,1602
13.083333333333334,1609
13.166666666666666,1622
13.25,1617
13.333333333333334,1618
13.416666666666666,1632
13.5,1631
13.583333333333334,1639
13.666666666666666,1645
13.75,1651
13.833333333333334,1667
13.916666666666666,1673
14,1670
14.083333333333334,1676
14.166666666666666,1678
14.25,1683
14.333333333333334,1685
14.416666666666666,1691
14.5,1695
14.583333333333334,1697
14.666666666666666,1709
14.75,1708
14.833333333333334,1706
14.916666666666666,1711
15,1711
15.083333333333334,1717
15.166666666666666,1719
15.25,1725
15.333333333333334,1728
15.416666666666666,1728
15.5,1739
15.583333333333334,1738
15.666666666666666,1740
15.75,1743
15.833333333333334,1754
15.916666666666666,1756
16,1758
16.083333333333332,1765
16.166666666666668,1766
16.25,1771
16.333333333333332,1779
16.416666666666668,1780
16.5,1776
16.583333333333332,1783
16.666666666666668,1784
16.75,1788
16.833333333333332,1789
16.916666666666668,1793
17,1799
17.083333333333332,1802
17.166666666666668,1807
17.25,1808
17.333333333333332,1809
17.416666666666668,1814
17.5,1814
17.583333333333332,1821
17.666666666666668,1829
17.75,1830
17.833333333333332,1836
17.916666666666668,1839
18,1835
18.083333333333332,1849
18.166666666666668,1848
18.25,1853
18.333333333333332,1850
18.416666666666668,1860
18.5,1863
18.583333333333332,1864
18.666666666666668,1866
18.75,1862
18.833333333333332,1870
18.916666666666668,1870
19,1872
19.083333333333332,1869
19.166666666666668,1873
19.25,1878
19.333333333333332,1880
19.416666666666668,1882
19.5,1881
19.583333333333332,1881
19.666666666666668,1883
19.75,1886
19.833333333333332,1884
19.916666666666668,1893
20,1892
20.083333333333332,1889
20.166666666666668,1899
20.25,1899
20.333333333333332,1897
20.416666666666668,1906
20.5,1900
20.583333333333332,1908
20.666666666666668,1908
20.75,1911
20.833333333333332,1914
20.916666666666668,1913
21,1906
21.083333333333332,1908
21.166666666666668,1922
21.25,1913
21.333333333333332,1920
21.416666666666668,1923
21.5,1921
21.583333333333332,1923
21.666666666666668,1923
21.75,1931
21.833333333333332,1930
21.916666666666668,1934
22,1942
22.083333333333332,1946
22.166666666666668,1944
22.25,1943
22.333333333333332,1944
22.416666666666668,1942
22.5,1945
22.583333333333332,1945
22.666666666666668,1949
22.75,1948
22.833333333333332,1957
22.916666666666668,1959
23,1958
23.083333333333332,1968
23.166666666666668,1961
23.25,1961
23.333333333333332,1968
23.416666666666668,1968
23.5,1967
23.583333333333332,1977
23.666666666666668,1971
23.75,1977
23.833333333333332,1983
23.916666666666668,1976
24,1989
24.083333333333332,1983
24.166666666666668,1989
24.25,1993
24.333333333333332,1988
24.416666666666668,1993
24.5,1993
24.583333333333332,2004
24.666666666666668,2006
24.75,1999
24.833333333333332,2004
24.916666666666668,2003
25,2006
25.083333333333332,2006
25.166666666666668,2009
25.25,2006
25.333333333333332,2011
25.416666666666668,2010
25.5,2018
25.583333333333332,2013
25.666666666666668,2019
25.75,2010
25.833333333333332,2022
25.916666666666668,2018
26,2021
26.083333333333332,2032
26.166666666666668,2025
26.25,2031
26.333333333333332,2028
26.416666666666668,2027
26.5,2032
26.583333333333332,2033
26.666666666666668,2039
26.75,2039
26.833333333333332,2043
26.916666666666668,2043
27,2041
27.083333333333332,2038
27.166666666666668,2042
27.25,2040
27.333333333333332,2046
27.416666666666668,2045
27.5,2045
27.583333333333332,2054
27.666666666666668,2058
27.75,2051
27.833333333333332,2055
27.916666666666668,2060
28,2059
28.083333333333332,2062
28.166666666666668,2063
28.25,2065
28.333333333333332,2068
28.416666666666668,2071
28.5,2067
28.583333333333332,2066
28.666666666666668,2070
28.75,2068
28.833333333333332,2068
28.916666666666668,2068
29,2073
29.083333333333332,2078
29.166666666666668,2072
29.25,2073
29.333333333333332,2076
29.416666666666668,2076
29.5,2073
29.583333333333332,2083
29.666666666666668,2086
29.75,2088
29.833333333333332,2087
29.916666666666668,2085
30,2096
30.083333333333332,2096
30.166666666666668,2091
30.25,2093
30.333333333333332,2095
30.416666666666668,2100
30.5,2100
30.583333333333332,2101
30.666666666666668,2097
30.75,2105
30.833333333333332,2103
30.916666666666668,2109
31,2105
31.083333333333332,2108
31.166666666666668,2112
31.25,2120
31.333333333333332,2114
31.416666666666668,2118
31.5,2109
31.583333333333332,2118
31.666666666666668,2118
31.75,2122
31.833333333333332,2115
31.916666666666668,2117
32,2123
32.083333333333336,2119
32.166666666666664,2128
32.25,2121
32.333333333333336,2122
32.416666666666664,2122
32.5,2123
32.583333333333336,2123
32.666666666666664,2125
32.75,2122
32.833333333333336,2128
32.916666666666664,2124
33,2133
33.083333333333336,2127
33.166666666666664,2136
33.25,2128
33.333333333333336,2133
33.416666666666664,2130
33.5,2131
33.583333333333336,2139
33.666666666666664,2134
33.75,2141
33.833333333333336,2142
33.916666666666664,2140
34,2141
34.083333333333336,2143
34.166666666666664,2144
34.25,2141
34.333333333333336,2145
34.416666666666664,2147
34.5,2144
34.583333333333336,2144
34.666666666666664,2146
34.75,2151
34.833333333333336,2147
34.916666666666664,2147
35,2150
35.083333333333336,2156
35.166666666666664,2149
35.25,2155
35.333333333333336,2155
35.416666666666664,2156
35.5,2160
35.583333333333336,2154
35.666666666666664,2160
35.75,2159
35.833333333333336,2161
35.916666666666664,2163
36,2161
36.083333333333336,2159
36.166666666666664,2161
36.25,2156
36.333333333333336,2161
36.416666666666664,2164
36.5,2167
36.583333333333336,2168
36.666666666666664,2170
36.75,2171
36.833333333333336,2172
36.916666666666664,2175
37,2169
37.083333333333336,2171
37.166666666666664,2175
37.25,2176
37.333333333333336,2179
37.416666666666664,2181
37.5,2176
37.583333333333336,2180
37.666666666666664,2180
37.75,2185
37.833333333333336,2182
37.916666666666664,2186
38,2187
38.083333333333336,2182
38.166666666666664,2189
38.25,2196
38.333333333333336,2197
38.416666666666664,2187
38.5,2188
38.583333333333336,2192
38.666666666666664,2197
38.75,2189
38.833333333333336,2193
38.916666666666664,2193
39,2195
39.083333333333336,2201
39.166666666666664,2195
39.25,2203
39.333333333333336,2199
39.416666666666664,2202
39.5,2199
39.583333333333336,2198
39.666666666666664,2199
39.75,2204
39.833333333333336,2206
39.916666666666664,2205
40,2204
40.083333333333336,2204
40.166666666666664,2197
40.25,2201
40.333333333333336,2207
40.416666666666664,2203
40.5,2205
40.583333333333336,2205
40.666666666666664,2206
40.75,2205
40.833333333333336,2203
40.916666666666664,2209
41,2212
41.083333333333336,2208
41.166666666666664,2215
41.25,2209
41.333333333333336,2209
41.416666666666664,2209
41.5,2210
41.583333333333336,2215
41.666666666666664,2211
41.75,2211
41.833333333333336,2210
41.916666666666664,2219
42,2216
42.083333333333336,2212
42.166666666666664,2220
42.25,2217
42.333333333333336,2217
42.416666666666664,2215
42.5,2216
42.583333333333336,2223
42.666666666666664,2216
42.75,2219
42.833333333333336,2224
42.916666666666664,2221
43,2215
43.083333333333336,2221
43.166666666666664,2224
43.25,2223
43.333333333333336,2224
43.416666666666664,2218
43.5,2217
43.583333333333336,2219
43.666666666666664,2225
43.75,2216
43.833333333333336,2224
43.916666666666664,2217
44,2214
44.083333333333336,2220
44.166666666666664,2218
44.25,2220
44.333333333333336,2222
44.416666666666664,2215
44.5,2222
44.583333333333336,2220
44.666666666666664,2220
44.75,2226
44.833333333333336,2221
44.916666666666664,2226
45,2222
45.083333333333336,2228
45.166666666666664,2230
45.25,2229
45.333333333333336,2225
45.416666666666664,2230
45.5,2230
45.583333333333336,2229
45.666666666666664,2228
45.75,2223
45.833333333333336,2227
45.916666666666664,2227
46,2224
46.083333333333336,2227
46.166666666666664,2225
46.25,2231
46.333333333333336,2227
46.416666666666664,2224
46.5,2230
46.583333333333336,2230
46.666666666666664,2231
46.75,2228
46.833333333333336,2228
46.916666666666664,2224
47,2223
47.083333333333336,2232
47.166666666666664,2227
47.25,2227
47.333333333333336,2235
47.416666666666664,2229
47.5,2226
47.583333333333336,2233
47.666666666666664,2230
47.75,2231
47.833333333333336,2231
