"Hours since thread went live","Seiyuu Radio no Uraomote • The Many Sides of Voice Actor Radio - Episode 2 discussion"
27.5,426
27.583333333333332,434
27.666666666666668,435
27.75,434
27.833333333333332,434
28,435
28,433
28.083333333333332,438
28.166666666666668,428
28.25,431
28.333333333333332,436
28.416666666666668,437
28.5,437
28.583333333333332,435
28.666666666666668,439
28.75,436
28.833333333333332,437
29,431
29,434
29.083333333333332,435
29.166666666666668,435
29.25,436
29.333333333333332,442
29.416666666666668,430
29.5,435
29.583333333333332,433
29.666666666666668,440
29.75,441
29.833333333333332,437
30,434
30,435
30.083333333333332,437
30.166666666666668,435
30.25,441
30.333333333333332,436
30.5,436
30.5,438
30.583333333333332,436
30.666666666666668,436
30.75,432
30.833333333333332,434
31,440
31,432
31.083333333333332,435
31.166666666666668,438
31.25,439
31.333333333333332,437
31.416666666666668,437
31.5,437
31.583333333333332,438
31.666666666666668,439
31.75,440
31.833333333333332,443
32,441
32,442
32.083333333333336,440
32.166666666666664,438
32.25,443
32.333333333333336,448
32.416666666666664,441
32.5,445
32.583333333333336,448
32.666666666666664,445
32.75,443
32.833333333333336,440
33,440
33,442
33.083333333333336,442
33.166666666666664,447
33.25,441
33.333333333333336,448
33.416666666666664,443
33.5,444
33.583333333333336,444
33.666666666666664,445
33.833333333333336,446
33.833333333333336,442
34,448
34,440
34.083333333333336,442
34.166666666666664,442
34.25,439
34.333333333333336,452
34.416666666666664,446
34.5,446
34.583333333333336,447
34.666666666666664,445
34.833333333333336,441
34.833333333333336,449
35,445
35,446
35.083333333333336,446
35.166666666666664,445
35.25,445
35.333333333333336,445
35.416666666666664,445
35.5,445
35.583333333333336,447
35.666666666666664,447
35.75,448
35.833333333333336,448
36,446
36,447
36.083333333333336,449
36.166666666666664,449
36.25,451
36.333333333333336,443
36.416666666666664,449
36.5,448
36.583333333333336,447
36.666666666666664,447
36.75,443
36.833333333333336,448
37,453
37,444
37.083333333333336,448
37.166666666666664,446
37.25,454
37.333333333333336,451
37.416666666666664,451
37.5,450
37.583333333333336,450
37.666666666666664,452
37.75,444
37.833333333333336,453
38,444
38,445
38.083333333333336,446
38.166666666666664,446
38.25,443
38.333333333333336,449
38.416666666666664,448
38.5,450
38.583333333333336,454
38.666666666666664,451
38.75,449
38.833333333333336,454
38.916666666666664,446
39,454
39.083333333333336,453
39.166666666666664,453
39.25,448
39.333333333333336,455
39.416666666666664,453
39.5,454
39.583333333333336,453
39.666666666666664,456
39.75,452
39.833333333333336,456
40,453
40,453
40.083333333333336,457
40.166666666666664,451
40.25,456
40.333333333333336,453
40.416666666666664,457
40.5,459
40.583333333333336,450
40.666666666666664,456
40.75,451
40.833333333333336,451
41,455
41,453
41.083333333333336,455
41.166666666666664,454
41.25,458
41.333333333333336,454
41.416666666666664,451
41.5,454
41.583333333333336,453
41.666666666666664,453
41.75,452
41.833333333333336,455
42,448
42,454
42.083333333333336,449
42.166666666666664,451
42.25,458
42.333333333333336,456
42.416666666666664,455
42.5,448
42.583333333333336,455
42.666666666666664,458
42.75,449
42.833333333333336,458
42.916666666666664,456
43,455
43.083333333333336,453
43.166666666666664,455
43.25,453
43.333333333333336,455
43.416666666666664,453
43.5,452
43.583333333333336,456
43.666666666666664,452
43.75,453
43.833333333333336,454
44,459
44,457
44.083333333333336,454
44.166666666666664,459
44.25,456
44.333333333333336,453
44.416666666666664,461
44.5,457
44.583333333333336,456
44.666666666666664,449
44.75,457
44.833333333333336,453
44.916666666666664,458
45,456
45.083333333333336,452
45.166666666666664,450
45.25,453
45.333333333333336,454
45.416666666666664,450
45.5,460
45.583333333333336,453
45.666666666666664,455
45.75,457
45.833333333333336,453
46,456
46,452
46.083333333333336,456
46.166666666666664,457
46.25,458
46.333333333333336,459
46.5,453
46.5,450
46.583333333333336,458
46.666666666666664,459
46.75,456
46.833333333333336,458
47,453
47,459
47.083333333333336,452
47.166666666666664,450
47.25,453
47.333333333333336,454
47.416666666666664,455
47.5,454
47.583333333333336,453
47.666666666666664,455
47.75,461
47.833333333333336,454
48,454
