"Hours since thread went live","Seiyuu Radio no Uraomote • The Many Sides of Voice Actor Radio - Episode 2 discussion"
0,2
0,4
0.08333333333333333,6
0.16666666666666666,6
0.25,9
0.3333333333333333,12
0.4166666666666667,13
0.5,17
0.5833333333333334,20
0.6666666666666666,23
0.75,26
0.8333333333333334,33
1,37
1,37
1.0833333333333333,39
1.1666666666666667,43
1.25,44
1.3333333333333333,49
1.4166666666666667,52
1.5,55
1.5833333333333333,59
1.6666666666666667,65
1.75,69
1.8333333333333333,73
2,77
2,76
2.0833333333333335,80
2.1666666666666665,83
2.25,89
2.3333333333333335,89
2.4166666666666665,90
2.5,92
2.5833333333333335,94
2.6666666666666665,99
2.75,100
2.8333333333333335,104
3,105
3,106
3.0833333333333335,113
3.1666666666666665,114
3.25,116
3.3333333333333335,118
3.4166666666666665,116
3.5,124
3.5833333333333335,122
3.6666666666666665,125
3.75,127
3.8333333333333335,134
3.9166666666666665,138
4,141
4.083333333333333,142
4.166666666666667,143
4.25,146
4.333333333333333,150
4.416666666666667,158
4.5,161
4.583333333333333,164
4.666666666666667,164
4.75,167
4.833333333333333,173
5,171
5,175
5.083333333333333,179
5.166666666666667,185
5.25,181
5.333333333333333,185
5.416666666666667,187
5.5,193
5.583333333333333,189
5.666666666666667,192
5.75,193
5.833333333333333,202
6,204
6,205
6.083333333333333,204
6.166666666666667,206
6.25,212
6.333333333333333,213
6.416666666666667,213
6.5,218
6.583333333333333,219
6.666666666666667,219
6.75,222
6.833333333333333,224
6.916666666666667,226
7,229
7.083333333333333,231
7.166666666666667,237
7.25,233
7.333333333333333,234
7.416666666666667,238
7.5,242
7.583333333333333,245
7.666666666666667,244
7.75,243
7.833333333333333,251
8,249
8,252
8.083333333333334,248
8.166666666666666,252
8.25,256
8.333333333333334,254
8.416666666666666,257
8.5,260
8.583333333333334,258
8.666666666666666,262
8.75,263
8.833333333333334,269
9,269
9,274
9.083333333333334,273
9.166666666666666,275
9.25,274
9.333333333333334,278
9.416666666666666,277
9.5,285
9.583333333333334,284
9.666666666666666,290
9.75,287
9.833333333333334,290
9.916666666666666,287
10,292
10.083333333333334,291
10.166666666666666,294
10.25,300
10.333333333333334,302
10.416666666666666,302
10.5,301
10.583333333333334,305
10.666666666666666,301
10.75,301
10.833333333333334,301
10.916666666666666,305
11,306
11.083333333333334,304
11.166666666666666,306
11.25,306
11.333333333333334,313
11.416666666666666,309
11.5,307
11.583333333333334,313
11.666666666666666,314
11.75,314
11.833333333333334,325
12,321
12,329
12.083333333333334,325
12.166666666666666,331
12.25,324
12.333333333333334,327
12.416666666666666,333
12.5,330
12.583333333333334,328
12.666666666666666,333
12.75,335
12.833333333333334,339
12.916666666666666,336
13,343
13.083333333333334,341
13.166666666666666,342
13.25,338
13.333333333333334,337
13.416666666666666,345
13.5,345
13.583333333333334,347
13.666666666666666,344
13.75,351
13.833333333333334,346
13.916666666666666,353
14,354
14.083333333333334,356
14.166666666666666,356
14.25,353
14.333333333333334,361
14.416666666666666,362
14.5,358
14.583333333333334,355
14.666666666666666,360
14.75,361
14.833333333333334,359
14.916666666666666,368
15,369
15.083333333333334,360
15.166666666666666,361
15.25,364
15.333333333333334,371
15.416666666666666,363
15.5,366
15.583333333333334,369
15.666666666666666,364
15.75,366
15.833333333333334,367
15.916666666666666,371
16,371
16.083333333333332,370
16.166666666666668,376
16.25,378
16.333333333333332,373
16.416666666666668,378
16.5,370
16.583333333333332,372
16.666666666666668,375
16.75,373
16.833333333333332,377
16.916666666666668,375
17,377
17.083333333333332,376
17.166666666666668,385
17.25,377
17.333333333333332,383
17.416666666666668,380
17.5,385
17.583333333333332,388
17.666666666666668,380
17.75,383
17.833333333333332,387
17.916666666666668,383
18,392
18.083333333333332,387
18.166666666666668,389
18.25,391
18.333333333333332,390
18.416666666666668,396
18.5,392
18.583333333333332,398
18.666666666666668,395
18.75,399
18.833333333333332,393
18.916666666666668,401
19,401
19.083333333333332,400
19.166666666666668,402
19.25,401
19.333333333333332,401
19.416666666666668,404
19.5,409
19.583333333333332,411
19.666666666666668,409
19.75,411
19.833333333333332,411
20,408
20,415
20.083333333333332,413
20.166666666666668,409
20.25,408
20.333333333333332,408
20.416666666666668,413
20.5,412
20.583333333333332,408
20.666666666666668,412
20.75,412
20.833333333333332,414
20.916666666666668,415
21,419
21.083333333333332,415
21.166666666666668,416
21.25,412
21.333333333333332,416
21.416666666666668,415
21.5,409
21.583333333333332,418
21.666666666666668,415
21.75,416
21.833333333333332,417
22,420
22,418
22.083333333333332,425
22.166666666666668,414
22.25,424
22.333333333333332,423
22.416666666666668,421
22.5,425
22.583333333333332,423
22.666666666666668,424
22.75,423
22.833333333333332,429
22.916666666666668,424
23,425
23.083333333333332,421
23.166666666666668,429
23.25,422
23.333333333333332,421
23.416666666666668,421
23.5,421
23.583333333333332,422
23.666666666666668,428
23.75,424
23.833333333333332,427
24,425
24,424
24.083333333333332,428
24.166666666666668,421
24.25,421
24.333333333333332,420
24.416666666666668,426
24.5,430
24.583333333333332,421
24.666666666666668,427
24.75,431
24.833333333333332,427
25,423
25,429
25.083333333333332,427
25.166666666666668,426
25.25,428
25.333333333333332,429
25.416666666666668,426
25.5,426
25.583333333333332,428
25.666666666666668,426
25.75,426
25.833333333333332,433
25.916666666666668,433
26,432
26.083333333333332,436
26.166666666666668,434
26.25,434
26.333333333333332,429
26.416666666666668,430
26.5,427
26.583333333333332,434
26.666666666666668,429
26.75,429
26.833333333333332,431
27,429
27,435
27.083333333333332,432
27.166666666666668,433
27.25,425
27.333333333333332,429
27.416666666666668,435
