"Hours since thread went live","Mashle: Magic and Muscles Season 2 - Episode 10 discussion"
0,3
0,5
0.08333333333333333,9
0.16666666666666666,17
0.25,21
0.3333333333333333,30
0.4166666666666667,40
0.5,50
0.5833333333333334,55
0.6666666666666666,60
0.75,67
0.8333333333333334,73
0.9166666666666666,84
1,91
1.0833333333333333,95
1.1666666666666667,104
1.25,113
1.3333333333333333,120
1.4166666666666667,124
1.5,131
1.5833333333333333,140
1.6666666666666667,143
1.75,154
1.8333333333333333,159
1.9166666666666667,171
2,176
2.0833333333333335,178
2.1666666666666665,184
2.25,187
2.3333333333333335,194
2.4166666666666665,200
2.5,200
2.5833333333333335,210
2.6666666666666665,218
2.75,217
2.8333333333333335,223
2.9166666666666665,229
3,233
3.0833333333333335,239
3.1666666666666665,244
3.25,250
3.3333333333333335,251
3.4166666666666665,254
3.5,264
3.5833333333333335,276
3.6666666666666665,276
3.75,276
3.8333333333333335,286
3.9166666666666665,290
4,294
4.083333333333333,304
4.166666666666667,309
4.25,311
4.333333333333333,314
4.416666666666667,315
4.5,315
4.583333333333333,327
4.666666666666667,331
4.75,337
4.833333333333333,339
4.916666666666667,340
5,345
5.083333333333333,345
5.166666666666667,354
5.25,354
5.333333333333333,366
5.416666666666667,366
5.5,368
5.583333333333333,373
5.666666666666667,371
5.75,382
5.833333333333333,384
5.916666666666667,399
6,396
6.083333333333333,404
6.166666666666667,407
6.25,412
6.333333333333333,413
6.416666666666667,425
6.5,423
6.583333333333333,423
6.666666666666667,424
6.75,432
6.833333333333333,438
6.916666666666667,440
7,447
7.083333333333333,445
7.166666666666667,452
7.25,451
7.333333333333333,465
7.416666666666667,474
7.5,471
7.583333333333333,477
7.666666666666667,472
7.75,480
7.833333333333333,487
7.916666666666667,484
8,483
8.083333333333334,492
8.166666666666666,498
8.25,499
8.333333333333334,503
8.416666666666666,500
8.5,505
8.583333333333334,512
8.666666666666666,518
8.75,514
8.833333333333334,517
8.916666666666666,524
9,530
9.083333333333334,533
9.166666666666666,543
9.25,540
9.333333333333334,542
9.416666666666666,548
9.5,551
9.583333333333334,550
9.666666666666666,551
9.75,555
9.833333333333334,559
9.916666666666666,555
10,555
10.083333333333334,555
10.166666666666666,561
10.25,565
10.333333333333334,566
10.416666666666666,565
10.5,567
10.583333333333334,570
10.666666666666666,577
10.75,573
10.833333333333334,576
10.916666666666666,585
11,582
11.083333333333334,589
11.166666666666666,587
11.25,595
11.333333333333334,592
11.416666666666666,591
11.5,595
11.583333333333334,597
11.666666666666666,601
11.75,603
11.833333333333334,600
11.916666666666666,611
12,607
12.083333333333334,612
12.166666666666666,611
12.25,616
12.333333333333334,618
12.416666666666666,617
12.5,619
12.583333333333334,620
12.666666666666666,618
12.75,627
12.833333333333334,631
12.916666666666666,638
13,637
13.083333333333334,637
13.166666666666666,639
13.25,640
13.333333333333334,640
13.416666666666666,639
13.5,649
13.583333333333334,648
13.666666666666666,651
13.75,651
13.833333333333334,659
13.916666666666666,658
14,659
14.083333333333334,658
14.166666666666666,656
14.25,662
14.333333333333334,660
14.416666666666666,669
14.5,664
14.583333333333334,672
14.666666666666666,674
14.75,668
14.833333333333334,678
14.916666666666666,676
15,672
15.083333333333334,675
15.166666666666666,679
15.25,678
15.333333333333334,681
15.416666666666666,684
15.5,679
15.583333333333334,680
15.666666666666666,687
15.75,682
15.833333333333334,683
15.916666666666666,690
16,693
16.083333333333332,690
16.166666666666668,694
16.25,690
16.333333333333332,701
16.416666666666668,700
16.5,700
16.583333333333332,698
16.666666666666668,700
16.75,703
16.833333333333332,706
16.916666666666668,709
17,713
17.083333333333332,710
17.166666666666668,713
17.25,715
17.333333333333332,716
17.416666666666668,718
17.5,721
17.583333333333332,725
17.666666666666668,724
17.75,723
17.833333333333332,729
17.916666666666668,724
18,726
18.083333333333332,726
18.166666666666668,730
18.25,732
18.333333333333332,728
18.416666666666668,735
18.5,732
18.583333333333332,741
18.666666666666668,738
18.75,735
18.833333333333332,743
18.916666666666668,742
19,737
19.083333333333332,744
19.166666666666668,738
19.25,741
19.333333333333332,741
19.416666666666668,749
19.5,750
19.583333333333332,751
19.666666666666668,746
19.75,753
19.833333333333332,758
19.916666666666668,754
20,754
20.083333333333332,757
20.166666666666668,756
20.25,759
20.333333333333332,756
20.416666666666668,760
20.5,761
20.583333333333332,763
20.666666666666668,763
20.75,760
20.833333333333332,763
20.916666666666668,766
21,760
21.083333333333332,765
21.166666666666668,765
21.25,767
21.333333333333332,769
21.416666666666668,767
21.5,768
21.583333333333332,774
21.666666666666668,774
21.75,774
21.833333333333332,777
21.916666666666668,776
22,772
22.083333333333332,777
22.166666666666668,776
22.25,771
22.333333333333332,783
22.416666666666668,777
22.5,775
22.583333333333332,782
22.666666666666668,784
22.75,784
22.833333333333332,786
22.916666666666668,791
23,790
23.083333333333332,789
23.166666666666668,791
23.25,790
23.333333333333332,798
23.416666666666668,798
23.5,794
23.583333333333332,791
23.666666666666668,799
23.75,797
23.833333333333332,800
23.916666666666668,799
24,798
24.083333333333332,795
24.166666666666668,800
24.25,803
24.333333333333332,797
24.416666666666668,802
24.5,802
24.583333333333332,800
24.666666666666668,806
24.75,805
24.833333333333332,807
24.916666666666668,805
25,809
25.083333333333332,810
25.166666666666668,807
25.25,816
25.333333333333332,811
25.416666666666668,810
25.5,810
25.583333333333332,811
25.666666666666668,814
25.75,813
25.833333333333332,812
25.916666666666668,810
26,816
26.083333333333332,824
26.166666666666668,816
26.25,822
26.333333333333332,821
26.416666666666668,820
26.5,819
26.583333333333332,829
26.666666666666668,828
26.75,824
26.833333333333332,829
26.916666666666668,827
27,828
27.083333333333332,829
27.166666666666668,829
27.25,834
27.333333333333332,835
27.416666666666668,830
27.5,834
27.583333333333332,828
27.666666666666668,834
27.75,834
27.833333333333332,831
27.916666666666668,833
28,835
28.083333333333332,837
28.166666666666668,835
28.25,837
28.333333333333332,841
28.416666666666668,841
28.5,835
28.583333333333332,833
28.666666666666668,835
28.75,845
28.833333333333332,841
28.916666666666668,843
29,843
29.083333333333332,838
29.166666666666668,843
29.25,839
29.416666666666668,844
29.5,846
29.583333333333332,843
29.666666666666668,844
29.75,842
29.833333333333332,844
29.916666666666668,843
30,841
30.083333333333332,845
30.166666666666668,848
30.25,845
30.333333333333332,847
30.416666666666668,844
30.5,846
30.583333333333332,854
30.666666666666668,851
30.75,847
30.833333333333332,844
30.916666666666668,849
31,851
31.083333333333332,851
31.166666666666668,853
31.25,856
31.333333333333332,848
31.416666666666668,857
31.5,856
31.583333333333332,854
31.666666666666668,852
31.75,851
31.833333333333332,858
31.916666666666668,854
32,857
32.083333333333336,859
32.166666666666664,860
32.25,863
32.333333333333336,865
32.416666666666664,861
32.5,857
32.583333333333336,859
32.666666666666664,863
32.75,863
32.833333333333336,861
32.916666666666664,864
33,861
33.083333333333336,861
33.166666666666664,860
33.25,868
33.333333333333336,868
33.416666666666664,866
33.5,864
33.583333333333336,867
33.666666666666664,864
33.75,863
33.833333333333336,865
33.916666666666664,866
34,873
34.083333333333336,865
34.166666666666664,867
34.25,868
34.333333333333336,869
34.416666666666664,866
34.5,863
34.583333333333336,870
34.666666666666664,864
34.75,872
34.833333333333336,871
34.916666666666664,870
35,870
35.083333333333336,868
35.166666666666664,873
35.25,870
35.333333333333336,865
35.416666666666664,875
35.5,872
35.583333333333336,869
35.666666666666664,871
35.75,870
35.833333333333336,873
35.916666666666664,873
36,875
36.083333333333336,869
36.166666666666664,877
36.25,876
36.333333333333336,880
36.416666666666664,879
36.5,884
36.583333333333336,879
36.666666666666664,879
36.75,874
36.833333333333336,880
36.916666666666664,876
37,880
37.083333333333336,880
37.166666666666664,884
37.25,873
37.333333333333336,883
37.416666666666664,877
37.5,880
37.583333333333336,879
37.666666666666664,882
37.75,883
37.833333333333336,883
37.916666666666664,878
38,882
38.083333333333336,878
38.166666666666664,883
38.25,880
38.333333333333336,878
38.416666666666664,881
38.5,879
38.583333333333336,876
38.666666666666664,880
38.75,881
38.833333333333336,884
38.916666666666664,881
39,882
39.083333333333336,885
39.166666666666664,879
39.25,879
39.333333333333336,889
39.416666666666664,886
39.5,887
39.583333333333336,883
39.666666666666664,883
39.75,887
39.833333333333336,884
39.916666666666664,890
40,885
40.083333333333336,885
40.166666666666664,883
40.25,882
40.333333333333336,887
40.416666666666664,887
40.5,887
40.583333333333336,885
40.666666666666664,887
40.75,885
40.833333333333336,884
40.916666666666664,887
41,886
41.083333333333336,886
41.166666666666664,883
41.25,889
41.333333333333336,880
41.416666666666664,887
41.5,886
41.583333333333336,885
41.666666666666664,880
41.75,887
41.833333333333336,885
41.916666666666664,883
42,884
42.083333333333336,889
42.166666666666664,889
42.25,881
42.333333333333336,888
42.416666666666664,884
42.5,885
42.583333333333336,888
42.666666666666664,882
42.75,881
42.833333333333336,890
42.916666666666664,886
43,887
43.083333333333336,891
43.166666666666664,891
43.25,892
43.333333333333336,884
43.416666666666664,887
43.5,888
43.583333333333336,890
43.666666666666664,889
43.75,882
43.833333333333336,886
43.916666666666664,887
44,889
44.083333333333336,885
44.166666666666664,883
44.25,889
44.333333333333336,885
44.416666666666664,890
44.5,888
44.583333333333336,886
44.666666666666664,883
44.75,889
44.833333333333336,892
44.916666666666664,889
45,886
45.083333333333336,886
45.166666666666664,882
45.25,889
45.333333333333336,887
45.416666666666664,894
45.5,890
45.583333333333336,892
45.666666666666664,888
45.75,887
45.833333333333336,889
45.916666666666664,891
46,888
46.083333333333336,891
46.166666666666664,889
46.25,884
46.333333333333336,892
46.416666666666664,890
46.5,888
46.583333333333336,890
46.666666666666664,885
46.75,887
46.833333333333336,892
46.916666666666664,889
47,895
47.083333333333336,893
47.166666666666664,891
47.25,891
47.333333333333336,888
47.416666666666664,890
47.5,889
47.583333333333336,892
47.666666666666664,894
47.75,892
47.833333333333336,895
47.916666666666664,891
