"Hours since thread went live","T.P BON - Episode 12 discussion"
0,1
0,2
0.08333333333333333,2
0.16666666666666666,2
0.25,2
0.3333333333333333,2
0.4166666666666667,2
0.5,2
0.5833333333333334,2
0.6666666666666666,2
0.75,2
0.8333333333333334,2
0.9166666666666666,2
1,2
1.0833333333333333,2
1.1666666666666667,2
1.25,2
1.3333333333333333,3
1.4166666666666667,3
1.5,3
1.5833333333333333,3
1.6666666666666667,3
1.75,3
1.8333333333333333,3
1.9166666666666667,3
2,3
2.0833333333333335,3
2.1666666666666665,3
2.25,3
2.3333333333333335,2
2.4166666666666665,5
2.5,3
2.5833333333333335,4
2.6666666666666665,5
2.75,3
2.8333333333333335,5
2.9166666666666665,6
3,5
3.0833333333333335,3
3.1666666666666665,6
3.25,4
3.3333333333333335,6
3.4166666666666665,4
3.5,5
3.5833333333333335,4
3.6666666666666665,6
3.75,8
3.8333333333333335,6
3.9166666666666665,7
4,6
4.083333333333333,5
4.166666666666667,6
4.25,7
4.333333333333333,5
4.416666666666667,7
4.5,3
4.583333333333333,8
4.666666666666667,8
4.75,5
4.833333333333333,7
4.916666666666667,5
5,6
5.083333333333333,8
5.166666666666667,6
5.25,8
5.333333333333333,9
5.416666666666667,9
5.5,8
5.583333333333333,9
5.666666666666667,9
5.75,9
5.833333333333333,9
5.916666666666667,11
6,8
6.083333333333333,8
6.166666666666667,7
6.25,9
6.333333333333333,8
6.416666666666667,8
6.5,11
6.583333333333333,10
6.666666666666667,11
6.75,9
6.833333333333333,10
6.916666666666667,11
7,11
7.083333333333333,10
7.166666666666667,12
7.25,8
7.333333333333333,11
7.416666666666667,10
7.5,9
7.583333333333333,8
7.666666666666667,11
7.75,9
7.833333333333333,10
7.916666666666667,13
8,11
8.083333333333334,11
8.166666666666666,11
8.25,9
8.333333333333334,10
8.416666666666666,10
8.5,10
8.583333333333334,8
8.666666666666666,9
8.75,11
8.833333333333334,10
8.916666666666666,9
9,10
9.083333333333334,10
9.166666666666666,9
9.25,12
9.333333333333334,11
9.416666666666666,12
9.5,12
9.583333333333334,10
9.666666666666666,10
9.75,11
9.833333333333334,12
9.916666666666666,9
10,11
10.083333333333334,11
10.166666666666666,9
10.25,10
10.333333333333334,12
10.416666666666666,11
10.5,12
10.583333333333334,12
10.666666666666666,11
10.75,9
10.833333333333334,12
10.916666666666666,11
11,13
11.083333333333334,11
11.166666666666666,12
11.25,11
11.333333333333334,13
11.416666666666666,12
11.5,12
11.583333333333334,11
11.666666666666666,12
11.75,10
11.833333333333334,12
11.916666666666666,9
12,9
12.083333333333334,12
12.166666666666666,12
12.25,9
12.333333333333334,11
12.416666666666666,10
12.5,10
12.583333333333334,9
12.666666666666666,11
12.75,9
12.833333333333334,11
12.916666666666666,12
13,12
13.083333333333334,11
13.166666666666666,13
13.25,13
13.333333333333334,11
13.416666666666666,13
13.5,13
13.666666666666666,12
13.75,11
13.833333333333334,11
13.916666666666666,12
14,10
14.083333333333334,13
14.166666666666666,12
14.25,13
14.333333333333334,12
14.416666666666666,12
14.5,13
14.583333333333334,13
14.666666666666666,10
14.75,12
14.833333333333334,12
14.916666666666666,12
15,11
15.083333333333334,13
15.166666666666666,12
15.25,11
15.333333333333334,10
15.416666666666666,13
15.5,12
15.583333333333334,13
15.666666666666666,11
15.75,10
15.833333333333334,9
15.916666666666666,11
16,13
16.083333333333332,9
16.166666666666668,11
16.25,10
16.333333333333332,11
16.416666666666668,11
16.5,10
16.583333333333332,11
16.666666666666668,11
16.75,12
16.833333333333332,9
16.916666666666668,11
17,12
17.083333333333332,10
17.166666666666668,11
17.25,10
17.333333333333332,10
17.416666666666668,12
17.5,11
17.583333333333332,12
17.666666666666668,10
17.75,10
17.833333333333332,12
17.916666666666668,10
18,9
18.083333333333332,10
18.166666666666668,11
18.25,11
18.333333333333332,10
18.416666666666668,10
18.5,9
18.583333333333332,11
18.666666666666668,10
18.75,11
18.833333333333332,13
18.916666666666668,9
19,12
19.083333333333332,10
19.166666666666668,11
19.25,11
19.333333333333332,11
19.416666666666668,10
19.5,11
19.583333333333332,11
19.666666666666668,11
19.75,12
19.833333333333332,12
19.916666666666668,10
20,12
20.083333333333332,11
20.166666666666668,10
20.25,10
20.333333333333332,11
20.416666666666668,11
20.5,11
20.583333333333332,12
20.666666666666668,12
20.75,10
20.833333333333332,9
20.916666666666668,10
21,11
21.083333333333332,12
21.166666666666668,12
21.25,12
21.333333333333332,11
21.416666666666668,10
21.5,11
21.583333333333332,11
21.666666666666668,10
21.75,10
21.833333333333332,10
21.916666666666668,11
22,10
22.083333333333332,13
22.166666666666668,10
22.25,11
22.333333333333332,11
22.416666666666668,10
22.5,10
22.583333333333332,13
22.666666666666668,12
22.75,11
22.833333333333332,11
22.916666666666668,12
23,12
23.083333333333332,11
23.166666666666668,9
23.25,9
23.333333333333332,11
23.416666666666668,13
23.5,12
23.583333333333332,11
23.666666666666668,11
23.75,9
23.833333333333332,12
23.916666666666668,10
24,12
24.083333333333332,12
24.166666666666668,9
24.25,10
24.333333333333332,12
24.416666666666668,12
24.5,13
24.583333333333332,12
24.666666666666668,14
24.75,11
24.833333333333332,12
24.916666666666668,10
25,11
25.083333333333332,13
25.166666666666668,11
25.25,12
25.333333333333332,12
25.416666666666668,12
25.5,10
25.583333333333332,12
25.666666666666668,11
25.75,14
25.833333333333332,14
25.916666666666668,12
26,12
26.083333333333332,12
26.166666666666668,11
26.25,11
26.333333333333332,13
26.416666666666668,11
26.5,11
26.583333333333332,13
26.666666666666668,13
26.75,12
26.833333333333332,12
26.916666666666668,11
27,11
27.083333333333332,13
27.166666666666668,13
27.25,10
27.333333333333332,11
27.416666666666668,12
27.5,10
27.583333333333332,12
27.666666666666668,12
27.75,12
27.833333333333332,11
27.916666666666668,14
28,10
28.083333333333332,12
28.166666666666668,13
28.25,13
28.333333333333332,11
28.416666666666668,14
28.5,12
28.583333333333332,12
28.666666666666668,11
28.75,10
28.833333333333332,12
28.916666666666668,12
29,13
29.083333333333332,12
29.166666666666668,14
29.25,12
29.333333333333332,13
29.416666666666668,12
29.5,12
29.583333333333332,11
29.666666666666668,13
29.75,10
29.833333333333332,12
29.916666666666668,12
30,12
30.083333333333332,12
30.166666666666668,12
30.25,13
30.333333333333332,11
30.416666666666668,12
30.5,12
30.583333333333332,12
30.666666666666668,13
30.75,13
30.833333333333332,13
30.916666666666668,12
31,10
31.083333333333332,11
31.166666666666668,12
31.25,12
31.333333333333332,10
31.416666666666668,12
31.5,12
31.583333333333332,14
31.666666666666668,10
31.75,11
31.833333333333332,11
31.916666666666668,11
32,12
32.083333333333336,13
32.166666666666664,12
32.25,12
32.333333333333336,13
32.416666666666664,11
32.5,12
32.583333333333336,12
32.666666666666664,12
32.75,14
32.833333333333336,13
32.916666666666664,11
33,13
33.083333333333336,11
33.166666666666664,13
33.25,12
33.333333333333336,11
33.416666666666664,12
33.5,10
33.583333333333336,14
33.666666666666664,12
33.75,12
