"Hours since thread went live","One Room, Hiatari Futsuu, Tenshi-tsuki. • Studio Apartment, Good Lighting, Angel Included - Episode 6 discussion"
0,1
0,2
0.08333333333333333,3
0.16666666666666666,4
0.25,3
0.3333333333333333,3
0.4166666666666667,6
0.5,4
0.5833333333333334,7
0.6666666666666666,9
0.75,13
0.8333333333333334,14
0.9166666666666666,16
1,18
1.0833333333333333,21
1.1666666666666667,22
1.25,24
1.3333333333333333,21
1.4166666666666667,26
1.5,24
1.5833333333333333,28
1.6666666666666667,28
1.75,29
1.8333333333333333,34
1.9166666666666667,35
2,36
2.0833333333333335,43
2.1666666666666665,45
2.25,50
2.3333333333333335,55
2.4166666666666665,55
2.5,58
2.5833333333333335,59
2.6666666666666665,58
2.75,62
2.8333333333333335,61
2.9166666666666665,69
3,70
3.0833333333333335,73
3.1666666666666665,71
3.25,72
3.3333333333333335,73
3.4166666666666665,75
3.5,80
3.5833333333333335,80
3.6666666666666665,82
3.75,89
3.8333333333333335,86
3.9166666666666665,89
4,93
4.083333333333333,92
4.166666666666667,92
4.25,91
4.333333333333333,91
4.416666666666667,97
4.5,96
4.583333333333333,100
4.666666666666667,101
4.75,98
4.833333333333333,100
4.916666666666667,99
5,106
5.083333333333333,108
5.166666666666667,104
5.25,106
5.333333333333333,108
5.416666666666667,110
5.5,107
5.583333333333333,111
5.666666666666667,111
5.75,114
5.833333333333333,112
5.916666666666667,114
6,110
6.083333333333333,118
6.166666666666667,115
6.25,114
6.333333333333333,119
6.416666666666667,122
6.5,124
6.583333333333333,124
6.666666666666667,119
6.75,128
6.833333333333333,129
6.916666666666667,125
7,128
7.083333333333333,126
7.166666666666667,132
7.25,130
7.333333333333333,129
7.416666666666667,130
7.5,132
7.583333333333333,131
7.666666666666667,135
7.75,137
7.833333333333333,134
7.916666666666667,135
8,132
8.083333333333334,136
8.166666666666666,133
8.25,135
8.333333333333334,140
8.416666666666666,137
8.5,137
8.583333333333334,136
8.666666666666666,143
8.75,141
8.833333333333334,138
8.916666666666666,141
9,142
9.083333333333334,147
9.166666666666666,146
9.25,143
9.333333333333334,144
9.416666666666666,148
9.5,144
9.583333333333334,143
9.666666666666666,149
9.75,148
9.833333333333334,148
9.916666666666666,148
10,154
10.083333333333334,156
10.166666666666666,156
10.25,155
10.333333333333334,158
10.416666666666666,153
10.5,154
10.583333333333334,153
10.666666666666666,155
10.75,157
10.833333333333334,156
10.916666666666666,157
11,157
11.083333333333334,158
11.166666666666666,158
11.25,159
11.333333333333334,155
11.416666666666666,157
11.5,158
11.583333333333334,155
11.666666666666666,159
11.75,163
11.833333333333334,158
11.916666666666666,160
12,162
12.083333333333334,160
12.166666666666666,162
12.25,162
12.333333333333334,162
12.416666666666666,161
12.5,163
12.583333333333334,163
12.666666666666666,162
12.75,163
12.833333333333334,162
12.916666666666666,161
13,167
13.083333333333334,165
13.166666666666666,169
13.25,168
13.333333333333334,168
13.416666666666666,165
13.5,167
13.583333333333334,171
13.666666666666666,170
13.75,165
13.833333333333334,167
13.916666666666666,168
14,169
14.083333333333334,170
14.166666666666666,167
14.25,167
14.333333333333334,170
14.416666666666666,170
14.5,171
14.583333333333334,171
14.666666666666666,166
14.75,172
14.833333333333334,168
14.916666666666666,174
15,170
15.083333333333334,168
15.166666666666666,167
15.25,171
15.333333333333334,172
15.416666666666666,175
15.5,173
15.583333333333334,172
15.666666666666666,172
15.75,173
15.833333333333334,172
15.916666666666666,172
16,171
16.083333333333332,173
16.166666666666668,174
16.25,176
16.333333333333332,177
16.416666666666668,177
16.5,174
16.583333333333332,176
16.666666666666668,175
16.75,178
16.833333333333332,174
16.916666666666668,173
17,178
17.083333333333332,178
17.166666666666668,174
17.25,174
17.333333333333332,175
17.416666666666668,179
17.5,180
17.583333333333332,176
17.666666666666668,181
17.75,183
17.833333333333332,181
17.916666666666668,179
18,181
18.083333333333332,179
18.166666666666668,184
18.25,181
18.333333333333332,180
18.416666666666668,184
18.5,181
18.583333333333332,178
18.666666666666668,185
18.75,181
18.833333333333332,183
18.916666666666668,185
19,186
19.083333333333332,185
19.166666666666668,180
19.25,187
19.333333333333332,182
19.416666666666668,184
19.5,185
19.583333333333332,184
19.666666666666668,184
19.75,183
19.833333333333332,185
19.916666666666668,185
20,185
20.083333333333332,185
20.166666666666668,186
20.25,184
20.333333333333332,186
20.416666666666668,184
20.5,183
20.583333333333332,189
20.666666666666668,183
20.75,190
20.833333333333332,185
20.916666666666668,186
21,187
21.083333333333332,185
21.166666666666668,190
21.25,189
21.333333333333332,187
21.416666666666668,190
21.5,189
21.583333333333332,189
21.666666666666668,188
21.75,187
21.833333333333332,192
21.916666666666668,186
22,190
22.083333333333332,186
22.166666666666668,189
22.25,191
22.333333333333332,191
22.416666666666668,189
22.5,189
22.583333333333332,187
22.666666666666668,190
22.75,191
22.833333333333332,189
22.916666666666668,193
23,190
23.083333333333332,191
23.166666666666668,192
23.25,191
23.333333333333332,187
23.416666666666668,193
23.5,191
23.583333333333332,196
23.666666666666668,195
23.75,190
23.833333333333332,192
23.916666666666668,191
24,191
24.083333333333332,193
24.166666666666668,193
24.25,193
24.333333333333332,191
24.416666666666668,191
24.5,194
24.583333333333332,190
24.666666666666668,190
24.75,195
24.833333333333332,196
24.916666666666668,193
25,193
25.083333333333332,192
25.166666666666668,192
25.25,192
25.333333333333332,189
25.416666666666668,192
25.5,193
25.583333333333332,192
25.666666666666668,193
25.75,193
25.833333333333332,196
25.916666666666668,193
26,190
26.083333333333332,194
26.166666666666668,194
26.25,191
26.333333333333332,194
26.416666666666668,192
26.5,196
26.583333333333332,193
26.666666666666668,194
26.75,194
26.833333333333332,193
26.916666666666668,195
27,191
27.083333333333332,192
27.166666666666668,192
27.25,195
27.333333333333332,194
27.416666666666668,194
27.5,191
27.583333333333332,194
27.666666666666668,194
27.75,193
27.833333333333332,192
27.916666666666668,193
28,193
28.083333333333332,198
28.166666666666668,192
28.25,194
28.333333333333332,196
28.416666666666668,196
28.5,194
28.583333333333332,194
28.666666666666668,195
28.75,193
28.833333333333332,193
28.916666666666668,196
29,192
29.083333333333332,197
29.166666666666668,198
29.25,195
29.333333333333332,196
29.416666666666668,195
29.5,197
29.583333333333332,196
29.666666666666668,201
29.75,199
29.833333333333332,196
29.916666666666668,198
30,195
30.083333333333332,196
30.166666666666668,200
30.25,194
30.333333333333332,196
30.416666666666668,195
30.5,198
30.583333333333332,196
30.666666666666668,197
30.75,198
30.833333333333332,199
30.916666666666668,199
31,198
31.083333333333332,196
31.166666666666668,196
31.25,199
31.333333333333332,201
31.416666666666668,198
31.5,200
31.583333333333332,195
31.666666666666668,199
31.75,196
31.833333333333332,201
31.916666666666668,199
32,198
32.083333333333336,200
32.166666666666664,196
32.25,196
32.333333333333336,202
32.416666666666664,201
32.5,195
32.583333333333336,199
32.666666666666664,202
32.75,199
32.833333333333336,197
32.916666666666664,198
33,201
33.083333333333336,200
33.166666666666664,200
33.25,199
