"Hours since thread went live","Jujutsu Kaisen - Episode 19 discussion"
27.666666666666668,11133
27.75,11139
27.833333333333332,11140
27.916666666666668,11148
28,11149
28.083333333333332,11161
28.166666666666668,11156
28.25,11163
28.333333333333332,11161
28.416666666666668,11160
28.5,11173
28.583333333333332,11172
28.666666666666668,11175
28.75,11176
28.833333333333332,11192
28.916666666666668,11181
29,11191
29.083333333333332,11195
29.166666666666668,11199
29.25,11209
29.333333333333332,11205
29.416666666666668,11215
29.5,11208
29.583333333333332,11214
29.666666666666668,11224
29.75,11228
29.833333333333332,11235
29.916666666666668,11247
30,11246
30.083333333333332,11254
30.166666666666668,11250
30.25,11265
30.333333333333332,11264
30.416666666666668,11263
30.5,11270
30.583333333333332,11276
30.666666666666668,11269
30.75,11272
30.833333333333332,11285
30.916666666666668,11284
31,11290
31.083333333333332,11290
31.166666666666668,11287
31.25,11294
31.333333333333332,11295
31.416666666666668,11298
31.5,11304
31.583333333333332,11304
31.666666666666668,11307
31.75,11315
31.833333333333332,11312
31.916666666666668,11318
32,11316
32.083333333333336,11323
32.166666666666664,11317
32.25,11321
32.333333333333336,11322
32.416666666666664,11338
32.5,11338
32.583333333333336,11334
32.666666666666664,11340
32.75,11349
32.833333333333336,11356
32.916666666666664,11344
33,11360
33.083333333333336,11360
33.166666666666664,11363
33.25,11366
33.333333333333336,11364
33.416666666666664,11365
33.5,11368
33.583333333333336,11366
33.666666666666664,11369
33.75,11370
33.833333333333336,11387
33.916666666666664,11384
34,11380
34.083333333333336,11382
34.166666666666664,11391
34.25,11395
34.333333333333336,11402
34.416666666666664,11401
34.5,11408
34.583333333333336,11410
34.666666666666664,11411
34.75,11417
34.833333333333336,11419
34.916666666666664,11419
35,11423
35.083333333333336,11422
35.166666666666664,11429
35.25,11429
35.333333333333336,11427
35.416666666666664,11443
35.5,11437
35.583333333333336,11440
35.666666666666664,11450
35.75,11447
35.833333333333336,11454
35.916666666666664,11454
36,11455
36.083333333333336,11455
36.166666666666664,11456
36.25,11460
36.333333333333336,11453
36.416666666666664,11467
36.5,11474
36.583333333333336,11464
36.666666666666664,11469
36.75,11476
36.833333333333336,11469
36.916666666666664,11480
37,11472
37.083333333333336,11481
37.166666666666664,11481
37.25,11483
37.333333333333336,11486
37.416666666666664,11492
37.5,11500
37.583333333333336,11491
37.666666666666664,11499
37.75,11503
37.833333333333336,11500
37.916666666666664,11497
38,11506
38.083333333333336,11513
38.166666666666664,11509
38.25,11513
38.333333333333336,11510
38.416666666666664,11514
38.5,11506
38.583333333333336,11514
38.666666666666664,11522
38.75,11516
38.833333333333336,11523
38.916666666666664,11529
39,11518
39.083333333333336,11522
39.166666666666664,11523
39.25,11525
39.333333333333336,11529
39.416666666666664,11530
39.5,11532
39.583333333333336,11536
39.666666666666664,11531
39.75,11534
39.833333333333336,11535
39.916666666666664,11532
40,11546
40.083333333333336,11548
40.166666666666664,11538
40.25,11551
40.333333333333336,11548
40.416666666666664,11557
40.5,11555
40.583333333333336,11560
40.666666666666664,11558
40.75,11558
40.833333333333336,11562
40.916666666666664,11559
41,11560
41.083333333333336,11559
41.166666666666664,11561
41.25,11563
41.333333333333336,11571
41.416666666666664,11568
41.5,11572
41.583333333333336,11567
41.666666666666664,11577
41.75,11572
41.833333333333336,11569
41.916666666666664,11582
42,11576
42.083333333333336,11577
42.166666666666664,11573
42.25,11576
42.333333333333336,11577
42.416666666666664,11582
42.5,11578
42.583333333333336,11583
42.666666666666664,11584
42.75,11580
42.833333333333336,11585
42.916666666666664,11578
43,11587
43.083333333333336,11585
43.166666666666664,11579
43.25,11585
43.333333333333336,11588
43.416666666666664,11593
43.5,11596
43.583333333333336,11592
43.666666666666664,11599
43.75,11592
43.833333333333336,11595
43.916666666666664,11598
44,11599
44.083333333333336,11599
44.166666666666664,11593
44.25,11601
44.333333333333336,11593
44.416666666666664,11601
44.5,11606
44.583333333333336,11603
44.666666666666664,11604
44.75,11610
44.833333333333336,11616
44.916666666666664,11610
45,11611
45.083333333333336,11607
45.166666666666664,11610
45.25,11613
45.333333333333336,11613
45.416666666666664,11618
45.5,11623
45.583333333333336,11626
45.666666666666664,11621
45.75,11622
45.833333333333336,11624
45.916666666666664,11627
46,11625
46.083333333333336,11630
46.166666666666664,11627
46.25,11637
46.333333333333336,11633
46.416666666666664,11631
46.5,11634
46.583333333333336,11628
46.666666666666664,11631
46.75,11626
46.833333333333336,11634
46.916666666666664,11629
47,11642
47.083333333333336,11639
47.166666666666664,11638
47.25,11643
47.333333333333336,11644
47.416666666666664,11647
47.5,11639
47.583333333333336,11646
47.666666666666664,11649
47.75,11652
47.833333333333336,11654
47.916666666666664,11653
