"Hours since thread went live","Shinigami Bocchan to Kuro Maid Season 3 • The Duke of Death and His Maid Season 3 - Episode 8 discussion"
0,2
0.08333333333333333,2
0.16666666666666666,2
0.25,2
0.3333333333333333,3
0.4166666666666667,3
0.5,5
0.5833333333333334,7
0.6666666666666666,7
0.75,9
0.8333333333333334,8
0.9166666666666666,12
1,11
1.0833333333333333,12
1.1666666666666667,13
1.25,14
1.3333333333333333,16
1.4166666666666667,17
1.5,19
1.5833333333333333,17
1.6666666666666667,21
1.75,24
1.8333333333333333,25
1.9166666666666667,26
2,32
2.0833333333333335,33
2.1666666666666665,35
2.25,35
2.3333333333333335,34
2.4166666666666665,35
2.5,37
2.5833333333333335,37
2.6666666666666665,35
2.75,39
2.8333333333333335,45
2.9166666666666665,43
3,48
3.0833333333333335,46
3.1666666666666665,51
3.25,55
3.3333333333333335,56
3.4166666666666665,57
3.5,57
3.5833333333333335,60
3.6666666666666665,66
3.75,64
3.8333333333333335,65
3.9166666666666665,67
4,71
4.083333333333333,70
4.166666666666667,68
4.25,70
4.333333333333333,72
4.416666666666667,74
4.5,74
4.583333333333333,78
4.666666666666667,81
4.75,79
4.833333333333333,81
4.916666666666667,84
5,79
5.083333333333333,86
5.166666666666667,89
5.25,86
5.333333333333333,86
5.416666666666667,91
5.5,87
5.583333333333333,85
5.666666666666667,91
5.75,89
5.833333333333333,89
5.916666666666667,91
6,89
6.083333333333333,94
6.166666666666667,95
6.25,93
6.333333333333333,92
6.416666666666667,94
6.5,93
6.583333333333333,94
6.666666666666667,96
6.75,93
6.833333333333333,97
6.916666666666667,100
7,103
7.083333333333333,99
7.166666666666667,102
7.25,104
7.333333333333333,104
7.416666666666667,104
7.5,104
7.583333333333333,101
7.666666666666667,106
7.75,104
7.833333333333333,105
7.916666666666667,107
8,111
8.083333333333334,110
8.166666666666666,110
8.25,112
8.333333333333334,107
8.416666666666666,108
8.5,109
8.583333333333334,112
8.666666666666666,113
8.75,112
8.833333333333334,112
8.916666666666666,115
9,113
9.083333333333334,116
9.166666666666666,111
9.25,113
9.333333333333334,112
9.416666666666666,113
9.5,121
9.583333333333334,119
9.666666666666666,121
9.75,114
9.833333333333334,117
9.916666666666666,114
10,120
10.083333333333334,113
10.166666666666666,114
10.25,119
10.333333333333334,116
10.416666666666666,118
10.5,119
10.583333333333334,116
10.666666666666666,121
10.75,117
10.833333333333334,120
10.916666666666666,121
11,120
11.083333333333334,120
11.166666666666666,121
11.25,121
11.333333333333334,123
11.416666666666666,128
11.5,124
11.583333333333334,123
11.666666666666666,122
11.75,128
11.833333333333334,125
11.916666666666666,130
12,126
12.083333333333334,125
12.166666666666666,128
12.25,128
12.333333333333334,124
12.416666666666666,126
12.5,126
12.583333333333334,129
12.666666666666666,130
12.75,127
12.833333333333334,131
12.916666666666666,127
13,125
13.083333333333334,129
13.166666666666666,127
13.25,130
13.333333333333334,134
13.416666666666666,134
13.5,130
13.583333333333334,129
13.666666666666666,130
13.75,135
13.833333333333334,134
13.916666666666666,129
14,130
14.083333333333334,133
14.166666666666666,136
14.25,140
14.333333333333334,140
14.416666666666666,138
14.5,138
14.583333333333334,138
14.666666666666666,143
14.75,141
14.833333333333334,136
14.916666666666666,140
15,140
15.083333333333334,139
15.166666666666666,142
15.25,141
15.333333333333334,141
15.416666666666666,138
15.5,144
15.583333333333334,137
15.666666666666666,142
15.75,140
15.833333333333334,144
15.916666666666666,142
16,144
16.083333333333332,146
16.166666666666668,144
16.25,143
16.333333333333332,146
16.416666666666668,143
16.5,146
16.583333333333332,148
16.666666666666668,146
16.75,146
16.833333333333332,146
16.916666666666668,147
17,145
17.083333333333332,148
17.166666666666668,147
17.25,145
17.333333333333332,150
17.416666666666668,149
17.5,148
17.583333333333332,147
17.666666666666668,146
17.75,150
17.833333333333332,146
17.916666666666668,148
18,147
18.083333333333332,148
18.166666666666668,148
18.25,152
18.333333333333332,148
18.416666666666668,147
18.5,151
18.583333333333332,148
18.666666666666668,150
18.75,147
18.833333333333332,152
18.916666666666668,149
19,154
19.083333333333332,150
19.166666666666668,152
19.25,152
19.333333333333332,155
19.416666666666668,150
19.5,148
19.583333333333332,154
19.666666666666668,154
19.75,152
19.833333333333332,150
19.916666666666668,150
20,152
20.083333333333332,151
20.166666666666668,153
20.25,155
20.333333333333332,151
20.416666666666668,155
20.5,152
20.583333333333332,152
20.666666666666668,158
20.75,156
20.833333333333332,152
20.916666666666668,159
21,157
21.083333333333332,153
21.166666666666668,160
21.25,156
21.333333333333332,158
21.416666666666668,155
21.5,154
21.583333333333332,160
21.666666666666668,157
21.75,157
21.833333333333332,156
21.916666666666668,159
22,160
22.083333333333332,154
22.166666666666668,157
22.25,158
22.333333333333332,155
22.416666666666668,158
22.5,155
22.583333333333332,154
22.666666666666668,155
22.75,161
22.833333333333332,161
22.916666666666668,162
23,159
23.083333333333332,160
23.166666666666668,159
23.25,157
23.333333333333332,160
23.416666666666668,161
23.5,156
23.583333333333332,160
23.666666666666668,157
23.75,161
23.833333333333332,160
23.916666666666668,158
