"Hours since thread went live","Shingeki no Kyojin: The Final Season Part 2 - Episode 79 discussion"
0,7
0.08333333333333333,139
0.16666666666666666,343
0.25,492
0.3333333333333333,700
0.4166666666666667,893
0.5,1082
0.5833333333333334,1301
0.6666666666666666,1505
0.75,1778
0.8333333333333334,2036
0.9166666666666666,2279
1,2499
1.0833333333333333,2714
1.1666666666666667,2903
1.25,3089
1.3333333333333333,3270
1.4166666666666667,3431
1.5,3588
1.5833333333333333,3775
1.6666666666666667,3939
1.75,4071
1.8333333333333333,4224
1.9166666666666667,4365
2,4492
2.0833333333333335,4644
2.1666666666666665,4797
2.25,4925
2.3333333333333335,5046
2.4166666666666665,5195
2.5,5313
2.5833333333333335,5420
2.6666666666666665,5524
2.75,5646
2.8333333333333335,5765
2.9166666666666665,5885
3,6007
3.0833333333333335,6109
3.1666666666666665,6191
3.25,6301
3.3333333333333335,6403
3.4166666666666665,6486
3.5,6592
3.5833333333333335,6689
3.6666666666666665,6793
3.75,6889
3.8333333333333335,6984
3.9166666666666665,7092
4,7183
4.083333333333333,7259
4.166666666666667,7340
4.25,7417
4.333333333333333,7514
4.416666666666667,7594
4.5,7670
4.583333333333333,7741
4.666666666666667,7833
4.75,7895
4.833333333333333,7982
4.916666666666667,8072
5,8156
5.083333333333333,8228
5.166666666666667,8303
5.25,8374
5.333333333333333,8434
5.416666666666667,8495
5.5,8566
5.583333333333333,8624
5.666666666666667,8691
5.75,8753
5.833333333333333,8813
5.916666666666667,8877
6,8919
6.083333333333333,9000
6.166666666666667,9059
6.25,9117
6.333333333333333,9184
6.416666666666667,9247
6.5,9302
6.583333333333333,9392
6.666666666666667,9458
6.75,9535
6.833333333333333,9579
6.916666666666667,9640
7,9706
7.083333333333333,9761
7.166666666666667,9827
7.25,9879
7.333333333333333,9931
7.416666666666667,10012
7.5,10076
7.583333333333333,10140
7.666666666666667,10218
7.75,10275
7.833333333333333,10324
7.916666666666667,10387
8,10442
8.083333333333334,10495
8.166666666666666,10549
8.25,10600
8.333333333333334,10663
8.416666666666666,10702
8.5,10758
8.583333333333334,10795
8.666666666666666,10846
8.75,10906
8.833333333333334,10948
8.916666666666666,11015
9,11070
9.083333333333334,11127
9.166666666666666,11188
9.25,11247
9.333333333333334,11300
9.416666666666666,11336
9.5,11381
9.583333333333334,11417
9.666666666666666,11462
9.75,11522
9.833333333333334,11566
9.916666666666666,11613
10,11645
10.083333333333334,11703
10.166666666666666,11745
10.25,11787
10.333333333333334,11828
10.416666666666666,11868
10.5,11913
10.583333333333334,11949
10.666666666666666,11992
10.75,12036
10.833333333333334,12066
10.916666666666666,12106
11,12139
11.083333333333334,12181
11.166666666666666,12217
11.25,12245
11.333333333333334,12291
11.416666666666666,12327
11.5,12368
11.583333333333334,12403
11.666666666666666,12444
11.75,12470
11.833333333333334,12496
11.916666666666666,12533
12,12562
12.083333333333334,12590
12.166666666666666,12629
12.25,12641
12.333333333333334,12670
12.416666666666666,12702
12.5,12717
12.583333333333334,12737
12.666666666666666,12762
12.75,12784
12.833333333333334,12813
12.916666666666666,12839
13,12854
13.083333333333334,12892
13.166666666666666,12913
13.25,12927
13.333333333333334,12949
13.416666666666666,12992
13.5,13004
13.583333333333334,13028
13.666666666666666,13043
13.75,13064
13.833333333333334,13091
13.916666666666666,13100
14,13134
14.083333333333334,13149
14.166666666666666,13172
14.25,13188
14.333333333333334,13212
14.416666666666666,13250
14.5,13267
14.583333333333334,13289
14.666666666666666,13309
14.75,13333
14.833333333333334,13349
14.916666666666666,13362
15,13394
15.083333333333334,13426
15.166666666666666,13435
15.25,13458
15.333333333333334,13474
15.416666666666666,13496
15.5,13512
15.583333333333334,13533
15.666666666666666,13551
15.75,13567
15.833333333333334,13591
15.916666666666666,13606
16,13623
16.083333333333332,13657
16.166666666666668,13668
16.25,13688
16.333333333333332,13715
16.416666666666668,13737
16.5,13746
16.583333333333332,13781
16.666666666666668,13809
16.75,13823
16.833333333333332,13856
16.916666666666668,13875
17,13900
17.083333333333332,13910
17.166666666666668,13935
17.25,13956
17.333333333333332,13965
17.416666666666668,13991
17.5,14011
17.583333333333332,14008
17.666666666666668,14034
17.75,14052
17.833333333333332,14074
17.916666666666668,14083
18,14092
18.083333333333332,14119
18.166666666666668,14125
18.25,14144
18.333333333333332,14155
18.416666666666668,14170
18.5,14179
18.583333333333332,14196
18.666666666666668,14223
18.75,14229
18.833333333333332,14248
18.916666666666668,14263
19,14279
19.083333333333332,14293
19.166666666666668,14307
19.25,14311
19.333333333333332,14328
19.416666666666668,14341
19.5,14351
19.583333333333332,14367
19.666666666666668,14370
19.75,14391
19.833333333333332,14396
19.916666666666668,14405
20,14427
20.083333333333332,14435
20.166666666666668,14444
20.25,14456
20.333333333333332,14467
20.416666666666668,14483
20.5,14488
20.583333333333332,14502
20.666666666666668,14501
20.75,14518
20.833333333333332,14527
20.916666666666668,14546
21,14544
21.083333333333332,14564
21.166666666666668,14581
21.25,14589
21.333333333333332,14614
21.416666666666668,14621
21.5,14635
21.583333333333332,14648
21.666666666666668,14663
