"Hours since thread went live","Touken Ranbu Kai: Kyoden Moyuru Honnouji - Episode 6 discussion"
0,1
0,1
0.08333333333333333,0
0.16666666666666666,0
0.25,0
0.3333333333333333,0
0.4166666666666667,0
0.5,2
0.5833333333333334,2
0.6666666666666666,2
0.75,2
0.8333333333333334,1
0.9166666666666666,2
1,1
1.0833333333333333,0
1.1666666666666667,0
1.25,0
1.3333333333333333,0
1.4166666666666667,1
1.5,2
1.5833333333333333,0
1.6666666666666667,3
1.75,1
1.8333333333333333,4
1.9166666666666667,2
2,1
2.0833333333333335,4
2.1666666666666665,3
2.25,2
2.3333333333333335,3
2.4166666666666665,3
2.5,5
2.5833333333333335,4
2.6666666666666665,6
2.75,6
2.8333333333333335,4
2.9166666666666665,5
3,7
3.0833333333333335,5
3.1666666666666665,6
3.25,5
3.3333333333333335,4
3.4166666666666665,4
3.5,5
3.5833333333333335,4
3.6666666666666665,3
3.75,5
3.8333333333333335,6
3.9166666666666665,5
4,3
4.083333333333333,4
4.166666666666667,6
4.25,6
4.333333333333333,7
4.416666666666667,3
4.5,6
4.583333333333333,7
4.666666666666667,4
4.75,4
4.833333333333333,5
4.916666666666667,5
5,7
5.083333333333333,5
5.166666666666667,6
5.25,5
5.333333333333333,5
5.416666666666667,3
5.5,4
5.583333333333333,4
5.666666666666667,5
5.75,3
5.833333333333333,5
5.916666666666667,7
6,4
6.083333333333333,6
6.166666666666667,6
6.25,4
6.333333333333333,5
6.416666666666667,5
6.5,9
6.583333333333333,8
6.666666666666667,8
6.75,7
6.833333333333333,5
6.916666666666667,6
7,8
7.083333333333333,6
7.166666666666667,8
7.25,6
7.333333333333333,7
7.416666666666667,5
7.5,6
7.583333333333333,6
7.666666666666667,8
7.75,9
7.833333333333333,8
7.916666666666667,8
8,9
8.083333333333334,8
8.166666666666666,7
8.25,7
8.333333333333334,7
8.416666666666666,6
8.5,9
8.583333333333334,7
8.666666666666666,7
8.75,7
8.833333333333334,8
8.916666666666666,9
9,9
9.083333333333334,8
9.166666666666666,7
9.25,9
9.333333333333334,6
9.416666666666666,7
9.5,8
9.583333333333334,7
9.666666666666666,8
9.75,8
9.833333333333334,9
9.916666666666666,8
10,10
10.083333333333334,9
10.166666666666666,8
10.25,10
10.333333333333334,8
10.416666666666666,8
10.5,9
10.583333333333334,8
10.666666666666666,8
10.75,8
10.833333333333334,6
10.916666666666666,8
11,6
11.083333333333334,9
11.166666666666666,8
11.25,7
11.333333333333334,8
11.416666666666666,9
11.5,7
11.583333333333334,9
11.666666666666666,9
11.75,8
11.833333333333334,7
11.916666666666666,8
12,9
12.083333333333334,8
12.166666666666666,9
12.25,6
12.333333333333334,9
12.416666666666666,10
12.5,9
12.583333333333334,9
12.666666666666666,9
12.75,8
12.833333333333334,8
12.916666666666666,7
13,10
13.083333333333334,8
13.166666666666666,11
13.25,7
13.333333333333334,10
13.416666666666666,9
13.5,9
13.583333333333334,8
13.666666666666666,9
13.75,8
13.833333333333334,10
13.916666666666666,11
14,9
14.083333333333334,8
14.166666666666666,11
14.25,8
14.333333333333334,7
14.416666666666666,9
14.5,10
14.583333333333334,8
14.666666666666666,10
14.75,10
14.833333333333334,11
14.916666666666666,8
15,9
15.083333333333334,9
15.166666666666666,10
15.25,8
15.333333333333334,9
15.416666666666666,7
15.5,9
15.583333333333334,9
15.666666666666666,10
15.75,7
15.833333333333334,8
15.916666666666666,10
16,9
16.083333333333332,10
16.166666666666668,9
16.25,8
16.333333333333332,10
16.416666666666668,9
16.5,10
16.583333333333332,9
16.666666666666668,9
16.75,10
16.833333333333332,10
16.916666666666668,8
17,10
17.083333333333332,8
17.166666666666668,11
17.25,8
17.333333333333332,9
17.416666666666668,10
17.5,7
17.583333333333332,10
17.666666666666668,8
17.75,9
17.833333333333332,10
17.916666666666668,9
18,10
18.083333333333332,10
18.166666666666668,8
18.25,12
18.333333333333332,9
18.416666666666668,9
18.5,8
18.583333333333332,10
18.666666666666668,12
18.75,9
18.833333333333332,11
18.916666666666668,12
19,10
19.083333333333332,11
19.166666666666668,10
19.25,9
19.333333333333332,11
19.416666666666668,11
19.5,11
19.583333333333332,11
19.666666666666668,11
19.75,10
19.833333333333332,10
19.916666666666668,10
20,10
20.083333333333332,8
20.166666666666668,10
20.25,11
20.333333333333332,8
20.416666666666668,12
20.5,8
20.583333333333332,9
20.666666666666668,10
20.75,9
20.833333333333332,10
20.916666666666668,9
21,10
21.083333333333332,10
21.166666666666668,11
21.25,11
21.333333333333332,10
21.416666666666668,12
21.5,11
21.583333333333332,10
21.666666666666668,11
21.75,9
21.833333333333332,9
21.916666666666668,8
22,9
22.083333333333332,11
22.166666666666668,9
22.25,10
22.333333333333332,9
22.416666666666668,11
22.5,8
22.583333333333332,11
22.666666666666668,10
22.75,10
22.833333333333332,8
22.916666666666668,9
23,10
23.083333333333332,10
23.166666666666668,9
23.25,9
23.333333333333332,11
23.416666666666668,9
23.5,10
23.583333333333332,7
23.666666666666668,10
23.75,9
23.833333333333332,9
23.916666666666668,11
24,9
24.083333333333332,7
24.166666666666668,8
24.25,9
24.333333333333332,8
24.416666666666668,7
24.5,9
24.583333333333332,10
24.666666666666668,8
24.75,7
24.833333333333332,8
24.916666666666668,10
25,9
25.083333333333332,11
25.166666666666668,8
25.25,9
25.333333333333332,9
25.416666666666668,9
25.5,11
25.583333333333332,7
25.666666666666668,8
25.75,9
25.833333333333332,10
25.916666666666668,10
26,7
26.083333333333332,9
26.166666666666668,8
26.25,9
26.333333333333332,10
26.416666666666668,7
26.5,9
26.583333333333332,9
26.666666666666668,11
26.75,8
26.833333333333332,11
26.916666666666668,10
27,10
27.083333333333332,11
27.166666666666668,10
27.25,9
27.333333333333332,8
27.416666666666668,9
27.5,9
27.583333333333332,7
27.666666666666668,8
27.75,9
27.833333333333332,8
27.916666666666668,9
28,10
28.083333333333332,8
28.166666666666668,9
28.25,7
28.333333333333332,8
28.416666666666668,9
28.5,10
28.583333333333332,8
28.666666666666668,9
28.75,8
28.833333333333332,10
28.916666666666668,8
29,10
29.083333333333332,8
29.166666666666668,9
29.25,10
29.333333333333332,7
29.416666666666668,7
29.5,11
29.583333333333332,10
29.666666666666668,11
29.75,9
29.833333333333332,9
29.916666666666668,10
30,10
30.083333333333332,9
30.166666666666668,9
30.25,8
30.333333333333332,9
30.416666666666668,7
30.5,11
30.583333333333332,9
30.666666666666668,9
30.75,8
30.833333333333332,10
30.916666666666668,8
31,9
31.083333333333332,9
31.166666666666668,11
31.25,8
31.333333333333332,10
31.416666666666668,11
31.5,11
31.583333333333332,9
31.666666666666668,9
31.75,10
31.833333333333332,11
31.916666666666668,10
32,10
32.083333333333336,9
32.166666666666664,8
32.25,9
32.333333333333336,8
32.416666666666664,10
32.5,11
32.583333333333336,10
32.666666666666664,9
32.75,11
32.833333333333336,8
32.916666666666664,11
33,10
33.083333333333336,10
33.166666666666664,11
33.25,8
33.333333333333336,9
33.416666666666664,11
33.5,8
33.583333333333336,9
33.666666666666664,11
33.75,7
33.833333333333336,8
33.916666666666664,9
34,9
34.083333333333336,9
34.166666666666664,9
34.25,10
34.333333333333336,9
34.416666666666664,9
34.5,10
34.583333333333336,8
34.666666666666664,9
34.75,9
34.833333333333336,9
34.916666666666664,8
35,8
35.083333333333336,11
35.166666666666664,7
35.25,9
35.333333333333336,9
35.416666666666664,9
35.5,8
35.583333333333336,11
35.666666666666664,7
35.75,8
35.833333333333336,8
35.916666666666664,8
36,8
36.083333333333336,9
36.166666666666664,8
36.25,8
36.333333333333336,10
36.416666666666664,10
36.5,10
36.583333333333336,10
36.666666666666664,11
36.75,10
36.833333333333336,10
36.916666666666664,9
37,8
37.083333333333336,9
37.166666666666664,11
37.25,10
37.333333333333336,10
37.416666666666664,11
37.5,12
37.583333333333336,10
37.666666666666664,11
37.75,11
37.833333333333336,8
37.916666666666664,8
38,9
38.083333333333336,10
38.166666666666664,9
38.25,10
38.333333333333336,9
38.416666666666664,9
38.5,10
38.583333333333336,10
38.666666666666664,10
38.75,10
38.833333333333336,9
38.916666666666664,9
