"Hours since thread went live","Metallic Rouge - Episode 12 discussion"
0,4
0.08333333333333333,7
0.16666666666666666,8
0.25,10
0.3333333333333333,11
0.4166666666666667,14
0.5,16
0.5833333333333334,17
0.6666666666666666,19
0.75,23
0.8333333333333334,25
0.9166666666666666,28
1,29
1.0833333333333333,30
1.1666666666666667,33
1.25,35
1.3333333333333333,36
1.4166666666666667,39
1.5,43
1.5833333333333333,50
1.6666666666666667,56
1.75,62
1.8333333333333333,60
1.9166666666666667,63
2,65
2.0833333333333335,64
2.1666666666666665,69
2.25,69
2.3333333333333335,76
2.4166666666666665,79
2.5,77
2.5833333333333335,78
2.6666666666666665,80
2.75,81
2.8333333333333335,82
2.9166666666666665,80
3,84
3.0833333333333335,81
3.1666666666666665,87
3.25,91
3.3333333333333335,91
3.4166666666666665,93
3.5,91
3.5833333333333335,93
3.6666666666666665,95
3.75,99
3.8333333333333335,98
3.9166666666666665,95
4,101
4.083333333333333,101
4.166666666666667,102
4.25,104
4.333333333333333,104
4.416666666666667,105
4.5,106
4.583333333333333,111
4.666666666666667,107
4.75,111
4.833333333333333,109
4.916666666666667,113
5,114
5.083333333333333,112
5.166666666666667,119
5.25,122
5.333333333333333,124
5.416666666666667,125
5.5,131
5.583333333333333,135
5.666666666666667,130
5.75,133
5.833333333333333,134
5.916666666666667,136
6,136
6.083333333333333,140
6.166666666666667,139
6.25,145
6.333333333333333,145
6.416666666666667,151
6.5,153
6.583333333333333,154
6.666666666666667,154
6.75,157
6.833333333333333,158
6.916666666666667,160
7,157
7.083333333333333,162
7.166666666666667,161
7.25,160
7.333333333333333,160
7.416666666666667,162
7.5,161
7.583333333333333,166
7.666666666666667,167
7.75,171
7.833333333333333,175
7.916666666666667,173
8,173
8.083333333333334,177
8.166666666666666,180
8.25,176
8.333333333333334,179
8.416666666666666,179
8.5,178
8.583333333333334,177
8.666666666666666,182
8.75,183
8.833333333333334,183
8.916666666666666,186
9,188
9.083333333333334,192
9.166666666666666,191
9.25,190
