"Hours since thread went live","Metallic Rouge - Episode 12 discussion"
9.333333333333334,192
9.416666666666666,195
9.5,194
9.583333333333334,192
9.666666666666666,195
9.75,197
9.833333333333334,198
9.916666666666666,201
10,200
10.083333333333334,205
10.166666666666666,203
10.25,203
10.333333333333334,203
10.416666666666666,200
10.5,200
10.583333333333334,204
10.666666666666666,207
10.75,208
10.833333333333334,207
10.916666666666666,206
11,209
11.083333333333334,203
11.166666666666666,205
11.25,204
11.333333333333334,206
11.416666666666666,211
11.5,207
11.583333333333334,206
11.666666666666666,207
11.75,214
11.833333333333334,211
11.916666666666666,209
12,216
12.083333333333334,215
12.166666666666666,212
12.25,212
12.333333333333334,215
12.416666666666666,220
12.5,217
12.583333333333334,214
12.666666666666666,220
12.75,218
12.833333333333334,223
12.916666666666666,225
13,221
13.083333333333334,221
13.166666666666666,222
13.25,223
13.333333333333334,225
13.416666666666666,223
13.5,224
13.583333333333334,223
13.666666666666666,228
13.75,226
13.833333333333334,225
13.916666666666666,224
14,230
14.083333333333334,223
14.166666666666666,228
14.25,227
14.333333333333334,229
14.416666666666666,227
14.5,228
14.583333333333334,229
14.666666666666666,228
14.75,231
14.833333333333334,231
14.916666666666666,232
15,230
15.083333333333334,229
15.166666666666666,232
15.25,232
15.333333333333334,236
15.416666666666666,232
15.5,234
15.583333333333334,232
15.666666666666666,233
15.75,233
15.833333333333334,233
15.916666666666666,232
16,231
16.083333333333332,233
16.166666666666668,236
16.25,234
16.333333333333332,236
16.416666666666668,235
16.5,237
16.583333333333332,234
16.666666666666668,236
16.75,236
16.833333333333332,241
16.916666666666668,241
17,239
17.083333333333332,235
17.166666666666668,242
17.25,241
17.333333333333332,244
17.416666666666668,240
17.5,238
17.583333333333332,242
17.666666666666668,239
17.75,241
17.833333333333332,241
17.916666666666668,245
18,242
18.083333333333332,242
18.166666666666668,246
18.25,247
18.333333333333332,242
18.416666666666668,247
18.5,245
18.583333333333332,246
18.666666666666668,244
18.75,247
18.833333333333332,247
18.916666666666668,247
19,250
19.083333333333332,246
19.166666666666668,246
19.25,248
19.333333333333332,251
19.416666666666668,249
19.5,245
19.583333333333332,250
19.666666666666668,250
19.75,249
19.833333333333332,250
19.916666666666668,252
20,254
20.083333333333332,251
20.166666666666668,252
20.25,250
20.333333333333332,255
20.416666666666668,251
20.5,251
20.583333333333332,253
20.666666666666668,256
20.75,257
20.833333333333332,252
20.916666666666668,253
21,256
21.083333333333332,256
21.166666666666668,255
21.25,255
21.333333333333332,258
21.416666666666668,257
21.5,261
21.583333333333332,256
21.666666666666668,260
21.75,261
21.833333333333332,264
21.916666666666668,261
22,265
22.083333333333332,267
22.166666666666668,262
22.25,267
22.333333333333332,265
22.416666666666668,268
22.5,264
22.583333333333332,263
22.666666666666668,268
22.75,268
22.833333333333332,265
22.916666666666668,268
23,265
23.083333333333332,264
23.166666666666668,266
23.25,265
23.333333333333332,269
23.416666666666668,266
23.5,266
23.583333333333332,266
23.666666666666668,267
23.75,270
23.833333333333332,269
23.916666666666668,265
24,264
24.083333333333332,266
24.166666666666668,267
24.25,268
24.333333333333332,271
24.416666666666668,269
24.5,270
24.583333333333332,268
24.666666666666668,272
24.75,271
24.833333333333332,269
24.916666666666668,272
25,265
25.083333333333332,268
25.166666666666668,268
25.25,272
25.333333333333332,271
25.416666666666668,269
25.5,271
25.583333333333332,271
25.666666666666668,271
25.75,272
25.833333333333332,271
25.916666666666668,268
26,271
26.083333333333332,272
26.166666666666668,272
26.25,270
26.333333333333332,268
26.416666666666668,271
26.5,270
26.583333333333332,274
26.666666666666668,270
26.75,269
26.833333333333332,272
26.916666666666668,274
27,268
27.083333333333332,275
27.166666666666668,273
27.25,275
27.333333333333332,269
27.416666666666668,273
27.5,273
27.583333333333332,274
27.666666666666668,271
27.75,273
27.833333333333332,271
27.916666666666668,273
28,273
28.083333333333332,272
28.166666666666668,274
28.25,277
28.333333333333332,276
28.416666666666668,272
28.5,271
28.583333333333332,273
28.666666666666668,271
28.75,270
28.833333333333332,273
28.916666666666668,271
29,277
29.083333333333332,273
29.166666666666668,274
29.25,273
29.333333333333332,274
29.416666666666668,275
29.5,275
29.583333333333332,272
29.666666666666668,275
29.75,278
29.833333333333332,275
29.916666666666668,278
30,273
30.083333333333332,276
30.166666666666668,275
30.25,277
30.333333333333332,276
30.416666666666668,274
30.5,277
30.583333333333332,278
30.666666666666668,279
30.75,275
30.833333333333332,273
30.916666666666668,273
31,277
31.083333333333332,276
31.166666666666668,276
31.25,279
31.333333333333332,275
31.416666666666668,276
31.5,276
31.583333333333332,272
31.666666666666668,277
31.75,274
31.833333333333332,274
31.916666666666668,274
32,277
32.083333333333336,273
32.166666666666664,278
32.25,278
32.333333333333336,274
32.416666666666664,277
32.5,274
32.583333333333336,279
32.666666666666664,275
32.75,276
32.833333333333336,272
32.916666666666664,274
33,276
33.083333333333336,278
33.166666666666664,279
33.25,277
33.333333333333336,280
33.416666666666664,278
33.5,277
33.583333333333336,275
33.666666666666664,275
33.75,274
33.833333333333336,276
33.916666666666664,279
34,276
34.083333333333336,279
34.166666666666664,274
34.25,279
34.333333333333336,276
34.416666666666664,277
34.5,278
34.583333333333336,278
34.666666666666664,279
34.75,276
34.833333333333336,277
34.916666666666664,277
35,278
35.083333333333336,275
35.166666666666664,279
35.25,279
35.333333333333336,277
35.416666666666664,282
35.5,277
35.583333333333336,276
35.666666666666664,276
35.75,279
35.833333333333336,279
35.916666666666664,274
36,276
36.083333333333336,281
36.166666666666664,274
36.25,276
36.333333333333336,278
36.416666666666664,278
36.5,276
36.583333333333336,279
36.666666666666664,281
36.75,277
36.833333333333336,280
36.916666666666664,279
37,279
37.083333333333336,273
37.166666666666664,273
37.25,279
37.333333333333336,278
37.416666666666664,279
37.5,276
37.583333333333336,278
37.666666666666664,280
37.75,281
37.833333333333336,278
37.916666666666664,277
38,279
38.083333333333336,280
38.166666666666664,281
38.25,278
38.333333333333336,277
38.416666666666664,283
38.5,278
38.583333333333336,280
38.666666666666664,279
38.75,278
38.833333333333336,281
38.916666666666664,281
39,280
39.083333333333336,284
39.166666666666664,281
39.25,280
39.333333333333336,278
39.416666666666664,279
39.5,284
39.583333333333336,282
39.666666666666664,281
39.75,281
39.833333333333336,284
39.916666666666664,280
40,279
40.083333333333336,278
40.166666666666664,282
40.25,281
40.333333333333336,280
40.416666666666664,278
40.5,283
40.583333333333336,279
40.666666666666664,277
40.75,282
40.833333333333336,284
40.916666666666664,280
41,277
41.083333333333336,279
41.166666666666664,279
41.25,282
41.333333333333336,281
41.416666666666664,282
41.5,278
41.583333333333336,282
41.666666666666664,281
41.75,284
41.833333333333336,278
41.916666666666664,278
42,285
42.083333333333336,281
42.166666666666664,281
42.25,279
42.333333333333336,280
42.416666666666664,277
42.5,277
42.583333333333336,284
42.666666666666664,280
42.75,282
42.833333333333336,284
42.916666666666664,281
43,284
43.083333333333336,279
43.166666666666664,284
43.25,278
43.333333333333336,279
43.416666666666664,284
43.5,278
43.583333333333336,282
43.666666666666664,281
43.75,279
43.833333333333336,279
43.916666666666664,281
44,282
44.083333333333336,279
44.166666666666664,279
44.25,277
44.333333333333336,284
44.416666666666664,279
44.5,279
44.583333333333336,280
44.666666666666664,281
44.75,279
44.833333333333336,278
44.916666666666664,281
45,283
45.083333333333336,281
45.166666666666664,282
45.25,281
45.333333333333336,279
45.416666666666664,280
45.5,282
45.583333333333336,279
45.666666666666664,283
45.75,279
45.833333333333336,284
45.916666666666664,280
46,281
46.083333333333336,277
46.166666666666664,281
46.25,276
46.333333333333336,283
46.416666666666664,281
46.5,279
46.583333333333336,280
46.666666666666664,278
46.75,281
46.833333333333336,281
46.916666666666664,281
47,281
47.083333333333336,279
47.166666666666664,283
47.25,280
47.333333333333336,278
47.416666666666664,281
47.5,279
47.583333333333336,281
47.666666666666664,281
47.75,280
47.833333333333336,284
47.916666666666664,284
