"Hours since thread went live","Shingeki no Kyojin: The Final Season Part 2 - Episode 81 discussion"
0,1
0,5
0.08333333333333333,24
0.16666666666666666,52
0.25,99
0.3333333333333333,139
0.4166666666666667,206
0.5,254
0.5833333333333334,337
0.6666666666666666,404
0.75,459
0.8333333333333334,527
0.9166666666666666,601
1,674
1.0833333333333333,754
1.1666666666666667,830
1.25,916
1.3333333333333333,1017
1.4166666666666667,1094
1.5,1171
1.5833333333333333,1245
1.6666666666666667,1309
1.75,1399
1.8333333333333333,1466
1.9166666666666667,1538
2,1616
2.0833333333333335,1683
2.1666666666666665,1770
2.25,1829
2.3333333333333335,1914
2.4166666666666665,1975
2.5,2053
2.5833333333333335,2118
2.6666666666666665,2184
2.75,2238
2.8333333333333335,2309
2.9166666666666665,2367
3,2428
3.0833333333333335,2481
3.1666666666666665,2566
3.25,2630
3.3333333333333335,2699
3.4166666666666665,2768
3.5,2873
3.5833333333333335,3006
3.6666666666666665,3127
3.75,3254
3.8333333333333335,3360
3.9166666666666665,3441
4,3546
4.083333333333333,3645
4.166666666666667,3736
4.25,3873
4.333333333333333,3952
4.416666666666667,4049
4.5,4144
4.583333333333333,4229
4.666666666666667,4287
4.75,4367
4.833333333333333,4442
4.916666666666667,4529
5,4607
5.083333333333333,4692
5.166666666666667,4747
5.25,4840
5.333333333333333,4907
5.416666666666667,4990
5.5,5052
5.583333333333333,5117
5.666666666666667,5195
5.75,5261
5.833333333333333,5321
5.916666666666667,5396
6,5456
6.083333333333333,5501
6.166666666666667,5591
6.25,5640
6.333333333333333,5700
6.416666666666667,5760
6.5,5802
6.583333333333333,5855
6.666666666666667,5905
6.75,5959
6.833333333333333,6012
6.916666666666667,6081
7,6120
7.083333333333333,6182
7.166666666666667,6225
7.25,6285
7.333333333333333,6330
7.416666666666667,6372
7.5,6417
7.583333333333333,6473
7.666666666666667,6499
7.75,6553
7.833333333333333,6588
7.916666666666667,6634
8,6679
8.083333333333334,6721
8.166666666666666,6773
8.25,6806
8.333333333333334,6855
8.416666666666666,6881
8.5,6944
8.583333333333334,6991
8.666666666666666,7031
8.75,7081
8.833333333333334,7109
8.916666666666666,7141
9,7174
9.083333333333334,7210
9.166666666666666,7251
9.25,7287
9.333333333333334,7312
9.416666666666666,7338
9.5,7390
9.583333333333334,7407
9.666666666666666,7468
9.75,7491
9.833333333333334,7533
9.916666666666666,7573
10,7609
10.083333333333334,7648
10.166666666666666,7681
10.25,7725
10.333333333333334,7748
10.416666666666666,7800
10.5,7826
10.583333333333334,7865
10.666666666666666,7913
10.75,7960
10.833333333333334,8001
10.916666666666666,8032
11,8073
11.083333333333334,8104
11.166666666666666,8139
11.25,8172
11.333333333333334,8203
11.416666666666666,8226
11.5,8244
11.583333333333334,8285
11.666666666666666,8316
11.75,8356
11.833333333333334,8389
11.916666666666666,8418
12,8457
12.083333333333334,8487
12.166666666666666,8509
12.25,8562
12.333333333333334,8583
12.416666666666666,8621
12.5,8655
12.583333333333334,8687
12.666666666666666,8729
12.75,8753
12.833333333333334,8790
12.916666666666666,8821
13,8839
13.083333333333334,8871
13.166666666666666,8899
13.25,8918
13.333333333333334,8939
13.416666666666666,8979
13.5,8994
13.583333333333334,9032
13.666666666666666,9053
13.75,9074
13.833333333333334,9102
13.916666666666666,9117
14,9132
14.083333333333334,9171
14.166666666666666,9197
14.25,9219
14.333333333333334,9234
14.416666666666666,9252
14.5,9278
14.583333333333334,9307
14.666666666666666,9321
14.75,9333
14.833333333333334,9352
14.916666666666666,9365
15,9389
15.083333333333334,9400
15.166666666666666,9414
15.25,9435
15.333333333333334,9466
15.416666666666666,9469
15.5,9493
15.583333333333334,9503
15.666666666666666,9528
15.75,9550
15.833333333333334,9563
15.916666666666666,9575
16,9598
16.083333333333332,9605
16.166666666666668,9631
16.25,9643
16.333333333333332,9656
16.416666666666668,9675
16.5,9698
16.583333333333332,9721
16.666666666666668,9730
16.75,9752
16.833333333333332,9771
16.916666666666668,9789
17,9800
17.083333333333332,9812
17.166666666666668,9830
17.25,9835
17.333333333333332,9847
17.416666666666668,9870
17.5,9887
17.583333333333332,9906
17.666666666666668,9917
17.75,9931
17.833333333333332,9958
17.916666666666668,9979
18,9986
18.083333333333332,9989
18.166666666666668,10004
18.25,10014
18.333333333333332,10028
18.416666666666668,10041
18.5,10055
18.583333333333332,10069
18.666666666666668,10076
18.75,10094
18.833333333333332,10111
18.916666666666668,10118
19,10137
19.083333333333332,10150
19.166666666666668,10159
19.25,10163
19.333333333333332,10166
19.416666666666668,10179
19.5,10194
19.583333333333332,10204
19.666666666666668,10204
19.75,10227
19.833333333333332,10231
19.916666666666668,10254
20,10265
20.083333333333332,10270
20.166666666666668,10288
20.25,10291
20.333333333333332,10302
20.416666666666668,10312
20.5,10316
20.583333333333332,10327
20.666666666666668,10341
20.75,10339
20.916666666666668,10369
21.083333333333332,10378
21.166666666666668,10387
21.25,10393
21.333333333333332,10409
21.416666666666668,10422
21.5,10427
21.583333333333332,10445
21.666666666666668,10447
21.75,10458
21.833333333333332,10463
21.916666666666668,10473
22,10476
22.083333333333332,10486
22.166666666666668,10489
22.25,10496
22.333333333333332,10506
22.416666666666668,10517
22.5,10529
22.583333333333332,10535
22.666666666666668,10540
22.75,10552
22.833333333333332,10558
22.916666666666668,10570
23,10580
23.083333333333332,10586
23.166666666666668,10591
23.25,10596
23.333333333333332,10614
23.416666666666668,10622
23.5,10628
23.583333333333332,10635
23.666666666666668,10635
23.75,10650
23.833333333333332,10651
23.916666666666668,10652
24,10673
24.083333333333332,10680
24.166666666666668,10682
24.25,10680
24.333333333333332,10693
24.416666666666668,10701
24.5,10705
24.583333333333332,10713
24.666666666666668,10722
24.75,10732
24.833333333333332,10740
24.916666666666668,10732
25,10745
25.083333333333332,10743
25.166666666666668,10745
25.25,10750
25.333333333333332,10763
25.416666666666668,10771
25.5,10769
25.583333333333332,10778
25.666666666666668,10776
25.75,10783
25.833333333333332,10782
25.916666666666668,10791
26,10803
26.083333333333332,10813
26.166666666666668,10819
26.25,10828
26.333333333333332,10823
26.416666666666668,10832
26.5,10839
26.583333333333332,10837
26.666666666666668,10837
26.75,10843
26.833333333333332,10839
26.916666666666668,10848
27,10848
27.083333333333332,10850
27.166666666666668,10851
27.25,10858
27.333333333333332,10862
27.416666666666668,10867
27.5,10867
27.583333333333332,10875
27.666666666666668,10871
27.75,10881
27.833333333333332,10893
27.916666666666668,10888
28,10885
28.083333333333332,10902
28.166666666666668,10901
28.25,10899
28.333333333333332,10908
28.416666666666668,10917
28.916666666666668,10927
29,10935
29.083333333333332,10949
29.166666666666668,10939
29.25,10946
29.333333333333332,10955
29.416666666666668,10954
29.5,10964
29.583333333333332,10965
29.666666666666668,10967
29.75,10966
29.833333333333332,10970
29.916666666666668,10973
30,10981
30.083333333333332,10978
30.166666666666668,10982
30.25,10986
30.333333333333332,10987
30.416666666666668,10991
30.5,11000
30.583333333333332,10999
30.666666666666668,11009
30.75,11012
30.833333333333332,11011
30.916666666666668,11015
31,11018
31.083333333333332,11024
31.166666666666668,11023
31.25,11021
31.333333333333332,11031
31.416666666666668,11031
31.5,11034
31.583333333333332,11041
31.666666666666668,11029
31.75,11038
31.833333333333332,11048
31.916666666666668,11050
32,11046
32.083333333333336,11059
32.166666666666664,11056
32.25,11060
32.333333333333336,11067
32.416666666666664,11065
32.5,11067
32.583333333333336,11066
32.666666666666664,11070
32.75,11077
32.833333333333336,11076
32.916666666666664,11085
33,11083
33.083333333333336,11086
33.166666666666664,11091
33.25,11088
33.333333333333336,11084
33.416666666666664,11092
33.5,11099
33.583333333333336,11102
33.666666666666664,11098
33.75,11100
33.833333333333336,11099
33.916666666666664,11107
34,11105
34.083333333333336,11119
34.166666666666664,11120
34.25,11121
34.333333333333336,11127
34.416666666666664,11119
34.5,11129
34.583333333333336,11125
34.666666666666664,11134
34.75,11140
34.833333333333336,11135
34.916666666666664,11139
35,11138
35.083333333333336,11142
35.166666666666664,11145
35.25,11148
35.333333333333336,11157
35.416666666666664,11152
35.5,11155
35.583333333333336,11150
35.666666666666664,11157
35.75,11160
35.833333333333336,11164
35.916666666666664,11167
36,11173
36.083333333333336,11169
36.166666666666664,11165
36.25,11168
36.333333333333336,11171
36.416666666666664,11176
36.5,11170
36.583333333333336,11181
36.666666666666664,11173
36.75,11176
36.833333333333336,11170
36.916666666666664,11173
37,11177
37.083333333333336,11181
37.166666666666664,11178
37.25,11186
37.333333333333336,11180
37.416666666666664,11185
37.5,11185
37.583333333333336,11188
37.666666666666664,11190
37.75,11193
37.833333333333336,11197
37.916666666666664,11195
38,11199
38.083333333333336,11188
38.166666666666664,11200
38.25,11202
38.333333333333336,11196
38.416666666666664,11199
38.5,11202
38.583333333333336,11199
38.666666666666664,11204
38.75,11210
38.833333333333336,11212
38.916666666666664,11210
39,11210
39.083333333333336,11213
39.166666666666664,11212
39.25,11210
39.333333333333336,11215
39.416666666666664,11219
39.5,11220
39.583333333333336,11218
39.666666666666664,11222
39.75,11218
39.833333333333336,11215
39.916666666666664,11231
40,11228
40.083333333333336,11218
40.166666666666664,11221
40.25,11220
40.333333333333336,11218
40.416666666666664,11226
40.5,11219
40.583333333333336,11222
40.666666666666664,11225
40.75,11225
40.833333333333336,11233
40.916666666666664,11228
41,11228
41.083333333333336,11226
41.166666666666664,11233
41.25,11236
41.333333333333336,11234
41.416666666666664,11236
41.5,11231
41.583333333333336,11239
41.666666666666664,11236
41.75,11244
41.833333333333336,11246
41.916666666666664,11239
42,11238
42.083333333333336,11242
42.166666666666664,11238
42.25,11242
42.333333333333336,11243
42.416666666666664,11242
42.5,11253
42.583333333333336,11243
42.666666666666664,11247
42.75,11257
42.833333333333336,11250
42.916666666666664,11252
43,11248
43.083333333333336,11256
43.166666666666664,11263
43.25,11256
43.333333333333336,11263
43.416666666666664,11265
43.5,11270
43.583333333333336,11264
43.666666666666664,11274
43.75,11264
43.833333333333336,11272
43.916666666666664,11266
44,11263
44.083333333333336,11273
44.166666666666664,11273
44.25,11277
44.333333333333336,11276
44.416666666666664,11272
44.5,11268
44.583333333333336,11273
44.666666666666664,11278
44.75,11277
44.833333333333336,11282
44.916666666666664,11272
45,11282
45.083333333333336,11277
45.166666666666664,11286
45.25,11279
45.333333333333336,11286
45.416666666666664,11289
45.5,11290
45.583333333333336,11289
45.666666666666664,11280
45.75,11292
45.833333333333336,11292
45.916666666666664,11289
46,11294
46.083333333333336,11295
46.166666666666664,11290
46.25,11296
46.333333333333336,11301
46.416666666666664,11302
46.5,11297
46.583333333333336,11298
46.666666666666664,11297
46.75,11303
46.833333333333336,11296
46.916666666666664,11300
47,11306
47.083333333333336,11300
47.166666666666664,11306
47.25,11301
47.333333333333336,11311
47.416666666666664,11306
47.5,11306
47.583333333333336,11305
47.666666666666664,11312
47.75,11302
47.833333333333336,11307
47.916666666666664,11311
