"Hours since thread went live","Snack Basue - Episode 9 discussion"
0,1
0,0
0.08333333333333333,0
0.16666666666666666,1
0.25,1
0.3333333333333333,2
0.4166666666666667,2
0.5,2
0.5833333333333334,2
0.6666666666666666,2
0.75,2
0.8333333333333334,3
0.9166666666666666,3
1,3
1.0833333333333333,4
1.1666666666666667,6
1.25,5
1.3333333333333333,6
1.4166666666666667,8
1.5,8
1.5833333333333333,9
1.6666666666666667,10
1.75,8
1.8333333333333333,9
1.9166666666666667,9
2,7
2.0833333333333335,8
2.1666666666666665,7
2.25,10
2.3333333333333335,10
2.4166666666666665,10
2.5,8
2.5833333333333335,8
2.6666666666666665,11
2.75,9
2.8333333333333335,9
2.9166666666666665,9
3,10
3.0833333333333335,9
3.1666666666666665,12
3.25,12
3.3333333333333335,12
3.4166666666666665,12
3.5,11
3.5833333333333335,12
3.6666666666666665,11
3.75,11
3.8333333333333335,12
3.9166666666666665,13
4,10
4.083333333333333,14
4.166666666666667,14
4.25,14
4.333333333333333,13
4.416666666666667,11
4.5,12
4.583333333333333,12
4.666666666666667,12
4.75,10
4.833333333333333,13
4.916666666666667,13
5,15
5.083333333333333,12
5.166666666666667,14
5.25,14
5.333333333333333,12
5.416666666666667,15
5.5,14
5.583333333333333,14
5.666666666666667,14
5.75,16
5.833333333333333,17
5.916666666666667,16
6,14
6.083333333333333,14
6.166666666666667,13
6.25,16
6.333333333333333,16
6.416666666666667,16
6.5,15
6.583333333333333,16
6.666666666666667,16
6.75,18
6.833333333333333,16
6.916666666666667,15
7,18
7.083333333333333,15
7.166666666666667,18
7.25,17
7.333333333333333,18
7.416666666666667,14
7.5,18
7.583333333333333,18
7.666666666666667,17
7.75,17
7.833333333333333,16
7.916666666666667,16
8,16
8.083333333333334,17
8.166666666666666,15
8.25,17
8.333333333333334,18
8.416666666666666,17
8.5,17
8.583333333333334,16
8.666666666666666,15
8.75,19
8.833333333333334,20
8.916666666666666,18
9,18
9.083333333333334,19
9.166666666666666,18
9.25,20
9.333333333333334,17
9.416666666666666,18
9.5,19
9.583333333333334,19
9.666666666666666,20
9.75,19
9.833333333333334,19
9.916666666666666,20
10,19
10.083333333333334,20
10.166666666666666,18
10.25,19
10.333333333333334,21
10.416666666666666,20
10.5,19
10.583333333333334,20
10.666666666666666,19
10.75,24
10.833333333333334,22
10.916666666666666,23
11,21
11.083333333333334,21
11.166666666666666,24
11.25,23
11.333333333333334,25
11.416666666666666,26
11.5,25
11.583333333333334,24
11.666666666666666,23
11.75,24
11.833333333333334,23
11.916666666666666,26
12,24
12.083333333333334,24
12.166666666666666,24
12.25,23
12.333333333333334,23
12.416666666666666,24
12.5,22
12.583333333333334,22
12.666666666666666,25
12.75,25
12.833333333333334,25
12.916666666666666,24
13,26
13.083333333333334,25
13.166666666666666,26
13.25,27
13.333333333333334,24
13.416666666666666,26
13.5,26
13.583333333333334,27
13.666666666666666,27
13.75,28
13.833333333333334,27
13.916666666666666,27
14,30
14.083333333333334,29
14.166666666666666,27
14.25,29
14.333333333333334,29
14.416666666666666,29
14.5,30
14.583333333333334,29
14.666666666666666,30
14.75,28
14.833333333333334,29
14.916666666666666,30
15,30
15.083333333333334,28
15.166666666666666,27
15.25,28
15.333333333333334,28
15.416666666666666,28
15.5,28
15.583333333333334,30
15.666666666666666,30
15.75,29
15.833333333333334,28
15.916666666666666,28
16,28
16.083333333333332,30
16.166666666666668,28
16.25,29
16.333333333333332,29
16.416666666666668,29
16.5,29
16.583333333333332,28
16.666666666666668,28
16.75,27
16.833333333333332,29
16.916666666666668,30
17,30
17.083333333333332,30
17.166666666666668,30
17.25,30
17.333333333333332,30
17.416666666666668,30
17.5,29
17.583333333333332,30
17.666666666666668,31
17.75,30
17.833333333333332,29
17.916666666666668,32
18,31
18.083333333333332,29
18.166666666666668,32
18.25,29
18.333333333333332,30
18.416666666666668,31
18.5,31
18.583333333333332,29
18.666666666666668,28
18.75,30
18.833333333333332,29
18.916666666666668,28
19,28
19.083333333333332,30
19.166666666666668,31
19.25,28
19.333333333333332,32
19.416666666666668,32
19.5,31
19.583333333333332,33
19.666666666666668,33
19.75,30
19.833333333333332,32
19.916666666666668,29
20,32
20.083333333333332,30
20.166666666666668,30
20.25,31
20.333333333333332,32
20.416666666666668,32
20.5,31
20.583333333333332,31
20.666666666666668,31
20.75,30
20.833333333333332,32
20.916666666666668,33
21,30
21.083333333333332,31
21.166666666666668,32
21.25,33
21.333333333333332,32
21.416666666666668,32
21.5,32
21.583333333333332,33
21.666666666666668,32
21.75,32
21.833333333333332,32
21.916666666666668,32
22,33
22.083333333333332,32
22.166666666666668,36
22.25,31
22.333333333333332,35
22.416666666666668,31
22.5,32
22.583333333333332,35
22.666666666666668,33
22.75,32
22.833333333333332,34
22.916666666666668,35
23,32
23.083333333333332,36
23.166666666666668,32
23.25,31
23.333333333333332,33
23.416666666666668,33
23.5,35
23.583333333333332,33
23.666666666666668,34
23.75,33
23.833333333333332,31
23.916666666666668,33
24,32
24.083333333333332,30
24.166666666666668,37
24.25,37
24.333333333333332,37
24.416666666666668,31
24.5,34
24.583333333333332,33
24.666666666666668,33
24.75,30
24.833333333333332,34
24.916666666666668,34
25,37
25.083333333333332,33
25.166666666666668,34
25.25,32
25.333333333333332,36
25.416666666666668,33
25.5,34
25.583333333333332,37
25.666666666666668,35
25.75,33
25.833333333333332,34
25.916666666666668,37
26,33
26.083333333333332,32
26.166666666666668,35
26.25,32
26.333333333333332,35
26.416666666666668,34
26.5,35
26.583333333333332,33
26.666666666666668,37
26.75,36
26.833333333333332,30
26.916666666666668,35
27,34
27.083333333333332,38
27.166666666666668,31
27.25,33
27.333333333333332,33
27.416666666666668,36
27.5,35
27.583333333333332,33
27.666666666666668,34
27.75,34
27.833333333333332,36
27.916666666666668,35
28,32
28.083333333333332,34
28.166666666666668,33
28.25,35
28.333333333333332,34
28.416666666666668,34
28.5,34
28.583333333333332,33
28.666666666666668,34
28.75,38
28.833333333333332,31
28.916666666666668,32
29,38
29.083333333333332,34
29.166666666666668,39
29.25,34
29.333333333333332,38
29.416666666666668,31
29.5,35
29.583333333333332,35
29.666666666666668,34
29.75,32
29.833333333333332,37
29.916666666666668,39
30,32
30.083333333333332,35
30.166666666666668,35
30.25,35
30.333333333333332,35
30.416666666666668,36
30.5,37
30.583333333333332,35
30.666666666666668,36
30.75,33
30.833333333333332,32
30.916666666666668,36
31,36
31.083333333333332,37
31.166666666666668,31
31.25,36
31.333333333333332,34
31.416666666666668,35
31.5,34
31.583333333333332,35
31.666666666666668,35
31.75,33
31.833333333333332,33
31.916666666666668,37
32,35
32.083333333333336,35
32.166666666666664,39
32.25,35
32.333333333333336,36
32.416666666666664,36
32.5,33
32.583333333333336,36
32.666666666666664,37
32.75,37
32.833333333333336,39
32.916666666666664,38
33,37
33.083333333333336,36
33.166666666666664,36
33.25,37
33.333333333333336,35
33.416666666666664,39
33.5,37
33.583333333333336,38
33.666666666666664,38
33.75,40
33.833333333333336,40
33.916666666666664,38
34,39
34.083333333333336,39
34.166666666666664,36
34.25,37
34.333333333333336,37
34.416666666666664,37
34.5,35
34.583333333333336,38
34.666666666666664,38
34.75,38
34.833333333333336,35
34.916666666666664,36
35,37
35.083333333333336,37
35.166666666666664,38
35.25,37
35.333333333333336,37
35.416666666666664,39
35.5,39
35.583333333333336,37
35.666666666666664,38
35.75,35
35.833333333333336,39
35.916666666666664,35
36,35
36.083333333333336,35
36.166666666666664,36
36.25,38
36.333333333333336,38
36.416666666666664,37
36.5,40
36.583333333333336,41
36.666666666666664,39
36.75,39
36.833333333333336,37
36.916666666666664,40
37,33
37.083333333333336,36
37.166666666666664,37
37.25,37
37.333333333333336,39
37.416666666666664,36
37.5,36
37.583333333333336,37
37.666666666666664,38
37.75,39
37.833333333333336,37
37.916666666666664,40
38,36
38.083333333333336,38
38.166666666666664,36
38.25,36
38.333333333333336,39
38.416666666666664,39
38.5,36
38.583333333333336,40
38.666666666666664,39
38.75,39
38.833333333333336,37
38.916666666666664,37
39,37
39.083333333333336,41
39.166666666666664,36
39.25,34
39.333333333333336,35
39.416666666666664,34
39.5,36
39.583333333333336,37
39.666666666666664,37
39.75,38
39.833333333333336,38
39.916666666666664,37
40,37
40.083333333333336,38
40.166666666666664,35
40.25,37
40.333333333333336,36
40.416666666666664,37
40.5,37
40.583333333333336,38
40.666666666666664,38
40.75,39
40.833333333333336,34
40.916666666666664,40
41,35
41.083333333333336,39
41.166666666666664,36
41.25,40
41.333333333333336,35
41.416666666666664,35
41.5,37
41.583333333333336,35
41.666666666666664,40
41.75,37
41.833333333333336,41
41.916666666666664,34
42,39
42.083333333333336,37
42.166666666666664,37
42.25,36
42.333333333333336,38
42.416666666666664,34
42.5,38
42.583333333333336,36
42.666666666666664,38
42.75,35
42.833333333333336,37
42.916666666666664,33
43,38
43.083333333333336,33
43.166666666666664,37
43.25,41
43.333333333333336,34
43.416666666666664,38
43.5,39
43.583333333333336,37
43.666666666666664,38
43.75,38
43.833333333333336,39
43.916666666666664,39
44,34
44.083333333333336,37
44.166666666666664,38
44.25,36
44.333333333333336,39
44.416666666666664,34
44.5,38
44.583333333333336,38
44.666666666666664,38
44.75,38
44.833333333333336,39
44.916666666666664,40
45,35
45.083333333333336,36
45.166666666666664,37
45.25,38
45.333333333333336,39
45.416666666666664,38
45.5,37
45.583333333333336,39
45.666666666666664,38
45.75,36
45.833333333333336,37
45.916666666666664,35
46,39
46.083333333333336,36
46.166666666666664,34
46.25,36
46.333333333333336,41
46.416666666666664,38
46.5,37
46.583333333333336,41
46.666666666666664,35
46.75,37
46.833333333333336,37
46.916666666666664,40
47,41
47.083333333333336,39
47.166666666666664,36
47.25,37
47.333333333333336,40
47.416666666666664,40
47.5,38
47.583333333333336,35
47.666666666666664,38
47.75,41
47.833333333333336,34
47.916666666666664,35
