"Hours since thread went live","Unnamed Memory - Episode 6 discussion"
0,1
0.08333333333333333,2
0.16666666666666666,3
0.25,3
0.3333333333333333,2
0.4166666666666667,3
0.5,3
0.5833333333333334,4
0.6666666666666666,5
0.75,5
0.8333333333333334,6
0.9166666666666666,5
1,6
1.0833333333333333,8
1.1666666666666667,10
1.25,12
1.3333333333333333,12
1.4166666666666667,15
1.5,17
1.5833333333333333,21
1.6666666666666667,23
1.75,23
1.8333333333333333,24
1.9166666666666667,28
2,32
2.0833333333333335,33
2.1666666666666665,33
2.25,39
2.3333333333333335,39
2.4166666666666665,41
2.5,43
2.5833333333333335,46
2.6666666666666665,47
2.75,48
2.8333333333333335,54
2.9166666666666665,53
3,54
3.0833333333333335,52
3.1666666666666665,57
3.25,60
3.3333333333333335,60
3.4166666666666665,63
3.5,65
3.5833333333333335,62
3.6666666666666665,69
3.75,68
3.8333333333333335,64
3.9166666666666665,66
4,75
4.083333333333333,74
4.166666666666667,73
4.25,78
4.333333333333333,76
4.416666666666667,81
4.5,74
4.583333333333333,77
4.666666666666667,77
4.75,78
4.833333333333333,77
4.916666666666667,79
5,78
5.083333333333333,77
5.166666666666667,83
5.25,85
5.333333333333333,83
5.416666666666667,86
5.5,92
5.583333333333333,90
5.666666666666667,92
5.75,92
5.833333333333333,88
5.916666666666667,91
6,94
6.083333333333333,95
6.166666666666667,102
6.25,99
6.333333333333333,100
6.416666666666667,101
6.5,97
6.583333333333333,100
6.666666666666667,103
6.75,103
6.833333333333333,101
6.916666666666667,101
7,105
7.083333333333333,101
7.166666666666667,103
7.25,97
7.333333333333333,100
7.416666666666667,97
7.5,86
7.583333333333333,84
7.666666666666667,85
7.75,79
7.833333333333333,77
7.916666666666667,69
8,68
8.083333333333334,62
8.166666666666666,61
8.25,63
8.333333333333334,66
8.416666666666666,69
8.5,70
8.583333333333334,77
8.666666666666666,77
8.75,72
8.833333333333334,74
8.916666666666666,76
9,80
9.083333333333334,76
9.166666666666666,80
9.25,79
9.333333333333334,76
9.416666666666666,83
9.5,82
9.583333333333334,83
9.666666666666666,85
9.75,78
9.833333333333334,82
9.916666666666666,83
10,82
10.083333333333334,83
10.166666666666666,86
10.25,84
10.333333333333334,84
10.416666666666666,85
10.5,84
10.583333333333334,82
10.666666666666666,86
10.75,88
10.833333333333334,88
10.916666666666666,88
11,87
11.083333333333334,90
11.166666666666666,90
11.25,92
11.333333333333334,93
11.416666666666666,89
11.5,94
11.583333333333334,94
11.666666666666666,92
11.75,94
11.833333333333334,92
11.916666666666666,99
12,96
12.083333333333334,98
12.166666666666666,94
12.25,98
12.333333333333334,99
12.416666666666666,102
12.5,97
12.583333333333334,102
12.666666666666666,102
12.75,104
12.833333333333334,104
12.916666666666666,101
13,102
13.083333333333334,103
13.166666666666666,104
13.25,104
13.333333333333334,107
13.416666666666666,105
13.5,109
13.583333333333334,109
13.666666666666666,109
13.75,110
13.833333333333334,109
13.916666666666666,108
14,104
14.083333333333334,108
14.166666666666666,104
14.25,106
14.333333333333334,107
14.416666666666666,109
14.5,108
14.583333333333334,108
14.666666666666666,106
14.75,113
14.833333333333334,112
14.916666666666666,110
15,114
15.083333333333334,111
15.166666666666666,113
15.25,111
15.333333333333334,114
15.416666666666666,112
15.5,113
15.583333333333334,115
15.666666666666666,114
15.75,113
15.833333333333334,113
15.916666666666666,113
16,114
16.083333333333332,112
16.166666666666668,111
16.25,113
16.333333333333332,114
16.416666666666668,113
16.5,114
16.583333333333332,117
16.666666666666668,112
16.75,115
16.833333333333332,115
16.916666666666668,113
17,115
17.083333333333332,116
17.166666666666668,113
17.25,119
17.333333333333332,118
17.416666666666668,118
17.5,121
17.583333333333332,117
17.666666666666668,122
17.75,117
17.833333333333332,121
17.916666666666668,118
18,118
18.083333333333332,120
18.166666666666668,121
18.25,119
18.333333333333332,116
18.416666666666668,122
18.5,123
18.583333333333332,120
18.666666666666668,117
18.75,121
18.833333333333332,120
18.916666666666668,123
19,123
19.083333333333332,123
19.166666666666668,124
19.25,122
19.333333333333332,123
19.416666666666668,118
19.5,124
19.583333333333332,121
19.666666666666668,122
19.75,125
19.833333333333332,120
19.916666666666668,122
20,125
20.083333333333332,121
20.166666666666668,120
20.25,126
20.333333333333332,120
20.416666666666668,123
20.5,125
20.583333333333332,124
20.666666666666668,123
20.75,125
20.833333333333332,123
20.916666666666668,122
21,120
21.083333333333332,126
21.166666666666668,126
21.25,125
21.333333333333332,121
21.416666666666668,124
21.5,125
21.583333333333332,121
21.666666666666668,125
21.75,127
21.833333333333332,121
