"Hours since thread went live","Yozakura-san Chi no Daisakusen • Mission: Yozakura Family - Episode 9 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,2
0.3333333333333333,0
0.4166666666666667,0
0.5,0
0.5833333333333334,0
0.6666666666666666,0
0.75,1
0.8333333333333334,3
0.9166666666666666,5
1,6
1.0833333333333333,6
1.1666666666666667,7
1.25,9
1.3333333333333333,9
1.4166666666666667,12
1.5,13
1.5833333333333333,12
1.6666666666666667,13
1.75,16
1.8333333333333333,17
1.9166666666666667,18
2,20
2.0833333333333335,21
2.1666666666666665,23
2.25,25
2.3333333333333335,27
2.4166666666666665,29
2.5,29
2.5833333333333335,31
2.6666666666666665,32
2.75,32
2.8333333333333335,38
2.9166666666666665,40
3,41
3.0833333333333335,44
3.1666666666666665,43
3.25,48
3.3333333333333335,49
3.4166666666666665,53
3.5,49
3.5833333333333335,49
3.6666666666666665,51
3.75,57
3.8333333333333335,58
3.9166666666666665,62
4,59
4.083333333333333,63
4.166666666666667,63
4.25,66
4.333333333333333,66
4.416666666666667,65
4.5,70
4.583333333333333,73
4.666666666666667,69
4.75,72
4.833333333333333,68
4.916666666666667,70
5,73
5.083333333333333,77
5.166666666666667,76
5.25,79
5.333333333333333,80
5.416666666666667,80
5.5,82
5.583333333333333,81
5.666666666666667,86
5.75,82
5.833333333333333,82
5.916666666666667,89
6,89
6.083333333333333,88
6.166666666666667,93
6.25,94
6.333333333333333,92
6.416666666666667,95
6.5,99
6.583333333333333,97
6.666666666666667,100
6.75,101
6.833333333333333,103
6.916666666666667,109
7,109
7.083333333333333,106
7.166666666666667,113
7.25,113
7.333333333333333,112
7.416666666666667,113
7.5,114
7.583333333333333,117
7.666666666666667,123
7.75,118
7.833333333333333,125
7.916666666666667,125
8,124
8.083333333333334,131
8.166666666666666,125
8.25,130
8.333333333333334,133
8.416666666666666,134
8.5,133
8.583333333333334,132
8.666666666666666,138
8.75,134
8.833333333333334,139
8.916666666666666,142
9,141
9.083333333333334,145
9.166666666666666,147
9.25,152
9.333333333333334,149
9.416666666666666,146
9.5,146
9.583333333333334,152
9.666666666666666,150
9.75,152
9.833333333333334,158
9.916666666666666,158
10,155
10.083333333333334,159
10.166666666666666,158
10.25,158
10.333333333333334,156
10.416666666666666,153
10.5,160
10.583333333333334,158
10.666666666666666,164
10.75,163
10.833333333333334,160
10.916666666666666,163
11,166
11.083333333333334,169
11.166666666666666,170
11.25,169
11.333333333333334,168
11.416666666666666,170
11.5,172
11.583333333333334,175
11.666666666666666,177
11.75,175
11.833333333333334,179
11.916666666666666,180
12,181
12.083333333333334,183
12.166666666666666,180
12.25,185
12.333333333333334,185
12.416666666666666,184
12.5,187
12.583333333333334,185
12.666666666666666,186
12.75,192
12.833333333333334,192
12.916666666666666,193
13,193
13.083333333333334,193
13.166666666666666,194
13.25,192
13.333333333333334,195
13.416666666666666,196
13.5,195
13.583333333333334,195
13.666666666666666,197
13.75,195
13.833333333333334,199
13.916666666666666,200
14,201
14.083333333333334,198
14.166666666666666,201
14.25,200
14.333333333333334,205
14.416666666666666,199
14.5,204
14.583333333333334,203
14.666666666666666,206
14.75,207
14.833333333333334,206
14.916666666666666,205
15,207
15.083333333333334,212
15.166666666666666,210
15.25,213
15.333333333333334,215
15.416666666666666,213
15.5,215
15.583333333333334,216
15.666666666666666,217
15.75,215
15.833333333333334,219
15.916666666666666,217
16,220
16.083333333333332,223
16.166666666666668,223
16.25,219
16.333333333333332,217
16.416666666666668,222
16.5,222
16.583333333333332,221
16.666666666666668,224
16.75,221
16.833333333333332,223
16.916666666666668,228
17,226
17.083333333333332,226
17.166666666666668,226
17.25,225
17.333333333333332,232
17.5,231
17.583333333333332,231
17.666666666666668,231
17.75,231
