"Hours since thread went live","Bartender: Kami no Glass • Bartender: Glass of God - Episode 1 discussion"
15.166666666666666,507
15.25,515
15.333333333333334,511
15.416666666666666,517
15.5,512
15.583333333333334,520
15.666666666666666,518
15.75,519
15.833333333333334,519
15.916666666666666,523
16,523
16.083333333333332,525
16.166666666666668,528
16.25,528
16.333333333333332,528
16.416666666666668,528
16.5,534
16.583333333333332,531
16.666666666666668,532
16.75,538
16.833333333333332,532
16.916666666666668,538
17,538
17.083333333333332,537
17.166666666666668,538
17.25,537
17.333333333333332,540
17.416666666666668,543
17.5,542
17.583333333333332,542
17.666666666666668,539
17.75,546
17.833333333333332,543
17.916666666666668,544
18,541
18.083333333333332,549
18.166666666666668,549
18.25,547
18.416666666666668,551
18.5,549
18.583333333333332,556
18.666666666666668,552
18.75,555
18.833333333333332,553
18.916666666666668,552
19,554
19.083333333333332,554
19.166666666666668,556
19.25,555
19.333333333333332,562
19.416666666666668,556
19.5,558
19.583333333333332,556
19.666666666666668,558
19.75,565
19.833333333333332,563
19.916666666666668,567
20,562
20.083333333333332,561
20.166666666666668,570
20.25,566
20.333333333333332,571
20.416666666666668,569
20.5,569
20.583333333333332,570
20.666666666666668,576
20.75,574
20.833333333333332,569
20.916666666666668,572
21,570
21.083333333333332,574
21.166666666666668,578
21.25,576
21.333333333333332,575
21.416666666666668,582
21.5,579
21.583333333333332,581
21.666666666666668,578
21.75,578
21.833333333333332,581
21.916666666666668,584
22,587
22.083333333333332,584
22.166666666666668,583
22.25,592
22.333333333333332,592
22.416666666666668,593
22.5,594
22.583333333333332,597
22.666666666666668,589
22.75,593
22.833333333333332,594
22.916666666666668,598
23,597
23.083333333333332,593
23.166666666666668,598
23.25,601
23.333333333333332,604
23.416666666666668,602
23.5,609
23.583333333333332,608
23.666666666666668,604
23.75,605
23.833333333333332,609
23.916666666666668,611
24,613
24.083333333333332,613
24.166666666666668,609
24.25,614
24.333333333333332,619
24.416666666666668,615
24.5,618
24.583333333333332,618
24.666666666666668,616
24.75,620
24.833333333333332,617
24.916666666666668,622
25,618
25.083333333333332,626
25.166666666666668,619
25.25,620
25.333333333333332,619
25.416666666666668,628
25.5,620
25.583333333333332,624
25.666666666666668,626
25.75,621
25.833333333333332,626
25.916666666666668,623
26,624
26.083333333333332,624
26.166666666666668,624
26.25,622
26.333333333333332,625
26.416666666666668,630
26.5,626
26.583333333333332,634
26.666666666666668,632
26.75,625
26.833333333333332,633
26.916666666666668,634
27,636
27.083333333333332,633
27.166666666666668,636
27.25,634
27.333333333333332,636
27.416666666666668,643
27.5,640
27.583333333333332,636
27.666666666666668,644
27.75,641
27.833333333333332,642
27.916666666666668,637
28,638
28.083333333333332,638
28.166666666666668,645
28.25,648
28.333333333333332,645
28.416666666666668,645
28.5,648
28.583333333333332,650
28.666666666666668,647
28.75,645
28.833333333333332,647
28.916666666666668,652
29,652
29.083333333333332,650
29.166666666666668,653
29.25,649
29.333333333333332,656
29.416666666666668,648
29.5,653
29.583333333333332,655
29.666666666666668,657
29.75,653
29.833333333333332,657
29.916666666666668,659
30,655
30.083333333333332,653
30.166666666666668,662
30.25,658
30.333333333333332,661
30.416666666666668,657
30.5,658
30.583333333333332,658
30.666666666666668,653
30.75,662
30.833333333333332,662
30.916666666666668,654
31,657
31.083333333333332,660
31.166666666666668,664
31.25,663
31.333333333333332,665
31.416666666666668,662
31.5,663
31.583333333333332,665
31.666666666666668,661
31.75,659
31.833333333333332,659
31.916666666666668,662
32,666
32.083333333333336,666
32.166666666666664,666
32.25,667
32.333333333333336,664
32.416666666666664,668
32.5,663
32.583333333333336,666
32.666666666666664,666
32.75,668
32.833333333333336,666
32.916666666666664,666
33,671
33.083333333333336,668
33.166666666666664,664
33.25,669
33.333333333333336,670
33.416666666666664,670
33.5,673
33.583333333333336,675
33.666666666666664,672
33.75,672
33.833333333333336,667
33.916666666666664,671
34,671
34.083333333333336,671
34.166666666666664,668
34.25,674
34.333333333333336,673
34.416666666666664,669
34.5,672
34.583333333333336,673
34.666666666666664,670
34.75,676
34.833333333333336,680
34.916666666666664,675
35,678
35.083333333333336,680
35.166666666666664,678
35.25,671
35.333333333333336,680
35.416666666666664,682
35.5,675
35.583333333333336,681
35.666666666666664,674
35.75,683
35.833333333333336,685
35.916666666666664,682
36,680
36.083333333333336,678
36.166666666666664,680
36.25,680
36.333333333333336,680
36.416666666666664,679
36.5,688
36.583333333333336,682
36.666666666666664,683
36.75,681
36.833333333333336,688
36.916666666666664,682
37,680
37.083333333333336,686
37.166666666666664,685
37.25,692
37.333333333333336,689
37.416666666666664,689
37.5,685
37.583333333333336,685
37.666666666666664,688
37.75,689
37.833333333333336,684
37.916666666666664,687
38,687
38.083333333333336,688
38.166666666666664,687
38.25,690
38.333333333333336,688
38.416666666666664,687
38.5,688
38.583333333333336,690
38.666666666666664,686
38.75,684
38.833333333333336,691
38.916666666666664,690
39,688
39.083333333333336,686
39.166666666666664,694
39.25,687
39.333333333333336,697
39.416666666666664,690
39.5,690
39.583333333333336,691
39.666666666666664,692
39.75,693
39.833333333333336,689
39.916666666666664,690
40,691
40.083333333333336,695
40.166666666666664,693
40.25,692
40.333333333333336,687
40.416666666666664,691
40.5,685
40.583333333333336,696
40.666666666666664,687
40.75,693
40.833333333333336,690
40.916666666666664,693
41,693
41.083333333333336,694
41.166666666666664,692
41.25,693
41.333333333333336,699
41.416666666666664,693
41.5,690
41.583333333333336,696
41.666666666666664,695
41.75,691
41.833333333333336,692
41.916666666666664,691
42,695
42.083333333333336,693
42.166666666666664,692
42.25,694
42.333333333333336,694
42.416666666666664,692
42.5,698
42.583333333333336,697
42.666666666666664,694
42.75,697
42.833333333333336,695
42.916666666666664,695
43,694
43.083333333333336,692
43.166666666666664,688
43.25,695
43.333333333333336,692
43.416666666666664,693
43.5,691
43.583333333333336,695
43.666666666666664,692
43.75,692
43.833333333333336,694
43.916666666666664,696
44,697
44.083333333333336,699
44.166666666666664,696
44.25,696
44.333333333333336,695
44.416666666666664,692
44.5,698
44.583333333333336,697
44.666666666666664,697
44.75,700
44.833333333333336,697
44.916666666666664,698
45,696
45.083333333333336,697
45.166666666666664,691
45.25,699
45.333333333333336,698
45.416666666666664,695
45.5,697
45.583333333333336,697
45.666666666666664,696
45.75,695
45.833333333333336,697
45.916666666666664,703
46,702
46.083333333333336,699
46.166666666666664,701
46.25,700
46.333333333333336,697
46.416666666666664,695
46.5,703
46.583333333333336,704
46.666666666666664,700
46.75,694
46.833333333333336,694
46.916666666666664,698
47,700
47.083333333333336,706
47.166666666666664,701
47.25,704
47.333333333333336,700
47.416666666666664,698
47.5,698
47.583333333333336,701
47.666666666666664,699
47.75,695
47.833333333333336,697
47.916666666666664,699
