"Hours since thread went live","Ragna Crimson - Episode 22 discussion"
0,1
0,3
0.08333333333333333,5
0.16666666666666666,6
0.25,10
0.3333333333333333,12
0.4166666666666667,22
0.5,25
0.5833333333333334,30
0.6666666666666666,33
0.75,36
0.8333333333333334,39
0.9166666666666666,48
1,49
1.0833333333333333,53
1.1666666666666667,55
1.25,55
1.3333333333333333,58
1.4166666666666667,62
1.5,67
1.5833333333333333,71
1.6666666666666667,72
1.75,73
1.8333333333333333,75
1.9166666666666667,82
2,87
2.0833333333333335,89
2.1666666666666665,87
2.25,98
2.3333333333333335,98
2.4166666666666665,103
2.5,105
2.5833333333333335,105
2.6666666666666665,107
2.75,107
2.8333333333333335,108
2.9166666666666665,109
3,114
3.0833333333333335,115
3.1666666666666665,118
3.25,119
3.3333333333333335,122
3.4166666666666665,126
3.5,126
3.5833333333333335,131
3.6666666666666665,135
3.75,136
3.8333333333333335,140
3.9166666666666665,138
4,143
4.083333333333333,148
4.166666666666667,152
4.25,157
4.333333333333333,154
4.416666666666667,157
4.5,155
4.583333333333333,159
4.666666666666667,162
4.75,163
4.833333333333333,163
4.916666666666667,164
5,162
5.083333333333333,167
5.166666666666667,167
5.25,168
5.333333333333333,168
5.416666666666667,169
5.5,176
5.583333333333333,172
5.666666666666667,179
5.75,178
5.833333333333333,179
5.916666666666667,178
6,176
6.083333333333333,186
6.166666666666667,185
6.25,189
6.333333333333333,189
6.416666666666667,189
6.5,193
6.583333333333333,192
6.666666666666667,191
6.75,194
6.833333333333333,197
6.916666666666667,201
7,200
7.083333333333333,201
7.166666666666667,205
7.25,203
7.333333333333333,203
7.416666666666667,202
7.5,211
7.583333333333333,206
7.666666666666667,208
7.75,205
7.833333333333333,210
7.916666666666667,210
8,208
8.083333333333334,211
8.166666666666666,214
8.25,212
8.333333333333334,215
8.416666666666666,219
8.5,219
8.583333333333334,220
8.666666666666666,220
8.75,223
8.833333333333334,224
8.916666666666666,225
9,224
9.083333333333334,225
9.166666666666666,227
9.25,226
9.333333333333334,230
9.416666666666666,229
9.5,236
9.583333333333334,235
9.666666666666666,236
9.75,235
9.833333333333334,232
9.916666666666666,234
10,236
10.083333333333334,239
10.166666666666666,239
10.25,241
10.333333333333334,240
10.416666666666666,246
10.5,245
10.583333333333334,248
10.666666666666666,243
10.75,247
10.833333333333334,251
10.916666666666666,249
11,252
11.083333333333334,255
11.166666666666666,257
11.25,255
11.333333333333334,260
11.416666666666666,260
11.5,254
11.583333333333334,259
11.666666666666666,262
11.75,262
11.833333333333334,259
11.916666666666666,266
12,265
12.083333333333334,264
12.166666666666666,266
12.25,265
12.333333333333334,265
12.416666666666666,266
12.5,268
12.583333333333334,269
12.666666666666666,267
12.75,271
12.833333333333334,273
12.916666666666666,272
13,272
13.083333333333334,275
13.166666666666666,274
13.25,278
13.333333333333334,275
13.416666666666666,277
13.5,280
13.583333333333334,277
13.666666666666666,280
13.75,275
13.833333333333334,279
13.916666666666666,280
14,280
14.083333333333334,281
14.166666666666666,282
14.25,284
14.333333333333334,282
14.416666666666666,282
14.5,288
14.583333333333334,285
14.666666666666666,287
14.75,288
14.833333333333334,287
14.916666666666666,288
15,291
15.083333333333334,293
15.166666666666666,291
15.25,298
15.333333333333334,298
15.416666666666666,297
15.5,300
15.583333333333334,297
15.666666666666666,298
15.75,300
15.833333333333334,300
15.916666666666666,300
16,298
16.083333333333332,302
16.166666666666668,304
16.25,304
16.333333333333332,302
16.416666666666668,307
16.5,305
16.583333333333332,308
16.666666666666668,306
16.75,307
16.833333333333332,305
16.916666666666668,310
17,308
17.083333333333332,310
17.166666666666668,311
17.25,312
17.333333333333332,315
17.416666666666668,316
17.5,316
17.583333333333332,312
17.666666666666668,316
17.75,315
17.833333333333332,316
17.916666666666668,313
18,316
18.083333333333332,313
18.166666666666668,319
18.25,313
18.333333333333332,319
18.416666666666668,317
18.5,317
18.583333333333332,318
18.666666666666668,315
18.75,321
18.833333333333332,318
18.916666666666668,315
19,322
19.083333333333332,319
19.166666666666668,328
19.25,327
19.333333333333332,324
19.416666666666668,324
19.5,324
19.583333333333332,328
19.666666666666668,326
19.75,332
19.833333333333332,328
19.916666666666668,329
20,332
20.083333333333332,335
20.166666666666668,331
20.25,328
20.333333333333332,329
20.416666666666668,329
20.5,332
20.583333333333332,338
20.666666666666668,328
20.75,326
20.833333333333332,335
20.916666666666668,336
21,328
21.083333333333332,332
21.166666666666668,333
21.25,334
21.333333333333332,330
21.416666666666668,332
21.5,335
21.583333333333332,330
21.666666666666668,332
21.75,337
21.833333333333332,336
21.916666666666668,336
22,332
22.083333333333332,340
22.166666666666668,336
22.25,329
22.333333333333332,334
22.416666666666668,334
22.5,336
22.583333333333332,338
22.666666666666668,335
22.75,332
22.833333333333332,333
22.916666666666668,340
23,334
23.083333333333332,341
23.166666666666668,340
23.25,332
23.333333333333332,334
23.416666666666668,338
23.5,336
23.583333333333332,337
23.666666666666668,339
23.75,339
23.833333333333332,336
23.916666666666668,341
24,344
24.083333333333332,340
24.166666666666668,342
24.25,343
24.333333333333332,338
24.416666666666668,338
24.5,339
24.583333333333332,339
24.666666666666668,343
24.75,341
24.833333333333332,340
24.916666666666668,338
25,335
25.083333333333332,342
25.166666666666668,341
25.25,341
25.333333333333332,342
25.416666666666668,341
25.5,340
25.583333333333332,349
25.666666666666668,344
25.75,344
25.833333333333332,339
25.916666666666668,341
26,343
26.083333333333332,346
26.166666666666668,339
26.25,344
26.333333333333332,346
26.416666666666668,352
26.5,349
