"Hours since thread went live","Ragna Crimson - Episode 22 discussion"
26.583333333333332,349
26.666666666666668,351
26.75,346
26.833333333333332,345
26.916666666666668,345
27,351
27.083333333333332,351
27.166666666666668,347
27.25,349
27.333333333333332,344
27.416666666666668,346
27.5,351
27.583333333333332,347
27.666666666666668,351
27.75,345
27.833333333333332,351
27.916666666666668,353
28,353
28.083333333333332,355
28.166666666666668,354
28.25,346
28.333333333333332,346
28.416666666666668,355
28.5,354
28.583333333333332,348
28.666666666666668,351
28.75,352
28.833333333333332,358
28.916666666666668,348
29,358
29.083333333333332,357
29.166666666666668,353
29.25,352
29.333333333333332,360
29.416666666666668,356
29.5,358
29.583333333333332,356
29.666666666666668,360
29.75,357
29.833333333333332,357
29.916666666666668,355
30,356
30.083333333333332,357
30.166666666666668,359
30.25,354
30.333333333333332,355
30.416666666666668,363
30.5,353
30.583333333333332,358
30.666666666666668,356
30.75,358
30.833333333333332,362
30.916666666666668,355
31,354
31.083333333333332,355
31.166666666666668,359
31.25,351
31.333333333333332,361
31.416666666666668,355
31.5,362
31.583333333333332,357
31.666666666666668,353
31.75,361
31.833333333333332,359
31.916666666666668,356
32,357
32.083333333333336,356
32.166666666666664,363
32.25,360
32.333333333333336,360
32.416666666666664,357
32.5,353
32.583333333333336,357
32.666666666666664,358
32.75,361
32.833333333333336,358
32.916666666666664,362
33,354
33.083333333333336,359
33.166666666666664,361
33.25,359
33.333333333333336,361
33.416666666666664,358
33.5,362
33.583333333333336,357
33.666666666666664,362
33.75,359
33.833333333333336,366
33.916666666666664,368
34,360
34.083333333333336,361
34.166666666666664,362
34.25,364
34.333333333333336,363
34.416666666666664,366
34.5,362
34.583333333333336,363
34.666666666666664,364
34.75,368
34.833333333333336,368
34.916666666666664,365
35,367
35.083333333333336,364
35.166666666666664,368
35.25,362
35.333333333333336,361
35.416666666666664,367
35.5,369
35.583333333333336,362
35.666666666666664,366
35.75,364
35.833333333333336,362
35.916666666666664,369
36,365
36.083333333333336,363
36.166666666666664,367
36.25,368
36.333333333333336,365
36.416666666666664,366
36.5,364
36.583333333333336,367
36.666666666666664,368
36.75,366
36.833333333333336,366
36.916666666666664,373
37,367
37.083333333333336,370
37.166666666666664,366
37.25,365
37.333333333333336,366
37.416666666666664,363
37.5,372
37.583333333333336,364
37.666666666666664,367
37.75,368
37.833333333333336,365
37.916666666666664,367
38,371
38.083333333333336,372
38.166666666666664,371
38.25,374
38.333333333333336,369
38.416666666666664,369
38.5,370
38.583333333333336,364
38.666666666666664,376
38.75,365
38.833333333333336,368
38.916666666666664,371
39,373
39.083333333333336,369
39.166666666666664,374
39.25,366
39.333333333333336,367
39.416666666666664,368
39.5,371
39.583333333333336,371
39.666666666666664,370
39.75,376
39.833333333333336,371
39.916666666666664,365
40,368
40.083333333333336,369
40.166666666666664,373
40.25,365
40.333333333333336,374
40.416666666666664,369
40.5,365
40.583333333333336,370
40.666666666666664,371
40.75,369
40.833333333333336,376
40.916666666666664,370
41,370
41.083333333333336,370
41.166666666666664,369
41.25,372
41.333333333333336,369
41.416666666666664,367
41.5,370
41.583333333333336,372
41.666666666666664,370
41.75,372
41.833333333333336,371
41.916666666666664,370
42,374
42.083333333333336,366
42.166666666666664,374
42.25,370
42.333333333333336,366
42.416666666666664,374
42.5,374
42.583333333333336,367
42.666666666666664,372
42.75,370
42.833333333333336,369
42.916666666666664,366
43,366
43.083333333333336,370
43.166666666666664,366
43.25,372
43.333333333333336,368
43.416666666666664,370
43.5,375
43.583333333333336,374
43.666666666666664,369
43.75,368
43.833333333333336,368
43.916666666666664,366
44,370
44.083333333333336,371
44.166666666666664,374
44.25,370
44.333333333333336,372
44.416666666666664,367
44.5,372
44.583333333333336,371
44.666666666666664,372
44.75,371
44.833333333333336,367
44.916666666666664,367
45,371
45.083333333333336,369
45.166666666666664,369
45.25,376
45.333333333333336,372
45.416666666666664,367
45.5,369
45.583333333333336,375
45.666666666666664,370
45.75,377
45.833333333333336,375
45.916666666666664,366
46,368
46.083333333333336,378
46.166666666666664,369
46.25,376
46.333333333333336,375
46.416666666666664,374
46.5,373
46.583333333333336,369
46.666666666666664,373
46.75,368
46.833333333333336,375
46.916666666666664,376
47,374
47.083333333333336,368
47.166666666666664,375
47.25,367
47.333333333333336,371
47.416666666666664,369
47.5,372
47.583333333333336,370
47.666666666666664,371
47.75,367
47.833333333333336,369
47.916666666666664,371
