"Hours since thread went live","Kuroshitsuji: Kishuku Gakkou-hen • Black Butler: Public School Arc - Episode 5 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,3
0.3333333333333333,4
0.4166666666666667,3
0.5,5
0.5833333333333334,6
0.6666666666666666,6
0.75,8
0.8333333333333334,7
0.9166666666666666,8
1,11
1.0833333333333333,12
1.1666666666666667,14
1.25,16
1.3333333333333333,16
1.4166666666666667,12
1.5,11
1.5833333333333333,14
1.6666666666666667,14
1.75,16
1.8333333333333333,15
1.9166666666666667,15
2,18
2.0833333333333335,17
2.1666666666666665,18
2.25,18
2.3333333333333335,18
2.4166666666666665,19
2.5,19
2.5833333333333335,19
2.6666666666666665,21
2.75,21
2.8333333333333335,21
2.9166666666666665,21
3,20
3.0833333333333335,21
3.1666666666666665,24
3.25,20
3.3333333333333335,23
3.4166666666666665,25
3.5,26
3.5833333333333335,26
3.6666666666666665,27
3.75,25
3.8333333333333335,28
3.9166666666666665,26
4,29
4.083333333333333,28
4.166666666666667,26
4.25,28
4.333333333333333,26
4.416666666666667,28
4.5,30
4.583333333333333,27
4.666666666666667,28
4.75,30
4.833333333333333,30
4.916666666666667,32
5,31
5.083333333333333,34
5.166666666666667,32
5.25,38
5.333333333333333,38
5.416666666666667,36
5.5,36
5.583333333333333,34
5.666666666666667,37
5.75,37
5.833333333333333,38
5.916666666666667,38
6,43
6.083333333333333,45
6.166666666666667,39
6.25,45
6.333333333333333,48
6.416666666666667,44
6.5,47
6.583333333333333,41
6.666666666666667,42
6.75,46
6.833333333333333,43
6.916666666666667,41
7,44
7.083333333333333,41
7.166666666666667,42
7.25,45
7.333333333333333,45
7.416666666666667,44
7.5,48
7.583333333333333,43
7.666666666666667,44
7.75,45
7.833333333333333,46
7.916666666666667,47
8,46
8.083333333333334,47
8.166666666666666,48
8.25,47
8.333333333333334,49
8.416666666666666,45
8.5,52
8.583333333333334,46
8.666666666666666,47
8.75,48
8.833333333333334,48
8.916666666666666,45
9,46
9.083333333333334,48
9.166666666666666,49
9.25,50
9.333333333333334,47
9.416666666666666,48
9.5,48
9.583333333333334,53
9.666666666666666,48
9.75,52
9.833333333333334,47
9.916666666666666,47
10,51
10.083333333333334,52
10.166666666666666,55
10.25,48
10.333333333333334,50
10.416666666666666,49
10.5,51
10.583333333333334,50
10.666666666666666,52
10.75,53
10.833333333333334,52
10.916666666666666,55
11,51
11.083333333333334,51
11.166666666666666,54
11.25,50
11.333333333333334,54
11.416666666666666,54
11.5,53
11.583333333333334,58
11.666666666666666,56
11.75,54
11.833333333333334,56
11.916666666666666,56
12,58
12.083333333333334,56
12.166666666666666,54
12.25,55
12.333333333333334,56
12.416666666666666,61
12.5,57
12.583333333333334,58
12.666666666666666,55
12.75,61
12.833333333333334,56
12.916666666666666,62
13,60
13.083333333333334,60
13.166666666666666,57
13.25,60
13.333333333333334,63
13.416666666666666,61
13.5,59
13.583333333333334,66
13.666666666666666,61
13.75,60
13.833333333333334,63
13.916666666666666,59
14,62
14.083333333333334,67
14.166666666666666,64
14.25,62
14.333333333333334,64
14.416666666666666,65
14.5,64
14.583333333333334,63
14.666666666666666,60
14.75,64
14.833333333333334,67
14.916666666666666,61
15,64
15.083333333333334,63
15.166666666666666,66
15.25,64
15.333333333333334,63
15.416666666666666,64
15.5,63
15.583333333333334,64
15.666666666666666,66
15.75,68
15.833333333333334,65
15.916666666666666,67
16,65
16.083333333333332,62
16.166666666666668,68
16.25,67
16.333333333333332,66
16.416666666666668,64
16.5,67
16.583333333333332,67
16.666666666666668,65
16.75,70
16.833333333333332,65
16.916666666666668,66
17,66
17.083333333333332,69
17.166666666666668,67
17.25,67
17.333333333333332,68
17.416666666666668,72
17.5,72
17.583333333333332,66
17.666666666666668,65
17.75,68
17.833333333333332,69
17.916666666666668,71
18,70
18.083333333333332,68
18.166666666666668,70
18.25,66
18.333333333333332,73
18.416666666666668,73
18.5,68
18.583333333333332,72
18.666666666666668,72
18.75,71
18.833333333333332,73
18.916666666666668,73
19,75
19.083333333333332,76
19.166666666666668,73
19.25,75
19.333333333333332,71
19.416666666666668,73
19.5,73
19.583333333333332,77
19.666666666666668,77
19.75,75
19.833333333333332,76
19.916666666666668,74
20,78
20.083333333333332,77
20.166666666666668,75
20.25,74
20.333333333333332,75
20.416666666666668,80
20.5,80
20.583333333333332,78
20.666666666666668,76
20.75,80
20.833333333333332,78
20.916666666666668,76
21,77
21.083333333333332,77
21.166666666666668,82
21.25,78
21.333333333333332,78
21.416666666666668,80
21.5,82
21.583333333333332,79
21.666666666666668,78
21.75,75
21.833333333333332,74
21.916666666666668,80
22,77
22.083333333333332,74
22.166666666666668,80
22.25,81
22.333333333333332,75
22.416666666666668,78
22.5,80
22.583333333333332,75
22.666666666666668,79
22.75,80
22.833333333333332,79
22.916666666666668,82
23,79
23.083333333333332,78
23.166666666666668,76
23.25,80
23.333333333333332,77
23.416666666666668,78
23.5,77
23.583333333333332,80
23.666666666666668,80
23.75,76
23.833333333333332,78
23.916666666666668,80
24,80
24.083333333333332,80
24.166666666666668,81
24.25,83
24.333333333333332,82
24.416666666666668,77
24.5,81
24.583333333333332,80
24.666666666666668,81
24.75,85
24.833333333333332,80
24.916666666666668,81
25,81
25.083333333333332,80
25.166666666666668,86
25.25,82
25.333333333333332,80
25.416666666666668,80
25.5,83
25.583333333333332,83
25.666666666666668,87
25.75,83
25.833333333333332,87
25.916666666666668,85
26,84
26.083333333333332,80
26.166666666666668,83
26.25,83
26.333333333333332,83
26.416666666666668,88
26.5,82
26.583333333333332,83
26.666666666666668,84
26.75,88
26.833333333333332,88
26.916666666666668,86
27,87
27.083333333333332,85
27.166666666666668,89
27.25,84
27.333333333333332,85
27.416666666666668,87
27.5,90
27.583333333333332,87
27.666666666666668,89
27.75,90
27.833333333333332,88
27.916666666666668,89
28,92
28.083333333333332,86
28.166666666666668,86
28.25,89
28.333333333333332,89
28.416666666666668,88
28.5,88
28.583333333333332,88
28.666666666666668,86
28.75,87
28.833333333333332,89
28.916666666666668,88
29,86
29.083333333333332,89
29.166666666666668,92
29.25,86
29.333333333333332,91
29.416666666666668,88
29.5,87
29.583333333333332,90
29.666666666666668,89
29.75,90
29.833333333333332,88
29.916666666666668,90
30,91
30.083333333333332,91
30.166666666666668,92
30.25,91
30.333333333333332,89
30.416666666666668,94
30.5,93
30.583333333333332,91
30.666666666666668,91
30.75,92
30.833333333333332,94
30.916666666666668,92
31,90
31.083333333333332,93
31.166666666666668,95
31.25,94
31.333333333333332,93
31.416666666666668,97
31.5,95
31.583333333333332,98
31.666666666666668,95
31.75,93
31.833333333333332,94
31.916666666666668,98
32,97
32.083333333333336,97
32.166666666666664,96
32.25,93
32.333333333333336,91
32.416666666666664,97
32.5,94
32.583333333333336,96
32.666666666666664,93
32.75,94
32.833333333333336,97
32.916666666666664,96
33,92
33.083333333333336,95
33.166666666666664,94
33.25,90
33.333333333333336,94
33.416666666666664,96
33.5,93
33.583333333333336,96
33.666666666666664,93
33.75,94
33.833333333333336,94
33.916666666666664,93
34,94
34.083333333333336,99
34.166666666666664,93
34.25,97
34.333333333333336,96
34.416666666666664,97
34.5,96
34.583333333333336,97
34.666666666666664,96
34.75,93
34.833333333333336,94
34.916666666666664,97
35,94
35.083333333333336,95
35.166666666666664,92
35.25,97
35.333333333333336,97
35.416666666666664,98
35.5,97
35.583333333333336,94
35.666666666666664,92
35.75,96
35.833333333333336,96
35.916666666666664,96
36,94
36.083333333333336,94
36.166666666666664,92
36.25,97
36.333333333333336,95
36.416666666666664,94
36.5,96
36.583333333333336,98
36.666666666666664,96
36.75,93
36.833333333333336,92
36.916666666666664,96
37,98
37.083333333333336,92
37.166666666666664,93
37.25,94
37.333333333333336,93
37.416666666666664,94
37.5,91
37.583333333333336,95
37.666666666666664,95
37.75,95
37.833333333333336,96
37.916666666666664,97
38,97
38.083333333333336,93
38.166666666666664,98
38.25,96
38.333333333333336,93
38.416666666666664,96
38.5,100
38.583333333333336,95
38.666666666666664,99
38.75,97
38.833333333333336,99
