"Hours since thread went live","Re:Zero kara Hajimeru Isekai Seikatsu Season 2 Part 2 - Episode 23 discussion"
26.583333333333332,13779
26.666666666666668,13779
26.75,13785
26.833333333333332,13799
26.916666666666668,13802
27,13804
27.083333333333332,13806
27.166666666666668,13815
27.25,13822
27.333333333333332,13820
27.416666666666668,13823
27.5,13830
27.583333333333332,13845
27.666666666666668,13850
27.75,13859
27.833333333333332,13860
27.916666666666668,13865
28,13862
28.083333333333332,13880
28.166666666666668,13882
28.25,13885
28.333333333333332,13893
28.416666666666668,13904
28.5,13911
28.583333333333332,13912
28.666666666666668,13912
28.75,13921
28.833333333333332,13922
28.916666666666668,13936
29,13934
29.083333333333332,13941
29.166666666666668,13938
29.25,13950
29.333333333333332,13949
29.416666666666668,13954
29.5,13952
29.583333333333332,13952
29.666666666666668,13955
29.75,13952
29.833333333333332,13962
29.916666666666668,13972
30,13969
30.083333333333332,13981
30.166666666666668,13988
30.25,13990
30.333333333333332,14001
30.416666666666668,13995
30.5,14007
30.583333333333332,14012
30.666666666666668,14021
30.75,14018
30.833333333333332,14033
30.916666666666668,14028
31,14028
31.083333333333332,14034
31.166666666666668,14038
31.25,14041
31.333333333333332,14051
31.416666666666668,14053
31.5,14057
31.583333333333332,14065
31.666666666666668,14060
31.75,14073
31.833333333333332,14078
31.916666666666668,14083
32,14079
32.083333333333336,14092
32.166666666666664,14093
32.25,14104
32.333333333333336,14111
32.416666666666664,14111
32.5,14117
32.583333333333336,14122
32.666666666666664,14124
32.75,14137
32.833333333333336,14131
32.916666666666664,14130
33,14139
33.083333333333336,14142
33.166666666666664,14143
33.25,14148
33.333333333333336,14154
33.416666666666664,14164
33.5,14167
33.583333333333336,14165
33.666666666666664,14171
33.75,14159
33.833333333333336,14169
33.916666666666664,14179
34,14175
34.083333333333336,14176
34.166666666666664,14186
34.25,14185
34.333333333333336,14187
34.416666666666664,14186
34.5,14188
34.583333333333336,14199
34.666666666666664,14211
34.75,14204
34.833333333333336,14206
34.916666666666664,14213
35,14224
35.083333333333336,14226
35.166666666666664,14229
35.25,14231
35.333333333333336,14231
35.416666666666664,14228
35.5,14235
35.583333333333336,14233
35.666666666666664,14235
35.75,14240
35.833333333333336,14247
35.916666666666664,14244
36,14250
36.083333333333336,14250
36.166666666666664,14265
36.25,14262
36.333333333333336,14265
36.416666666666664,14264
36.5,14275
36.583333333333336,14274
36.666666666666664,14276
36.75,14280
36.833333333333336,14280
36.916666666666664,14289
37,14284
37.083333333333336,14297
37.166666666666664,14296
37.25,14305
37.333333333333336,14300
37.416666666666664,14314
37.5,14318
37.583333333333336,14317
37.666666666666664,14318
37.75,14314
37.833333333333336,14318
37.916666666666664,14330
38,14319
38.083333333333336,14326
38.166666666666664,14331
38.25,14335
38.333333333333336,14332
38.416666666666664,14335
38.5,14344
38.583333333333336,14341
38.666666666666664,14345
38.75,14343
38.833333333333336,14351
38.916666666666664,14362
39,14361
39.083333333333336,14365
39.166666666666664,14363
39.25,14370
39.333333333333336,14372
39.416666666666664,14378
39.5,14379
39.583333333333336,14390
39.666666666666664,14377
39.75,14391
39.833333333333336,14392
39.916666666666664,14387
40,14392
40.083333333333336,14394
40.166666666666664,14386
40.25,14395
40.333333333333336,14402
40.416666666666664,14408
40.5,14410
40.583333333333336,14414
40.666666666666664,14414
40.75,14414
40.833333333333336,14419
40.916666666666664,14419
41,14427
41.083333333333336,14425
41.166666666666664,14425
41.25,14435
41.333333333333336,14427
41.416666666666664,14433
41.5,14433
41.583333333333336,14430
41.666666666666664,14441
41.75,14439
41.833333333333336,14438
41.916666666666664,14442
42,14441
42.083333333333336,14438
42.166666666666664,14445
42.25,14443
42.333333333333336,14439
42.416666666666664,14448
42.5,14446
42.583333333333336,14452
42.666666666666664,14453
42.75,14453
42.833333333333336,14455
42.916666666666664,14458
43,14457
43.083333333333336,14457
43.166666666666664,14461
43.25,14467
43.333333333333336,14468
43.416666666666664,14469
43.5,14474
43.583333333333336,14470
43.666666666666664,14470
43.75,14474
43.833333333333336,14471
43.916666666666664,14468
44,14467
44.083333333333336,14468
44.166666666666664,14466
44.25,14464
44.333333333333336,14473
44.416666666666664,14472
44.5,14473
44.583333333333336,14485
44.666666666666664,14477
44.75,14473
44.833333333333336,14477
44.916666666666664,14480
45,14482
45.083333333333336,14481
45.166666666666664,14477
45.25,14482
45.333333333333336,14490
45.416666666666664,14484
45.5,14494
45.583333333333336,14489
45.666666666666664,14491
45.75,14484
45.833333333333336,14494
45.916666666666664,14496
46,14495
46.083333333333336,14494
46.166666666666664,14490
46.25,14497
46.333333333333336,14503
46.416666666666664,14505
46.5,14505
46.583333333333336,14505
46.666666666666664,14511
46.75,14509
46.833333333333336,14512
46.916666666666664,14514
47,14509
47.083333333333336,14520
47.166666666666664,14510
47.25,14516
47.333333333333336,14513
47.416666666666664,14517
47.5,14513
47.583333333333336,14518
47.666666666666664,14522
47.75,14520
47.833333333333336,14517
47.916666666666664,14516
