"Hours since thread went live","Yami Shibai 12 • Theatre of Darkness: Yamishibai 12 - Episode 10 discussion"
0,1
0.08333333333333333,0
0.16666666666666666,0
0.25,0
0.3333333333333333,0
0.4166666666666667,0
0.5,0
0.5833333333333334,0
0.6666666666666666,0
0.75,0
0.8333333333333334,0
0.9166666666666666,0
1,0
1.0833333333333333,0
1.1666666666666667,0
1.25,0
1.3333333333333333,0
1.4166666666666667,0
1.5,1
1.5833333333333333,1
1.6666666666666667,1
1.75,1
1.8333333333333333,1
1.9166666666666667,1
2,1
2.0833333333333335,1
2.1666666666666665,2
2.25,2
2.3333333333333335,2
2.4166666666666665,1
2.5,3
2.5833333333333335,3
2.6666666666666665,4
2.75,2
2.8333333333333335,5
2.9166666666666665,2
3,3
3.0833333333333335,1
3.1666666666666665,2
3.25,5
3.3333333333333335,2
3.4166666666666665,3
3.5,5
3.5833333333333335,3
3.6666666666666665,5
3.75,5
3.8333333333333335,4
3.9166666666666665,4
4,4
4.083333333333333,3
4.166666666666667,3
4.25,2
4.333333333333333,2
4.416666666666667,3
4.5,2
4.583333333333333,3
4.666666666666667,4
4.75,2
4.833333333333333,5
4.916666666666667,3
5,5
5.083333333333333,4
5.166666666666667,3
5.25,3
5.333333333333333,2
5.416666666666667,1
5.5,4
5.583333333333333,3
5.666666666666667,3
5.75,3
5.833333333333333,2
5.916666666666667,0
6,3
6.083333333333333,1
6.166666666666667,3
6.25,2
6.333333333333333,4
6.416666666666667,0
6.5,4
6.583333333333333,2
6.666666666666667,3
6.75,4
6.833333333333333,2
6.916666666666667,4
7,1
7.083333333333333,1
7.166666666666667,1
7.25,2
7.333333333333333,3
7.416666666666667,2
7.5,3
7.583333333333333,1
7.666666666666667,4
7.75,2
7.833333333333333,2
7.916666666666667,3
8,2
8.083333333333334,1
8.166666666666666,3
8.25,4
8.333333333333334,4
8.416666666666666,0
8.5,3
8.583333333333334,3
8.666666666666666,2
8.75,2
8.833333333333334,2
8.916666666666666,2
9,3
9.083333333333334,2
9.166666666666666,3
9.25,2
9.333333333333334,2
9.416666666666666,4
9.5,0
9.583333333333334,2
9.666666666666666,4
9.75,2
9.833333333333334,1
9.916666666666666,2
10,3
10.083333333333334,1
10.166666666666666,4
10.25,1
10.333333333333334,4
10.416666666666666,3
10.5,1
10.583333333333334,1
10.666666666666666,2
10.75,4
10.833333333333334,2
10.916666666666666,3
11,2
11.083333333333334,3
11.166666666666666,2
11.25,2
11.333333333333334,3
11.416666666666666,1
11.5,2
11.583333333333334,1
11.666666666666666,4
11.75,3
11.833333333333334,2
11.916666666666666,4
12,2
12.083333333333334,2
12.166666666666666,3
12.25,1
12.333333333333334,3
12.416666666666666,2
12.5,3
12.583333333333334,1
12.666666666666666,3
12.75,1
12.833333333333334,2
12.916666666666666,2
13,0
13.083333333333334,1
13.166666666666666,2
13.25,3
13.333333333333334,4
13.416666666666666,4
13.5,3
13.583333333333334,4
13.666666666666666,1
13.75,3
13.833333333333334,2
13.916666666666666,2
14,2
14.083333333333334,1
14.166666666666666,2
14.25,2
14.333333333333334,1
14.416666666666666,4
14.5,5
14.583333333333334,2
14.666666666666666,4
14.75,2
14.833333333333334,4
14.916666666666666,4
15,4
15.083333333333334,4
15.166666666666666,5
15.25,2
15.333333333333334,3
15.416666666666666,3
15.5,2
15.583333333333334,3
15.666666666666666,4
15.75,2
15.833333333333334,3
15.916666666666666,2
16,5
16.083333333333332,2
16.166666666666668,4
16.25,3
16.333333333333332,1
16.416666666666668,5
16.5,3
16.583333333333332,2
16.666666666666668,3
16.75,3
16.833333333333332,6
16.916666666666668,3
17,3
17.083333333333332,5
17.166666666666668,6
17.25,5
17.333333333333332,2
17.416666666666668,4
17.5,2
17.583333333333332,3
17.666666666666668,4
17.75,6
17.833333333333332,3
17.916666666666668,4
18,4
18.083333333333332,5
18.166666666666668,6
18.25,4
18.333333333333332,5
18.416666666666668,4
18.5,5
18.583333333333332,4
18.666666666666668,4
18.75,4
18.833333333333332,3
18.916666666666668,4
19,2
19.083333333333332,5
19.166666666666668,4
19.25,3
19.333333333333332,4
19.416666666666668,3
19.5,4
19.583333333333332,4
19.666666666666668,4
19.75,6
19.833333333333332,3
19.916666666666668,3
20,5
20.083333333333332,6
20.166666666666668,5
20.25,7
20.333333333333332,5
20.416666666666668,4
20.5,5
20.583333333333332,7
20.666666666666668,4
20.75,3
20.833333333333332,5
20.916666666666668,6
21,6
21.083333333333332,6
21.166666666666668,6
21.25,6
21.333333333333332,6
21.416666666666668,5
21.5,5
21.583333333333332,4
21.666666666666668,7
21.75,6
21.833333333333332,5
21.916666666666668,6
22,3
22.083333333333332,7
22.166666666666668,3
22.25,6
22.333333333333332,4
22.416666666666668,6
22.5,7
22.583333333333332,4
22.666666666666668,5
22.75,5
22.833333333333332,4
22.916666666666668,7
23,6
23.083333333333332,4
23.166666666666668,6
23.25,4
23.333333333333332,6
23.416666666666668,7
23.5,6
23.583333333333332,5
23.666666666666668,7
23.75,5
23.833333333333332,5
23.916666666666668,4
24,5
24.083333333333332,6
24.166666666666668,6
24.25,7
24.333333333333332,4
24.416666666666668,3
24.5,4
24.583333333333332,5
24.666666666666668,5
24.75,3
24.833333333333332,6
24.916666666666668,4
25,7
25.083333333333332,5
25.166666666666668,5
25.25,4
25.333333333333332,6
25.416666666666668,5
25.5,4
25.583333333333332,7
25.666666666666668,7
25.75,6
25.833333333333332,5
25.916666666666668,6
26,6
26.083333333333332,7
26.166666666666668,5
26.25,4
26.333333333333332,3
26.416666666666668,4
26.5,4
26.583333333333332,6
26.666666666666668,6
26.75,7
26.833333333333332,5
26.916666666666668,6
27,4
27.083333333333332,3
27.166666666666668,7
27.25,4
27.333333333333332,6
27.416666666666668,5
27.5,4
27.583333333333332,7
27.666666666666668,6
27.75,4
27.833333333333332,5
27.916666666666668,5
28,6
28.083333333333332,7
28.166666666666668,5
28.25,6
28.333333333333332,5
28.416666666666668,6
28.5,3
28.583333333333332,6
28.666666666666668,5
28.75,6
28.833333333333332,3
28.916666666666668,3
29,7
29.083333333333332,3
29.166666666666668,6
29.25,4
29.333333333333332,4
29.416666666666668,4
29.5,4
29.583333333333332,4
29.666666666666668,6
29.75,4
29.833333333333332,3
29.916666666666668,5
30,3
30.083333333333332,5
30.166666666666668,3
30.25,5
30.333333333333332,4
30.416666666666668,3
30.5,4
30.583333333333332,3
30.666666666666668,6
30.75,6
30.833333333333332,5
30.916666666666668,7
31,4
31.083333333333332,4
31.166666666666668,7
31.25,5
31.333333333333332,6
31.416666666666668,3
31.5,7
31.583333333333332,3
31.666666666666668,5
31.75,5
31.833333333333332,7
31.916666666666668,5
32,5
32.083333333333336,4
32.166666666666664,5
32.25,7
32.333333333333336,4
32.416666666666664,6
32.5,4
32.583333333333336,4
32.666666666666664,5
32.75,5
32.833333333333336,5
32.916666666666664,6
33,6
33.083333333333336,6
33.166666666666664,3
33.25,6
33.333333333333336,4
33.416666666666664,4
33.5,5
33.583333333333336,7
33.666666666666664,6
33.75,4
33.833333333333336,5
33.916666666666664,6
34,5
34.083333333333336,4
34.166666666666664,5
34.25,3
34.333333333333336,5
34.416666666666664,5
34.5,5
34.583333333333336,4
34.666666666666664,6
34.75,7
34.833333333333336,3
34.916666666666664,5
35,5
35.083333333333336,5
35.166666666666664,4
35.25,4
35.333333333333336,7
35.416666666666664,4
35.5,7
35.583333333333336,3
35.666666666666664,6
35.75,5
35.833333333333336,4
35.916666666666664,4
36,5
36.083333333333336,4
36.166666666666664,6
36.25,4
36.333333333333336,7
36.416666666666664,5
36.5,5
36.583333333333336,3
36.666666666666664,7
36.75,4
36.833333333333336,4
36.916666666666664,3
37,7
37.083333333333336,4
37.166666666666664,3
37.25,3
37.333333333333336,7
37.416666666666664,4
37.5,5
37.583333333333336,4
37.666666666666664,6
37.75,4
37.833333333333336,4
37.916666666666664,3
38,5
38.083333333333336,6
38.166666666666664,6
38.25,4
38.333333333333336,5
38.416666666666664,6
38.5,3
38.583333333333336,6
38.666666666666664,5
38.75,6
38.833333333333336,5
38.916666666666664,5
39,4
39.083333333333336,5
39.166666666666664,6
39.25,4
39.333333333333336,6
39.416666666666664,4
39.5,5
39.583333333333336,6
39.666666666666664,5
39.75,5
39.833333333333336,5
39.916666666666664,5
40,4
40.083333333333336,4
40.166666666666664,6
40.25,4
40.333333333333336,5
40.416666666666664,5
40.5,4
40.583333333333336,4
40.666666666666664,5
40.75,6
40.833333333333336,6
40.916666666666664,3
41,6
41.083333333333336,3
41.166666666666664,5
41.25,6
41.333333333333336,4
41.416666666666664,3
41.5,3
41.583333333333336,4
41.666666666666664,5
41.75,4
41.833333333333336,4
41.916666666666664,5
42,3
42.083333333333336,3
42.166666666666664,5
42.25,3
42.333333333333336,6
42.416666666666664,5
42.5,7
42.583333333333336,7
42.666666666666664,4
42.75,6
42.833333333333336,6
42.916666666666664,5
43,7
43.083333333333336,5
43.166666666666664,5
43.25,5
43.333333333333336,5
43.416666666666664,7
43.5,6
43.583333333333336,6
43.666666666666664,5
43.75,5
43.833333333333336,5
43.916666666666664,7
44,7
44.083333333333336,6
44.166666666666664,4
44.25,5
44.333333333333336,4
44.416666666666664,5
44.5,4
44.583333333333336,4
44.666666666666664,5
44.75,7
44.833333333333336,6
44.916666666666664,5
45,5
45.083333333333336,5
45.166666666666664,4
45.25,5
45.333333333333336,6
45.416666666666664,4
45.5,6
45.583333333333336,4
45.666666666666664,5
45.75,6
45.833333333333336,4
45.916666666666664,3
46,5
46.083333333333336,5
46.166666666666664,4
46.25,7
46.333333333333336,5
46.416666666666664,4
46.5,5
46.583333333333336,4
46.666666666666664,3
46.75,3
46.833333333333336,4
46.916666666666664,7
47,4
47.083333333333336,4
47.166666666666664,5
47.25,5
47.333333333333336,6
47.416666666666664,3
47.5,5
47.583333333333336,7
47.666666666666664,5
47.75,6
47.833333333333336,6
47.916666666666664,6
