"Hours since thread went live","Blue Archive The Animation - Episode 7 discussion"
0,1
0,1
0.08333333333333333,3
0.16666666666666666,3
0.25,4
0.3333333333333333,6
0.4166666666666667,8
0.5,9
0.5833333333333334,9
0.6666666666666666,11
0.75,11
0.8333333333333334,13
0.9166666666666666,15
1,15
1.0833333333333333,16
1.1666666666666667,16
1.25,18
1.3333333333333333,18
1.4166666666666667,19
1.5,19
1.5833333333333333,21
1.6666666666666667,23
1.75,25
1.8333333333333333,25
1.9166666666666667,30
2,30
2.0833333333333335,31
2.1666666666666665,32
2.25,33
2.3333333333333335,34
2.4166666666666665,36
2.5,38
2.5833333333333335,38
2.6666666666666665,36
2.75,36
2.8333333333333335,37
2.9166666666666665,37
3,38
3.0833333333333335,41
3.1666666666666665,39
3.25,38
3.3333333333333335,41
3.4166666666666665,41
3.5,44
3.5833333333333335,44
3.6666666666666665,45
3.75,45
3.8333333333333335,44
3.9166666666666665,46
4,45
4.083333333333333,44
4.166666666666667,42
4.25,42
4.333333333333333,49
4.416666666666667,46
4.5,47
4.583333333333333,52
4.666666666666667,52
4.75,50
4.833333333333333,53
4.916666666666667,54
5,52
5.083333333333333,52
5.166666666666667,55
5.25,57
5.333333333333333,61
5.416666666666667,56
5.5,58
5.583333333333333,59
5.666666666666667,57
5.75,56
5.833333333333333,59
5.916666666666667,60
6,57
6.083333333333333,54
6.166666666666667,56
6.25,63
6.333333333333333,60
6.416666666666667,60
6.5,62
6.583333333333333,64
6.666666666666667,65
6.75,69
6.833333333333333,67
6.916666666666667,70
7,66
7.083333333333333,69
7.166666666666667,71
7.25,72
7.333333333333333,68
7.416666666666667,70
7.5,68
7.583333333333333,73
7.666666666666667,76
7.75,74
7.833333333333333,74
7.916666666666667,77
8,78
8.083333333333334,76
8.166666666666666,79
8.25,79
8.333333333333334,81
8.416666666666666,76
8.5,82
8.583333333333334,81
8.666666666666666,77
8.75,81
8.833333333333334,80
8.916666666666666,82
9,78
9.083333333333334,79
9.166666666666666,79
9.25,79
9.333333333333334,83
9.416666666666666,82
9.5,85
9.583333333333334,84
9.666666666666666,86
9.75,84
9.833333333333334,84
9.916666666666666,88
10,85
10.083333333333334,88
10.166666666666666,88
10.25,85
10.333333333333334,88
10.416666666666666,90
10.5,86
10.583333333333334,87
10.666666666666666,92
10.75,90
10.833333333333334,87
10.916666666666666,88
11,90
11.083333333333334,88
11.166666666666666,88
11.25,92
11.333333333333334,88
11.416666666666666,93
11.5,92
11.583333333333334,92
11.666666666666666,91
11.75,88
11.833333333333334,91
11.916666666666666,92
12,90
12.083333333333334,93
12.166666666666666,89
12.25,91
12.333333333333334,95
12.416666666666666,88
12.5,93
12.583333333333334,95
12.666666666666666,94
12.75,94
12.833333333333334,94
12.916666666666666,96
13,99
13.083333333333334,100
13.166666666666666,95
13.25,100
13.333333333333334,99
13.416666666666666,92
13.5,95
13.583333333333334,96
13.666666666666666,96
13.75,98
13.833333333333334,97
13.916666666666666,96
14,99
14.083333333333334,99
14.166666666666666,97
14.25,97
14.333333333333334,95
14.416666666666666,97
14.5,95
14.583333333333334,98
14.666666666666666,96
14.75,99
14.833333333333334,98
14.916666666666666,95
15,99
15.083333333333334,95
15.166666666666666,95
15.25,96
15.333333333333334,96
15.416666666666666,97
15.5,97
15.583333333333334,98
15.666666666666666,99
15.75,96
15.833333333333334,97
15.916666666666666,95
16,96
16.083333333333332,101
16.166666666666668,99
16.25,99
16.333333333333332,101
16.416666666666668,100
16.5,97
16.583333333333332,102
16.666666666666668,98
16.75,98
16.833333333333332,101
16.916666666666668,101
17,101
17.083333333333332,103
17.166666666666668,106
17.25,104
17.333333333333332,104
17.416666666666668,102
17.5,103
17.583333333333332,103
17.666666666666668,105
17.75,106
17.833333333333332,107
17.916666666666668,107
18,105
18.083333333333332,107
18.166666666666668,110
18.25,109
18.333333333333332,111
18.416666666666668,109
18.5,107
18.583333333333332,110
18.666666666666668,111
18.75,112
18.833333333333332,112
18.916666666666668,109
19,108
19.083333333333332,109
19.166666666666668,112
19.25,110
19.333333333333332,110
19.416666666666668,108
19.5,111
19.583333333333332,112
19.666666666666668,110
19.75,111
19.833333333333332,111
19.916666666666668,109
20,113
20.083333333333332,112
20.166666666666668,113
20.25,111
20.333333333333332,115
20.416666666666668,115
20.5,116
20.583333333333332,110
20.666666666666668,115
20.75,115
20.833333333333332,112
20.916666666666668,117
21,113
21.083333333333332,115
21.166666666666668,120
21.25,114
21.333333333333332,117
21.416666666666668,119
21.5,118
21.583333333333332,116
21.666666666666668,116
21.75,121
21.833333333333332,117
21.916666666666668,117
22,118
22.083333333333332,117
22.166666666666668,121
22.25,120
22.333333333333332,121
22.416666666666668,122
22.5,118
22.583333333333332,117
22.666666666666668,123
22.75,123
22.833333333333332,117
22.916666666666668,122
23,117
23.083333333333332,123
23.166666666666668,123
23.25,118
23.333333333333332,119
23.416666666666668,116
23.5,120
23.583333333333332,120
23.666666666666668,117
23.75,120
23.833333333333332,121
23.916666666666668,119
24,119
24.083333333333332,121
24.166666666666668,120
24.25,121
24.333333333333332,121
24.416666666666668,121
24.5,121
24.583333333333332,124
24.666666666666668,119
24.75,118
24.833333333333332,118
24.916666666666668,121
25,121
25.083333333333332,125
25.166666666666668,122
25.25,120
25.333333333333332,123
25.416666666666668,119
25.5,127
25.583333333333332,126
25.666666666666668,127
25.75,127
25.833333333333332,126
25.916666666666668,125
26,130
26.083333333333332,128
26.166666666666668,124
26.25,127
26.333333333333332,126
26.416666666666668,131
26.5,127
26.583333333333332,130
26.666666666666668,131
26.75,128
26.833333333333332,129
26.916666666666668,129
27,127
27.083333333333332,128
27.166666666666668,130
27.25,131
27.333333333333332,132
27.416666666666668,130
27.5,129
27.583333333333332,126
27.666666666666668,130
27.75,128
27.833333333333332,126
27.916666666666668,127
28,130
28.083333333333332,133
28.166666666666668,131
28.25,128
28.333333333333332,128
28.416666666666668,127
28.5,128
28.583333333333332,129
28.666666666666668,130
28.75,131
28.833333333333332,133
28.916666666666668,130
29,128
29.083333333333332,129
29.166666666666668,129
29.25,129
29.333333333333332,128
29.416666666666668,127
29.5,128
29.583333333333332,131
29.666666666666668,133
29.75,128
29.833333333333332,132
29.916666666666668,129
30,127
30.083333333333332,128
30.166666666666668,131
30.25,128
30.333333333333332,128
30.416666666666668,129
30.5,130
30.583333333333332,132
30.666666666666668,130
30.75,129
30.833333333333332,128
30.916666666666668,128
31,132
31.083333333333332,130
31.166666666666668,133
31.25,128
31.333333333333332,131
31.416666666666668,133
31.5,128
31.583333333333332,131
31.666666666666668,130
31.75,130
31.833333333333332,132
31.916666666666668,131
32,132
32.083333333333336,132
32.166666666666664,130
32.25,132
32.333333333333336,132
32.416666666666664,133
32.5,136
32.583333333333336,132
32.666666666666664,130
32.75,132
32.833333333333336,135
32.916666666666664,134
33,133
33.083333333333336,133
33.166666666666664,132
33.25,132
33.333333333333336,133
33.416666666666664,131
33.5,132
33.583333333333336,133
33.666666666666664,132
33.75,132
33.833333333333336,131
33.916666666666664,136
34,132
34.083333333333336,132
34.166666666666664,130
34.25,132
34.333333333333336,136
34.416666666666664,128
34.5,135
34.583333333333336,132
34.666666666666664,134
34.75,133
34.833333333333336,135
34.916666666666664,133
35,133
35.083333333333336,131
35.166666666666664,133
35.25,133
35.333333333333336,136
35.416666666666664,134
35.5,134
35.583333333333336,133
35.666666666666664,134
35.75,133
35.833333333333336,133
35.916666666666664,131
36,131
36.083333333333336,134
36.166666666666664,131
36.25,134
36.333333333333336,137
36.416666666666664,132
36.5,136
36.583333333333336,132
36.666666666666664,131
36.75,133
36.833333333333336,134
36.916666666666664,134
37,136
37.083333333333336,134
37.166666666666664,136
37.25,132
37.333333333333336,130
37.416666666666664,136
37.5,133
37.583333333333336,134
37.666666666666664,135
37.75,133
37.833333333333336,135
37.916666666666664,133
38,135
38.083333333333336,132
38.166666666666664,130
38.25,132
38.333333333333336,135
38.416666666666664,138
38.5,134
38.583333333333336,133
38.666666666666664,133
38.75,133
38.833333333333336,133
38.916666666666664,130
39,137
39.083333333333336,134
