"Hours since thread went live","Ragna Crimson - Episode 20 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,1
0.4166666666666667,1
0.5,1
0.5833333333333334,1
0.6666666666666666,1
0.75,1
0.8333333333333334,1
0.9166666666666666,1
1,1
1.0833333333333333,1
1.1666666666666667,1
1.25,1
1.3333333333333333,1
1.4166666666666667,2
1.5,2
1.5833333333333333,2
1.6666666666666667,2
1.75,2
1.8333333333333333,2
1.9166666666666667,2
2,2
2.0833333333333335,2
2.1666666666666665,2
2.25,2
2.3333333333333335,2
2.4166666666666665,2
2.5,2
2.5833333333333335,2
2.6666666666666665,2
2.75,2
2.8333333333333335,2
2.9166666666666665,2
3,2
3.0833333333333335,2
3.1666666666666665,2
3.25,3
3.3333333333333335,3
3.4166666666666665,3
3.5,3
3.5833333333333335,3
3.6666666666666665,3
3.75,3
3.8333333333333335,3
3.9166666666666665,3
4,3
4.083333333333333,3
4.166666666666667,3
4.25,3
4.333333333333333,3
4.416666666666667,3
4.5,3
4.583333333333333,3
4.666666666666667,3
4.75,3
4.833333333333333,3
4.916666666666667,3
5,5
5.083333333333333,5
5.166666666666667,4
5.25,4
5.333333333333333,3
5.416666666666667,4
5.5,3
5.583333333333333,5
5.666666666666667,4
5.75,4
5.833333333333333,4
5.916666666666667,4
6,4
6.083333333333333,4
6.166666666666667,3
6.25,5
6.333333333333333,4
6.416666666666667,5
6.5,5
6.583333333333333,4
6.666666666666667,4
6.75,5
6.833333333333333,4
6.916666666666667,5
7,3
7.083333333333333,4
7.166666666666667,3
7.25,3
7.333333333333333,4
7.416666666666667,4
7.5,4
7.583333333333333,4
7.666666666666667,4
7.75,4
7.833333333333333,4
7.916666666666667,3
8,3
8.083333333333334,4
8.166666666666666,4
8.25,4
8.333333333333334,4
8.416666666666666,3
8.5,4
8.583333333333334,5
8.666666666666666,3
8.75,4
8.833333333333334,4
8.916666666666666,4
9,4
9.083333333333334,5
9.166666666666666,4
9.25,4
9.333333333333334,4
9.416666666666666,4
9.5,3
9.583333333333334,4
9.666666666666666,4
9.75,5
9.833333333333334,4
9.916666666666666,3
10,4
10.083333333333334,4
10.166666666666666,4
10.25,4
10.333333333333334,3
10.416666666666666,5
10.5,3
10.583333333333334,5
10.666666666666666,4
10.75,4
10.833333333333334,5
10.916666666666666,3
11,3
11.083333333333334,4
11.166666666666666,4
11.25,3
11.333333333333334,5
11.416666666666666,4
11.5,5
11.583333333333334,4
11.666666666666666,4
11.75,4
11.833333333333334,4
11.916666666666666,3
12,4
12.083333333333334,4
12.166666666666666,3
12.25,5
12.333333333333334,5
12.416666666666666,4
12.5,4
12.583333333333334,4
12.666666666666666,4
12.75,5
12.833333333333334,4
12.916666666666666,4
13,5
13.083333333333334,4
13.166666666666666,3
13.25,5
13.333333333333334,4
13.416666666666666,4
13.5,4
13.583333333333334,3
13.666666666666666,4
13.75,5
13.833333333333334,4
13.916666666666666,3
14,4
14.083333333333334,3
14.166666666666666,4
14.25,5
14.333333333333334,5
14.416666666666666,5
14.5,4
14.583333333333334,5
14.666666666666666,4
14.75,3
14.833333333333334,3
14.916666666666666,5
15,5
15.083333333333334,4
15.166666666666666,4
15.25,4
15.333333333333334,3
15.416666666666666,5
15.5,3
15.583333333333334,5
15.666666666666666,5
15.75,3
15.833333333333334,4
15.916666666666666,5
16,4
16.083333333333332,4
16.166666666666668,5
16.25,4
16.333333333333332,3
16.416666666666668,4
16.5,3
16.583333333333332,3
16.666666666666668,4
16.75,4
16.833333333333332,3
16.916666666666668,4
17,4
17.083333333333332,4
17.166666666666668,4
17.25,3
17.333333333333332,5
17.416666666666668,4
17.5,3
17.583333333333332,4
17.666666666666668,4
17.75,4
17.833333333333332,4
17.916666666666668,4
18,3
18.083333333333332,4
18.166666666666668,4
18.25,5
18.333333333333332,5
18.416666666666668,5
18.5,4
18.583333333333332,4
18.666666666666668,3
18.75,4
18.833333333333332,4
18.916666666666668,3
19,3
19.083333333333332,5
19.166666666666668,4
19.25,5
19.333333333333332,4
19.416666666666668,4
19.5,4
19.583333333333332,4
19.666666666666668,3
19.75,4
19.833333333333332,4
19.916666666666668,4
20,4
20.083333333333332,4
20.166666666666668,3
20.25,3
20.333333333333332,3
20.416666666666668,3
20.5,5
20.583333333333332,4
20.666666666666668,5
20.75,4
20.833333333333332,4
20.916666666666668,3
21,4
21.083333333333332,4
21.166666666666668,3
21.25,5
21.333333333333332,4
21.416666666666668,3
21.5,4
21.583333333333332,5
21.666666666666668,5
21.75,4
21.833333333333332,4
21.916666666666668,4
22,4
22.083333333333332,4
22.166666666666668,5
22.25,4
22.333333333333332,3
22.416666666666668,4
22.5,5
22.583333333333332,4
22.666666666666668,4
22.75,4
22.833333333333332,4
22.916666666666668,3
23,4
23.083333333333332,5
23.166666666666668,5
23.25,6
23.333333333333332,6
23.416666666666668,5
23.5,4
23.583333333333332,5
23.666666666666668,4
23.75,5
23.833333333333332,5
23.916666666666668,6
24,6
24.083333333333332,5
24.166666666666668,5
24.25,5
24.333333333333332,4
24.416666666666668,5
24.5,6
24.583333333333332,5
24.666666666666668,5
24.75,5
24.833333333333332,5
24.916666666666668,5
25,5
25.083333333333332,5
25.166666666666668,6
25.25,4
25.333333333333332,5
25.416666666666668,4
25.5,6
25.583333333333332,5
25.666666666666668,6
25.75,5
25.833333333333332,5
25.916666666666668,5
26,6
26.083333333333332,5
26.166666666666668,5
26.25,6
26.333333333333332,5
26.416666666666668,4
26.5,5
26.583333333333332,5
26.666666666666668,5
26.75,5
26.833333333333332,6
26.916666666666668,5
27,5
27.083333333333332,5
27.166666666666668,6
27.25,5
27.333333333333332,6
27.416666666666668,5
27.5,5
27.583333333333332,5
27.666666666666668,6
27.75,6
27.833333333333332,6
27.916666666666668,6
28,5
28.083333333333332,4
28.166666666666668,5
28.25,4
28.333333333333332,4
28.416666666666668,4
28.5,5
28.583333333333332,6
28.666666666666668,4
28.75,5
28.833333333333332,5
28.916666666666668,5
29,4
29.083333333333332,5
29.166666666666668,4
29.25,5
29.333333333333332,5
29.416666666666668,5
29.5,5
29.583333333333332,5
29.666666666666668,5
29.75,5
29.833333333333332,5
29.916666666666668,4
30,5
30.083333333333332,4
30.166666666666668,5
30.25,5
30.333333333333332,5
30.416666666666668,6
30.5,6
30.583333333333332,5
30.666666666666668,5
30.75,5
30.833333333333332,5
30.916666666666668,5
31,5
31.083333333333332,5
31.166666666666668,6
31.25,6
31.333333333333332,5
31.416666666666668,6
31.5,5
31.583333333333332,5
31.666666666666668,5
31.75,6
31.833333333333332,4
31.916666666666668,6
32,4
32.083333333333336,5
32.166666666666664,5
32.25,5
32.333333333333336,5
32.416666666666664,5
32.5,4
32.583333333333336,5
32.666666666666664,5
32.75,5
32.833333333333336,5
32.916666666666664,4
33,5
33.083333333333336,5
33.166666666666664,5
33.25,5
33.333333333333336,6
33.416666666666664,4
33.5,5
33.583333333333336,5
33.666666666666664,4
33.75,6
33.833333333333336,6
33.916666666666664,6
34,5
34.083333333333336,4
34.166666666666664,6
34.25,5
34.333333333333336,5
34.416666666666664,6
34.5,5
34.583333333333336,5
34.666666666666664,5
34.75,4
34.833333333333336,4
34.916666666666664,5
35,5
35.083333333333336,5
35.166666666666664,5
35.25,5
35.333333333333336,5
35.416666666666664,5
35.5,6
35.583333333333336,5
35.666666666666664,5
35.75,4
35.833333333333336,5
35.916666666666664,6
36,6
36.083333333333336,5
36.166666666666664,5
36.25,5
36.333333333333336,4
36.416666666666664,5
36.5,5
36.583333333333336,4
36.666666666666664,5
36.75,6
36.833333333333336,4
36.916666666666664,5
37,4
37.083333333333336,5
37.166666666666664,5
37.25,5
37.333333333333336,5
37.416666666666664,4
37.5,5
37.583333333333336,6
37.666666666666664,5
37.75,5
37.833333333333336,5
37.916666666666664,4
38,6
38.083333333333336,6
38.166666666666664,5
38.25,5
38.333333333333336,5
38.416666666666664,5
38.5,5
38.583333333333336,6
38.666666666666664,5
38.75,6
38.833333333333336,5
38.916666666666664,5
39,5
39.083333333333336,5
